1503,,,,,,,,1122,1040,990,973,149,0,,,,,,,,,
ISO NO.,PIECE MARK,REF. DWG.,SHT. NO.,LINE NO.,PAINT SYS.,TOP COAT,PRIORITY,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,SHIP TO COATING,TO SITE,LOAD NO.,READY TO SHIP,READY TO SHIP COATING,COMMENTS,SPEC.,AREA,ON HOLD,SHOP,S.O.
     258-1,6-7114-258-1                  ,64341-P1B151B-6                              ,1,"1.5""-SOL-64341-P1B151B-6                     ",NONE                     ,-                   ,1,9/29/2020,9/30/2020,9/30/2020,9/30/2020,,,M3001     ,,,,P1B151B   ,6,,MOBILE    ,7114
     258-2,6-7114-258-2                  ,64341-P1B151B-6                              ,1,"1.5""-SOL-64341-P1B151B-6                     ",NONE                     ,-                   ,1,,,,,,,,,,,P1B151B   ,6,,BR        ,7114
     259-1,6-7114-259-1                  ,64342-P1B151B-6                              ,1,"1.5""-SOL-64342-P1B151B-6                     ",NONE                     ,-                   ,1,10/7/2020,10/8/2020,10/8/2020,10/8/2020,,,B3001     ,,,,P1B151B   ,6,,BR        ,7114
     259-2,6-7114-259-2                  ,64342-P1B151B-6                              ,1,"1.5""-SOL-64342-P1B151B-6                     ",NONE                     ,-                   ,1,,,,,,,,,,,P1B151B   ,6,,BR        ,7114
     261-1,6-7114-261-1                  ,64352-P1B43BL-6                              ,1,"3""-DM-64352-P1B43BL-6-C2-1.5""                ",NONE                     ,-                   ,1,9/28/2020,9/29/2020,9/29/2020,9/30/2020,,,M3001     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     261-2,6-7114-261-2                  ,64352-P1B43BL-6                              ,1,"3""-DM-64352-P1B43BL-6-C2-1.5""                ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
     262-1,6-7114-262-1                  ,64353-P3B121D-6                              ,1,"3""-PAA-64353-P3B121D-6-C2-1.5""               ",NONE                     ,-                   ,1,10/14/2020,10/14/2020,10/14/2020,10/15/2020,,,,,,,SEE ISO   ,6,,MOBILE    ,7114
     264-1,6-7114-264-1                  ,64354-P3B121D-6                              ,1,"3""-PAA-64353-P3B121D-6-C2-1.5""               ",NONE                     ,-                   ,1,10/7/2020,10/8/2020,10/9/2020,10/9/2020,,,M3002     ,,,,P3B121D   ,6,,MOBILE    ,7114
     265-1,6-7114-265-1                  ,64355-P3B121D-6                              ,1,"3""-PAA-64355-P3B121D-6-C2-1.5""               ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     265-3,6-7114-265-3                  ,64355-P3B121D-6                              ,1,"3""-PAA-64355-P3B121D-6-C2-1.5""               ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     265-4,6-7114-265-4                  ,64355-P3B121D-6                              ,1,"3""-PAA-64355-P3B121D-6-C2-1.5""               ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,M3003     ,,,,P3B121D   ,6,,MOBILE    ,7114
     266-1,6-7114-266-1                  ,64355-P3B121D-6                              ,2,"3""-PAA-64355-P3B121D-6-C2-1.5""               ",NONE                     ,-                   ,1,10/14/2020,10/14/2020,10/15/2020,10/15/2020,,,M3002     ,,,,P3B121D   ,6,,MOBILE    ,7114
     266-2,6-7114-266-2                  ,64355-P3B121D-6                              ,2,"3""-PAA-64355-P3B121D-6-C2-1.5""               ",NONE                     ,-                   ,1,10/14/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     267-1,6-7114-267-1                  ,64355-P3B121D-6                              ,3,"3""-PAA-64355-P3B121D-6-C2-1.5""               ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     268-1,6-7114-268-1                  ,64356-P1B206AC-6                             ,1,"3""-V-64356-P1B206AC-6                        ",NONE                     ,-                   ,1,10/6/2020,10/7/2020,10/9/2020,10/9/2020,,,M3001     ,,,,P1B206AC  ,6,,MOBILE    ,7114
     269-1,6-7114-269-1                  ,64360-P1B43BL-6                              ,1,"3""-DM-64360-P1B43BL-6-C2-1.5""                ",NONE                     ,-                   ,1,9/29/2020,10/1/2020,10/6/2020,10/6/2020,,,M3001     ,,,,SEE ISO   ,6,,MOBILE    ,7114
     270-2,6-7114-270-2                  ,64363-P1B43BL-6                              ,1,"1 1/2""-DM-64363-P1B43BL-6-C2-1.5""            ",NONE                     ,-                   ,1,10/7/2020,10/8/2020,10/12/2020,10/13/2020,,,B3001     ,,,,P1B43BL   ,6,,BR        ,7114
     271-1,6-7114-271-1                  ,64363-P1B43BL-6                              ,2,"1 1/2""-DM-64363-P1B43BL-6-C2-1.5""            ",NONE                     ,-                   ,1,10/7/2020,10/12/2020,10/13/2020,10/14/2020,,,,,,,P1B43BL   ,6,,BR        ,7114
     271-2,6-7114-271-2                  ,64363-P1B43BL-6                              ,2,"1 1/2""-DM-64363-P1B43BL-6-C2-1.5""            ",NONE                     ,-                   ,1,10/14/2020,,,,,,,,,,P1B43BL   ,6,,BR        ,7114
     272-1,6-7114-272-1                  ,64364-P1B43BL-6                              ,1,"1""-DM-64364-P1B43BL-6                        ",NONE                     ,-                   ,1,9/30/2020,10/1/2020,10/5/2020,10/5/2020,,,B3001     ,,,,P1B43BL   ,6,,BR        ,7114
     273-2,6-7114-273-2                  ,64366-P3B121D-6                              ,1,"3""-PAA-64366-P3B121D-6-C2-1.5""               ",NONE                     ,-                   ,1,9/29/2020,10/1/2020,10/5/2020,10/5/2020,,,M3001     ,,,,P3B121D   ,6,,MOBILE    ,7114
     275-1,6-7114-275-1                  ,64370-P1A4L-6                                ,2,"2""-HTF-64370-P1A4L-6-C2-1.5""                 ",SZ307S                   ,-                   ,1,10/13/2020,10/13/2020,10/15/2020,10/15/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
     275-2,6-7114-275-2                  ,64370-P1A4L-6                                ,2,"2""-HTF-64370-P1A4L-6-C2-1.5""                 ",SZ307S                   ,-                   ,1,,,,,,,,,,,P1A4L     ,6,,PA        ,7114
     276-1,6-7114-276-1                  ,64371-P1A42M-6                               ,1,"2""-HTF-64371-P1A42M-6                        ",HOT DIP GALV.            ,-                   ,1,,,,,,,,,,,P1A42M    ,6,,PA        ,7114
     277-1,6-7114-277-1                  ,64372-P1B43BL-6                              ,1,"1 1/2""-DM-64372-P1B43BL-6-C2                 ",NONE                     ,-                   ,1,10/7/2020,10/8/2020,10/12/2020,10/13/2020,,,B3001     ,,,,P1B43BL   ,6,,BR        ,7114
     278-1,6-7114-278-1                  ,64406-P1B206AC-6                             ,1,"1/2""-V-64406-P1B206AC-6                      ",NONE                     ,-                   ,1,10/1/2020,10/9/2020,10/12/2020,10/12/2020,,,M3002     ,,,,P1B206AC  ,6,,MOBILE    ,7114
     279-1,6-7114-279-1                  ,64409-P3B121D-6                              ,1,"1""-PAA-64409-P3B121D-6                       ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     280-1,6-7114-280-1                  ,64420-P1B43BL-6                              ,1,"6""-PAA-64420-P1B43BL-6                       ",NONE                     ,-                   ,1,9/29/2020,9/29/2020,9/29/2020,9/30/2020,,,M3001     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     280-2,6-7114-280-2                  ,64420-P1B43BL-6                              ,1,"6""-PAA-64420-P1B43BL-6                       ",NONE                     ,-                   ,1,9/29/2020,10/1/2020,10/1/2020,10/1/2020,,,M3001     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     281-1,6-7114-281-1                  ,64422-P1B43BL-6                              ,1,"2""-PAA-64422-P1B43BL-6                       ",NONE                     ,-                   ,1,10/7/2020,10/12/2020,10/13/2020,10/14/2020,,,B3001     ,,,,P1B43BL   ,6,,BR        ,7114
     281-2,6-7114-281-2                  ,64422-P1B43BL-6                              ,1,"2""-PAA-64422-P1B43BL-6                       ",NONE                     ,-                   ,1,10/14/2020,10/15/2020,10/15/2020,10/15/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
     282-1,6-7114-282-1                  ,64428-P3B121D-6                              ,1,"2""-PAA-64428-P3B121D-6                       ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     282-2,6-7114-282-2                  ,64428-P3B121D-6                              ,1,"2""-PAA-64428-P3B121D-6                       ",NONE                     ,-                   ,1,10/12/2020,10/13/2020,10/14/2020,10/14/2020,,,M3003     ,,,,P3B121D   ,6,,MOBILE    ,7114
     283-1,6-7114-283-1                  ,64435-P1B43BL-6                              ,1,"4""-VAC-64435-P1B43BL-6                       ",NONE                     ,-                   ,1,9/29/2020,10/5/2020,10/8/2020,10/8/2020,,,M3001     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     284-1,6-7114-284-1                  ,64435-P1B43BL-6                              ,2,"4""-VAC-64435-P1B43BL-6                       ",NONE                     ,-                   ,1,10/8/2020,10/9/2020,10/9/2020,10/9/2020,,,M3001     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     284-2,6-7114-284-2                  ,64435-P1B43BL-6                              ,2,"4""-VAC-64435-P1B43BL-6                       ",NONE                     ,-                   ,1,9/29/2020,10/6/2020,10/6/2020,10/6/2020,,,M3001     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     284-3,6-7114-284-3                  ,64435-P1B43BL-6                              ,2,"4""-VAC-64435-P1B43BL-6                       ",NONE                     ,-                   ,1,10/8/2020,10/14/2020,10/14/2020,10/14/2020,,,M3003     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     285-1,6-7114-285-1                  ,64435-P1B43BL-6                              ,3,"4""-VAC-64435-P1B43BL-6                       ",NONE                     ,-                   ,1,10/7/2020,10/14/2020,10/14/2020,10/15/2020,,,B3001     ,,,,P1B43BL   ,6,,BR        ,7114
     286-1,6-7114-286-1                  ,64435-P1B43BL-6                              ,4,"4""-VAC-64435-P1B43BL-6                       ",NONE                     ,-                   ,1,10/14/2020,,,,,,,,,,P1B43BL   ,6,,BR        ,7114
     286-2,6-7114-286-2                  ,64435-P1B43BL-6                              ,4,"4""-VAC-64435-P1B43BL-6                       ",NONE                     ,-                   ,1,9/29/2020,9/29/2020,9/29/2020,9/29/2020,,,M3001     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     287-1,6-7114-287-1                  ,64435-P1B43BL-6                              ,6,"4""-VAC-64435-P1B43BL-6                       ",NONE                     ,-                   ,1,10/14/2020,10/16/2020,10/16/2020,10/17/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
     288-1,6-7114-288-1                  ,64435-P1B43BL-6                              ,7,"4""-VAC-64435-P1B43BL-6                       ",NONE                     ,-                   ,1,10/14/2020,10/15/2020,10/16/2020,10/17/2020,,,,,,,P1B43BL   ,6,,BR        ,7114
     289-1,6-7114-289-1                  ,64437-P1B43BL-6                              ,1,"3""-PAA-64437-P1B43BL-6                       ",NONE                     ,-                   ,1,9/29/2020,9/30/2020,9/30/2020,10/1/2020,,,M3001     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     289-2,6-7114-289-2                  ,64437-P1B43BL-6                              ,1,"3""-PAA-64437-P1B43BL-6                       ",NONE                     ,-                   ,1,9/29/2020,10/1/2020,10/1/2020,10/5/2020,,,M3002     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     289-3,6-7114-289-3                  ,64437-P1B43BL-6                              ,1,"3""-PAA-64437-P1B43BL-6                       ",NONE                     ,-                   ,1,9/29/2020,10/1/2020,10/1/2020,10/1/2020,,,M3001     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     290-1,6-7114-290-1                  ,64437-P1B43BL-6                              ,2,"3""-PAA-64437-P1B43BL-6                       ",NONE                     ,-                   ,1,10/12/2020,10/13/2020,10/14/2020,10/14/2020,,,M3002     ,,,,SEE ISO   ,6,,MOBILE    ,7114
     291-1,6-7114-291-1                  ,64438-P1B43BL-6                              ,1,"3/4""-N-64438-P1B43BL-6                       ",NONE                     ,-                   ,1,10/8/2020,10/9/2020,10/9/2020,10/9/2020,,,M3001     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     291-2,6-7114-291-2                  ,64438-P1B43BL-6                              ,1,"3/4""-N-64438-P1B43BL-6                       ",NONE                     ,-                   ,1,9/29/2020,10/6/2020,10/7/2020,10/7/2020,,,M3001     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     291-3,6-7114-291-3                  ,64438-P1B43BL-6                              ,1,"3/4""-N-64438-P1B43BL-6                       ",NONE                     ,-                   ,1,9/29/2020,10/7/2020,10/7/2020,10/7/2020,,,M3001     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     292-1,6-7114-292-1                  ,64452-P1A4L-6                                ,1,"1""-HTF-64452-P1A4L-6-C2-1""                   ",SZ307S                   ,-                   ,1,10/13/2020,10/13/2020,10/15/2020,10/15/2020,,,,,,,P1A4L     ,6,,PA        ,7114
     292-2,6-7114-292-2                  ,64452-P1A4L-6                                ,1,"1""-HTF-64452-P1A4L-6-C2-1""                   ",SZ307S                   ,-                   ,1,9/28/2020,9/29/2020,9/29/2020,9/29/2020,10/13/2020,,P2001     ,,,,P1A4L     ,6,,PA        ,7114
     294-1,6-7114-294-1                  ,64452-P1A4L-6                                ,3,"1""-HTF-64452-P1A4L-6-C2-1""                   ",SZ307S                   ,-                   ,1,10/13/2020,10/15/2020,10/15/2020,10/15/2020,,,,,,,P1A4L     ,6,,PA        ,7114
     295-1,6-7114-295-1                  ,64452-P1A4L-6                                ,4,"1""-HTF-64452-P1A4L-6-C2-1""                   ",SZ307S                   ,-                   ,1,9/30/2020,10/6/2020,10/6/2020,10/7/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
     296-1,6-7114-296-1                  ,64452-P1A4L-6                                ,5,"1""-HTF-64452-P1A4L-6-C2-1""                   ",SZ307S                   ,-                   ,1,9/29/2020,9/29/2020,9/29/2020,9/29/2020,10/13/2020,,P2001     ,,,,P1A4L     ,6,,PA        ,7114
     296-2,6-7114-296-2                  ,64452-P1A4L-6                                ,5,"1""-HTF-64452-P1A4L-6-C2-1""                   ",SZ307S                   ,-                   ,1,10/15/2020,10/15/2020,10/16/2020,10/16/2020,,,,,,,P1A4L     ,6,,PA        ,7114
     297-1,6-7114-297-1                  ,64452-P1A4L-6                                ,7,"1""-HTF-64452-P1A4L-6-C2-1""                   ",SZ307S                   ,-                   ,1,9/29/2020,9/29/2020,9/29/2020,9/29/2020,10/13/2020,,P2001     ,,,,P1A4L     ,6,,PA        ,7114
     297-2,6-7114-297-2                  ,64452-P1A4L-6                                ,7,"1""-HTF-64452-P1A4L-6-C2-1""                   ",SZ307S                   ,-                   ,1,10/13/2020,10/14/2020,10/15/2020,10/15/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
     297-3,6-7114-297-3                  ,64452-P1A4L-6                                ,7,"1""-HTF-64452-P1A4L-6-C2-1""                   ",SZ307S                   ,-                   ,1,,,,,,,,,,,P1A4L     ,6,,PA        ,7114
     298-1,6-7114-298-1                  ,64453-P1A4L-6                                ,1,1-HTF-64453-P1A4L-6                          ,SZ309S                   ,WHITE RAL 9016      ,1,9/28/2020,9/29/2020,9/30/2020,9/30/2020,10/13/2020,,P2001     ,,,,P1A4L     ,6,,PA        ,7114
     300-1,6-7114-300-1                  ,64460-P3B121D-6                              ,2,4-PAA-64460-P3B121D-6                        ,NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     300-2,6-7114-300-2                  ,64460-P3B121D-6                              ,2,4-PAA-64460-P3B121D-6                        ,NONE                     ,-                   ,1,10/12/2020,10/13/2020,10/13/2020,10/13/2020,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     300-3,6-7114-300-3                  ,64460-P3B121D-6                              ,2,4-PAA-64460-P3B121D-6                        ,NONE                     ,-                   ,1,9/29/2020,9/30/2020,9/30/2020,9/30/2020,,,M3001     ,,,,P3B121D   ,6,,MOBILE    ,7114
     301-1,6-7114-301-1                  ,64476-P5B66H-6                               ,1,"4""-PAA-64476-P5B66H-6                        ",NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/12/2020,10/12/2020,,,M3002     ,,,,P5B66H    ,6,,MOBILE    ,7114
