BOM PATH, POS, TAG NUMBER, SIZE, DESCRIPTION, LIST QUANTITY, UNIT, TRANSMITTL, GROUP-PERF, SKETCH, PRIORITY, SPEC, CWP,SCHEDULE,CLASS,ok
PIPING/7114/4456/10-1,1,A106-AAPA100_XS~2,2,"- PIPE BE SMLS ASME B36.10M XS CS ASTM A106 2""",0.8,ft,4456,PIPE,6-7114-10-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/10-1,2,A106-AAPA100_XS~1/2,2-Jan,"- PIPE BE SMLS ASME B36.10M XS CS ASTM A106 1/2""",0.4,ft,4456,PIPE,6-7114-10-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/10-1,3,CS-AARC200_XS~2X1 1/2,2X1 1/2,"- REDUCER CONC ASME B16.9 BW XS CS ASTM A234 GR WPB 2X1 1/2""",1,ea,4456,FITTINGS,6-7114-10-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/10-1,4,CS-NATW2X0_XS~2X1/2,2X1/2,"- WELDOLET MSS SP-97 XS FS ASTM A105 2X1/2""",1,ea,4456,FITTINGS,6-7114-10-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/10-1,5,CS-AAEA200_XS~1/2,2-Jan,"- ELBOW 90 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 1/2""",1,ea,4456,FITTINGS,6-7114-10-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/10-1,6,CS-AAFHBB0_150~2,2,"- FLANGE SO CL150 RF ASME B16.5 FS ASTM A105 2""",1,ea,4456,FLANGES,6-7114-10-1,1,P1A4L,4456,None,150,
PIPING/7114/4456/10-1,7,CS-AAFWBB0_XS:150~1 1/2,1 1/2,"- FLANGE WN CL150 RF ASME B16.5 XS FS ASTM A105 1 1/2""",1,ea,4456,FLANGES,6-7114-10-1,1,P1A4L,4456,XS,150,
PIPING/7114/4456/10-1,8,CS-AAFWBB0_XS:150~1/2,2-Jan,"- FLANGE WN CL150 RF ASME B16.5 XS FS ASTM A105 1/2""",1,ea,4456,FLANGES,6-7114-10-1,1,P1A4L,4456,XS,150,
PIPING/7114/4456/10-2,1,A53W-AAPS200_STD~3,3,"- PIPE BE WELDED ASME B36.10M STD WT CS ASTM A53 GR B 3""",0.6,ft,4456,PIPE,6-7114-10-2,1,P1A4L,4456,STD,,
PIPING/7114/4456/10-2,2,A106-AAPA100_XS~2,2,"- PIPE BE SMLS ASME B36.10M XS CS ASTM A106 2""",4.9,ft,4456,PIPE,6-7114-10-2,1,P1A4L,4456,XS,,
PIPING/7114/4456/10-2,3,CS-AARC200_STDXXS~3X2,3X2,"- REDUCER CONC ASME B16.9 BW STD WT x XS CS ASTM A234 GR WPB 3X2""",1,ea,4456,FITTINGS,6-7114-10-2,1,P1A4L,4456,XS,,
PIPING/7114/4456/10-2,4,CS-AARC200_STDXXS~3X2,3X2,"- REDUCER CONC ASME B16.9 BW STD WT x XS CS ASTM A234 GR WPB 3X2""",1,ea,4456,FITTINGS,6-7114-10-2,1,P1A4L,4456,XS,,
PIPING/7114/4456/10-2,5,CS-NATY530_3000~3X3/4,3X3/4,"- THREDOLET MSS SP-97 CL3000 FS ASTM A105 3X3/4""",1,ea,4456,FITTINGS,6-7114-10-2,1,P1A4L,4456,None,3000,
PIPING/7114/4456/10-2,6,CS-AAEA200_XS~2,2,"- ELBOW 90 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 2""",1,ea,4456,FITTINGS,6-7114-10-2,1,P1A4L,4456,XS,,
PIPING/7114/4456/10-2,7,CS-AAEC200_XS~2,2,"- ELBOW 45 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 2""",1,ea,4456,FITTINGS,6-7114-10-2,1,P1A4L,4456,XS,,
PIPING/7114/4456/10-2,8,CS-AAFHBB0_150~2,2,"- FLANGE SO CL150 RF ASME B16.5 FS ASTM A105 2""",1,ea,4456,FLANGES,6-7114-10-2,1,P1A4L,4456,None,150,
PIPING/7114/4456/100-1,1,A106-AAPA100_XS~2,2,"- PIPE BE SMLS ASME B36.10M XS CS ASTM A106 2""",3,ft,4456,PIPE,6-7114-100-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/100-1,2,CS-AAEA200_XS~2,2,"- ELBOW 90 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 2""",1,ea,4456,FITTINGS,6-7114-100-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/100-1,3,CS-AAEA200_XS~2,2,"- ELBOW 90 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 2""",1,ea,4456,FITTINGS,6-7114-100-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/100-1,4,CS-AAFWBB0_XS:150~2,2,"- FLANGE WN CL150 RF ASME B16.5 XS FS ASTM A105 2""",1,ea,4456,FLANGES,6-7114-100-1,1,P1A4L,4456,XS,150,
PIPING/7114/4456/101-1,1,304W-AAPS200_10S~3/4,4-Mar,"- PIPE BE WELDED ASME B36.19M SCH 10S SS ASTM A312 GR TP304/304L 3/4""",0.4,ft,4456,PIPE,6-7114-101-1,1,P1B206AC,4456,10S,,
PIPING/7114/4456/101-1,2,304W-AARC200_10S~3/4X1/2,3/4X1/2,"- REDUCER CONC ASME B16.9 BW SCH 10S SS ASTM A403 GR WP304/304L WELDED 3/4X1/2""",1,ea,4456,FITTINGS,6-7114-101-1,1,P1B206AC,4456,10S,,
PIPING/7114/4456/101-1,3,304W-AAEA200_10S~3/4,4-Mar,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP304/304L WELDED 3/4""",1,ea,4456,FITTINGS,6-7114-101-1,1,P1B206AC,4456,10S,,
PIPING/7114/4456/101-1,4,304-AAFWBB0_10S:150~3/4,4-Mar,"- FLANGE WN CL150 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F304/304L 3/4""",1,ea,4456,FLANGES,6-7114-101-1,1,P1B206AC,4456,10S,150,
PIPING/7114/4456/101-1,5,304-AAFWBB0_10S:150~1/2,2-Jan,"- FLANGE WN CL150 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F304/304L 1/2""",1,ea,4456,FLANGES,6-7114-101-1,1,P1B206AC,4456,10S,150,
PIPING/7114/4456/101-2,1,304W-AAPS200_10S~1/2,2-Jan,"- PIPE BE WELDED ASME B36.19M SCH 10S SS ASTM A312 GR TP304/304L 1/2""",2.3,ft,4456,PIPE,6-7114-101-2,1,P1B206AC,4456,10S,,
PIPING/7114/4456/101-2,2,304W-AARC200_10S~2X3/4,2X3/4,"- REDUCER CONC ASME B16.9 BW SCH 10S SS ASTM A403 GR WP304/304L WELDED 2X3/4""",1,ea,4456,FITTINGS,6-7114-101-2,1,P1B206AC,4456,10S,,
PIPING/7114/4456/101-2,3,304W-AARC200_10S~3/4X1/2,3/4X1/2,"- REDUCER CONC ASME B16.9 BW SCH 10S SS ASTM A403 GR WP304/304L WELDED 3/4X1/2""",1,ea,4456,FITTINGS,6-7114-101-2,1,P1B206AC,4456,10S,,
PIPING/7114/4456/101-2,4,304W-AAEA200_10S~1/2,2-Jan,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP304/304L WELDED 1/2""",1,ea,4456,FITTINGS,6-7114-101-2,1,P1B206AC,4456,10S,,
PIPING/7114/4456/101-2,5,304W-AAEA200_10S~1/2,2-Jan,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP304/304L WELDED 1/2""",1,ea,4456,FITTINGS,6-7114-101-2,1,P1B206AC,4456,10S,,
PIPING/7114/4456/101-2,6,304-AAFWBB0_10S:150~2,2,"- FLANGE WN CL150 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F304/304L 2""",1,ea,4456,FLANGES,6-7114-101-2,1,P1B206AC,4456,10S,150,
PIPING/7114/4456/101-2,7,304-AAFWBB0_10S:150~1/2,2-Jan,"- FLANGE WN CL150 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F304/304L 1/2""",1,ea,4456,FLANGES,6-7114-101-2,1,P1B206AC,4456,10S,150,
PIPING/7114/4456/102-1,1,A106-AAPA100_XS~2,2,"- PIPE BE SMLS ASME B36.10M XS CS ASTM A106 2""",11.5,ft,4456,PIPE,6-7114-102-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/102-1,2,CS-AAEA200_XS~2,2,"- ELBOW 90 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 2""",1,ea,4456,FITTINGS,6-7114-102-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/102-1,3,CS-AAEA200_XS~2,2,"- ELBOW 90 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 2""",1,ea,4456,FITTINGS,6-7114-102-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/102-1,4,CS-AAEA200_XS~2,2,"- ELBOW 90 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 2""",1,ea,4456,FITTINGS,6-7114-102-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/102-1,5,CS-AAFHBB0_150~2,2,"- FLANGE SO CL150 RF ASME B16.5 FS ASTM A105 2""",1,ea,4456,FLANGES,6-7114-102-1,1,P1A4L,4456,None,150,
PIPING/7114/4456/102-2,1,A106-AAPA100_XS~2,2,"- PIPE BE SMLS ASME B36.10M XS CS ASTM A106 2""",13,ft,4456,PIPE,6-7114-102-2,1,P1A4L,4456,XS,,
PIPING/7114/4456/102-2,2,CS-AAEA200_XS~2,2,"- ELBOW 90 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 2""",1,ea,4456,FITTINGS,6-7114-102-2,1,P1A4L,4456,XS,,
PIPING/7114/4456/102-2,3,CS-AAEA200_XS~2,2,"- ELBOW 90 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 2""",1,ea,4456,FITTINGS,6-7114-102-2,1,P1A4L,4456,XS,,
PIPING/7114/4456/102-2,4,CS-AAEC200_XS~2,2,"- ELBOW 45 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 2""",1,ea,4456,FITTINGS,6-7114-102-2,1,P1A4L,4456,XS,,
PIPING/7114/4456/103-1,1,316W-AAPS200_10S~1,1,"- PIPE BE WELDED ASME B36.19M SCH 10S SS ASTM A312 GR TP316/316L 1""",9.7,ft,4456,PIPE,6-7114-103-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/103-1,2,316W-AATA200_10S~1X1,1X1,"- TEE ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1X1""",1,ea,4456,FITTINGS,6-7114-103-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/103-1,3,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-103-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/103-1,4,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-103-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/103-1,5,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-103-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/103-1,6,316-AAFWBB0_10S:150~1,1,"- FLANGE WN CL150 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F316 / 316L 1""",1,ea,4456,FLANGES,6-7114-103-1,1,P1B43BL,4456,10S,150,
PIPING/7114/4456/103-1,7,316-AAFWBB0_10S:150~1,1,"- FLANGE WN CL150 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F316 / 316L 1""",1,ea,4456,FLANGES,6-7114-103-1,1,P1B43BL,4456,10S,150,
PIPING/7114/4456/103-2,1,316W-AAPS200_10S~1,1,"- PIPE BE WELDED ASME B36.19M SCH 10S SS ASTM A312 GR TP316/316L 1""",17.6,ft,4456,PIPE,6-7114-103-2,1,P1B43BL,4456,10S,,
PIPING/7114/4456/103-2,2,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-103-2,1,P1B43BL,4456,10S,,
PIPING/7114/4456/103-2,3,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-103-2,1,P1B43BL,4456,10S,,
PIPING/7114/4456/103-2,4,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-103-2,1,P1B43BL,4456,10S,,
PIPING/7114/4456/103-2,5,316-AAFWBB0_10S:150~1,1,"- FLANGE WN CL150 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F316 / 316L 1""",1,ea,4456,FLANGES,6-7114-103-2,1,P1B43BL,4456,10S,150,
PIPING/7114/4456/103-3,1,316W-AAPS200_10S~1,1,"- PIPE BE WELDED ASME B36.19M SCH 10S SS ASTM A312 GR TP316/316L 1""",1.5,ft,4456,PIPE,6-7114-103-3,1,P1B43BL,4456,10S,,
PIPING/7114/4456/103-3,2,316-AAFWBB0_10S:150~1,1,"- FLANGE WN CL150 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F316 / 316L 1""",1,ea,4456,FLANGES,6-7114-103-3,1,P1B43BL,4456,10S,150,
PIPING/7114/4456/104,1,316W-AAPS200_10S~1,1,"- PIPE BE WELDED ASME B36.19M SCH 10S SS ASTM A312 GR TP316/316L 1""",10.5,ft,4456,PIPE,6-7114-104-2,1,P1B43BL,4456,10S,,
PIPING/7114/4456/104,2,316W-AAPS200_10S~1,1,"- PIPE BE WELDED ASME B36.19M SCH 10S SS ASTM A312 GR TP316/316L 1""",20,ft,4456,PIPE,6-7114-104-3,1,P1B43BL,4456,10S,,
PIPING/7114/4456/104,3,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-104-2,1,P1B43BL,4456,10S,,
PIPING/7114/4456/104,4,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-104-2,1,P1B43BL,4456,10S,,
PIPING/7114/4456/104,5,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-104-2,1,P1B43BL,4456,10S,,
PIPING/7114/4456/104,6,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-104-2,1,P1B43BL,4456,10S,,
PIPING/7114/4456/104,7,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-104-2,1,P1B43BL,4456,10S,,
PIPING/7114/4456/104,8,316-AAFHBB0_150~1,1,"- FLANGE SO CL150 RF ASME B16.5 FORGED SS ASTM A182 GR F316 / 316L 1""",1,ea,4456,FLANGES,6-7114-104-2,1,P1B43BL,4456,None,150,
PIPING/7114/4456/104,9,316W-AAPS200_10S~1,1,"- PIPE BE WELDED ASME B36.19M SCH 10S SS ASTM A312 GR TP316/316L 1""",20,ft,4456,PIPE,6-7114-104-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/104,10,316-AAFWBB0_10S:150~1,1,"- FLANGE WN CL150 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F316 / 316L 1""",1,ea,4456,FLANGES,6-7114-104-1,1,P1B43BL,4456,10S,150,
PIPING/7114/4456/105-1,1,316W-AAPS200_10S~1,1,"- PIPE BE WELDED ASME B36.19M SCH 10S SS ASTM A312 GR TP316/316L 1""",18.6,ft,4456,PIPE,6-7114-105-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/105-1,2,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-105-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/105-1,3,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-105-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/105-1,4,316W-AAEC200_10S~1,1,"- ELBOW 45 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-105-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/105-1,5,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-105-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/105-1,6,316-AAFWBB0_10S:150~1,1,"- FLANGE WN CL150 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F316 / 316L 1""",1,ea,4456,FLANGES,6-7114-105-1,1,P1B43BL,4456,10S,150,
PIPING/7114/4456/106-1,1,316W-AAPS200_10S~1,1,"- PIPE BE WELDED ASME B36.19M SCH 10S SS ASTM A312 GR TP316/316L 1""",0.3,ft,4456,PIPE,6-7114-106-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/106-1,2,316W-AAE8200_10S~1,1,"- ELBOW 90 DEG 3D ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-106-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/106-1,3,316-AAFWBB0_10S:150~1,1,"- FLANGE WN CL150 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F316 / 316L 1""",1,ea,4456,FLANGES,6-7114-106-1,1,P1B43BL,4456,10S,150,
PIPING/7114/4456/106-1,4,316-AAFHBB0_150~1,1,"- FLANGE SO CL150 RF ASME B16.5 FORGED SS ASTM A182 GR F316 / 316L 1""",1,ea,4456,FLANGES,6-7114-106-1,1,P1B43BL,4456,None,150,
PIPING/7114/4456/106-2,1,316W-AAPS200_10S~1,1,"- PIPE BE WELDED ASME B36.19M SCH 10S SS ASTM A312 GR TP316/316L 1""",0.9,ft,4456,PIPE,6-7114-106-2,1,P1B43BL,4456,10S,,
PIPING/7114/4456/106-2,2,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-106-2,1,P1B43BL,4456,10S,,
PIPING/7114/4456/106-2,3,316W-AAEA200_10S~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 1""",1,ea,4456,FITTINGS,6-7114-106-2,1,P1B43BL,4456,10S,,
PIPING/7114/4456/106-2,4,316-AAFWBB0_10S:150~1,1,"- FLANGE WN CL150 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F316 / 316L 1""",1,ea,4456,FLANGES,6-7114-106-2,1,P1B43BL,4456,10S,150,
PIPING/7114/4456/107-1,1,316W-AAPS200_10S~2,2,"- PIPE BE WELDED ASME B36.19M SCH 10S SS ASTM A312 GR TP316/316L 2""",2.5,ft,4456,PIPE,6-7114-107-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/107-1,2,316W-AAEA200_10S~2,2,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 2""",1,ea,4456,FITTINGS,6-7114-107-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/107-1,3,316-AAFWBB0_10S:150~2,2,"- FLANGE WN CL150 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F316 / 316L 2""",1,ea,4456,FLANGES,6-7114-107-1,1,P1B43BL,4456,10S,150,
PIPING/7114/4456/108-1,1,316W-AAPS200_10S~2,2,"- PIPE BE WELDED ASME B36.19M SCH 10S SS ASTM A312 GR TP316/316L 2""",2.5,ft,4456,PIPE,6-7114-108-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/108-1,2,316W-AAEA200_10S~2,2,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP316/316L 2""",1,ea,4456,FITTINGS,6-7114-108-1,1,P1B43BL,4456,10S,,
PIPING/7114/4456/108-1,3,316-AAFWBB0_10S:150~2,2,"- FLANGE WN CL150 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F316 / 316L 2""",1,ea,4456,FLANGES,6-7114-108-1,1,P1B43BL,4456,10S,150,
PIPING/7114/4456/1082-1,1,304-00NPC0L_40S~1/2,2-Jan,"- NIPPLE POE/TOE NPT 3"" LONG SCH 40S SMLS SS ASTM A312 GR TP304/304L 1/2""",1,ea,4456,FITTINGS,6-7114-1082-1,1,P3B121D,4456,40S,,
PIPING/7114/4456/1082-1,2,304-AAEA200_10S~1/2,2-Jan,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP304/304L SMLS 1/2""",1,ea,4456,FITTINGS,6-7114-1082-1,1,P3B121D,4456,10S,,
PIPING/7114/4456/1082-1,3,304-AAFWBD0_10S:300~1/2,2-Jan,"- FLANGE WN CL300 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F304/304L 1/2""",1,ea,4456,FLANGES,6-7114-1082-1,1,P3B121D,4456,10S,300,
PIPING/7114/4456/1083-1,1,304-00NPC0L_40S~1/2,2-Jan,"- NIPPLE POE/TOE NPT 3"" LONG SCH 40S SMLS SS ASTM A312 GR TP304/304L 1/2""",1,ea,4456,FITTINGS,6-7114-1083-1,1,P3B121D,4456,40S,,
PIPING/7114/4456/1083-1,2,304-AAEA200_10S~1/2,2-Jan,"- ELBOW 90 DEG LR ASME B16.9 BW SCH 10S SS ASTM A403 GR WP304/304L SMLS 1/2""",1,ea,4456,FITTINGS,6-7114-1083-1,1,P3B121D,4456,10S,,
PIPING/7114/4456/1083-1,3,304-AAFWBD0_10S:300~1/2,2-Jan,"- FLANGE WN CL300 RF ASME B16.5 SCH 10S FORGED SS ASTM A182 GR F304/304L 1/2""",1,ea,4456,FLANGES,6-7114-1083-1,1,P3B121D,4456,10S,300,
PIPING/7114/4456/1086-1,1,304W-AAPS200_40S~3,3,"- PIPE BE WELDED ASME B36.19M SCH 40S SS ASTM A312 GR TP304/304L 3""",1.5,ft,4456,PIPE,6-7114-1086-1,1,P5B66H,4456,40S,,
PIPING/7114/4456/1086-1,2,304-AAFWBF0_40S:600~3,3,"- FLANGE WN CL600 RF ASME B16.5 SCH 40S FORGED SS ASTM A182 GR F304/304L 3""",1,ea,4456,FLANGES,6-7114-1086-1,1,P5B66H,4456,40S,600,
PIPING/7114/4456/1086-1,3,304-AAFWBF0_40S:600~3,3,"- FLANGE WN CL600 RF ASME B16.5 SCH 40S FORGED SS ASTM A182 GR F304/304L 3""",1,ea,4456,FLANGES,6-7114-1086-1,1,P5B66H,4456,40S,600,
PIPING/7114/4456/1087-1,1,A106-AAPA100_XS~2,2,"- PIPE BE SMLS ASME B36.10M XS CS ASTM A106 2""",2.5,ft,4456,PIPE,6-7114-1087-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/1087-1,2,A106-AAPA100_XS~1,1,"- PIPE BE SMLS ASME B36.10M XS CS ASTM A106 1""",0.4,ft,4456,PIPE,6-7114-1087-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/1087-1,3,CS-AATA200_XS~2X2,2X2,"- TEE ASME B16.9 BW XS CS ASTM A234 GR WPB 2X2""",1,ea,4456,FITTINGS,6-7114-1087-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/1087-1,4,CS-AARC200_XS~2X1,2X1,"- REDUCER CONC ASME B16.9 BW XS CS ASTM A234 GR WPB 2X1""",1,ea,4456,FITTINGS,6-7114-1087-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/1087-1,5,CS-AARC200_XS~2X1,2X1,"- REDUCER CONC ASME B16.9 BW XS CS ASTM A234 GR WPB 2X1""",1,ea,4456,FITTINGS,6-7114-1087-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/1087-1,6,CS-NATE530_3000~2X3/4,2X3/4,"- ELBOLET MSS SP-97 NPT CL3000 FS ASTM A105 2X3/4""",1,ea,4456,FITTINGS,6-7114-1087-1,1,P1A4L,4456,None,3000,
PIPING/7114/4456/1087-1,7,CS-AAEA200_XS~2,2,"- ELBOW 90 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 2""",1,ea,4456,FITTINGS,6-7114-1087-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/1087-1,8,CS-AAEA200_XS~2,2,"- ELBOW 90 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 2""",1,ea,4456,FITTINGS,6-7114-1087-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/1087-1,9,CS-AAFHBB0_150~1,1,"- FLANGE SO CL150 RF ASME B16.5 FS ASTM A105 1""",1,ea,4456,FLANGES,6-7114-1087-1,1,P1A4L,4456,None,150,
PIPING/7114/4456/1087-1,10,CS-AAFWBB0_XS:150~1,1,"- FLANGE WN CL150 RF ASME B16.5 XS FS ASTM A105 1""",1,ea,4456,FLANGES,6-7114-1087-1,1,P1A4L,4456,XS,150,
PIPING/7114/4456/1088-1,1,CS-AATA200_XS~1X1/2,1X1/2,"- TEE ASME B16.9 BW XS CS ASTM A234 GR WPB 1X1/2""",1,ea,4456,FITTINGS,6-7114-1088-1,1,P1A4L,4456,XS,,
PIPING/7114/4456/1088-1,2,CS-AAFWBB0_XS:150~1,1,"- FLANGE WN CL150 RF ASME B16.5 XS FS ASTM A105 1""",1,ea,4456,FLANGES,6-7114-1088-1,1,P1A4L,4456,XS,150,
PIPING/7114/4456/1088-1,3,CS-AAFWBB0_XS:150~1,1,"- FLANGE WN CL150 RF ASME B16.5 XS FS ASTM A105 1""",1,ea,4456,FLANGES,6-7114-1088-1,1,P1A4L,4456,XS,150,
PIPING/7114/4456/1088-1,4,CS-AAFWBB0_XS:150~1/2,2-Jan,"- FLANGE WN CL150 RF ASME B16.5 XS FS ASTM A105 1/2""",1,ea,4456,FLANGES,6-7114-1088-1,1,P1A4L,4456,XS,150,
PIPING/7114/4456/1088-2,1,A106-AAPA100_XS~1,1,"- PIPE BE SMLS ASME B36.10M XS CS ASTM A106 1""",9.3,ft,4456,PIPE,6-7114-1088-2,1,P1A4L,4456,XS,,
PIPING/7114/4456/1088-2,2,CS-AATA200_XS~1X1/2,1X1/2,"- TEE ASME B16.9 BW XS CS ASTM A234 GR WPB 1X1/2""",1,ea,4456,FITTINGS,6-7114-1088-2,1,P1A4L,4456,XS,,
PIPING/7114/4456/1088-2,3,CS-AAEA200_XS~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 1""",1,ea,4456,FITTINGS,6-7114-1088-2,1,P1A4L,4456,XS,,
PIPING/7114/4456/1088-2,4,CS-AAEA200_XS~1,1,"- ELBOW 90 DEG LR ASME B16.9 BW XS CS ASTM A234 GR WPB 1""",1,ea,4456,FITTINGS,6-7114-1088-2,1,P1A4L,4456,XS,,
