,,0,0,,,,,,,,,,,,,,,,,,,23-Jun-20,New,,,Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO,SPOOL,In Detailing,In Checking,SHOP,Status,Priority Group,Priority Date,Priority #,Area,Material,CWA #,Pipe Spec.,Painting Spec.,Pipeline Reference,Spool ID,Line No.,PMI,HOLD,PCI / Client,RFI No. / Email ,Release Date,Remarks,Trans. No.,Date Rcv'd,Rev. No.,Trans. No.,Date Rcv'd,Rev. No.,Trans. No.,Date Rcv'd,Rev. No.,,BF,WORKABLE 4/29/20,WORKABLE 4/27/20,WORKABLE 4/13/20,WORKABLE 4/9/20,WORKABLE 4/3/20,WORKABLE 3/25/20,WORKABLE 3/23/20,WORKABLE 3/18/20,WORKABLE 3/16/20,WORKABLE 3/12/20,WORKABLE 3/11/20,WORKABLE 3/9/20,WORKABLE 3/5/20,WORKABLE 3/4/20,WORKABLE 3/2/20,WORKABLE 2/28/20,WORKABLE 2/27/20,WORKABLE 2/26/20,WORKABLE 2/25/20,WORKABLE 2/24/20,WORKABLE 2/20/20,WORKABLE 2/18/20,WORKABLE 2/17/20,WORKABLE 2/14/20,WORKABLE 2/13/20,WORKABLE 2/11/20,WORKABLE 2/10/20,WORKABLE 2/5/20
594,594-1,ISS,ISS,BR,2/11/2020,,2/3/2020,3,30,SS,CWA-5,T6NS5S01,-,000-P-9087-30,MK-000-P-9087-30-1,"900-P-9087-3""-T6NS5S01-ETW-1 1/2""-HC",Yes,,,,,,39,,0,,,,,,,14.04,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,594-1,594-1
594,594-2,ISS,ISS,BR,2/14/2020,,2/3/2020,3,30,SS,CWA-5,T6NS5S01,-,000-P-9087-30,MK-000-P-9087-30-2,"900-P-9087-3""-T6NS5S01-ETW-1 1/2""-HC",Yes,,,,,,39,,0,,,,,,,9.36,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,594-2,#N/A,#N/A,#N/A,#N/A
595,595-1,ISS,ISS,BR,2/11/2020,,2/3/2020,3,30,SS,CWA-5,T9SL5S01,40,000-P-9097-30,MK-000-P-9097-30-1,"900-P-9097-4""-T9SL5S01-ETW-1 1/2""-HC",Yes,,,,,,39,,0,,,,,,,18.6,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,595-1,595-1
596,596-1,ISS,ISS,BR,2/17/2020,,2/3/2020,7,20,SS,CWA-5,T6NQ5S01,-,000-P-9101-21,MK-000-P-9101-21-1,"900-P-9101-14""-T6NQ5S01-ETW-2 1/2""-PF",Yes,,,,,,39,,0,,,,,,,38.56,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,596-1,#N/A,596-1,#N/A,#N/A,#N/A,#N/A,#N/A
597,597-1,ISS,ISS,BR,4/27/2020,,2/3/2020,7,20,SS,CWA-5,T6NQ5S01,-,000-P-9101-22,MK-000-P-9101-22-1,"900-P-9101-16""-T6NQ5S01-ETW-2 1/2""-PF",Yes,,,,,,39,,0,,,,,,,98.04,,#N/A,597-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
597,597-2,ISS,ISS,BR,3/3/2020,,2/3/2020,7,20,SS,CWA-5,T6NQ5S01,-,000-P-9101-22,MK-000-P-9101-22-2,"900-P-9101-16""-T6NQ5S01-ETW-2 1/2""-PF",Yes,,,,,,39,,0,,,,,,,#N/A,BF,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,597-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
598,598-1,ISS,ISS,BR,2/14/2020,,2/3/2020,7,20,SS,CWA-5,T3SL5S01,40,000-P-9103-22,MK-000-P-9103-22-1,"900-P-9103-4""-T3SL5S01-ETW-1 1/2""-HC",Yes,,,,,,39,,0,,,,,,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,598-1,#N/A,#N/A,#N/A,#N/A
598,598-2,ISS,ISS,BR,2/11/2020,,2/3/2020,7,20,SS,CWA-5,T3SL5S01,40,000-P-9103-22,MK-000-P-9103-22-2,"900-P-9103-4""-T3SL5S01-ETW-1 1/2""-HC",Yes,,,,,,39,,0,,,,,,,11.2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,598-2,598-2
598,598-3,ISS,ISS,BR,2/11/2020,,2/3/2020,7,20,SS,CWA-5,T3SL5S01,40,000-P-9103-22,MK-000-P-9103-22-3,"900-P-9103-4""-T3SL5S01-ETW-1 1/2""-HC",Yes,,,,,,39,,0,,,,,,,11.2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,598-3,598-3
599,599-1,ISS,ISS,BR,2/14/2020,,2/3/2020,2,40,SS,CWA-5,T3SL5S01,40,000-P-9103-40,MK-000-P-9103-40-1,"900-P-9103-4""-T3SL5S01-ETW-1 1/2""-HC",Yes,,,,,,39,,0,,,,,,,16.8,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,599-1,#N/A,#N/A,#N/A,#N/A
600,600-1,ISS,ISS,PA,2/18/2020,,2/3/2020,6,60,CS,CWA-6,T1CH2S99,19,000-P-9147-60,MK-000-P-9147-60-1,"900-P-9147-6""-T1CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,53,2/20/2020,1,58,3/19/2020,2,29.92,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,600-1,#N/A,#N/A,#N/A,#N/A,#N/A
600,600-2,ISS,ISS,PA,2/11/2020,,2/3/2020,6,60,CS,CWA-6,T1CH2S99,19,000-P-9147-60,MK-000-P-9147-60-2,"900-P-9147-6""-T1CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,53,2/20/2020,1,58,3/19/2020,2,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,600-2,#N/A
600,600-3,ISS,ISS,PA,2/20/2020,,2/3/2020,6,60,CS,CWA-6,T1CH2S99,19,000-P-9147-60,MK-000-P-9147-60-3,"900-P-9147-6""-T1CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,53,2/20/2020,1,58,3/19/2020,2,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
601,601-1,ISS,ISS,M,3/20/2020,,2/3/2020,7,20,Chrome,CWA-5,T6CJ1S01,40,000-P-9193-20,MK-000-P-9193-20-1,"900-P-9193-8""-T6CJ1S01-ETW-2""-PF",Yes,,,,,,39,,0,,,,,,,45.664,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,601-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
602,602-1,ISS,ISS,BR,4/27/2020,,2/3/2020,7,20,SS,CWA-5,T6NS5S01,-,000-P-9196-20,MK-000-P-9196-20-1,"900-P-9196-8""-T6NS5S01-ETW-2""-HC",Yes,,,,,,39,,0,,,,,,,85.84,,#N/A,602-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
602,602-2,ISS,ISS,BR,4/27/2020,,2/3/2020,7,20,SS,CWA-5,T6NS5S01,-,000-P-9196-20,MK-000-P-9196-20-2,"900-P-9196-8""-T6NS5S01-ETW-2""-HC",Yes,,,,,,39,,0,,,,,,,37.6,,#N/A,602-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
602,602-3,ISS,ISS,BR,4/27/2020,,2/3/2020,7,20,SS,CWA-5,T6NS5S01,-,000-P-9196-20,MK-000-P-9196-20-3,"900-P-9196-8""-T6NS5S01-ETW-2""-HC",Yes,,,,,,39,,0,,,,,,,9.4,,#N/A,602-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
603,603-1,ISS,ISS,BR,4/27/2020,,2/3/2020,7,20,SS,CWA-5,T6NS5S01,-,000-P-9196-21,MK-000-P-9196-21-1,"900-P-9196-8""-T6NS5S01-ETW-2""-HC",Yes,,,,,,39,,0,,,,,,,28.2,,#N/A,603-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
603,603-2,ISS,ISS,BR,4/27/2020,,2/3/2020,7,20,SS,CWA-5,T6NS5S01,-,000-P-9196-21,MK-000-P-9196-21-2,"900-P-9196-8""-T6NS5S01-ETW-2""-HC",Yes,,,,,,39,,0,,,,,,,9.4,,#N/A,603-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
604,604-1,ISS,ISS,M,2/19/2020,,2/3/2020,3,30,CS,CWA-5,T6CH2S99,19,000-P-9208-30,MK-000-P-9208-30-1,"900-P-9208-6""-T6CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,,,,,,,9.504,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,604-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
605,605-1,ISS,ISS,PA,2/11/2020,,2/3/2020,5,10,CS,CWA-5,T9CH2S99,19,000-P-9212-10,MK-000-P-9212-10-1,"900-P-9212-2""-T9CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,,,,,,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,605-1,#N/A
605,605-2,ISS,ISS,PA,2/18/2020,,2/3/2020,5,10,CS,CWA-5,T9CH2S99,19,000-P-9212-10,MK-000-P-9212-10-2,"900-P-9212-2""-T9CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,,,,,,,10.612,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,605-2,#N/A,#N/A,#N/A,#N/A,#N/A
605,605-3,ISS,ISS,TX,3/3/2020,,2/3/2020,5,10,CS,CWA-5,T9CH2S99,19,000-P-9212-10,MK-000-P-9212-10-3,"900-P-9212-2""-T9CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,,,,,,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,605-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
606,606-1,ISS,ISS,TX,3/3/2020,,2/3/2020,5,10,CS,CWA-5,T9CH2S99,19,000-P-9213-13,MK-000-P-9213-13-1,"900-P-9213-4""-T9CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,,,,,,,13.924,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,606-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
606,606-2,ISS,ISS,M,2/28/2020,,2/3/2020,5,10,CS,CWA-5,T9CH2S99,19,000-P-9213-13,MK-000-P-9213-13-2,"900-P-9213-4""-T9CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,,,,,,,5.04,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,606-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
606,606-3,ISS,ISS,TX,3/3/2020,,2/3/2020,5,10,CS,CWA-5,T9CH2S99,19,000-P-9213-13,MK-000-P-9213-13-3,"900-P-9213-4""-T9CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,,,,,,,4.416,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,606-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
607,607-1,ISS,ISS,M,2/28/2020,,2/3/2020,5,10,CS,CWA-5,T9CH2S99,19,000-P-9216-14,MK-000-P-9216-14-1,"900-P-9216-4""-T9CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,,,,,,,8.112,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,607-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
608,608-1,ISS,ISS,TX,2/24/2020,,2/3/2020,5,10,CS,CWA-5,T9CH2S99,19,000-P-9230-13,MK-000-P-9230-13-1,"900-P-9230-4""-T9CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,,,,,,,16.464,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,608-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
609,609-1,ISS,ISS,PA,2/26/2020,,2/3/2020,3,30,CS,CWA-5,T3CH2S99,19,000-P-9237-30,MK-000-P-9237-30-1,"900-P-9237-2""-T3CH2S99-ETW-1""-PF",,,,,,,39,,0,,,,,,,14.976,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,609-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
610,610-1,ISS,ISS,PA,2/26/2020,,2/3/2020,3,30,CS,CWA-5,T3CH2S99,19,000-P-9237-31,MK-000-P-9237-31-1,"900-P-9237-2""-T3CH2S99-ETW-1""-PF",,,,,,,39,,0,,,,,,,23.6,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,610-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
611,611-1,ISS,ISS,BR,4/9/2020,,2/3/2020,7,20,SS,CWA-5,T9SL5S01,-,000-P-9266-20,MK-000-P-9266-20-1,"900-P-9266-8""-T9SL5S01-ETW-3 1/2""-HC",Yes,,,,,,39,,0,,,,,,,77,,#N/A,#N/A,#N/A,611-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
612,612-1,ISS,ISS,TX,3/3/2020,,2/3/2020,3,30,CS,CWA-5,T9CH2S99,19,000-P-9321-30,MK-000-P-9321-30-1,"900-P-9321-6""-T9CH2S99-ETW-1 1/2""-HC",,,,,,,39,,0,,,,,,,14.788,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,612-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
612,612-2,ISS,ISS,TX,3/3/2020,,2/3/2020,3,30,CS,CWA-5,T9CH2S99,19,000-P-9321-30,MK-000-P-9321-30-2,"900-P-9321-6""-T9CH2S99-ETW-1 1/2""-HC",,,,,,,39,,0,,,,,,,6.624,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,612-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
613,613-1,ISS,ISS,PA,2/20/2020,,2/3/2020,3,30,CS,CWA-5,T9CH2S99,19,000-P-9321-31,MK-000-P-9321-31-1,"900-P-9321-6""-T9CH2S99-ETW-1 1/2""-HC",,,,,,,39,,0,,,,,,,14.256,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,613-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
613,613-2,ISS,ISS,TX,3/3/2020,,2/3/2020,3,30,CS,CWA-5,T9CH2S99,19,000-P-9321-31,MK-000-P-9321-31-2,"900-P-9321-6""-T9CH2S99-ETW-1 1/2""-HC",,,,,,,39,,0,,,,,,,19.496,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,613-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
613,613-3,ISS,ISS,TX,3/3/2020,,2/3/2020,3,30,CS,CWA-5,T9CH2S99,19,000-P-9321-31,MK-000-P-9321-31-3,"900-P-9321-6""-T9CH2S99-ETW-1 1/2""-HC",,,,,,,39,,0,,,,,,,4.416,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,613-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
614,614-1,ISS,ISS,PA,2/20/2020,,2/3/2020,3,30,CS,CWA-5,T9CH2S99,19,000-P-9322-31,MK-000-P-9322-31-1,"900-P-9322-6""-T9CH2S99-ETW-1 1/2""-HC",,,,,,,39,,0,,,,,,,14.256,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,614-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
614,614-2,ISS,ISS,TX,3/3/2020,,2/3/2020,3,30,CS,CWA-5,T9CH2S99,19,000-P-9322-31,MK-000-P-9322-31-2,"900-P-9322-6""-T9CH2S99-ETW-1 1/2""-HC",,,,,,,39,,0,,,,,,,19.496,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,614-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
614,614-3,ISS,ISS,TX,3/3/2020,,2/3/2020,3,30,CS,CWA-5,T9CH2S99,19,000-P-9322-31,MK-000-P-9322-31-3,"900-P-9322-6""-T9CH2S99-ETW-1 1/2""-HC",,,,,,,39,,0,,,,,,,4.416,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,614-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
615,615-1,ISS,ISS,BR,4/13/2020,,2/3/2020,5,10,SS,CWA-5,T9NS5S01,-,000-P-9329-10,MK-000-P-9329-10-1,"900-P-9329-8""-T9NS5S01-ET-2""-HC",Yes,,,,,,39,,0,,,,,,,61.72,,#N/A,#N/A,615-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
615,615-2,ISS,ISS,BR,2/11/2020,,2/3/2020,5,10,SS,CWA-5,T9NS5S01,-,000-P-9329-10,MK-000-P-9329-10-2,"900-P-9329-8""-T9NS5S01-ET-2""-HC",Yes,,,,,,39,,0,,,,,,,17.92,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,615-2,615-2
616,616-1,ISS,ISS,BR,4/13/2020,,2/3/2020,5,10,SS,CWA-5,T9NS5S01,-,000-P-9329-11,MK-000-P-9329-11-1,"900-P-9329-6""-T9NS5S01-ET-1 1/2""-HC",Yes,,,,,,39,,0,,,,,,,22.88,,#N/A,#N/A,616-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
617,617-1,ISS,ISS,PA,2/20/2020,,2/3/2020,5,10,CS,CWA-5,T9CH2S99,19,000-P-9331-10,MK-000-P-9331-10-1,"900-P-9331-4""-T9CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,,,,,,,6.144,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,617-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
617,617-2,ISS,ISS,PA,2/18/2020,,2/3/2020,5,10,CS,CWA-5,T9CH2S99,19,000-P-9331-10,MK-000-P-9331-10-2,"900-P-9331-4""-T9CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,,,,,,,3.072,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,617-2,#N/A,#N/A,#N/A,#N/A,#N/A
617,617-3,ISS,ISS,PA,2/20/2020,,2/3/2020,5,10,CS,CWA-5,T9CH2S99,19,000-P-9331-10,MK-000-P-9331-10-3,"900-P-9331-4""-T9CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,,,,,,,15.36,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,617-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
617,617-4,ISS,ISS,TX,3/3/2020,,2/3/2020,5,10,CS,CWA-5,T9CH2S99,19,000-P-9331-10,MK-000-P-9331-10-4,"900-P-9331-4""-T9CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,,,,,,,13.924,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,617-4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
617,617-5,ISS,ISS,TX,3/3/2020,,2/3/2020,5,10,CS,CWA-5,T9CH2S99,19,000-P-9331-10,MK-000-P-9331-10-5,"900-P-9331-4""-T9CH2S99-ET-1 1/2""-HC",,,,,,,39,,0,,,,,,,4.416,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,617-5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
618,618-1,ISS,ISS,BR,3/26/2020,,2/3/2020,7,20,SS,CWA-5,T6NS5S01,-,000-P-9347-20,MK-000-P-9347-20-1,"900-P-9347-8""-T6NS5S01-ETW-2""-PF",Yes,MT,,,,MT,39,,0,,,,,,,46.8,,#N/A,#N/A,#N/A,#N/A,#N/A,618-1,618-1,618-1,618-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
