,,0,0,,,,,,,,,,,,,,,,,,,23-Jun-20,New,,,Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO,SPOOL,In Detailing,In Checking,SHOP,Status,Priority Group,Priority Date,Priority #,Area,Material,CWA #,Pipe Spec.,Painting Spec.,Pipeline Reference,Spool ID,Line No.,PMI,HOLD,PCI / Client,RFI No. / Email ,Release Date,Remarks,Trans. No.,Date Rcv'd,Rev. No.,Trans. No.,Date Rcv'd,Rev. No.,Trans. No.,Date Rcv'd,Rev. No.,,BF,WORKABLE 4/29/20,WORKABLE 4/27/20,WORKABLE 4/13/20,WORKABLE 4/9/20,WORKABLE 4/3/20,WORKABLE 3/25/20,WORKABLE 3/23/20,WORKABLE 3/18/20,WORKABLE 3/16/20,WORKABLE 3/12/20,WORKABLE 3/11/20,WORKABLE 3/9/20,WORKABLE 3/5/20,WORKABLE 3/4/20,WORKABLE 3/2/20,WORKABLE 2/28/20,WORKABLE 2/27/20,WORKABLE 2/26/20,WORKABLE 2/25/20,WORKABLE 2/24/20,WORKABLE 2/20/20,WORKABLE 2/18/20,WORKABLE 2/17/20,WORKABLE 2/14/20,WORKABLE 2/13/20,WORKABLE 2/11/20,WORKABLE 2/10/20,WORKABLE 2/5/20
203,203-1,ISS,ISS,BR,2/14/2020,,2/3/2020,4,80,SS,CWA-5,T6NS5S01,-,000-WS-9588-80,MK-000-WS-9588-80-1,"900-WS-9588-2""-T6NS5S01-ETW-1""-PF",Yes,,,,,,28,,0,,,,,,,7.68,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,203-1,#N/A,#N/A,#N/A,#N/A
203,203-2,ISS,ISS,BR,2/14/2020,,2/3/2020,4,80,SS,CWA-5,T6NS5S01,-,000-WS-9588-80,MK-000-WS-9588-80-2,"900-WS-9588-2""-T6NS5S01-ETW-1""-PF",Yes,,,,,,28,,0,,,,,,,3.84,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,203-2,#N/A,#N/A,#N/A,#N/A
203,203-3,ISS,ISS,BR,2/14/2020,,2/3/2020,4,80,SS,CWA-5,T6NS5S01,-,000-WS-9588-80,MK-000-WS-9588-80-3,"900-WS-9588-2""-T6NS5S01-ETW-1""-PF",Yes,,,,,,28,,0,,,,,,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,203-3,#N/A,#N/A,#N/A,#N/A
204,204-1,ISS,ISS,BR,2/14/2020,,2/3/2020,4,80,SS,CWA-5,T6NS5S01,-,000-WS-9588-81,MK-000-WS-9588-81-1,"900-WS-9588-2""-T6NS5S01-ETW-1""-PF",Yes,,,,,,28,,0,,,,,,,11.52,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,204-1,#N/A,#N/A,#N/A,#N/A
204,204-2,ISS,ISS,BR,2/6/2020,,2/3/2020,4,80,SS,CWA-5,T6NS5S01,-,000-WS-9588-81,MK-000-WS-9588-81-2,"900-WS-9588-2""-T6NS5S01-ETW-1""-PF",Yes,,,,,,28,,0,,,,,,,11.52,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,204-2
204,204-3,ISS,ISS,BR,2/20/2020,,2/3/2020,4,80,SS,CWA-5,T6NS5S01,-,000-WS-9588-81,MK-000-WS-9588-81-3,"900-WS-9588-2""-T6NS5S01-ETW-1""-PF",Yes,,,,,,28,,0,,,,,,,24.52,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,204-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
205,205-1,ISS,ISS,BR,2/6/2020,,2/3/2020,4,80,SS,CWA-5,T6NS5S01,-,000-WS-9695-80,MK-000-WS-9695-80-1,"900-WS-9695-2""-T6NS5S01-ETW-1""-PF",Yes,,,,,,28,,0,,,,,,,7.68,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,205-1
205,205-2,ISS,ISS,BR,2/14/2020,,2/3/2020,4,80,SS,CWA-5,T6NS5S01,-,000-WS-9695-80,MK-000-WS-9695-80-2,"900-WS-9695-2""-T6NS5S01-ETW-1""-PF",Yes,,,,,,28,,0,,,,,,,3.84,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,205-2,#N/A,#N/A,#N/A,#N/A
205,205-3,ISS,ISS,BR,2/6/2020,,2/3/2020,4,80,SS,CWA-5,T6NS5S01,-,000-WS-9695-80,MK-000-WS-9695-80-3,"900-WS-9695-2""-T6NS5S01-ETW-1""-PF",Yes,,,,,,28,,0,,,,,,,3.84,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,205-3
205,205-4,ISS,ISS,BR,2/14/2020,,2/3/2020,4,80,SS,CWA-5,T6NS5S01,-,000-WS-9695-80,MK-000-WS-9695-80-4,"900-WS-9695-2""-T6NS5S01-ETW-1""-PF",Yes,,,,,,28,,0,,,,,,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,205-4,#N/A,#N/A,#N/A,#N/A
206,206-1,ISS,ISS,BR,2/6/2020,,2/3/2020,4,80,SS,CWA-5,T6NS5S01,-,000-WS-9695-81,MK-000-WS-9695-81-1,"900-WS-9695-2""-T6NS5S01-ETW-1""-PF",Yes,,,,,,28,,0,,,,,,,7.68,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,206-1
206,206-2,ISS,ISS,BR,2/14/2020,,2/3/2020,4,80,SS,CWA-5,T6NS5S01,-,000-WS-9695-81,MK-000-WS-9695-81-2,"900-WS-9695-2""-T6NS5S01-ETW-1""-PF",Yes,,,,,,28,,0,,,,,,,11.52,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,206-2,#N/A,#N/A,#N/A,#N/A
206,206-3,ISS,ISS,BR,3/5/2020,,2/3/2020,4,80,SS,CWA-5,T6NS5S01,-,000-WS-9695-81,MK-000-WS-9695-81-3,"900-WS-9695-2""-T6NS5S01-ETW-1""-PF",Yes,,,,,,28,,0,,,,,,,24.52,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,206-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
207,207-1,ISS,ISS,TX,2/13/2020,,2/3/2020,6,60,CS,CWA-6,T12CS1T01,19/41,000-CWR-20031-60,MK-000-CWR-20031-60-1,"2000-CWR-20031-4""-T12CS1T01-ETW-1 1/2""-PF",,,,,,,29,,0,,,,,,,8.96,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,207-1,207-1,#N/A,#N/A
208,208-1,ISS,ISS,M,2/19/2020,,2/3/2020,6,60,CS,CWA-6,T12CS1T01,19/41,000-CWS-20032-60,MK-000-CWS-20032-60-1,"2000-CWS-20032-3""-T12CS1T01-ETW-1 1/2""-PF",,,,,,,29,,0,,,,,,,5.616,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,208-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
209,209-1,ISS,ISS,TX,2/27/2020,,2/3/2020,3,30,CS,CWA-5,T1CB1S01,21 (MOD),000-NI-9466-31,MK-000-NI-9466-31-1,"900-NI-9466-0.75""-T1CB1S01-NT-0""-N",,,,,,,29,,0,,,,,,,11.872,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,209-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
210,210-1,ISS,ISS,TX,2/18/2020,,2/3/2020,3,30,CS,CWA-5,T1CS1S02,19,000-S5-9410-30,MK-000-S5-9410-30-1,"900-S5-9410-1.5""-T1CS1S02-ETW-2""-HC",,,,,,,29,,0,,,,,,,2.208,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,210-1,#N/A,#N/A,#N/A,#N/A,#N/A
210,210-2,ISS,ISS,PA,2/11/2020,,2/3/2020,3,30,CS,CWA-5,T1CS1S02,19,000-S5-9410-30,MK-000-S5-9410-30-2,"900-S5-9410-1.5""-T1CS1S02-ETW-2""-HC",,,,,,,29,,0,,,,,,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,210-2,#N/A
210,210-3,ISS,ISS,TX,2/18/2020,,2/3/2020,3,30,CS,CWA-5,T1CS1S02,19,000-S5-9410-30,MK-000-S5-9410-30-3,"900-S5-9410-1.5""-T1CS1S02-ETW-2""-HC",,,,,,,29,,0,,,,,,,6.368,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,210-3,#N/A,#N/A,#N/A,#N/A,#N/A
211,211-1,ISS,ISS,PA,2/26/2020,,2/3/2020,3,30,CS,CWA-5,T1CS1S02,19,000-S5-9410-32,MK-000-S5-9410-32-1,"900-S5-9410-1""-T1CS1S02-ETW-1 1/2""-HC",,,,,,,29,,0,56,3/9/2020,1,,,,8.016,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,211-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
212,212-1,ISS,ISS,TX,2/18/2020,,2/3/2020,2,40,CS,CWA-5,T1CS1S02,19,000-S5-9415-40,MK-000-S5-9415-40-1,"900-S5-9415-1.5""-T1CS1S02-ETW-2""-HC",,,,,,,29,,0,,,,,,,4.16,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,212-1,#N/A,#N/A,#N/A,#N/A,#N/A
212,212-2,ISS,ISS,TX,2/18/2020,,2/3/2020,2,40,CS,CWA-5,T1CS1S02,19,000-S5-9415-40,MK-000-S5-9415-40-2,"900-S5-9415-1.5""-T1CS1S02-ETW-2""-HC",,,,,,,29,,0,,,,,,,7.472,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,212-2,#N/A,#N/A,#N/A,#N/A,#N/A
213,213-1,ISS,ISS,TX,2/27/2020,,2/3/2020,2,40,CS,CWA-5,T1CS1S02,19,000-S5-9415-41,MK-000-S5-9415-41-1,"900-S5-9415-0.75""-T1CS1S02-ETW-1 1/2""-HC",,,,,,,29,,0,,,,,,,10.176,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,213-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
214,214-1,ISS,ISS,PA,2/26/2020,,2/3/2020,5,10,CS,CWA-5,T3CS1S02,-,000-S25-9629-01,MK-000-S25-9629-01-1,"900-S25-9629-1""-T3CS1S02-NT-2""-HC",,,,,,,29,,0,,,,,,,1.888,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,214-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
214,214-2,ISS,ISS,TX,2/18/2020,,2/3/2020,5,10,CS,CWA-5,T3CS1S02,-,000-S25-9629-01,MK-000-S25-9629-01-2,"900-S25-9629-1""-T3CS1S02-NT-2""-HC",,,,,,,29,,0,,,,,,,0.944,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,214-2,#N/A,#N/A,#N/A,#N/A,#N/A
214,214-3,ISS,ISS,TX,2/18/2020,,2/3/2020,5,10,CS,CWA-5,T3CS1S02,-,000-S25-9629-01,MK-000-S25-9629-01-3,"900-S25-9629-1""-T3CS1S02-NT-2""-HC",,,,,,,29,,0,,,,,,,3.776,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,214-3,#N/A,#N/A,#N/A,#N/A,#N/A
215,215-1,ISS,ISS,TX,2/18/2020,,2/3/2020,4,80,CS,CWA-5,T3CS1S02,-,000-S25-9629-80,MK-000-S25-9629-80-1,"900-S25-9629-1""-T3CS1S02-NT-2""-HC",,,,,,,29,,0,,,,,,,5.088,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,215-1,#N/A,#N/A,#N/A,#N/A,#N/A
215,215-2,ISS,ISS,PA,2/26/2020,,2/3/2020,4,80,CS,CWA-5,T3CS1S02,-,000-S25-9629-80,MK-000-S25-9629-80-2,"900-S25-9629-1""-T3CS1S02-NT-2""-HC",,,,,,,29,,0,,,,,,,8.016,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,215-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
216,216-1,ISS,ISS,TX,2/18/2020,,2/3/2020,4,80,CS,CWA-5,T1CS1S02,19,000-SC-9422-81,MK-000-SC-9422-81-1,"900-SC-9422-1.5""-T1CS1S02-ETW-2""-HC",,,,,,,29,,0,,,,,,,5.088,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,216-1,#N/A,#N/A,#N/A,#N/A,#N/A
216,216-2,ISS,ISS,TX,2/18/2020,,2/3/2020,4,80,CS,CWA-5,T1CS1S02,19,000-SC-9422-81,MK-000-SC-9422-81-2,"900-SC-9422-1.5""-T1CS1S02-ETW-2""-HC",,,,,,,29,,0,,,,,,,4.416,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,216-2,#N/A,#N/A,#N/A,#N/A,#N/A
217,217-1,ISS,ISS,M,2/19/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9345-80,MK-000-WF-9345-80-1,"900-WF-9345-12""-T1CH2S99-ETW-2""-PF",,,,,,,29,,0,,,,,,,4.704,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,217-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
217,217-2,ISS,ISS,PA,2/20/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9345-80,MK-000-WF-9345-80-2,"900-WF-9345-12""-T1CH2S99-ETW-2""-PF",,,,,,,29,,0,,,,,,,10.816,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,217-2,217-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
217,217-3,ISS,ISS,M,2/19/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9345-80,MK-000-WF-9345-80-3,"900-WF-9345-12""-T1CH2S99-ETW-2""-PF",,,,,,,29,,0,,,,,,,9.408,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,217-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
218,218-1,ISS,ISS,PA,2/11/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9666-80,MK-000-WF-9666-80-1,"900-WF-9666-6""-T1CH2S99-ETW-1 1/2""-PF",,,,,,,29,,0,,,,,,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,218-1,#N/A
219,219-1,ISS,ISS,TX,2/18/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9670-80,MK-000-WF-9670-80-1,"900-WF-9670-2""-T1CH2S99-ETW-1""-PF",,,,,,,29,,0,,,,,,,1.616,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,219-1,#N/A,#N/A,#N/A,#N/A,#N/A
220,220-1,ISS,ISS,TX,2/18/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9670-81,MK-000-WF-9670-81-1,"900-WF-9670-2""-T1CH2S99-ETW-1""-PF",,,,,,,29,,0,,,,,,,1.616,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,220-1,#N/A,#N/A,#N/A,#N/A,#N/A
220,220-2,ISS,ISS,TX,2/18/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9670-81,MK-000-WF-9670-81-2,"900-WF-9670-2""-T1CH2S99-ETW-1""-PF",,,,,,,29,,0,,,,,,,4.848,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,220-2,#N/A,#N/A,#N/A,#N/A,#N/A
220,220-3,ISS,ISS,PA,2/6/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9670-81,MK-000-WF-9670-81-3,"900-WF-9670-2""-T1CH2S99-ETW-1""-PF",,,,,,,29,,0,,,,,,,1.616,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,220-3
220,220-4,ISS,ISS,PA,2/6/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9670-81,MK-000-WF-9670-81-4,"900-WF-9670-2""-T1CH2S99-ETW-1""-PF",,,,,,,29,,0,,,,,,,3.232,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,220-4
221,221-1,ISS,ISS,TX,2/18/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9672-81,MK-000-WF-9672-81-1,"900-WF-9672-2""-T1CH2S99-ETW-1""-PF",,,,,,,29,,0,,,,,,,1.616,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,221-1,#N/A,#N/A,#N/A,#N/A,#N/A
221,221-2,ISS,ISS,TX,2/18/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9672-81,MK-000-WF-9672-81-2,"900-WF-9672-2""-T1CH2S99-ETW-1""-PF",,,,,,,29,,0,,,,,,,3.232,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,221-2,#N/A,#N/A,#N/A,#N/A,#N/A
221,221-3,ISS,ISS,TX,2/18/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9672-81,MK-000-WF-9672-81-3,"900-WF-9672-2""-T1CH2S99-ETW-1""-PF",,,,,,,29,,0,,,,,,,3.232,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,221-3,#N/A,#N/A,#N/A,#N/A,#N/A
221,221-4,ISS,ISS,TX,2/11/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9672-81,MK-000-WF-9672-81-4,"900-WF-9672-2""-T1CH2S99-ETW-1""-PF",,,,,,,29,,0,,,,,,,1.616,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,221-4,221-4
221,221-5,ISS,ISS,TX,2/11/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9672-81,MK-000-WF-9672-81-5,"900-WF-9672-2""-T1CH2S99-ETW-1""-PF",,,,,,,29,,0,,,,,,,4.848,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,221-5,221-5
221,221-6,ISS,ISS,PA,2/11/2020,,2/3/2020,4,80,CS,CWA-5,T1CH2S99,40,000-WF-9672-81,MK-000-WF-9672-81-6,"900-WF-9672-2""-T1CH2S99-ETW-1""-PF",,,,,,,29,,0,,,,,,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,221-6,#N/A
222,222-1,ISS,ISS,BR,2/6/2020,,2/3/2020,4,80,SS,CWA-5,T6NS5S01,-,000-WS-9224-80,MK-000-WS-9224-80-1,"900-WS-9224-2''-T6NS5S01-ETW-1""-PF",Yes,,,,,,29,,0,,,,,,,19.2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,222-1
223,223-1,ISS,ISS,TX,2/18/2020,,2/3/2020,6,60,CS,CWA-6,T12CS1T01,19/41,000-CWR-20056-60,MK-000-CWR-20056-60-1,"2000-CWR-20056-10""-T12CS1T01-ETW-2""-PF",,,,,,,31,,0,,,,,,,12.288,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,223-1,#N/A,#N/A,#N/A,#N/A,#N/A
224,224-1,ISS,ISS,TX,2/18/2020,,2/3/2020,6,60,CS,CWA-6,T12CS1T01,19/41,000-CWS-20054-60,MK-000-CWS-20054-60-1,"2000-CWS-20054-10""-T12CS1T01-ETW-2""-PF",,,,,,,31,,0,,,,,,,12.288,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,224-1,#N/A,#N/A,#N/A,#N/A,#N/A
