,1773,,,,,,1773,1773,1773,1773,110,0,1750,0,689,1492,1288,1398,1772,,,,,,,
SHOP,ISO NO,PIECEMARK,REF. DWG.,LINE NO.,PAINT SYS.,TOP COAT,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,BACK AT SHOP,SHOP QC,CLIENT QC,READY TO SHIP COATING,SHIP TO COATING,APPROVAL TO SHIP,READY TO SHIP,TO SITE,LOAD NO.,SPEC.,PHASE,ON HOLD,OFF HOLD,HYDRO,HYDRO DATE
TEXAS     ,     559-1,MK-000-NI-9528-11-1,000-NI-9528-11                               ,"900-NI-9528-2""-T1CB1S01-NT-N                 ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/04/2020,03/05/2020,03/05/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     560-1,MK-000-NI-9528-12-1,000-NI-9528-12                               ,"900-NI-9528-2""-T1CB1S01-NT-N                 ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/05/2020,03/05/2020,03/05/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     561-1,MK-000-NI-9528-13-1,000-NI-9528-13                               ,"900-NI-9528-2""-T1CB1S01-NT-N                 ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/05/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     562-1,MK-000-NI-9528-14-1,000-NI-9528-14                               ,"900-NI-9528-2""-T1CB1S01-NT-N                 ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/04/2020,03/05/2020,03/05/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     563-1,MK-000-NI-9528-15-1,000-NI-9528-15                               ,"900-NI-9528-2""-T1CB1S01-NT-N                 ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/03/2020,03/03/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     511-1,MK-000-NI-9528-17-1,000-NI-9528-17                               ,"900-NI-9528-2""-T1CB1S01-NT-N                 ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/04/2020,03/05/2020,03/05/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     513-1,MK-000-NI-9528-19-1,000-NI-9528-19                               ,"900-NI-9528-2""-T1CB1S01-NT-N                 ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/04/2020,03/05/2020,03/05/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     569-1,MK-000-NI-9554-20-1,000-NI-9554-20                               ,"900-NI-9554-0.75""-T1CB1S01-NT-0""-N           ",21(MOD)                  ,WINDOW GRAY RAL 7040,03/01/2020,03/06/2020,03/08/2020,03/08/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     774-1,MK-000-P-20070-60-1,000-P-20070-60                               ,"2000-P-20070-2""-T3CB2S01-ET-1 1/2""-HC        ",19                       ,-                   ,02/26/2020,02/29/2020,03/02/2020,03/02/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T3CB2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     275-4,MK-000-P-9043-10-4,000-P-9043-10                                ,"900-P-9043-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/27/2020,02/28/2020,03/01/2020,03/01/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     277-1,MK-000-P-9043-12-1,000-P-9043-12                                ,"900-P-9043-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/28/2020,02/29/2020,03/04/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     397-2,MK-000-P-9048-12-2,000-P-9048-12                                ,"900-P-9048-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/27/2020,03/01/2020,03/02/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     407-1,MK-000-P-9091-14-1,000-P-9091-14                                ,"900-P-9091-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/07/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     876-1,MK-000-P-9159-35-1,000-P-9159-35                                ,"900-P-9159-2""-T6CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,02/28/2020,02/28/2020,03/02/2020,03/02/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     878-1,MK-000-P-9159-38-1,000-P-9159-38                                ,"900-P-9159-2""-T6CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,02/28/2020,02/28/2020,03/01/2020,03/02/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     340-1,MK-000-P-9231-12-1,000-P-9231-12                                ,"900-P-9231-3""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/28/2020,03/02/2020,03/04/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     614-2,MK-000-P-9322-31-2,000-P-9322-31                                ,"900-P-9322-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/05/2020,03/07/2020,03/07/2020,03/07/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     124-1,MK-000-S5-9413-42-1,000-S5-9413-42                               ,"900-S5-9413-1.5""-T1CS1S02-ETW-2""-HC          ",19                       ,-                   ,03/05/2020,03/07/2020,03/07/2020,03/07/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     488-1,MK-000-S5-9525-12-1,000-S5-9525-12                               ,"900-S5-9525-2""-T1CS1S02-ETW-2""-HC            ",19                       ,-                   ,03/01/2020,03/06/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     536-3,MK-000-S5-9525-19-3,000-S5-9525-19                               ,"900-S5-9525-2""-T1CS1S02-ETW-2""-HC            ",19                       ,-                   ,03/01/2020,03/03/2020,03/05/2020,03/05/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     909-1,MK-000-WF-20189-61-1,000-WF-20189-61                              ,"2000-WF-20189-2""-T1CB2S01-ETW-1""-PF          ",40                       ,LIGHT GRAY          ,02/29/2020,03/01/2020,03/03/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     328-2,MK-000-P-9048-11-2,000-P-9048-11                                ,"900-P-9048-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/28/2020,03/01/2020,03/02/2020,03/02/2020,,,03/12/2020,,,03/16/2020,03/24/2020,03/25/2020,03/26/2020,T4014     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     452-1,MK-000-P-9049-10-1,000-P-9049-10                                ,"900-P-9049-3""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/04/2020,03/05/2020,03/06/2020,03/06/2020,,,03/12/2020,,,03/16/2020,03/24/2020,03/25/2020,03/26/2020,T4014     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     149-1,MK-000-P-9086-33-1,000-P-9086-33                                ,"900-P-9086-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/04/2020,03/05/2020,03/06/2020,03/06/2020,,,03/12/2020,,,03/16/2020,03/24/2020,03/25/2020,03/26/2020,T4014     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     150-1,MK-000-P-9088-31-1,000-P-9088-31                                ,"900-P-9088-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,02/27/2020,03/01/2020,03/06/2020,03/06/2020,,,03/12/2020,,,03/16/2020,03/24/2020,03/25/2020,03/26/2020,T4014     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     153-1,MK-000-P-9088-34-1,000-P-9088-34                                ,"900-P-9088-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/04/2020,03/05/2020,03/05/2020,03/06/2020,,,03/12/2020,,,03/16/2020,03/24/2020,03/25/2020,03/26/2020,T4014     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     420-1,MK-000-P-9216-11-1,000-P-9216-11                                ,"900-P-9216-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/28/2020,03/01/2020,03/03/2020,03/04/2020,,,03/12/2020,,,03/16/2020,03/24/2020,03/25/2020,03/26/2020,T4014     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     420-2,MK-000-P-9216-11-2,000-P-9216-11                                ,"900-P-9216-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/22/2020,02/25/2020,02/27/2020,02/27/2020,,,03/12/2020,,,03/16/2020,03/24/2020,03/25/2020,03/26/2020,T4014     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     920-2,MK-000-P-9342-80-2,000-P-9342-80                                ,"900-P-9342-8""-T9CH2S99-ET-2""-HC              ",19                       ,-                   ,03/06/2020,03/06/2020,03/06/2020,03/06/2020,,,03/12/2020,,,03/16/2020,03/24/2020,03/25/2020,03/26/2020,T4014     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     955-1,MK-000-P-9381-40-1,000-P-9381-40                                ,"900-P-9381-8""-T3CH2S99-ET-2""-HC              ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/07/2020,,,03/12/2020,,,03/16/2020,03/24/2020,03/25/2020,03/26/2020,T4014     ,T3CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,      81-1,MK-000-P-9390-40-1,000-P-9390-40                                ,"900-P-9390-8""-T3CH2S99-ET-2""-HC              ",19                       ,-                   ,02/22/2020,02/24/2020,02/25/2020,02/25/2020,,,03/12/2020,,,03/16/2020,03/24/2020,03/25/2020,03/26/2020,T4014     ,T3CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     352-1,MK-000-P-9502-80-1,000-P-9502-80                                ,"900-P-9502-12""-T9CH2S99-ET-2""-HC             ",19                       ,-                   ,02/27/2020,03/01/2020,03/05/2020,03/05/2020,,,03/12/2020,,,03/16/2020,03/24/2020,03/25/2020,03/26/2020,T4014     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     136-3,MK-000-WF-9379-40-3,000-WF-9379-40                               ,"900-WF-9379-6""-T1CH2S99-ETW-1 1/2""-PF        ",40                       ,LIGHT GRAY          ,02/27/2020,02/27/2020,02/27/2020,02/28/2020,,,03/12/2020,,,03/16/2020,03/24/2020,03/25/2020,03/26/2020,T4014     ,T1CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     231-1,MK-000-NI-20156-60-1,000-NI-20156-60                              ,"2000-NI-20156-1.5""-T1CB1S01-NT-0""-N          ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/03/2020,03/03/2020,03/08/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T1CB1S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     966-1,MK-000-P-20007-60-1,000-P-20007-60                               ,"2000-P-20007-6""-T3CB2S01-ET-1 1/2""-HC        ",19                       ,-                   ,03/06/2020,03/07/2020,03/09/2020,03/09/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T3CB2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,       426,MK-000-P-20062-61-3,000-P-20062-61                               ,"2000-P-20062-4""-T3CH2S99-ET-1 1/2""-HC        ",19                       ,-                   ,03/06/2020,03/07/2020,03/07/2020,03/07/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T3CH2S99  ,CWA-6     ,,,N/A   ,
TEXAS     ,       426,MK-000-P-20062-61-4,000-P-20062-61                               ,"2000-P-20062-4""-T3CH2S99-ET-1 1/2""-HC        ",19                       ,-                   ,03/06/2020,03/07/2020,03/07/2020,03/07/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T3CH2S99  ,CWA-6     ,,,N/A   ,
TEXAS     ,     447-2,MK-000-P-9042-10-2,000-P-9042-10                                ,"900-P-9042-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/06/2020,03/07/2020,03/08/2020,03/08/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     447-3,MK-000-P-9042-10-3,000-P-9042-10                                ,"900-P-9042-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/06/2020,03/07/2020,03/08/2020,03/08/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     519-1,MK-000-P-9044-10-1,000-P-9044-10                                ,"900-P-9044-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/27/2020,02/28/2020,02/29/2020,03/01/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     521-1,MK-000-P-9044-13-1,000-P-9044-13                                ,"900-P-9044-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/07/2020,03/07/2020,03/07/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     522-1,MK-000-P-9044-14-1,000-P-9044-14                                ,"900-P-9044-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/08/2020,03/08/2020,03/08/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     449-3,MK-000-P-9046-12-3,000-P-9046-12                                ,"900-P-9046-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/07/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     450-1,MK-000-P-9046-13-1,000-P-9046-13                                ,"900-P-9046-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/07/2020,03/07/2020,03/07/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     451-1,MK-000-P-9046-14-1,000-P-9046-14                                ,"900-P-9046-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/07/2020,03/07/2020,03/07/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     397-3,MK-000-P-9048-12-3,000-P-9048-12                                ,"900-P-9048-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/07/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     452-2,MK-000-P-9049-10-2,000-P-9049-10                                ,"900-P-9049-3""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/04/2020,03/05/2020,03/06/2020,03/06/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     399-3,MK-000-P-9049-12-3,000-P-9049-12                                ,"900-P-9049-3""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/07/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     400-1,MK-000-P-9049-13-1,000-P-9049-13                                ,"900-P-9049-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/07/2020,03/07/2020,03/07/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     401-1,MK-000-P-9049-14-1,000-P-9049-14                                ,"900-P-9049-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/07/2020,03/07/2020,03/07/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     148-1,MK-000-P-9086-32-1,000-P-9086-32                                ,"900-P-9086-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,02/27/2020,03/02/2020,03/05/2020,03/05/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     151-1,MK-000-P-9088-32-1,000-P-9088-32                                ,"900-P-9088-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/04/2020,03/04/2020,03/05/2020,03/05/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     177-1,MK-000-P-9089-80-1,000-P-9089-80                                ,"900-P-9089-12""-T6CH2S99-ET-2""-HC             ",19                       ,-                   ,02/22/2020,02/24/2020,02/25/2020,02/26/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     457-2,MK-000-P-9091-15-2,000-P-9091-15                                ,"900-P-9091-3""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/06/2020,03/07/2020,03/08/2020,03/08/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     457-3,MK-000-P-9091-15-3,000-P-9091-15                                ,"900-P-9091-3""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/06/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     868-1,MK-000-P-9094-83-1,000-P-9094-83                                ,"900-P-9094-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/06/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     869-1,MK-000-P-9094-84-1,000-P-9094-84                                ,"900-P-9094-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/07/2020,03/07/2020,03/08/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     870-1,MK-000-P-9094-85-1,000-P-9094-85                                ,"900-P-9094-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/07/2020,03/07/2020,03/07/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     872-1,MK-000-P-9094-87-1,000-P-9094-87                                ,"900-P-9094-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/08/2020,03/08/2020,03/08/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     462-2,MK-000-P-9211-12-2,000-P-9211-12                                ,"900-P-9211-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/06/2020,03/07/2020,03/08/2020,03/08/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     411-1,MK-000-P-9211-15-1,000-P-9211-15                                ,"900-P-9211-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/07/2020,03/07/2020,03/07/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     605-3,MK-000-P-9212-10-3,000-P-9212-10                                ,"900-P-9212-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/06/2020,03/06/2020,03/06/2020,03/07/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     413-2,MK-000-P-9212-11-2,000-P-9212-11                                ,"900-P-9212-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/06/2020,03/07/2020,03/08/2020,03/08/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     414-1,MK-000-P-9212-12-1,000-P-9212-12                                ,"900-P-9212-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/06/2020,03/07/2020,03/08/2020,03/08/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     415-1,MK-000-P-9212-13-1,000-P-9212-13                                ,"900-P-9212-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/06/2020,03/07/2020,03/08/2020,03/08/2020,,,03/11/2020,,,03/12/2020,03/23/2020,03/25/2020,03/26/2020,T4015     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
