PIPELINE-REFERENCE,REVISION,N_S_,WELD-NO,WELD-TYPE,PIPING-SPEC,SPOOL-DRAWING-SEQUENCE-NUMBER,ISO NO,SPOOL-ID,,SCHEDULE,ok
PK110XA-CW-300001.01,1,3,FA5,BW,AB0,211-1,211,PK110XA-CW-300001.01-1,211-13BW,,
PK110XA-CW-300001.01,1,3,FA3,BW,AB0,211-1,211,PK110XA-CW-300001.01-1,211-13BW,,
PK110XA-CW-300001.01,1,4-Mar,FA6,SOF,AB0,211-2,211,PK110XA-CW-300001.01-2,211-243894SOF,,
PK110XA-CW-300001.01,1,4-Mar,FA7,SOF,AB0,211-2,211,PK110XA-CW-300001.01-2,211-243894SOF,,
PK110XA-CW-300001.01,1,4-Mar,FA8,SW,AB0,211-2,211,PK110XA-CW-300001.01-2,211-243894SW,,
PK110XA-CW-300001.01,1,4-Mar,FA9,SW,AB0,211-2,211,PK110XA-CW-300001.01-2,211-243894SW,,
PK101XA-CCW-1502.01,0,1 1/2,FA5,BW,AB0,21-2,21,PK101XA-CCW-1502.01-2,21-21.5BW,,
PK101XA-CCW-1502.01,0,8,FA2,BW,AB0,21-2,21,PK101XA-CCW-1502.01-2,21-28BW,,
PK101XA-CCW-1502.01,0,1 1/2,FA4,OLET,AB0,21-2,21,PK101XA-CCW-1502.01-2,21-21.5OLET,,
PK110XA-V-100011.01,0,4,FA3,BW,FB9,212-1,212,PK110XA-V-100011.01-1,212-14BW,,
PK110XA-V-100011.01,0,2,FA5,BW,FB9,212-1,212,PK110XA-V-100011.01-1,212-12BW,,
PK110XA-V-100011.01,0,4,FA2,BW,FB9,212-1,212,PK110XA-V-100011.01-1,212-14BW,,
PK110XA-V-100011.01,0,4-Mar,FA7,SOF,FB9,212-2,212,PK110XA-V-100011.01-2,212-243894SOF,,
PK110XA-V-100011.01,0,4-Mar,FA6,SOF,FB9,212-2,212,PK110XA-V-100011.01-2,212-243894SOF,,
PK110XA-V-100011.01,0,4-Mar,FA8,SW,FB9,212-2,212,PK110XA-V-100011.01-2,212-243894SW,,
PK110XA-V-100011.01,0,4-Mar,FA9,SW,FB9,212-2,212,PK110XA-V-100011.01-2,212-243894SW,,
PK110XA-W-1501.01,0,3,FA4,BW,AB0,213-1,213,PK110XA-W-1501.01-1,213-13BW,,
PK110XA-W-1501.01,0,3,FA1,BW,AB0,213-1,213,PK110XA-W-1501.01-1,213-13BW,,
PK110XA-W-1501.01,0,3,FA2,BW,AB0,213-1,213,PK110XA-W-1501.01-1,213-13BW,,
PK110XA-W-1501.01,0,2,FA5,BW,AB0,213-1,213,PK110XA-W-1501.01-1,213-12BW,,
PK110XA-W-1501.01,0,3,FA3,BW,AB0,213-1,213,PK110XA-W-1501.01-1,213-13BW,,
PK101XA-CCW-1504.01,0,1 1/2,FA5,BW,AB0,22-2,22,PK101XA-CCW-1504.01-2,22-21.5BW,,
PK101XA-CCW-1504.01,0,8,FA2,BW,AB0,22-2,22,PK101XA-CCW-1504.01-2,22-28BW,,
PK101XA-CCW-1504.01,0,1 1/2,FA4,OLET,AB0,22-2,22,PK101XA-CCW-1504.01-2,22-21.5OLET,,
PM101XA-C-97549.01,-1,1,FA8,BW,FB8,223-1,223,PM101XA-C-97549.01-1,223-11BW,,
PM101XA-C-97549.01,-1,1,FA9,BW,FB8,223-1,223,PM101XA-C-97549.01-1,223-11BW,,
PM101XA-C-97549.01,-1,1,FA7,BW,FB8,223-1,223,PM101XA-C-97549.01-1,223-11BW,,
PM101XA-C-97549.01,-1,1,FA6,BW,FB8,223-1,223,PM101XA-C-97549.01-1,223-11BW,,
PM101XA-C-97549.01,-1,1,FA5,BW,FB8,223-1,223,PM101XA-C-97549.01-1,223-11BW,,
PM101XA-C-97549.01,-1,1,FA4,BW,FB8,223-1,223,PM101XA-C-97549.01-1,223-11BW,,
PM101XA-C-97549.01,-1,1,FA3,BW,FB8,223-1,223,PM101XA-C-97549.01-1,223-11BW,,
PM101XA-C-97549.01,-1,1,FA1,BW,FB8,223-1,223,PM101XA-C-97549.01-1,223-11BW,,
PM101XA-C-97549.01,-1,1,FA2,BW,FB8,223-1,223,PM101XA-C-97549.01-1,223-11BW,,
PM101XA-C-97549.01,-1,4-Mar,FA12,BW,FB8,223-2,223,PM101XA-C-97549.01-2,223-243894BW,,
PM101XA-C-97549.01,-1,1,FA11,BW,FB8,223-2,223,PM101XA-C-97549.01-2,223-21BW,,
PM101XA-C-97549.01,-1,1,FA14,BW,FB8,223-2,223,PM101XA-C-97549.01-2,223-21BW,,
PM101XA-C-97549.01,-1,1,FA10,BW,FB8,223-2,223,PM101XA-C-97549.01-2,223-21BW,,
PM101XA-C-97549.01,-1,4-Mar,FA13,BW,FB8,223-3,223,PM101XA-C-97549.01-3,223-343894BW,,
PM101XA-C-97550.01,-1,1,FA6,BW,FB8,224-1,224,PM101XA-C-97550.01-1,224-11BW,,
PM101XA-C-97550.01,-1,1,FA5,BW,FB8,224-1,224,PM101XA-C-97550.01-1,224-11BW,,
PM101XA-C-97550.01,-1,1,FA4,BW,FB8,224-1,224,PM101XA-C-97550.01-1,224-11BW,,
PM101XA-C-97550.01,-1,1,FA3,BW,FB8,224-1,224,PM101XA-C-97550.01-1,224-11BW,,
PM101XA-C-97550.01,-1,1,FA1,BW,FB8,224-1,224,PM101XA-C-97550.01-1,224-11BW,,
PM101XA-C-97550.01,-1,1,FA2,BW,FB8,224-1,224,PM101XA-C-97550.01-1,224-11BW,,
PM101XA-C-97550.01,-1,1,FA7,BW,FB8,224-1,224,PM101XA-C-97550.01-1,224-11BW,,
PM101XA-C-97550.01,-1,1,FA8,BW,FB8,224-2,224,PM101XA-C-97550.01-2,224-21BW,,
PM101XA-C-97550.01,-1,1,FA9,BW,FB8,224-2,224,PM101XA-C-97550.01-2,224-21BW,,
PM101XA-C-97550.01,-1,4-Mar,FA12,BW,FB8,224-2,224,PM101XA-C-97550.01-2,224-243894BW,,
PM101XA-C-97550.01,-1,4-Mar,FA11,BW,FB8,224-2,224,PM101XA-C-97550.01-2,224-243894BW,,
PM101XA-C-97550.01,-1,4-Mar,FA10,BW,FB8,224-2,224,PM101XA-C-97550.01-2,224-243894BW,,
PM101XA-C-97550.01,-1,4-Mar,FA13,BW,FB8,224-3,224,PM101XA-C-97550.01-3,224-343894BW,,
PM101XA-C-97551.01,-1,1,FA7,BW,FB8,225-1,225,PM101XA-C-97551.01-1,225-11BW,,
PM101XA-C-97551.01,-1,1,FA6,BW,FB8,225-1,225,PM101XA-C-97551.01-1,225-11BW,,
PM101XA-C-97551.01,-1,1,FA5,BW,FB8,225-1,225,PM101XA-C-97551.01-1,225-11BW,,
PM101XA-C-97551.01,-1,1,FA4,BW,FB8,225-1,225,PM101XA-C-97551.01-1,225-11BW,,
PM101XA-C-97551.01,-1,1,FA3,BW,FB8,225-1,225,PM101XA-C-97551.01-1,225-11BW,,
PM101XA-C-97551.01,-1,1,FA2,BW,FB8,225-1,225,PM101XA-C-97551.01-1,225-11BW,,
PM101XA-C-97551.01,-1,1,FA1,BW,FB8,225-1,225,PM101XA-C-97551.01-1,225-11BW,,
PM101XA-C-97551.01,-1,1,FA9,BW,FB8,225-2,225,PM101XA-C-97551.01-2,225-21BW,,
PM101XA-C-97551.01,-1,4-Mar,FA12,BW,FB8,225-2,225,PM101XA-C-97551.01-2,225-243894BW,,
PM101XA-C-97551.01,-1,4-Mar,FA11,BW,FB8,225-2,225,PM101XA-C-97551.01-2,225-243894BW,,
PM101XA-C-97551.01,-1,1,FA8,BW,FB8,225-2,225,PM101XA-C-97551.01-2,225-21BW,,
PM101XA-C-97551.01,-1,4-Mar,FA10,BW,FB8,225-2,225,PM101XA-C-97551.01-2,225-243894BW,,
PM101XA-C-97551.01,-1,4-Mar,FA13,BW,FB8,225-3,225,PM101XA-C-97551.01-3,225-343894BW,,
PM101XA-C-97552.01,-1,1,FA4,BW,FB8,226-1,226,PM101XA-C-97552.01-1,226-11BW,,
PM101XA-C-97552.01,-1,1,FA10,BW,FB8,226-1,226,PM101XA-C-97552.01-1,226-11BW,,
PM101XA-C-97552.01,-1,1,FA8,BW,FB8,226-1,226,PM101XA-C-97552.01-1,226-11BW,,
PM101XA-C-97552.01,-1,1,FA7,BW,FB8,226-1,226,PM101XA-C-97552.01-1,226-11BW,,
PM101XA-C-97552.01,-1,1,FA1,BW,FB8,226-1,226,PM101XA-C-97552.01-1,226-11BW,,
PM101XA-C-97552.01,-1,1,FA5,BW,FB8,226-1,226,PM101XA-C-97552.01-1,226-11BW,,
PM101XA-C-97552.01,-1,1,FA9,BW,FB8,226-1,226,PM101XA-C-97552.01-1,226-11BW,,
PM101XA-C-97552.01,-1,1,FA3,BW,FB8,226-1,226,PM101XA-C-97552.01-1,226-11BW,,
PM101XA-C-97552.01,-1,1,FA2,BW,FB8,226-1,226,PM101XA-C-97552.01-1,226-11BW,,
PM101XA-C-97552.01,-1,1,FA6,BW,FB8,226-1,226,PM101XA-C-97552.01-1,226-11BW,,
PM101XA-C-97552.01,-1,1,FA12,BW,FB8,226-2,226,PM101XA-C-97552.01-2,226-21BW,,
PM101XA-C-97552.01,-1,4-Mar,FA15,BW,FB8,226-2,226,PM101XA-C-97552.01-2,226-243894BW,,
PM101XA-C-97552.01,-1,4-Mar,FA14,BW,FB8,226-2,226,PM101XA-C-97552.01-2,226-243894BW,,
PM101XA-C-97552.01,-1,4-Mar,FA13,BW,FB8,226-2,226,PM101XA-C-97552.01-2,226-243894BW,,
PM101XA-C-97552.01,-1,1,FA11,BW,FB8,226-2,226,PM101XA-C-97552.01-2,226-21BW,,
PM101XA-C-97552.01,-1,4-Mar,FA16,BW,FB8,226-3,226,PM101XA-C-97552.01-3,226-343894BW,,
PM101XA-C-97553.01,-1,1,FA6,BW,FB8,227-1,227,PM101XA-C-97553.01-1,227-11BW,,
PM101XA-C-97553.01,-1,1,FA7,BW,FB8,227-1,227,PM101XA-C-97553.01-1,227-11BW,,
PM101XA-C-97553.01,-1,1,FA5,BW,FB8,227-1,227,PM101XA-C-97553.01-1,227-11BW,,
PM101XA-C-97553.01,-1,1,FA4,BW,FB8,227-1,227,PM101XA-C-97553.01-1,227-11BW,,
PM101XA-C-97553.01,-1,1,FA3,BW,FB8,227-1,227,PM101XA-C-97553.01-1,227-11BW,,
PM101XA-C-97553.01,-1,1,FA2,BW,FB8,227-1,227,PM101XA-C-97553.01-1,227-11BW,,
PM101XA-C-97553.01,-1,1,FA1,BW,FB8,227-1,227,PM101XA-C-97553.01-1,227-11BW,,
PM101XA-C-97553.01,-1,1,FA8,BW,FB8,227-1,227,PM101XA-C-97553.01-1,227-11BW,,
PM101XA-C-97553.01,-1,1,FA10,BW,FB8,227-2,227,PM101XA-C-97553.01-2,227-21BW,,
PM101XA-C-97553.01,-1,4-Mar,FA13,BW,FB8,227-2,227,PM101XA-C-97553.01-2,227-243894BW,,
PM101XA-C-97553.01,-1,4-Mar,FA12,BW,FB8,227-2,227,PM101XA-C-97553.01-2,227-243894BW,,
PM101XA-C-97553.01,-1,4-Mar,FA11,BW,FB8,227-2,227,PM101XA-C-97553.01-2,227-243894BW,,
PM101XA-C-97553.01,-1,1,FA9,BW,FB8,227-2,227,PM101XA-C-97553.01-2,227-21BW,,
PM101XA-C-97553.01,-1,4-Mar,FA14,BW,FB8,227-3,227,PM101XA-C-97553.01-3,227-343894BW,,
PM101XA-C-97554.01,-1,1,FA8,BW,FB8,228-1,228,PM101XA-C-97554.01-1,228-11BW,,
PM101XA-C-97554.01,-1,1,FA9,BW,FB8,228-1,228,PM101XA-C-97554.01-1,228-11BW,,
PM101XA-C-97554.01,-1,1,FA6,BW,FB8,228-1,228,PM101XA-C-97554.01-1,228-11BW,,
PM101XA-C-97554.01,-1,1,FA5,BW,FB8,228-1,228,PM101XA-C-97554.01-1,228-11BW,,
PM101XA-C-97554.01,-1,1,FA4,BW,FB8,228-1,228,PM101XA-C-97554.01-1,228-11BW,,
PM101XA-C-97554.01,-1,1,FA3,BW,FB8,228-1,228,PM101XA-C-97554.01-1,228-11BW,,
PM101XA-C-97554.01,-1,1,FA1,BW,FB8,228-1,228,PM101XA-C-97554.01-1,228-11BW,,
PM101XA-C-97554.01,-1,1,FA2,BW,FB8,228-1,228,PM101XA-C-97554.01-1,228-11BW,,
PM101XA-C-97554.01,-1,1,FA7,BW,FB8,228-1,228,PM101XA-C-97554.01-1,228-11BW,,
PM101XA-C-97554.01,-1,4-Mar,FA14,BW,FB8,228-2,228,PM101XA-C-97554.01-2,228-243894BW,,
PM101XA-C-97554.01,-1,1,FA11,BW,FB8,228-2,228,PM101XA-C-97554.01-2,228-21BW,,
PM101XA-C-97554.01,-1,4-Mar,FA13,BW,FB8,228-2,228,PM101XA-C-97554.01-2,228-243894BW,,
PM101XA-C-97554.01,-1,4-Mar,FA12,BW,FB8,228-2,228,PM101XA-C-97554.01-2,228-243894BW,,
PM101XA-C-97554.01,-1,1,FA10,BW,FB8,228-2,228,PM101XA-C-97554.01-2,228-21BW,,
PM101XA-C-97554.01,-1,4-Mar,FA15,BW,FB8,228-3,228,PM101XA-C-97554.01-3,228-343894BW,,
PM101XA-C-97555.01,-1,1,FA9,BW,FB8,229-1,229,PM101XA-C-97555.01-1,229-11BW,,
PM101XA-C-97555.01,-1,1,FA8,BW,FB8,229-1,229,PM101XA-C-97555.01-1,229-11BW,,
PM101XA-C-97555.01,-1,1,FA6,BW,FB8,229-1,229,PM101XA-C-97555.01-1,229-11BW,,
PM101XA-C-97555.01,-1,1,FA5,BW,FB8,229-1,229,PM101XA-C-97555.01-1,229-11BW,,
PM101XA-C-97555.01,-1,1,FA4,BW,FB8,229-1,229,PM101XA-C-97555.01-1,229-11BW,,
PM101XA-C-97555.01,-1,1,FA3,BW,FB8,229-1,229,PM101XA-C-97555.01-1,229-11BW,,
PM101XA-C-97555.01,-1,1,FA2,BW,FB8,229-1,229,PM101XA-C-97555.01-1,229-11BW,,
PM101XA-C-97555.01,-1,1,FA1,BW,FB8,229-1,229,PM101XA-C-97555.01-1,229-11BW,,
PM101XA-C-97555.01,-1,1,FA7,BW,FB8,229-1,229,PM101XA-C-97555.01-1,229-11BW,,
PM101XA-C-97555.01,-1,1,FA11,BW,FB8,229-2,229,PM101XA-C-97555.01-2,229-21BW,,
PM101XA-C-97555.01,-1,4-Mar,FA12,BW,FB8,229-2,229,PM101XA-C-97555.01-2,229-243894BW,,
PM101XA-C-97555.01,-1,1,FA14,BW,FB8,229-2,229,PM101XA-C-97555.01-2,229-21BW,,
PM101XA-C-97555.01,-1,1,FA10,BW,FB8,229-2,229,PM101XA-C-97555.01-2,229-21BW,,
PM101XA-C-97555.01,-1,4-Mar,FA13,BW,FB8,229-3,229,PM101XA-C-97555.01-3,229-343894BW,,
PM101XA-C-97556.01,-1,1,FA5,BW,FB8,230-1,230,PM101XA-C-97556.01-1,230-11BW,,
PM101XA-C-97556.01,-1,1,FA6,BW,FB8,230-1,230,PM101XA-C-97556.01-1,230-11BW,,
PM101XA-C-97556.01,-1,1,FA4,BW,FB8,230-1,230,PM101XA-C-97556.01-1,230-11BW,,
PM101XA-C-97556.01,-1,1,FA3,BW,FB8,230-1,230,PM101XA-C-97556.01-1,230-11BW,,
PM101XA-C-97556.01,-1,1,FA2,BW,FB8,230-1,230,PM101XA-C-97556.01-1,230-11BW,,
PM101XA-C-97556.01,-1,1,FA1,BW,FB8,230-1,230,PM101XA-C-97556.01-1,230-11BW,,
PM101XA-C-97556.01,-1,1,FA7,BW,FB8,230-1,230,PM101XA-C-97556.01-1,230-11BW,,
PM101XA-C-97556.01,-1,1,FA9,BW,FB8,230-2,230,PM101XA-C-97556.01-2,230-21BW,,
PM101XA-C-97556.01,-1,4-Mar,FA12,BW,FB8,230-2,230,PM101XA-C-97556.01-2,230-243894BW,,
PM101XA-C-97556.01,-1,4-Mar,FA11,BW,FB8,230-2,230,PM101XA-C-97556.01-2,230-243894BW,,
PM101XA-C-97556.01,-1,4-Mar,FA10,BW,FB8,230-2,230,PM101XA-C-97556.01-2,230-243894BW,,
PM101XA-C-97556.01,-1,1,FA8,BW,FB8,230-2,230,PM101XA-C-97556.01-2,230-21BW,,
PM101XA-C-97556.01,-1,4-Mar,FA13,BW,FB8,230-3,230,PM101XA-C-97556.01-3,230-343894BW,,
PK101XA-CCW-1513.01,0,10,FA2,BW,AB0,23-1,23,PK101XA-CCW-1513.01-1,23-110BW,,
PK101XA-CCW-1513.01,0,2,FA10,BW,AB0,23-1,23,PK101XA-CCW-1513.01-1,23-12BW,,
PK101XA-CCW-1513.01,0,1,FA11,OLET,AB0,23-1,23,PK101XA-CCW-1513.01-1,23-11OLET,,
PK101XA-CCW-1513.01,0,2,FA9,OLET,AB0,23-1,23,PK101XA-CCW-1513.01-1,23-12OLET,,
PK101XA-CCW-1513.01,0,1,FA13,SW,AB0,23-1,23,PK101XA-CCW-1513.01-1,23-11SW,,
PK101XA-CCW-1513.01,0,1,FA12,SW,AB0,23-1,23,PK101XA-CCW-1513.01-1,23-11SW,,
PM101XA-C-97557.01,-1,1,FA7,BW,FB8,231-1,231,PM101XA-C-97557.01-1,231-11BW,,
PM101XA-C-97557.01,-1,1,FA5,BW,FB8,231-1,231,PM101XA-C-97557.01-1,231-11BW,,
PM101XA-C-97557.01,-1,1,FA4,BW,FB8,231-1,231,PM101XA-C-97557.01-1,231-11BW,,
PM101XA-C-97557.01,-1,1,FA3,BW,FB8,231-1,231,PM101XA-C-97557.01-1,231-11BW,,
PM101XA-C-97557.01,-1,1,FA2,BW,FB8,231-1,231,PM101XA-C-97557.01-1,231-11BW,,
PM101XA-C-97557.01,-1,1,FA1,BW,FB8,231-1,231,PM101XA-C-97557.01-1,231-11BW,,
PM101XA-C-97557.01,-1,1,FA6,BW,FB8,231-1,231,PM101XA-C-97557.01-1,231-11BW,,
PM101XA-C-97557.01,-1,1,FA9,BW,FB8,231-2,231,PM101XA-C-97557.01-2,231-21BW,,
PM101XA-C-97557.01,-1,4-Mar,FA10,BW,FB8,231-2,231,PM101XA-C-97557.01-2,231-243894BW,,
PM101XA-C-97557.01,-1,4-Mar,FA11,BW,FB8,231-2,231,PM101XA-C-97557.01-2,231-243894BW,,
PM101XA-C-97557.01,-1,1,FA8,BW,FB8,231-2,231,PM101XA-C-97557.01-2,231-21BW,,
PM101XA-C-97557.01,-1,4-Mar,FA12,BW,FB8,231-2,231,PM101XA-C-97557.01-2,231-243894BW,,
PM101XA-C-97557.01,-1,4-Mar,FA13,BW,FB8,231-3,231,PM101XA-C-97557.01-3,231-343894BW,,
PK101XA-CCW-1513.01,0,4-Mar,FA15,SW,AB0,23-2,23,PK101XA-CCW-1513.01-2,23-243894SW,,
PK101XA-CCW-1513.01,0,4-Mar,FA14,SW,AB0,23-2,23,PK101XA-CCW-1513.01-2,23-243894SW,,
PM101XA-C-97558.01,-1,1,FA8,BW,FB8,232-1,232,PM101XA-C-97558.01-1,232-11BW,,
PM101XA-C-97558.01,-1,1,FA9,BW,FB8,232-1,232,PM101XA-C-97558.01-1,232-11BW,,
PM101XA-C-97558.01,-1,1,FA2,BW,FB8,232-1,232,PM101XA-C-97558.01-1,232-11BW,,
PM101XA-C-97558.01,-1,1,FA10,BW,FB8,232-1,232,PM101XA-C-97558.01-1,232-11BW,,
PM101XA-C-97558.01,-1,1,FA1,BW,FB8,232-1,232,PM101XA-C-97558.01-1,232-11BW,,
PM101XA-C-97558.01,-1,1,FA3,BW,FB8,232-1,232,PM101XA-C-97558.01-1,232-11BW,,
PM101XA-C-97558.01,-1,1,FA4,BW,FB8,232-1,232,PM101XA-C-97558.01-1,232-11BW,,
PM101XA-C-97558.01,-1,1,FA5,BW,FB8,232-1,232,PM101XA-C-97558.01-1,232-11BW,,
PM101XA-C-97558.01,-1,1,FA6,BW,FB8,232-1,232,PM101XA-C-97558.01-1,232-11BW,,
PM101XA-C-97558.01,-1,1,FA7,BW,FB8,232-1,232,PM101XA-C-97558.01-1,232-11BW,,
PM101XA-C-97558.01,-1,1,FA12,BW,FB8,232-2,232,PM101XA-C-97558.01-2,232-21BW,,
PM101XA-C-97558.01,-1,4-Mar,FA15,BW,FB8,232-2,232,PM101XA-C-97558.01-2,232-243894BW,,
PM101XA-C-97558.01,-1,4-Mar,FA14,BW,FB8,232-2,232,PM101XA-C-97558.01-2,232-243894BW,,
PM101XA-C-97558.01,-1,4-Mar,FA13,BW,FB8,232-2,232,PM101XA-C-97558.01-2,232-243894BW,,
PM101XA-C-97558.01,-1,1,FA11,BW,FB8,232-2,232,PM101XA-C-97558.01-2,232-21BW,,
PM101XA-C-97558.01,-1,4-Mar,FA16,BW,FB8,232-3,232,PM101XA-C-97558.01-3,232-343894BW,,
PK101XA-CCW-1513.01,0,10,FA4,BW,AB0,23-3,23,PK101XA-CCW-1513.01-3,23-310BW,,
PK101XA-CCW-1513.01,0,10,FA8,BW,AB0,23-3,23,PK101XA-CCW-1513.01-3,23-310BW,,
PK101XA-CCW-1513.01,0,10,FA7,BW,AB0,23-3,23,PK101XA-CCW-1513.01-3,23-310BW,,
PK101XA-CCW-1513.01,0,10,FA5,BW,AB0,23-3,23,PK101XA-CCW-1513.01-3,23-310BW,,
PK101XA-CCW-1513.01,0,10,FA3,BW,AB0,23-3,23,PK101XA-CCW-1513.01-3,23-310BW,,
PK101XA-CCW-1513.01,0,10,FA6,BW,AB0,23-3,23,PK101XA-CCW-1513.01-3,23-310BW,,
PM101XA-C-97559.01,-1,1,FA9,BW,FB8,233-1,233,PM101XA-C-97559.01-1,233-11BW,,
PM101XA-C-97559.01,-1,1,FA10,BW,FB8,233-1,233,PM101XA-C-97559.01-1,233-11BW,,
PM101XA-C-97559.01,-1,1,FA7,BW,FB8,233-1,233,PM101XA-C-97559.01-1,233-11BW,,
PM101XA-C-97559.01,-1,1,FA6,BW,FB8,233-1,233,PM101XA-C-97559.01-1,233-11BW,,
PM101XA-C-97559.01,-1,1,FA5,BW,FB8,233-1,233,PM101XA-C-97559.01-1,233-11BW,,
PM101XA-C-97559.01,-1,1,FA4,BW,FB8,233-1,233,PM101XA-C-97559.01-1,233-11BW,,
PM101XA-C-97559.01,-1,1,FA3,BW,FB8,233-1,233,PM101XA-C-97559.01-1,233-11BW,,
PM101XA-C-97559.01,-1,1,FA2,BW,FB8,233-1,233,PM101XA-C-97559.01-1,233-11BW,,
PM101XA-C-97559.01,-1,1,FA1,BW,FB8,233-1,233,PM101XA-C-97559.01-1,233-11BW,,
PM101XA-C-97559.01,-1,1,FA8,BW,FB8,233-1,233,PM101XA-C-97559.01-1,233-11BW,,
PM101XA-C-97559.01,-1,1,FA12,BW,FB8,233-2,233,PM101XA-C-97559.01-2,233-21BW,,
PM101XA-C-97559.01,-1,4-Mar,FA15,BW,FB8,233-2,233,PM101XA-C-97559.01-2,233-243894BW,,
PM101XA-C-97559.01,-1,4-Mar,FA14,BW,FB8,233-2,233,PM101XA-C-97559.01-2,233-243894BW,,
PM101XA-C-97559.01,-1,4-Mar,FA13,BW,FB8,233-2,233,PM101XA-C-97559.01-2,233-243894BW,,
PM101XA-C-97559.01,-1,1,FA11,BW,FB8,233-2,233,PM101XA-C-97559.01-2,233-21BW,,
PM101XA-C-97559.01,-1,4-Mar,FA16,BW,FB8,233-3,233,PM101XA-C-97559.01-3,233-343894BW,,
PM101XA-C-97560.01,-1,1,FA7,BW,FB8,234-1,234,PM101XA-C-97560.01-1,234-11BW,,
PM101XA-C-97560.01,-1,1,FA1,BW,FB8,234-1,234,PM101XA-C-97560.01-1,234-11BW,,
PM101XA-C-97560.01,-1,1,FA2,BW,FB8,234-1,234,PM101XA-C-97560.01-1,234-11BW,,
PM101XA-C-97560.01,-1,1,FA6,BW,FB8,234-1,234,PM101XA-C-97560.01-1,234-11BW,,
PM101XA-C-97560.01,-1,1,FA5,BW,FB8,234-1,234,PM101XA-C-97560.01-1,234-11BW,,
PM101XA-C-97560.01,-1,1,FA4,BW,FB8,234-1,234,PM101XA-C-97560.01-1,234-11BW,,
PM101XA-C-97560.01,-1,1,FA3,BW,FB8,234-1,234,PM101XA-C-97560.01-1,234-11BW,,
PM101XA-C-97560.01,-1,1,FA9,BW,FB8,234-2,234,PM101XA-C-97560.01-2,234-21BW,,
PM101XA-C-97560.01,-1,4-Mar,FA12,BW,FB8,234-2,234,PM101XA-C-97560.01-2,234-243894BW,,
PM101XA-C-97560.01,-1,1,FA8,BW,FB8,234-2,234,PM101XA-C-97560.01-2,234-21BW,,
PM101XA-C-97560.01,-1,4-Mar,FA10,BW,FB8,234-2,234,PM101XA-C-97560.01-2,234-243894BW,,
PM101XA-C-97560.01,-1,4-Mar,FA11,BW,FB8,234-2,234,PM101XA-C-97560.01-2,234-243894BW,,
PM101XA-C-97560.01,-1,4-Mar,FA13,BW,FB8,234-3,234,PM101XA-C-97560.01-3,234-343894BW,,
PM101XA-C-97625.01,-1,1,FA17,BW,FB8,235-1,235,PM101XA-C-97625.01-1,235-11BW,,
PM101XA-C-97625.01,-1,2,FA5,BW,FB8,235-1,235,PM101XA-C-97625.01-1,235-12BW,,
PM101XA-C-97625.01,-1,2,FA4,BW,FB8,235-1,235,PM101XA-C-97625.01-1,235-12BW,,
PM101XA-C-97625.01,-1,2,FA2,BW,FB8,235-1,235,PM101XA-C-97625.01-1,235-12BW,,
PM101XA-C-97625.01,-1,2,FA1,BW,FB8,235-1,235,PM101XA-C-97625.01-1,235-12BW,,
PM101XA-C-97625.01,-1,2,FA6,BW,FB8,235-1,235,PM101XA-C-97625.01-1,235-12BW,,
PM101XA-C-97625.01,-1,2,FA3,BW,FB8,235-1,235,PM101XA-C-97625.01-1,235-12BW,,
PM101XA-C-97625.01,-1,1,FA15,OLET,FB8,235-1,235,PM101XA-C-97625.01-1,235-11OLET,,
PM101XA-C-97625.01,-1,1,FA16,SW,FB8,235-1,235,PM101XA-C-97625.01-1,235-11SW,,
PM101XA-C-97625.01,-1,2,FA12,BW,FB8,235-2,235,PM101XA-C-97625.01-2,235-22BW,,
PM101XA-C-97625.01,-1,2,FA7,BW,FB8,235-2,235,PM101XA-C-97625.01-2,235-22BW,,
PM101XA-C-97625.01,-1,2,FA8,BW,FB8,235-2,235,PM101XA-C-97625.01-2,235-22BW,,
PM101XA-C-97625.01,-1,2,FA9,BW,FB8,235-2,235,PM101XA-C-97625.01-2,235-22BW,,
PM101XA-C-97625.01,-1,2,FA10,BW,FB8,235-2,235,PM101XA-C-97625.01-2,235-22BW,,
PM101XA-C-97625.01,-1,2,FA11,BW,FB8,235-2,235,PM101XA-C-97625.01-2,235-22BW,,
PM101XA-C-97625.01,-1,1,FA23,BW,FB8,235-2,235,PM101XA-C-97625.01-2,235-21BW,,
PM101XA-C-97625.01,-1,2,FA13,BW,FB8,235-2,235,PM101XA-C-97625.01-2,235-22BW,,
PM101XA-C-97625.01,-1,1,FA26,BW,FB8,235-2,235,PM101XA-C-97625.01-2,235-21BW,,
PM101XA-C-97625.01,-1,2,FA14,BW,FB8,235-2,235,PM101XA-C-97625.01-2,235-22BW,,
PM101XA-C-97625.01,-1,1,FA20,BW,FB8,235-2,235,PM101XA-C-97625.01-2,235-21BW,,
PM101XA-C-97625.01,-1,1,FA21,OLET,FB8,235-2,235,PM101XA-C-97625.01-2,235-21OLET,,
PM101XA-C-97625.01,-1,1,FA24,OLET,FB8,235-2,235,PM101XA-C-97625.01-2,235-21OLET,,
PM101XA-C-97625.01,-1,1,FA18,OLET,FB8,235-2,235,PM101XA-C-97625.01-2,235-21OLET,,
PM101XA-C-97625.01,-1,1,FA19,SW,FB8,235-2,235,PM101XA-C-97625.01-2,235-21SW,,
PM101XA-C-97625.01,-1,1,FA25,SW,FB8,235-2,235,PM101XA-C-97625.01-2,235-21SW,,
