"spool","piecemark","material","issued","pulled","priority","area","iso","detailing","checking","shop","on_hold","multiplier","jobnum","client","status","items","shorts","missing_valve_only","weldout","rts","rtsc","stc","delivered","workable","i_p"
"1-1","PK101XA-C-1511.01-1","304/304L SS","","","7","J04","1","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"2-1","PK101XA-C-1513.01-1","304/304L SS","","","7","J04","2","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"3-1","PK101XA-C-1515.01-1","304/304L SS","","","7","J04","3","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"4-1","PK101XA-C-1517.01-1","304/304L SS","","","7","J04","4","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"5-1","PK101XA-C-1519.01-1","304/304L SS","","","7","J04","5","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"6-1","PK101XA-C-1525.01-1","304/304L SS","","","7","J04","6","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"7-1","PK101XA-C-1606E.01-1","304/304L SS","","","7","J04","7","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"8-1","PK101XA-C-1611.01-1","304/304L SS","","","7","J04","8","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"9-1","PK101XA-C-1613.01-1","304/304L SS","","","7","J04","9","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"10-1","PK101XA-C-1615.01-1","304/304L SS","","","7","J04","10","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"11-1","PK101XA-C-1617.01-1","304/304L SS","","","7","J04","11","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"12-1","PK101XA-C-1619.01-1","304/304L SS","","","7","J04","12","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"13-1","PK101XA-C-97624.01-1","304/304L SS","","","7","J05","13","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"13-2","PK101XA-C-97624.01-2","304/304L SS","","","7","J05","13","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"14-1","PK101XA-C-97624.02-1","304/304L SS","","","7","J05","14","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"14-2","PK101XA-C-97624.02-2","304/304L SS","","","7","J05","14","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"14-3","PK101XA-C-97624.02-3","304/304L SS","","","7","J05","14","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"15-1","PK101XA-C-97624.03-1","304/304L SS","","","7","J05","15","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"16-1","PK101XA-C-102338.01-1","304/304L SS","","","7","J05","16","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"16-2","PK101XA-C-102338.01-2","304/304L SS","","","7","J05","16","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"17-1","PK101XA-C-102338.02-1","304/304L SS","","","7","J05","17","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"17-2","PK101XA-C-102338.02-2","304/304L SS","","","7","J05","17","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"17-3","PK101XA-C-102338.02-3","304/304L SS","","","7","J05","17","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"18-1","PK101XA-C-102338.03-1","304/304L SS","","","7","J05","18","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"19-1","PK101XA-C-102339.01-1","304/304L SS","","","7","J05","19","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"20-1","PK101XA-C-102340.01-1","304/304L SS","","","7","J05","20","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"21-1","PK101XA-CCW-1502.01-1","CS","","","11","J13","21","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"21-2","PK101XA-CCW-1502.01-2","CS","","","11","J13","21","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"22-1","PK101XA-CCW-1504.01-1","CS","","","11","J18","22","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"22-2","PK101XA-CCW-1504.01-2","CS","","","11","J18","22","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"23-1","PK101XA-CCW-1513.01-1","CS","","","12","J01","23","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"23-2","PK101XA-CCW-1513.01-2","CS","","","12","J01","23","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"23-3","PK101XA-CCW-1513.01-3","CS","","","12","J01","23","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"24-1","PK101XA-CCW-1514.01-1","CS","","","12","J01","24","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"24-2","PK101XA-CCW-1514.01-2","CS","","","12","J01","24","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"24-3","PK101XA-CCW-1514.01-3","CS","","","12","J01","24","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"25-1","PK101XA-CCW-3888.01-1","CS","","","12","J01","25","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"25-2","PK101XA-CCW-3888.01-2","CS","","","12","J01","25","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"25-3","PK101XA-CCW-3888.01-3","CS","","","12","J01","25","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"26-1","PK101XA-CCW-3888A.01-1","CS","","","12","J01","26","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"26-2","PK101XA-CCW-3888A.01-2","CS","","","12","J01","26","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"26-3","PK101XA-CCW-3888A.01-3","CS","","","12","J01","26","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"27-1","PK101XA-CW-1539.01-1","CS","","","11","J18","27","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"27-2","PK101XA-CW-1539.01-2","CS","","","11","J18","27","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"28-1","PK101XA-CW-1539.02-1","CS","","","11","J18","28","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"29-1","PK101XA-CW-1540.01-1","CS","","","11","J18","29","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"30-1","PK101XA-CW-1540.02-1","CS","","","11","J18","30","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"30-2","PK101XA-CW-1540.02-2","CS","","","11","J18","30","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"31-1","PK101XA-CW-1557.01-1","CS","","","11","J18","31","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"32-1","PK101XA-CW-1558.01-1","CS","","","11","J18","32","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"33-1","PK101XA-CW-100420.01-1","CS","","","11","J13","33","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"34-1","PK101XA-CW-100420.02-1","CS","","","11","J13","34","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"35-1","PK101XA-CW-100421.01-1","CS","","","11","J13","35","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"36-1","PK101XA-CW-100421.02-1","CS","","","11","J13","36","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"43-1","PK101XA-FW-150001.01-1","CS","","","1","J30","43","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"44-1","PK101XA-P-1504.01-1","304/304L SS","","","11","J18","44","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"44-2","PK101XA-P-1504.01-2","304/304L SS","","","11","J18","44","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"45-1","PK101XA-P-1504.02-1","304/304L SS","8/4/2020","","11","J18","45","ISS","ISS","BR","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"46-1","PK101XA-P-1508.01-1","304/304L SS","","","11","J18","46","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"47-1","PK101XA-P-1508-02-1","304/304L SS","","","11","J18","47","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"48-1","PK101XA-P-1508.03-1","304/304L SS","","","11","J18","48","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"48-2","PK101XA-P-1508.03-2","304/304L SS","","","11","J18","48","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"48-3","PK101XA-P-1508.03-3","304/304L SS","","","11","J18","48","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"48-4","PK101XA-P-1508.03-4","304/304L SS","8/3/2020","","11","J18","48","ISS","ISS","BR","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"49-1","PK101XA-P-1508.04-1","304/304L SS","","","11","J18","49","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"49-2","PK101XA-P-1508.04-2","304/304L SS","","","11","J18","49","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"50-1","PK101XA-P-1508.05-1","304/304L SS","","","11","J18","50","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"51-1","PK101XA-P-1508.06-1","304/304L SS","","","11","J18","51","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"52-1","PK101XA-P-1603.01-1","304/304L SS","","","11","J13","52","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"52-2","PK101XA-P-1603.01-2","304/304L SS","","","11","J13","52","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"53-1","PK101XA-P-1603.02-1","304/304L SS","8/4/2020","","11","J13","53","ISS","ISS","BR","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"54-1","PK101XA-P-1605.01-1","304/304L SS","","","11","J13","54","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"55-1","PK101XA-P-1607.01-1","304/304L SS","","","11","J13","55","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"55-2","PK101XA-P-1607.01-2","304/304L SS","8/3/2020","","11","J13","55","ISS","ISS","BR","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"56-1","PK101XA-P-1607.02-1","304/304L SS","","","11","J13","56","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"56-2","PK101XA-P-1607.02-2","304/304L SS","","","11","J13","56","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"57-1","PK101XA-P-1607.03-1","304/304L SS","","","11","J13","57","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"58-1","PK101XA-P-1608.01-1","304/304L SS","","","11","J13","58","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"59-1","PK101XA-P-1609.01-1","304/304L SS","","","11","J13","59","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"60-1","PK101XA-P-102037.01-1","304/304L SS","","","11","J13","60","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"61-1","PK102XA-C-97624.01-1","304/304L SS","","","7","J05","61","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"61-2","PK102XA-C-97624.01-2","304/304L SS","","","7","J05","61","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"61-3","PK102XA-C-97624.01-3","304/304L SS","","","7","J05","61","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"61-4","PK102XA-C-97624.01-4","304/304L SS","","","7","J05","61","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"61-5","PK102XA-C-97624.01-5","304/304L SS","","","7","J05","61","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"61-6","PK102XA-C-97624.01-6","304/304L SS","","","7","J05","61","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"61-7","PK102XA-C-97624.01-7","304/304L SS","","","7","J05","61","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"61-8","PK102XA-C-97624.01-8","304/304L SS","8/3/2020","","7","J05","61","ISS","ISS","BR","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"62-1","PK102XA-C-100299.01-1","304/304L SS","","","7","J05","62","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"62-2","PK102XA-C-100299.01-2","304/304L SS","","","7","J05","62","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"63-1","PK102XA-T-400089.01-1","A333","","","12","J01","63","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"63-2","PK102XA-T-400089.01-2","A333","","","12","J01","63","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"63-3","PK102XA-T-400089.01-3","A333","8/3/2020","08/03/2020","12","J01","63","ISS","ISS","PA","","1","7052","CP CHEM","Pulled","","","","","","","","","true","0"
"63-4","PK102XA-T-400089.01-4","A333","8/3/2020","08/03/2020","12","J01","63","ISS","ISS","PA","","1","7052","CP CHEM","Pulled","","","","","","","","","true","0"
"64-1","PK103XA-CS-97376.01-1","CS","","","12","J01","64","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"64-2","PK103XA-CS-97376.01-2","CS","","","12","J01","64","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"65-1","PK103XA-CW-4494.01-1","CS","","","10","J03","65","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"66-1","PK103XA-CW-4528.01-1","CS","","","10","J03","66","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"67-1","PK103XA-CW-97424.01-1","CS","","","10","J03","67","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"68-1","PK103XA-PL-4396.01-1","CS","","","10","J03","68","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"68-2","PK103XA-PL-4396.01-2","CS","","","10","J03","68","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"69-1","PK103XA-PL-4398.01-1","CS","","","10","J03","69","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"69-2","PK103XA-PL-4398.01-2","CS","","","10","J03","69","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"70-1","PK103XA-PL-97368.01-1","CS","","","10","J03","70","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"71-1","PK103XA-PL-97368.02-1","CS","","","10","J03","71","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"72-1","PK104XA-CNV-107.01-1","ALUMINUM","","","2","J14","72","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"72-2","PK104XA-CNV-107.01-2","ALUMINUM","","","2","J14","72","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"72-3","PK104XA-CNV-107.01-3","ALUMINUM","","","2","J14","72","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"72-4","PK104XA-CNV-107.01-4","ALUMINUM","","","2","J14","72","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"73-1","PK104XA-CNV-107.02-1","ALUMINUM","","","2","J14","73","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"74-1","PK104XA-CNV-301.01-1","ALUMINUM","","","12","J01","74","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"74-2","PK104XA-CNV-301.01-2","ALUMINUM","","","12","J01","74","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"74-3","PK104XA-CNV-301.01-3","ALUMINUM","","","12","J01","74","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"74-4","PK104XA-CNV-301.01-4","ALUMINUM","","","12","J01","74","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"75-1","PK104XA-CNV-301.02-1","ALUMINUM","","","2","J14","75","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"76-1","PK104XA-CNV-310.01-1","ALUMINUM","","","12","J01","76","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"77-1","PK104XA-CNV-325.01-1","ALUMINUM","","","12","J01","77","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"77-2","PK104XA-CNV-325.01-2","ALUMINUM","","","12","J01","77","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"78-1","PK104XA-CNV-325.02-1","ALUMINUM","","","2","J14","78","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"79-1","PK104XA-CNV-325.03-1","ALUMINUM","","","2","J14","79","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"80-1","PK104XA-CNV-325.04-1","ALUMINUM","","","2","J14","80","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"81-1","PK104XA-CNV-325.05-1","ALUMINUM","","","2","J14","81","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"82-1","PK104XA-CNV-325.13-1","ALUMINUM","","","2","J14","82","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"83-1","PK104XA-CNV-325.14-1","ALUMINUM","","","2","J14","83","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"84-1","PK104XA-CNV-325.15-1","ALUMINUM","","","2","J14","84","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"85-1","PK104XA-CNV-325.18-1","ALUMINUM","","","2","J14","85","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"86-1","PK104XA-CNV-1603.01-1","ALUMINUM","","","12","J01","86","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"86-2","PK104XA-CNV-1603.01-2","ALUMINUM","","","12","J01","86","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"86-3","PK104XA-CNV-1603.01-3","ALUMINUM","","","12","J01","86","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"87-1","PK104XA-CNV-1603.02-1","ALUMINUM","","","2","J14","87","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"88-1","PK104XA-CNV-3519A.01-1","ALUMINUM","","","9","J19","88","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"89-1","PK104XA-CNV-3520A.01-1","ALUMINUM","","","2","J14","89","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"90-1","PK104XA-CNV-3521A.01-1","ALUMINUM","","","2","J14","90","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"91-1","PK104XA-CNV-3522A.01-1","ALUMINUM","","","2","J14","91","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"92-1","PK104XA-CNV-97726.01-1","ALUMINUM","","","8","J25","92","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"92-2","PK104XA-CNV-97726.01-2","ALUMINUM","","","8","J25","92","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"92-3","PK104XA-CNV-97726.01-3","ALUMINUM","","","8","J25","92","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"93-1","PK104XA-CNV-97726.02-1","ALUMINUM","","","8","J25","93","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"93-2","PK104XA-CNV-97726.02-2","ALUMINUM","","","8","J25","93","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"94-1","PK104XA-CNV-97727.01-1","ALUMINUM","","","8","J25","94","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"94-2","PK104XA-CNV-97727.01-2","ALUMINUM","","","8","J25","94","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"95-1","PK104XA-CNV-97727.02-1","ALUMINUM","","","8","J25","95","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"95-2","PK104XA-CNV-97727.02-2","ALUMINUM","","","8","J25","95","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"96-1","PK104XA-CNV-97728.01-1","ALUMINUM","","","8","J25","96","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"96-2","PK104XA-CNV-97728.01-2","ALUMINUM","","","8","J25","96","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"96-3","PK104XA-CNV-97728.01-3","ALUMINUM","","","8","J25","96","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"97-1","PK104XA-CNV-97728.02-1","ALUMINUM","","","8","J25","97","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"97-2","PK104XA-CNV-97728.02-2","ALUMINUM","","","8","J25","97","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"98-1","PK104XA-CW-100406.01-1","CS","","","3","J23","98","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"98-2","PK104XA-CW-100406.01-2","CS","","","3","J23","98","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"98-3","PK104XA-CW-100406.01-3","CS","","","3","J23","98","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"98-4","PK104XA-CW-100406.01-4","CS","","","3","J23","98","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"98-5","PK104XA-CW-100406.01-5","CS","","","3","J23","98","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"98-6","PK104XA-CW-100406.01-6","CS","","","3","J23","98","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"98-7","PK104XA-CW-100406.01-7","CS","","","3","J23","98","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"99-1","PK104XA-CW-100406.02-1","CS","","","3","J23","99","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"99-2","PK104XA-CW-100406.02-2","CS","","","3","J23","99","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"99-3","PK104XA-CW-100406.02-3","CS","","","3","J23","99","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"99-4","PK104XA-CW-100406.02-4","CS","","","3","J23","99","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"99-5","PK104XA-CW-100406.02-5","CS","","","3","J23","99","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"99-6","PK104XA-CW-100406.02-6","CS","","","3","J23","99","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"100-1","PK104XA-CW-100407.01-1","CS","","","3","J23","100","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"100-2","PK104XA-CW-100407.01-2","CS","","","3","J23","100","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"100-3","PK104XA-CW-100407.01-3","CS","","","3","J23","100","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"100-4","PK104XA-CW-100407.01-4","CS","","","3","J23","100","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"100-5","PK104XA-CW-100407.01-5","CS","","","3","J23","100","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"100-6","PK104XA-CW-100407.01-6","CS","","","3","J23","100","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"101-1","PK104XA-CW-100407.02-1","CS","","","3","J23","101","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"101-2","PK104XA-CW-100407.02-2","CS","","","3","J23","101","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"101-3","PK104XA-CW-100407.02-3","CS","","","3","J23","101","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"101-4","PK104XA-CW-100407.02-4","CS","","","3","J23","101","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"101-5","PK104XA-CW-100407.02-5","CS","","","3","J23","101","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"101-6","PK104XA-CW-100407.02-6","CS","","","3","J23","101","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"101-7","PK104XA-CW-100407.02-7","CS","","","3","J23","101","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"103-1","PK104XA-FW-900001.01-1","CS","","","1","J30","103","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"104-1","PK104XA-FW-900001.02-1","CS","","","1","J30","104","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"105-1","PK104XA-GN-02.01-1","CS","","","#N/A","-","105","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"105-2","PK104XA-GN-02.01-2","CS","","","#N/A","-","105","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"106-1","PK104XA-GN-97723.01-1","CS","","","3","J23","106","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"106-2","PK104XA-GN-97723.01-2","CS","","","3","J23","106","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"106-3","PK104XA-GN-97723.01-3","CS","","","3","J23","106","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"106-4","PK104XA-GN-97723.01-4","CS","","","3","J23","106","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"107-1","PK104XA-GN-98398.01-1","CS","","","3","J23","107","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"108-1","PK104XA-GN-3608.01-1","CS","","","#N/A","-","108","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"109-1","PK104XA-PA-3519.01-1","ALUMINUM","","","9","J19","109","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"110-1","PK104XA-PA-3520.01-1","ALUMINUM","","","9","J19","110","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"111-1","PK104XA-PA-3521.01-1","ALUMINUM","","","2","J14","111","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"112-1","PK104XA-PA-3522.01-1","ALUMINUM","","","2","J14","112","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"113-1","PK104XA-V-100410.01-1","CS","","","3","J23","113","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"113-2","PK104XA-V-100410.01-2","CS","","","3","J23","113","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"113-3","PK104XA-V-100410.01-3","CS","","","3","J23","113","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"113-4","PK104XA-V-100410.01-4","CS","","","3","J23","113","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"113-5","PK104XA-V-100410.01-5","CS","","","3","J23","113","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"113-6","PK104XA-V-100410.01-6","CS","","","3","J23","113","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"114-1","PK104XA-W-3696.01-1","CS","","","3","J23","114","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
