BOM PATH, POS, TAG NUMBER, SIZE, DESCRIPTION, LIST QUANTITY, UNIT, TRANSMITTL, GROUP-PERF, SKETCH, PRIORITY, SPEC, CWP,SCHEDULE,CLASS
79-B,,BE9LABMBEACKABEZ_STD~18,18,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 18""",1,EA,,FITTINGS,7119-79-B,,,,STD,
109-B,,BE9LABMBEACKABEZ_STD~18,18,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 18""",1,EA,,FITTINGS,7116-109-B,,,,STD,
109-B,,BE9LABMBEACKABEZ_STD~18,18,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 18""",1,EA,,FITTINGS,7116-109-B,,,,STD,
110-A,,BE9LABMBEACKABEZ_STD~18,18,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 18""",1,EA,,FITTINGS,7116-110-A,,,,STD,
110,,BE9LABMBEACKABEZ_STD~18,18,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 18""",1,EA,,FITTINGS,7116-110-D,,,,STD,
24-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-24-A,,,,STD,
24-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-24-B,,,,STD,
24-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-24-B,,,,STD,
24-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-24-B,,,,STD,
33-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-33-A,,,,80,
33-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-33-A,,,,80,
33-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-33-A,,,,80,
34-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-34-A,,,,80,
34-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-34-A,,,,80,
34-B,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-34-B,,,,80,
34-B,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-34-B,,,,80,
34-C,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-34-C,,,,80,
34-C,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-34-C,,,,80,
35,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-35-B,,,,80,
35-C,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-35-C,,,,80,
101-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-101-A,,,,STD,
126-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-126-A,,,,STD,
127-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-127-A,,,,STD,
127-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-127-A,,,,STD,
127-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-127-B,,,,STD,
127-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-127-B,,,,STD,
128-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-128-A,,,,80,
128-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-128-A,,,,80,
128-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-128-A,,,,80,
137-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-137-A,,,,80,
137-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-137-A,,,,80,
137-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,7116-137-A,,,,80,
141-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-141-A,,,,STD,
141-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-141-A,,,,STD,
141-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-141-A,,,,STD,
141-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-141-B,,,,STD,
142-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-142-A,,,,STD,
142-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-142-A,,,,STD,
142-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-142-A,,,,STD,
142-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-142-A,,,,STD,
143-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-143-A,,,,STD,
144-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-144-A,,,,STD,
144-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-144-A,,,,STD,
144-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-144-B,,,,STD,
144-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-144-B,,,,STD,
144-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-144-B,,,,STD,
149-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-149-A,,,,STD,
154-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-154-A,,,,STD,
156-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-156-A,,,,STD,
156-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-156-A,,,,STD,
156-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-156-B,,,,STD,
156-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,7116-156-B,,,,STD,
159-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-H-3502-2-159-A,,,,STD,
159-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-H-3502-2-159-A,,,,STD,
158-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-H-3502-1-158-B,,,,STD,
158-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-H-3502-1-158-B,,,,STD,
158-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-H-3502-1-158-B,,,,STD,
159-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-H-3502-2-159-A,,,,STD,
162-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-3912-1-162-A,,,,STD,
171-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-S-7105-2-171-B,,,,STD,
171-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-S-7105-2-171-B,,,,STD,
171-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-S-7105-2-171-B,,,,STD,
171-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-S-7105-2-171-A,,,,STD,
171-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-S-7105-2-171-A,,,,STD,
171-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-S-7105-2-171-A,,,,STD,
170,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-S-7105-1-170-A,,,,STD,
182-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,U010-S-7128-5-182-A,,,,80,
180-B,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,U010-S-7128-3-180-B,,,,80,
182-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,U010-S-7128-5-182-A,,,,80,
182-B,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,U010-S-7128-5-182-B,,,,80,
182-B,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,U010-S-7128-5-182-B,,,,80,
180-B,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,U010-S-7128-3-180-B,,,,80,
182-C,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,U010-S-7128-5-182-C,,,,80,
182-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,U010-S-7128-5-182-A,,,,80,
182-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,U010-S-7128-5-182-A,,,,80,
180-B,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,U010-S-7128-3-180-B,,,,80,
180-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,U010-S-7128-3-180-A,,,,80,
180-A,,BE9LABMBEACKABEZ_XS~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2""",1,EA,,FITTINGS,U010-S-7128-3-180-A,,,,80,
190-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8205-1-190-B,,,,STD,
190-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8205-1-190-A,,,,STD,
202-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8218-2-202-A,,,,STD,
202-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8218-2-202-A,,,,STD,
202-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8218-2-202-A,,,,STD,
201-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8218-1-201-A,,,,STD,
201-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8218-1-201-A,,,,STD,
218-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8247-2-218-A,,,,STD,
217-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8247-1-217-B,,,,STD,
217-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8247-1-217-A,,,,STD,
217-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8247-1-217-A,,,,STD,
217-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8247-1-217-A,,,,STD,
221-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8249-1-221-B,,,,STD,
222-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8249-2-222-B,,,,STD,
222-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8249-2-222-B,,,,STD,
221-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8249-1-221-A,,,,STD,
221-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8249-1-221-A,,,,STD,
221-B,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-8249-1-221-B,,,,STD,
186-B,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8202-3-186-B,,,,STD,
186-B,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8202-3-186-B,,,,STD,
186-B,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8202-3-186-B,,,,STD,
186-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8202-3-186-A,,,,STD,
186-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8202-3-186-A,,,,STD,
186-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8202-3-186-A,,,,STD,
186-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8202-3-186-A,,,,STD,
186-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8202-3-186-A,,,,STD,
186-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8202-3-186-A,,,,STD,
192-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8208-2-192-A,,,,STD,
192-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8208-2-192-A,,,,STD,
191-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8208-1-191-A,,,,STD,
191-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8208-1-191-A,,,,STD,
191-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8208-1-191-A,,,,STD,
193-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8208-2-193-A,,,,STD,
193-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8208-2-193-A,,,,STD,
214-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8233-5-214-A,,,,STD,
214-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8233-5-214-A,,,,STD,
214-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8233-5-214-A,,,,STD,
214-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8233-5-214-A,,,,STD,
214-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-N-8233-5-214-A,,,,STD,
