BOM PATH, POS, TAG NUMBER, SIZE, DESCRIPTION, LIST QUANTITY, UNIT, TRANSMITTL, GROUP-PERF, SKETCH,, PRIORITY, SPEC, CWP,SCHEDULE,CLASS,l
PIPING/7052/J04/231-1,1,PPAACBBZCGIAIZ~1,1,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 1""",9.8,ft,1,PIPE,PM101XA-C-97557.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/231-1,2,XWP10-A-C-90-14-0.18-D_231-1~1,1,"- XWP10-A-C-90-14-0.18-D 1""",1,ea,1,SUPPORTS,PM101XA-C-97557.01-1,,-,FB8,1,None,,
PIPING/7052/J04/231-1,3,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97557.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/231-1,4,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97557.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/231-1,5,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM101XA-C-97557.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/231-1,6,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM101XA-C-97557.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/231-1,7,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM101XA-C-97557.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/231-2,1,PPAACBBZCGIAIZ~3/4,4-Mar,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 3/4""",0.3,ft,1,PIPE,PM101XA-C-97557.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/231-2,2,PFACADAACGIAIZ~3/4,4-Mar,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 3/4""",1,ea,1,FLANGES,PM101XA-C-97557.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/231-2,3,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97557.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/231-2,4,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97557.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/231-2,5,PWTBAEACGAIEBZ~1X3/4,1X3/4,"- TEE RED; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L51GF1D 1X3/4""",1,ea,1,FITTINGS,PM101XA-C-97557.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/231-2,6,PWLCAEACGAIEBZ~3/4,4-Mar,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 3/4""",1,ea,1,FITTINGS,PM101XA-C-97557.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/231-3,1,PPAACBBZCGIAIZ~3/4,4-Mar,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 3/4""",0.3,ft,1,PIPE,PM101XA-C-97557.01-3,,-,FB8,1,80S,,
PIPING/7052/J04/231-3,2,PFACADAACGIAIZ~3/4,4-Mar,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 3/4""",1,ea,1,FLANGES,PM101XA-C-97557.01-3,,-,FB8,1,80S,,
PIPING/7052/J04/232-1,1,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM101XA-C-97558.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/232-1,2,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM101XA-C-97558.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/232-1,3,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM101XA-C-97558.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/232-1,4,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM101XA-C-97558.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/232-1,5,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97558.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/232-1,6,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97558.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/232-1,7,XWP10-A-C-90-14-0.18-D_232-1~1,1,"- XWP10-A-C-90-14-0.18-D 1""",1,ea,1,SUPPORTS,PM101XA-C-97558.01-1,,-,FB8,1,None,,
PIPING/7052/J04/232-1,8,PPAACBBZCGIAIZ~1,1,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 1""",5.8,ft,1,PIPE,PM101XA-C-97558.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/232-2,1,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97558.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/232-2,2,PPAACBBZCGIAIZ~3/4,4-Mar,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 3/4""",0.3,ft,1,PIPE,PM101XA-C-97558.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/232-2,3,PWTBAEACGAIEBZ~1X3/4,1X3/4,"- TEE RED; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L51GF1D 1X3/4""",1,ea,1,FITTINGS,PM101XA-C-97558.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/232-2,4,PWLCAEACGAIEBZ~3/4,4-Mar,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 3/4""",1,ea,1,FITTINGS,PM101XA-C-97558.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/232-2,5,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97558.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/232-2,6,PFACADAACGIAIZ~3/4,4-Mar,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 3/4""",1,ea,1,FLANGES,PM101XA-C-97558.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/232-3,1,PFACADAACGIAIZ~3/4,4-Mar,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 3/4""",1,ea,1,FLANGES,PM101XA-C-97558.01-3,,-,FB8,1,80S,,
PIPING/7052/J04/232-3,2,PPAACBBZCGIAIZ~3/4,4-Mar,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 3/4""",0.3,ft,1,PIPE,PM101XA-C-97558.01-3,,-,FB8,1,80S,,
PIPING/7052/J04/233-1,1,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97559.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/233-1,2,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97559.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/233-1,3,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM101XA-C-97559.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/233-1,4,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM101XA-C-97559.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/233-1,5,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM101XA-C-97559.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/233-1,6,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM101XA-C-97559.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/233-1,7,PPAACBBZCGIAIZ~1,1,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 1""",9.7,ft,1,PIPE,PM101XA-C-97559.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/233-2,1,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97559.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/233-2,2,PFACADAACGIAIZ~3/4,4-Mar,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 3/4""",1,ea,1,FLANGES,PM101XA-C-97559.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/233-2,3,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97559.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/233-2,4,PWLCAEACGAIEBZ~3/4,4-Mar,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 3/4""",1,ea,1,FITTINGS,PM101XA-C-97559.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/233-2,5,PWTBAEACGAIEBZ~1X3/4,1X3/4,"- TEE RED; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L51GF1D 1X3/4""",1,ea,1,FITTINGS,PM101XA-C-97559.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/233-2,6,PPAACBBZCGIAIZ~3/4,4-Mar,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 3/4""",0.3,ft,1,PIPE,PM101XA-C-97559.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/233-3,1,PFACADAACGIAIZ~3/4,4-Mar,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 3/4""",1,ea,1,FLANGES,PM101XA-C-97559.01-3,,-,FB8,1,80S,,
PIPING/7052/J04/233-3,2,PPAACBBZCGIAIZ~3/4,4-Mar,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 3/4""",0.3,ft,1,PIPE,PM101XA-C-97559.01-3,,-,FB8,1,80S,,
PIPING/7052/J04/234-1,1,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97560.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/234-1,2,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97560.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/234-1,3,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM101XA-C-97560.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/234-1,4,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM101XA-C-97560.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/234-1,5,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM101XA-C-97560.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/234-1,6,PPAACBBZCGIAIZ~1,1,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 1""",5.7,ft,1,PIPE,PM101XA-C-97560.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/234-2,1,PFACADAACGIAIZ~3/4,4-Mar,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 3/4""",1,ea,1,FLANGES,PM101XA-C-97560.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/234-2,2,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97560.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/234-2,3,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97560.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/234-2,4,PWLCAEACGAIEBZ~3/4,4-Mar,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 3/4""",1,ea,1,FITTINGS,PM101XA-C-97560.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/234-2,5,PWTBAEACGAIEBZ~1X3/4,1X3/4,"- TEE RED; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L51GF1D 1X3/4""",1,ea,1,FITTINGS,PM101XA-C-97560.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/234-2,6,PPAACBBZCGIAIZ~3/4,4-Mar,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 3/4""",0.3,ft,1,PIPE,PM101XA-C-97560.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/234-3,1,PFACADAACGIAIZ~3/4,4-Mar,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 3/4""",1,ea,1,FLANGES,PM101XA-C-97560.01-3,,-,FB8,1,80S,,
PIPING/7052/J04/234-3,2,PPAACBBZCGIAIZ~3/4,4-Mar,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 3/4""",0.3,ft,1,PIPE,PM101XA-C-97560.01-3,,-,FB8,1,80S,,
PIPING/7052/J04/235-1,1,XWP10-A-E-120-12-0.15-D_235-1~2,2,"- XWP10-A-E-120-12-0.15-D 2""",1,ea,1,SUPPORTS,PM101XA-C-97625.01-1,,-,FB8,1,None,,
PIPING/7052/J04/235-1,2,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97625.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/235-1,3,PFACADAACEIAIZ~2,2,"- FLG WN; RF; ASME B16.5; CL 150; SCH 40S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DE 2""",1,ea,1,FLANGES,PM101XA-C-97625.01-1,,-,FB8,1,40S,,
PIPING/7052/J04/235-1,4,PFACADAACEIAIZ~2,2,"- FLG WN; RF; ASME B16.5; CL 150; SCH 40S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DE 2""",1,ea,1,FLANGES,PM101XA-C-97625.01-1,,-,FB8,1,40S,,
PIPING/7052/J04/235-1,5,PWLCAEACEAIEBZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 40S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50EF1BC 2""",1,ea,1,FITTINGS,PM101XA-C-97625.01-1,,-,FB8,1,40S,,
PIPING/7052/J04/235-1,6,PWLCAEACEAIEBZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 40S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50EF1BC 2""",1,ea,1,FITTINGS,PM101XA-C-97625.01-1,,-,FB8,1,40S,,
PIPING/7052/J04/235-1,7,POSSESTZZZIAIZ~2X1,2X1,"- SOCKOLET; MSS SP-97; CL 3000; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L36SFDT 2X1""",1,ea,1,FITTINGS,PM101XA-C-97625.01-1,,-,FB8,1,None,,
PIPING/7052/J04/235-1,8,PPAACBBZCGIAIZ~1,1,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 1""",0.4,ft,1,PIPE,PM101XA-C-97625.01-1,,-,FB8,1,80S,,
PIPING/7052/J04/235-1,9,PPAACBAZCEIAIZ~2,2,"- PIPE; SMLS; ASME B36.19M; BE END; SCH 40S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13EF2 2""",23.1,ft,1,PIPE,PM101XA-C-97625.01-1,,-,FB8,1,40S,,
PIPING/7052/J04/235-2,1,PPAACBAZCEIAIZ~2,2,"- PIPE; SMLS; ASME B36.19M; BE END; SCH 40S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13EF2 2""",9.2,ft,1,PIPE,PM101XA-C-97625.01-2,,-,FB8,1,40S,,
PIPING/7052/J04/235-2,3,PFACADAACEIAIZ~2,2,"- FLG WN; RF; ASME B16.5; CL 150; SCH 40S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DE 2""",1,ea,1,FLANGES,PM101XA-C-97625.01-2,,-,FB8,1,40S,,
PIPING/7052/J04/235-2,5,PWLCAEACEAIEBZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 40S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50EF1BC 2""",1,ea,1,FITTINGS,PM101XA-C-97625.01-2,,-,FB8,1,40S,,
PIPING/7052/J04/235-2,6,PWLCAEACEAIEBZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 40S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50EF1BC 2""",1,ea,1,FITTINGS,PM101XA-C-97625.01-2,,-,FB8,1,40S,,
PIPING/7052/J04/235-2,8,POSSESTZZZIAIZ~2X1,2X1,"- SOCKOLET; MSS SP-97; CL 3000; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L36SFDT 2X1""",1,ea,1,FITTINGS,PM101XA-C-97625.01-2,,-,FB8,1,None,,
PIPING/7052/J04/235-2,9,POSSESTZZZIAIZ~2X1,2X1,"- SOCKOLET; MSS SP-97; CL 3000; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L36SFDT 2X1""",1,ea,1,FITTINGS,PM101XA-C-97625.01-2,,-,FB8,1,None,,
PIPING/7052/J04/235-2,10,PPAACBBZCGIAIZ~1,1,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 1""",0.8,ft,1,PIPE,PM101XA-C-97625.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/235-2,13,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97625.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/235-2,14,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97625.01-2,,-,FB8,1,80S,,
PIPING/7052/J04/235-3,1,PPAACBAZCEIAIZ~2,2,"- PIPE; SMLS; ASME B36.19M; BE END; SCH 40S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13EF2 2""",13,ft,1,PIPE,PM101XA-C-97625.01-3,,-,FB8,1,40S,,
PIPING/7052/J04/235-3,2,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97625.01-3,,-,FB8,1,80S,,
PIPING/7052/J04/235-3,4,PFACADAACEIAIZ~2,2,"- FLG WN; RF; ASME B16.5; CL 150; SCH 40S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DE 2""",1,ea,1,FLANGES,PM101XA-C-97625.01-3,,-,FB8,1,40S,,
PIPING/7052/J04/235-3,7,PWLCAEACEAIEBZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 40S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50EF1BC 2""",1,ea,1,FITTINGS,PM101XA-C-97625.01-3,,-,FB8,1,40S,,
PIPING/7052/J04/235-3,10,PPAACBBZCGIAIZ~1,1,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 1""",0.4,ft,1,PIPE,PM101XA-C-97625.01-3,,-,FB8,1,80S,,
PIPING/7052/J04/235-3,11,XWP10-A-E-120-6-0.15-D_235-2~2,2,"- XWP10-A-E-120-6-0.15-D 2""",1,ea,1,SUPPORTS,PM101XA-C-97625.01-3,,-,FB8,1,None,,
PIPING/7052/J04/235-3,12,POSSESTZZZIAIZ~2X1,2X1,"- SOCKOLET; MSS SP-97; CL 3000; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L36SFDT 2X1""",1,ea,1,FITTINGS,PM101XA-C-97625.01-2,,-,FB8,1,None,,
PIPING/7052/J04/236-1,1,PWLCAEACEAIEBZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 40S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50EF1BC 2""",1,ea,1,FITTINGS,PM101XA-C-97625.02-1,,-,FB8,1,40S,,
PIPING/7052/J04/236-1,2,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97625.02-1,,-,FB8,1,80S,,
PIPING/7052/J04/236-1,3,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM101XA-C-97625.02-1,,-,FB8,1,80S,,
PIPING/7052/J04/236-1,4,PFACADAACEIAIZ~2,2,"- FLG WN; RF; ASME B16.5; CL 150; SCH 40S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DE 2""",1,ea,1,FLANGES,PM101XA-C-97625.02-1,,-,FB8,1,40S,,
PIPING/7052/J04/236-1,5,PWLCAEACEAIEBZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 40S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50EF1BC 2""",1,ea,1,FITTINGS,PM101XA-C-97625.02-1,,-,FB8,1,40S,,
PIPING/7052/J04/236-1,6,PWLCAEACEAIEBZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 40S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50EF1BC 2""",1,ea,1,FITTINGS,PM101XA-C-97625.02-1,,-,FB8,1,40S,,
PIPING/7052/J04/236-1,7,POSSESTZZZIAIZ~2X1,2X1,"- SOCKOLET; MSS SP-97; CL 3000; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L36SFDT 2X1""",1,ea,1,FITTINGS,PM101XA-C-97625.02-1,,-,FB8,1,None,,
