BOM PATH, POS, TAG NUMBER, SIZE, DESCRIPTION, LIST QUANTITY, UNIT, TRANSMITTL, GROUP-PERF, SKETCH,, PRIORITY, SPEC, CWP,SCHEDULE,CLASS,l
PIPING/7052/J04/375-1,1,PWRCAEACGAIEBZ~1X3/4,1X3/4,"- RED CONC; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L55GF1DA 1X3/4""",1,ea,1,FITTINGS,PM102XA-TR-F140E.02-1,PM102XA-TR-F140EN3.01-1,-,FB8,1,80S,,
PIPING/7052/J04/375-1,2,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM102XA-TR-F140E.02-1,PM102XA-TR-F140EN3.01-1,-,FB8,1,80S,,
PIPING/7052/J04/375-1,3,PFACADAACGIAIZ~3/4,4-Mar,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 3/4""",1,ea,1,FLANGES,PM102XA-TR-F140E.02-1,PM102XA-TR-F140EN3.01-1,-,FB8,1,80S,,
PIPING/7052/J04/375-2,1,PPAACBBZCGIAIZ~1,1,"- PIPE; SMLS; ASME B36.19M; PL END; SCH 80S; SS ASTM A312 GR TP304/TP304L (DUAL-STAMPED) - L13GF1 1""",7.3,ft,1,PIPE,PM102XA-TR-F140E.02-2,PM102XA-TR-F140EN3.01-2,-,FB8,1,80S,,
PIPING/7052/J04/375-2,2,PWTAAEACGAIEBZ~1X1,1X1,"- TEE; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L51GF1 1X1""",1,ea,1,FITTINGS,PM102XA-TR-F140E.02-2,PM102XA-TR-F140EN3.01-2,-,FB8,1,80S,,
PIPING/7052/J04/375-2,3,PWLCAEACGAIEBZ~1,1,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 80S; SS ASTM A403 GR WP304/WP304L (DUAL-STAMPED) - L50GF1BC 1""",1,ea,1,FITTINGS,PM102XA-TR-F140E.02-2,PM102XA-TR-F140EN3.01-2,-,FB8,1,80S,,
PIPING/7052/J04/375-2,5,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM102XA-TR-F140E.02-2,PM102XA-TR-F140EN3.01-2,-,FB8,1,80S,,
PIPING/7052/J04/375-2,6,PFACADAACGIAIZ~1,1,"- FLG WN; RF; ASME B16.5; CL 150; SCH 80S; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L40BF3DG 1""",1,ea,1,FLANGES,PM102XA-TR-F140E.02-2,PM102XA-TR-F140EN3.01-2,-,FB8,1,80S,,
PIPING/7052/J04/375-2,7,XWP10-A-C-90-6-0.20-E_375-2~1,1,"- XWP10-A-C-90-6-0.20-E 1""",1,ea,1,SUPPORTS,PM102XA-TR-F140E.02-2,PM102XA-TR-F140EN3.01-2,-,FB8,1,None,,
PIPING/7052/J04/375-3,1,PFBCADAAZZIAIZ~1,1,"- FLG BLIND; RF; ASME B16.5; CL 150; SS ASTM A182 GR F304/F304L (DUAL-STAMPED) - L43BF3 1""",1,ea,1,FLANGES,PM102XA-TR-F140E.02-3,PM102XA-TR-F140EN3.01-3,-,FB8,1,None,,
PIPING/7052/J06/218-8,1,PPARCACDBGAAEZ~1/2,2-Jan,"- PIPE; ERW STR SM; ASME B36.10M; THRD END; 85% JE; SCH 80; CS ASTM A53 GR B GALV - L14GC4CA 1/2""",0.7,ft,1,PIPE,PM101XA-A-100391.05-8,PM101XA-A-100391.08-8,-,AA4,1,XS,,
PIPING/7052/J06/218-9,1,PPARCACDBGAAEZ~1,1,"- PIPE; ERW STR SM; ASME B36.10M; THRD END; 85% JE; SCH 80; CS ASTM A53 GR B GALV - L14GC4CA 1""",0.5,ft,1,PIPE,PM101XA-A-100391.05-9,PM101XA-A-100391.08-9,-,AA4,1,XS,,
PIPING/7052/J07/249-3,8,POWWESZACJAACZ~6X1 1/2,6X1 1/2,"- WELDOLET; MSS SP-97; XS X SCH 160; CS ASTM A105N - L56LA1H 6X1 1/2""",1,ea,1,FITTINGS,PM101XA-JW-97745.01,PM101XA-JW-97745.01-3,-,AJ2,1,XSX160,,
PIPING/7052/J32/457-1,1,PFCCADAAACAACZ~1 1/2,1 1/2,"- FLG SW; RF; ASME B16.5; CL 150; XS; CS ASTM A105N - L40BA3BN 1 1/2""",1,ea,1,FLANGES,PM110XA-PW-100395.01-1,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/457-1,2,PWLCAEAACAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 2""",1,ea,1,FITTINGS,PM110XA-PW-100395.01-1,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/457-1,3,PWSCERSACAAABZ~2X1 1/2,2X1 1/2,"- SWG NIP CONC SMLS; MSS SP-95; BLE X PSE; XS; CS ASTM A234 GR WPB - L55NA1VA 2X1 1/2""",1,ea,1,FITTINGS,PM110XA-PW-100395.01-1,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/457-1,4,PWLCAEAACAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 2""",1,ea,1,FITTINGS,PM110XA-PW-100395.01-1,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/457-1,5,PFACADAAACAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 150; XS; CS ASTM A105N - L40BA3DN 2""",1,ea,1,FLANGES,PM110XA-PW-100395.01-1,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/457-1,6,XWP10-A-E-90-18-0.22-D_457-1~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.01-1,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/457-1,7,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",13.1,ft,1,PIPE,PM110XA-PW-100395.01-1,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/457-2,1,XWP10-A-E-90-18-0.22-D_457-2~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.01-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/457-2,2,XWP10-A-E-90-18-0.22-D_457-2~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.01-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/457-2,3,XWP10-A-E-90-18-0.22-D_457-2~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.01-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/457-2,4,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",38.8,ft,1,PIPE,PM110XA-PW-100395.01-2,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/457-2,5,PWLCAEAACAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 2""",1,ea,1,FITTINGS,PM110XA-PW-100395.01-2,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/457-2,6,PFACADAAACAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 150; XS; CS ASTM A105N - L40BA3DN 2""",1,ea,1,FLANGES,PM110XA-PW-100395.01-2,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/457-3,1,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",40,ft,1,PIPE,PM110XA-PW-100395.01-3,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/457-3,2,XWP10-A-E-90-18-0.22-D_457-3~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.01-3,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/457-3,3,XWP10-A-E-90-18-0.22-D_457-3~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.01-3,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/457-4,1,XWP10-A-E-90-18-0.22-D_457-4~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.01-4,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/457-4,2,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",40.5,ft,1,PIPE,PM110XA-PW-100395.01-4,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/457-4,3,POTTESTZZZAACZ~2X1,2X1,"- THREDOLET; MSS SP-97; CL 3000; CS ASTM A105N - L36SBAT 2X1""",1,ea,1,FITTINGS,PM110XA-PW-100395.01-4,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/457-4,4,XWP10-A-E-90-18-0.22-D_457-4~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.01-4,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/457-4,5,XWP10-A-E-90-18-0.22-D_457-4~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.01-4,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/458-1,1,XWP10-A-E-90-18-0.22-D_458-1~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.02-1,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/458-1,2,XWP10-A-E-90-18-0.22-D_458-1~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.02-1,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/458-1,3,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",40,ft,1,PIPE,PM110XA-PW-100395.02-1,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/458-2,1,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",25.6,ft,1,PIPE,PM110XA-PW-100395.02-2,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/458-2,2,XWP10-A-E-90-14-0.22-D_458-2~2,2,"- XWP10-A-E-90-14-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.02-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/458-2,3,PWLCAEAACAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 2""",1,ea,1,FITTINGS,PM110XA-PW-100395.02-2,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/458-2,4,XWP10-A-E-90-18-0.22-D_458-2~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.02-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/458-3,1,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",33,ft,1,PIPE,PM110XA-PW-100395.02-3,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/458-3,2,XWP10-A-E-90-18-0.22-E_458-3~2,2,"- XWP10-A-E-90-18-0.22-E 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.02-3,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/458-3,3,XWP10-A-E-90-18-0.22-D_458-3~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.02-3,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/458-3,4,PWLCAEAACAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 2""",1,ea,1,FITTINGS,PM110XA-PW-100395.02-3,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/458-3,5,PWLCAEAACAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 2""",1,ea,1,FITTINGS,PM110XA-PW-100395.02-3,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/458-3,6,PWLCAEAACAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 2""",1,ea,1,FITTINGS,PM110XA-PW-100395.02-3,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/459-1,1,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",40.5,ft,1,PIPE,PM110XA-PW-100395.03-1,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/459-1,2,XWP10-A-E-90-18-0.22-D_459-1~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.03-1,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/459-1,3,XWP10-A-E-90-18-0.22-D_459-1~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.03-1,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/459-2,1,XWP10-A-E-90-18-0.22-D_459-2~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.03-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/459-2,2,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",40,ft,1,PIPE,PM110XA-PW-100395.03-2,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/459-2,3,XWP10-A-E-90-18-0.22-D_459-2~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.03-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/459-3,1,XWP10-A-E-90-18-0.22-D_459-3~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.03-3,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/459-3,2,XWP10-A-E-90-18-0.22-D_459-3~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.03-3,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/459-3,3,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",40.5,ft,1,PIPE,PM110XA-PW-100395.03-3,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/460-1,1,XWP10-A-E-90-18-0.22-D_460-1~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.04-1,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/460-1,2,XWP10-A-E-90-18-0.22-D_460-1~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.04-1,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/460-1,3,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",40,ft,1,PIPE,PM110XA-PW-100395.04-1,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/460-2,1,XWP10-A-E-90-18-0.22-D_460-2~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.04-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/460-2,2,XWP10-A-E-90-18-0.22-D_460-2~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.04-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/460-2,3,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",40,ft,1,PIPE,PM110XA-PW-100395.04-2,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/460-3,1,XWP10-A-E-90-18-0.22-D_460-3~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.04-3,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/460-3,2,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",40.5,ft,1,PIPE,PM110XA-PW-100395.04-3,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/460-3,3,XWP10-A-E-90-18-0.22-D_460-3~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.04-3,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/461-1,1,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",40,ft,1,PIPE,PM110XA-PW-100395.05-1,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/461-1,2,XWP10-A-E-90-18-0.22-D_461-1~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.05-1,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/461-1,3,XWP10-A-E-90-18-0.22-D_461-1~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.05-1,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/461-2,1,VGQDJBQAIAZ011~3/4,4-Mar,"- GYAABM GATE VALVE; API CL 800; SW X FNPT; CS; HNDWHL OPR; STD PORT  - OE Status  0 CUST TAG: AF1:L20KBZHD - L20KBZHD 3/4""",1,ea,1,VALVES / IN-LINE ITEMS,PM110XA-PW-100395.05-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/461-2,2,XWP10-A-E-90-18-0.22-D_461-2~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.05-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/461-2,3,XWP10-A-E-90-18-0.22-D_461-2~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.05-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/461-2,4,POSSESTZZZAACZ~2X3/4,2X3/4,"- SOCKOLET; MSS SP-97; CL 3000; CS ASTM A105N - L36SBDT 2X3/4""",1,ea,1,FITTINGS,PM110XA-PW-100395.05-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/461-2,5,PPAACABZACABBZ~3/4,4-Mar,"- PIPE; SMLS; ASME B36.10M; PE; XS; CS ASTM A106 GR B - L11NA1A 3/4""",0.2,ft,1,PIPE,PM110XA-PW-100395.05-2,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/461-2,6,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",14.1,ft,1,PIPE,PM110XA-PW-100395.05-2,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/461-2,7,PWLCAEAACAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 2""",1,ea,1,FITTINGS,PM110XA-PW-100395.05-2,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/461-3,1,XWP10-A-E-90-18-0.22-S_461-3~2,2,"- XWP10-A-E-90-18-0.22-S 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.05-3,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/461-3,2,PWLCAEAACAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 2""",1,ea,1,FITTINGS,PM110XA-PW-100395.05-3,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/461-3,3,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",16.5,ft,1,PIPE,PM110XA-PW-100395.05-3,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/462-1,1,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",35,ft,1,PIPE,PM110XA-PW-100395.06-1,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/462-1,2,XWP10-A-E-90-18-0.22-D_462-1~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.06-1,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/462-1,3,XWP10-A-E-90-18-0.22-D_462-1~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.06-1,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/462-1,4,XWP10-A-E-90-18-0.22-D_462-1~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.06-1,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/462-1,5,PWLCAEAACAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 2""",1,ea,1,FITTINGS,PM110XA-PW-100395.06-1,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/462-1,6,PWLCAEAACAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 2""",1,ea,1,FITTINGS,PM110XA-PW-100395.06-1,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/462-1,7,POTTESTZZZAACZ~2X3/4,2X3/4,"- THREDOLET; MSS SP-97; CL 3000; CS ASTM A105N - L36SBAT 2X3/4""",1,ea,1,FITTINGS,PM110XA-PW-100395.06-1,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/462-2,1,PWLCAEAACAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 2""",1,ea,1,FITTINGS,PM110XA-PW-100395.06-2,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/462-2,2,XWP10-A-E-90-18-0.22-D_462-2~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.06-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/462-2,3,XWP10-A-E-90-18-0.22-D_462-2~2,2,"- XWP10-A-E-90-18-0.22-D 2""",1,ea,1,SUPPORTS,PM110XA-PW-100395.06-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/462-2,4,PWCAAEAACAAABZ~2,2,"- CAP; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L57NA1R 2""",1,ea,1,FITTINGS,PM110XA-PW-100395.06-2,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/462-2,5,POSSESTZZZAACZ~2X3/4,2X3/4,"- SOCKOLET; MSS SP-97; CL 3000; CS ASTM A105N - L36SBDT 2X3/4""",1,ea,1,FITTINGS,PM110XA-PW-100395.06-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/462-2,6,POTTESTZZZAACZ~2X1,2X1,"- THREDOLET; MSS SP-97; CL 3000; CS ASTM A105N - L36SBAT 2X1""",1,ea,1,FITTINGS,PM110XA-PW-100395.06-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/462-2,7,PPAACABZACABBZ~3/4,4-Mar,"- PIPE; SMLS; ASME B36.10M; PE; XS; CS ASTM A106 GR B - L11NA1A 3/4""",0.2,ft,1,PIPE,PM110XA-PW-100395.06-2,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J32/462-2,8,VGQDJBQAIAZ011~3/4,4-Mar,"- GYAABM GATE VALVE; API CL 800; SW X FNPT; CS; HNDWHL OPR; STD PORT  - OE Status  0 CUST TAG: AF1:L20KBZHD - L20KBZHD 3/4""",1,ea,1,VALVES / IN-LINE ITEMS,PM110XA-PW-100395.06-2,MOVED TO FIELD,-,AB0,1,None,,
PIPING/7052/J32/462-2,9,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",24.6,ft,1,PIPE,PM110XA-PW-100395.06-2,MOVED TO FIELD,-,AB0,1,XS,,
PIPING/7052/J01/118-1,1,PPAACAAZBBSAEZ~8,8,"- PIPE; SMLS; ASME B36.10M; BE END; SCH 10; AL ASTM B241 6063-T6 8""",15.6,ft,1,PIPE,PK104XA-YB-97367.01-1,,-,N,1,10,,
PIPING/7052/J01/118-1,2,PPNACBUDCGSAEZ~1,1,"- PIPE NIP; SMLS; ASME B36.19M; POE X TOE; 4 IN LG; SCH 80S; AL ASTM B241 6063-T6 1""",1,ea,1,FITTINGS,PK104XA-YB-97367.01-1,,-,N,1,None,,
PIPING/7052/J01/118-1,3,PFLAADAAXASADZ~8,8,"- FLG PL; FF; ASME B16.5; CL 150; 1/2"" THK; AL ASTM B209 ALLOY 6061-T6 8""",1,ea,1,FLANGES,PK104XA-YB-97367.01-1,,-,N,1,None,,
PIPING/7052/J01/118-1,4,PFLAADAAXASADZ~8,8,"- FLG PL; FF; ASME B16.5; CL 150; 1/2"" THK; AL ASTM B209 ALLOY 6061-T6 8""",1,ea,1,FLANGES,PK104XA-YB-97367.01-1,,-,N,1,None,,
PIPING/7052/J01/119-1,1,PPAACAAZBBSAEZ~8,8,"- PIPE; SMLS; ASME B36.10M; BE END; SCH 10; AL ASTM B241 6063-T6 8""",11.6,ft,1,PIPE,PK104XA-YB-97367.02-1,,-,N,1,10,,
PIPING/7052/J01/119-1,2,PFLAADAAXASADZ~8,8,"- FLG PL; FF; ASME B16.5; CL 150; 1/2"" THK; AL ASTM B209 ALLOY 6061-T6 8""",1,ea,1,FLANGES,PK104XA-YB-97367.02-1,,-,N,1,None,,
PIPING/7052/J01/119-1,3,PFLAADAAXASADZ~8,8,"- FLG PL; FF; ASME B16.5; CL 150; 1/2"" THK; AL ASTM B209 ALLOY 6061-T6 8""",1,ea,1,FLANGES,PK104XA-YB-97367.02-1,,-,N,1,None,,
