spool,piecemark,material,issued,priority_group,priority,area,iso,detailing,checking,shop,on_hold,multiplier,items,missing,missingsupports,missingvalves,missingpipe,missingfittings,missingflanges,workable,pulled,weldout,rts,rtsc,stc,delivered,lifespan,i_p,p_w,w_d_np,w_stc,w_d_p
5186-A,MK-02016X-8642-002A,CS,4/20/2017,,,16X,5186,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/8/2017,,,,6/23/2017,64,14,4,46,,
5187-A,MK-02016X-8652-001A,CS,4/18/2017,,,16X,5187,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/24/2017,,,,6/9/2017,52,4,2,46,,
5188-A,MK-02016X-8655-001A,CS,4/10/2017,,,16X,5188,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2017,4/17/2017,,,4/24/2017,5/11/2017,31,3,4,,7,24
5188-B,MK-02016X-8655-001B,CS,4/10/2017,,,16X,5188,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2017,4/15/2017,,,4/24/2017,5/11/2017,31,3,2,,9,26
5189-A,MK-02012X-8105-002A,SS,4/11/2017,,,12X,5189,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/19/2017,8/21/2017,,,8/24/2017,9/14/2017,156,130,2,,3,24
5189-B,MK-02012X-8105-002B,SS,4/11/2017,,,12X,5189,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/27/2017,6/20/2017,,,,7/24/2017,104,16,54,34,,
5190-A,MK-02012X-8197-001A,CS,4/10/2017,,,12X,5190,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/1/2017,5/5/2017,,,,6/7/2017,58,21,4,33,,
5190-B,MK-02012X-8197-001B,CS,4/10/2017,,,12X,5190,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/1/2017,5/6/2017,,,,6/21/2017,72,21,5,46,,
5190-C,MK-02012X-8197-001C,CS,4/10/2017,,,12X,5190,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2017,4/19/2017,,,4/24/2017,5/11/2017,31,4,5,,5,22
5190-D,MK-02012X-8197-001D,CS,4/10/2017,,,12X,5190,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/19/2017,8/22/2017,,,,10/25/2017,198,131,3,64,,
5191-A,MK-02013X-1018-001A,SS,4/13/2017,,,13X,5191,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/12/2017,5/18/2017,,,,6/19/2017,67,29,6,32,,
5191-B,MK-02013X-1018-001B,SS,4/13/2017,,,13X,5191,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/12/2017,5/17/2017,,,,5/30/2017,47,29,5,13,,
5191-C,MK-02013X-1018-001C,SS,4/13/2017,,,13X,5191,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/12/2017,5/16/2017,,,,5/30/2017,47,29,4,14,,
5192-A,MK-02013X-1018-002A,SS,4/11/2017,,,13X,5192,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/22/2017,8/25/2017,,,,9/11/2017,153,133,3,17,,
5193-A,MK-02013X-1021-002A,SS,4/11/2017,,,13X,5193,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/21/2017,7/5/2017,,,,8/8/2017,119,71,14,34,,
5193-B,MK-02013X-1021-002B,SS,4/11/2017,,,13X,5193,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/27/2017,5/3/2017,,,,5/30/2017,49,16,6,27,,
5194-A,MK-02013X-1023-001A,SS,4/13/2017,,,13X,5194,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/28/2017,6/6/2017,,,,6/19/2017,67,45,9,13,,
5194-B,MK-02013X-1023-001B,SS,4/13/2017,,,13X,5194,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/12/2017,5/17/2017,,,,5/30/2017,47,29,5,13,,
5194-C,MK-02013X-1023-001C,SS,4/13/2017,,,13X,5194,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/10/2017,5/14/2017,,,,5/30/2017,47,27,4,16,,
5194-D,MK-02013X-1023-001D,SS,4/13/2017,,,13X,5194,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/28/2017,5/30/2017,,,,6/19/2017,67,45,2,20,,
5195-A,MK-02013X-1023-002A,SS,4/11/2017,,,13X,5195,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/27/2017,5/12/2017,,,,5/30/2017,49,16,15,18,,
5195-B,MK-02013X-1023-002B,SS,4/11/2017,,,13X,5195,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/21/2017,7/3/2017,,,,8/8/2017,119,71,12,36,,
5195-C,MK-02013X-1023-002C,SS,4/11/2017,,,13X,5195,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/15/2017,6/24/2017,,,,8/8/2017,119,65,9,45,,
5196-A,MK-02013X-1195-001A,SS,4/19/2017,,,13X,5196,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/16/2017,8/23/2017,,,,2/19/2018,306,119,7,180,,
5197-A,MK-02013X-1195-003A,SS,4/19/2017,,,13X,5197,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,9/1/2017,9/10/2017,,,,2/19/2018,306,135,9,162,,
5198-A,MK-02013X-1196-001A,CS,4/19/2017,,,13X,5198,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/22/2017,6/28/2017,,,,7/25/2017,97,64,6,27,,
5199-A,MK-02013X-1277-001A,SS,4/19/2017,,,13X,5199,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/2/2017,8/23/2017,,,,11/3/2017,198,105,21,72,,
5200-A,MK-02013X-1286-001A,SS,4/13/2017,,,13X,5200,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/12/2017,5/26/2017,,,,6/19/2017,67,29,14,24,,
5201-A,MK-02013X-1330-001A,SS,4/19/2017,,,13X,5201,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/12/2017,5/15/2017,,,,5/30/2017,41,23,3,15,,
5201-B,MK-02013X-1330-001B,SS,4/19/2017,,,13X,5201,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,7/14/2017,7/20/2017,,,,8/15/2017,118,86,6,26,,
5201-C,MK-02013X-1330-001C,SS,4/19/2017,,,13X,5201,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/12/2017,5/16/2017,,,,5/30/2017,41,23,4,14,,
5202-A,MK-02013X-1330-002A,SS,4/19/2017,,,13X,5202,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/2/2017,9/21/2017,,,,11/3/2017,198,105,50,43,,
5203-A,MK-02013X-1331-001A,SS,4/19/2017,,,13X,5203,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/12/2017,5/13/2017,,,,5/30/2017,41,23,1,17,,
5203-B,MK-02013X-1331-001B,SS,4/19/2017,,,13X,5203,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/12/2017,5/13/2017,,,,5/30/2017,41,23,1,17,,
5203-C,MK-02013X-1331-001C,SS,4/19/2017,,,13X,5203,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/6/2017,8/9/2017,,,8/31/2017,9/14/2017,148,109,3,,22,36
5204-A,MK-02013X-1405-001A,CS,4/11/2017,,,13X,5204,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/3/2017,6/6/2017,,,,6/23/2017,73,53,3,17,,
5204-B,MK-02013X-1405-001B,CS,4/11/2017,,,13X,5204,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/15/2017,4/18/2017,,,4/20/2017,5/22/2017,41,4,3,,2,34
5205-A,MK-02013X-1410-001A,SS,4/19/2017,,,13X,5205,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/12/2017,5/13/2017,,,,5/30/2017,41,23,1,17,,
5206-A,MK-02013X-1411-001A,SS,4/27/2017,,,13X,5206,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/14/2017,8/15/2017,,,,8/24/2017,119,109,1,9,,
5207-A,MK-02013X-1411-002A,SS,4/19/2017,,,13X,5207,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/12/2017,5/15/2017,,,,5/30/2017,41,23,3,15,,
5208-A,MK-02013X-4400-001A,CS,4/5/2017,,,13X,5208,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2017,4/21/2017,,,4/23/2017,5/11/2017,36,9,7,,2,20
5208-B,MK-02013X-4400-001B,CS,4/10/2017,,,13X,5208,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/22/2017,6/28/2017,,,,8/7/2017,119,73,6,40,,
5209-A,MK-02013X-4400-002A,CS,4/27/2017,,,13X,5209,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/26/2017,6/3/2017,,,,7/7/2017,71,29,8,34,,
5209-B,MK-02013X-4400-002B,CS,4/27/2017,,,13X,5209,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/26/2017,6/2/2017,,,,7/14/2017,78,29,7,42,,
5210-A,MK-02013X-4400-003A,CS,4/5/2017,,,13X,5210,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2017,5/6/2017,,,,6/15/2017,71,9,22,40,,
5210-B,MK-02013X-4400-003B,CS,4/5/2017,,,13X,5210,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2017,4/17/2017,,,4/20/2017,5/11/2017,36,9,3,,3,24
5210-C,MK-02013X-4400-003C,CS,4/10/2017,,,13X,5210,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/5/2017,5/11/2017,,,,6/23/2017,74,25,6,43,,
5211-A,MK-02013X-4828-001A,CS,4/11/2017,,,13X,5211,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/15/2017,4/19/2017,,,4/20/2017,5/22/2017,41,4,4,,1,33
5212-A,MK-02013X-4893-001A,CS,4/27/2017,,,13X,5212,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/10/2017,5/13/2017,,,,7/18/2017,82,13,3,66,,
5213-A,MK-02013X-4894-001A,CS,4/27/2017,,,13X,5213,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/13/2017,5/23/2017,,,,6/21/2017,55,16,10,29,,
5214-A,MK-02013X-4895-001A,CS,4/11/2017,,,13X,5214,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/5/2017,8/11/2017,,,8/15/2017,9/8/2017,150,116,6,,4,28
5214-B,MK-02013X-4895-001B,CS,4/11/2017,,,13X,5214,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/15/2017,4/18/2017,,,,6/7/2017,57,4,3,50,,
5214-C,MK-02013X-4895-001C,CS,4/11/2017,,,13X,5214,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/15/2017,4/18/2017,,,,6/7/2017,57,4,3,50,,
5215-A,MK-02013X-4895-002A,CS,4/27/2017,,,13X,5215,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/6/2017,8/14/2017,,,8/15/2017,9/8/2017,134,101,8,,1,25
5216-A,MK-02013X-4896-001A,CS,4/18/2017,,,13X,5216,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/3/2017,6/5/2017,,,,7/7/2017,80,46,2,32,,
5216-B,MK-02013X-4896-001B,CS,4/18/2017,,,13X,5216,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/23/2017,,,,6/9/2017,52,4,1,47,,
5216-C,MK-02013X-4896-001C,CS,4/18/2017,,,13X,5216,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/5/2017,8/14/2017,,,8/15/2017,9/8/2017,143,109,9,,1,25
5217-A,MK-02013X-4896-002A,CS,4/11/2017,,,13X,5217,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/6/2017,8/9/2017,,,8/15/2017,9/8/2017,150,117,3,,6,30
5217-B,MK-02013X-4896-002B,CS,4/11/2017,,,13X,5217,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/15/2017,4/18/2017,,,,6/21/2017,71,4,3,64,,
5218-A,MK-02013X-4897-001A,CS,4/27/2017,,,13X,5218,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/6/2017,8/12/2017,,,8/15/2017,9/8/2017,134,101,6,,3,27
5218-B,MK-02013X-4897-001B,CS,4/27/2017,,,13X,5218,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/5/2017,8/14/2017,,,8/15/2017,9/8/2017,134,100,9,,1,25
5219-A,MK-02013X-4995-001A,CS,4/11/2017,,,13X,5219,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/22/2017,6/25/2017,,,,9/15/2017,157,72,3,82,,
5219-B,MK-02013X-4995-001B,CS,4/11/2017,,,13X,5219,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/15/2017,4/18/2017,,,,6/9/2017,59,4,3,52,,
5219-C,MK-02013X-4995-001C,CS,4/11/2017,,,13X,5219,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/15/2017,4/18/2017,,,,6/9/2017,59,4,3,52,,
5220-A,MK-02013X-4995-002A,CS,4/27/2017,,,13X,5220,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/6/2017,8/14/2017,,,8/15/2017,9/8/2017,134,101,8,,1,25
5221-A,MK-02013X-4996-001A,CS,4/17/2017,,,13X,5221,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/11/2017,6/24/2017,,,,7/20/2017,94,55,13,26,,
5221-B,MK-02013X-4996-001B,CS,4/17/2017,,,13X,5221,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/22/2017,6/25/2017,,,,8/11/2017,116,66,3,47,,
5222-A,MK-02013X-4996-002A,CS,4/18/2017,,,13X,5222,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/6/2017,8/14/2017,,,8/15/2017,9/8/2017,143,110,8,,1,25
5222-B,MK-02013X-4996-002B,CS,4/18/2017,,,13X,5222,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,7/22/2017,7/31/2017,,,,9/8/2017,143,95,9,39,,
5223-A,MK-02013X-6805-001A,CS,4/5/2017,,,13X,5223,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2017,5/9/2017,,,,6/2/2017,58,8,26,24,,
5224-A,MK-02013X-6806-001A,CS,4/11/2017,,,13X,5224,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/15/2017,4/19/2017,,,4/20/2017,5/22/2017,41,4,4,,1,33
5225-A,MK-02013X-8630-001A,CS,5/23/2017,,,13X,5225,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/1/2017,10/5/2017,,,,2/19/2018,272,70,65,137,,
5225-B,MK-02013X-8630-001B,CS,5/23/2017,,,13X,5225,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/16/2017,9/5/2017,,,,2/19/2018,272,85,20,167,,
5226-A,MK-02014X-1006-002A,SS,5/5/2017,,,14X,5226,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/14/2017,8/19/2017,,,,2/19/2018,290,101,5,184,,
5227-A,MK-02014X-1007-002A,SS,5/5/2017,,,14X,5227,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/21/2017,8/24/2017,,,,2/19/2018,290,108,3,179,,
5228-A,MK-02014X-1047-001A,SS,4/22/2017,,,14X,5228,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/1/2017,6/8/2017,,,,7/11/2017,80,40,7,33,,
5228-B,MK-02014X-1047-001B,SS,4/22/2017,,,14X,5228,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/26/2017,7/11/2017,,,,7/31/2017,100,65,15,20,,
5229-A,MK-02014X-1193-001A,SS,5/24/2017,,,14X,5229,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,9/1/2017,9/10/2017,,,,2/19/2018,271,100,9,162,,
5229-B,MK-02014X-1193-001B,SS,5/25/2017,,,14X,5229,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/11/2017,8/19/2017,,,,2/19/2018,270,78,8,184,,
5229-C,MK-02014X-1193-001C,SS,5/24/2017,,,14X,5229,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/16/2017,8/19/2017,,,,2/19/2018,271,84,3,184,,
5230-A,MK-02014X-1202-001A,SS,5/25/2017,,,14X,5230,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,9/7/2017,9/17/2017,,,,2/21/2018,272,105,10,157,,
5231-A,MK-02014X-1203-001A,SS,5/24/2017,,,14X,5231,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,9/3/2017,9/17/2017,,,,2/21/2018,273,102,14,157,,
5232-A,MK-02014X-4966-001A,CS,4/10/2017,,,14X,5232,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/26/2017,7/24/2017,,,,8/18/2017,130,46,59,25,,
5232-B,MK-02014X-4966-001B,CS,4/10/2017,,,14X,5232,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/26/2017,5/30/2017,,,,7/20/2017,101,46,4,51,,
5232-C,MK-02014X-4966-001C,CS,4/6/2017,,,14X,5232,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/10/2017,,,4/11/2017,5/11/2017,35,2,2,,1,31
5232-D,MK-02014X-4966-001D,CS,4/7/2017,,,14X,5232,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/9/2017,,,4/11/2017,5/11/2017,34,1,1,,2,32
5233-A,MK-02014X-4976-001A,CS,4/10/2017,,,14X,5233,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/26/2017,7/23/2017,,,,9/8/2017,151,46,58,47,,
5233-B,MK-02014X-4976-001B,CS,4/10/2017,,,14X,5233,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/26/2017,5/30/2017,,,,7/20/2017,101,46,4,51,,
5233-C,MK-02014X-4976-001C,CS,4/6/2017,,,14X,5233,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/9/2017,,,4/11/2017,5/11/2017,35,2,1,,2,32
5233-D,MK-02014X-4976-001D,CS,4/10/2017,,,14X,5233,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/26/2017,5/28/2017,,,,7/20/2017,101,46,2,53,,
5234-A,MK-02014X-4981-001A,CS,4/24/2017,,,14X,5234,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/7/2017,,,,6/21/2017,58,10,3,45,,
5234-B,MK-02014X-4981-001B,CS,4/24/2017,,,14X,5234,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/17/2017,,,,6/9/2017,46,10,13,23,,
5234-C,MK-02014X-4981-001C,CS,4/24/2017,,,14X,5234,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/7/2017,,,,6/21/2017,58,10,3,45,,
5235-A,MK-02014X-4981-002A,CS,4/24/2017,,,14X,5235,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/6/2017,8/16/2017,,,,9/22/2017,151,104,10,37,,
5236-A,MK-02014X-8629-001A,SS,5/24/2017,,,14X,5236,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/11/2017,8/15/2017,,,,2/19/2018,271,79,4,188,,
5236-B,MK-02014X-8629-001B,SS,5/24/2017,,,14X,5236,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/21/2017,9/26/2017,,,,2/19/2018,271,89,36,146,,
5237-A,MK-02015X-1214-001A,CS,4/3/2017,,,15X,5237,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/10/2017,,,4/14/2017,5/11/2017,38,5,2,,4,31
5238-A,MK-02015X-1304-033A,SS,4/3/2017,,,15X,5238,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/15/2017,,,,5/30/2017,57,9,3,45,,
5238-B,MK-02015X-1304-033B,SS,4/3/2017,,,15X,5238,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/21/2017,4/24/2017,,,,5/30/2017,57,18,3,36,,
5238-C,MK-02015X-1304-033C,SS,4/3/2017,,,15X,5238,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/15/2017,,,,5/30/2017,57,9,3,45,,
5238-D,MK-02015X-1304-033D,SS,4/3/2017,,,15X,5238,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/21/2017,4/24/2017,,,,5/30/2017,57,18,3,36,,
5239-A,MK-02015X-1304-034A,SS,4/3/2017,,,15X,5239,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/17/2017,,,,5/30/2017,57,9,5,43,,
5239-B,MK-02015X-1304-034B,SS,4/3/2017,,,15X,5239,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/21/2017,4/24/2017,,,,5/30/2017,57,18,3,36,,
5239-C,MK-02015X-1304-034C,SS,4/3/2017,,,15X,5239,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/28/2017,,,,5/30/2017,57,9,16,32,,
5239-D,MK-02015X-1304-034D,SS,4/3/2017,,,15X,5239,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/21/2017,4/24/2017,,,,5/30/2017,57,18,3,36,,
5240-A,MK-02015X-1304-035A,SS,4/3/2017,,,15X,5240,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/15/2017,,,,5/30/2017,57,9,3,45,,
5240-B,MK-02015X-1304-035B,SS,4/3/2017,,,15X,5240,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/21/2017,4/24/2017,,,,6/8/2017,66,18,3,45,,
5240-C,MK-02015X-1304-035C,SS,4/4/2017,,,15X,5240,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/15/2017,,,4/24/2017,5/18/2017,44,8,3,,9,33
5240-D,MK-02015X-1304-035D,SS,4/4/2017,,,15X,5240,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/21/2017,4/24/2017,,,,6/8/2017,65,17,3,45,,
