,15069,,,,,,15069,15069,15069,15069,50,,4350,,15066,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP,ISO NO.,PIECE MARK,REFERENCE DWG.,LINE NO.,PAINT SYS.,TOP COAT COLOR,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,READY TO SHIP COATING,SHIP TO COATING,READY TO SHIP,TO SITE,LOAD #,COMMENTS,LINE CLASS,AREA,ON HOLD,REL HOLD DATE,HYDRO,PWHT,PMI,ISSUE DATE,PRIORITY DATE,PRIORITY,PCI REV,BACK AT SHOP,FINAL CHECK,ORIGINAL PAINT LOAD,RT %,DESCRIPTION,PIPE FT,SO #,FAB CODE,RELEASE DATE,CLIENT REV,Pcmkiitemw,ID STATUS
BR        ,2387-A,MK-02001X-9217-001A,020-01X-9217-01,"6""-CL-020-9217-A021-06-H                     ",I                        ,N/A Medium Gray     ,3/13/2017,3/17/2017,3/18/2017,3/19/2017,,,3/22/2017,,4/10/2017,B4007,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/24/2017,,-         ,0,,3/18/2017,B2007,10,,1.14,6112,A021-06        ,,1,,FIELD     
BR        ,2388-A,MK-02001X-9218-001A,020-01X-9218-01,"6""-CL-020-9218-A021-06-H                     ",I                        ,N/A Medium Gray     ,3/13/2017,3/16/2017,3/18/2017,3/18/2017,,,3/22/2017,,4/10/2017,B4007,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/24/2017,,-         ,0,,3/17/2017,B2007,10,,3.63,6112,A021-06        ,,1,,CUT       
BR        ,1542-B,MK-02001X-9319-001B,020-01X-9319-01,"6""-CC-020-9319-A021-06-H                     ",I                        ,N/A Medium Gray     ,3/13/2017,3/16/2017,3/18/2017,3/18/2017,,,3/22/2017,,4/10/2017,B4007,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/25/2017,,-         ,0,,3/18/2017,B2007,10,,16.45,6112,A021-06        ,,1,,FIELD     
BR        ,1543-B,MK-02001X-9319-002B,020-01X-9319-02,"6""-CC-020-9319-A021-06-H                     ",I                        ,N/A Medium Gray     ,3/13/2017,3/18/2017,3/19/2017,3/21/2017,,,3/22/2017,,4/10/2017,B4007,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/25/2017,,-         ,0,,3/19/2017,B2007,10,,15.98,6112,A021-06        ,,1,,FIELD     
BR        ,2936-A,MK-02011X-8248-004A,020-11X-8248-04,"3""-CL-020-8248-A021-06-H                     ",I                        ,N/A Medium Gray     ,3/11/2017,3/15/2017,3/19/2017,3/19/2017,,,3/22/2017,,4/10/2017,B4007,,2,11X       ,,,N/A   ,N/A   ,N/A   ,3/8/2017,,-         ,0,,3/19/2017,B2007,10,,6.94,6112,A021-06        ,,1,,FIELD     
BR        ,2944-A,MK-02011X-9207-001A,020-11X-9207-01,"3""-SE-020-9207-A021-06-H                     ",I                        ,N/A MEDIUM GRAY     ,3/11/2017,3/14/2017,3/16/2017,3/16/2017,,,3/22/2017,,4/10/2017,B4007,,2,11X       ,,,N/A   ,N/A   ,N/A   ,3/8/2017,,-         ,0,,3/16/2017,B2007,10,,1.41,6112,A021-06        ,,1,,FIELD     
BR        ,1567-D,MK-02012X-8133-001D,020-12X-8133-01,"8""-CL-020-8133-A021-06-H                     ",I                        ,N/A MEDIUM GRAY     ,3/13/2017,3/15/2017,3/16/2017,3/18/2017,,,3/22/2017,,4/10/2017,B4007,,2,12X       ,,,N/A   ,N/A   ,N/A   ,3/6/2017,,-         ,0,,3/16/2017,B2007,10,,16.02,6112,A021-06        ,,1,,CUT       
BR        ,2947-C,MK-02012X-8155-003C,020-12X-8155-03,"10""-SH-020-8155-D021-06-H                    ",XIV                      ,GRAY                ,3/14/2017,3/18/2017,3/18/2017,3/18/2017,,,3/22/2017,,4/10/2017,B4007,,2,12X       ,,,N/A   ,N/A   ,N/A   ,3/9/2017,,-         ,1,,3/18/2017,B2007,10,,,6112,D021-06        ,,1,,CUT       
BR        ,2949-B,MK-02012X-8497-001B,020-12X-8497-01,"10""-WB-020-8497-D021-06-H                    ",I                        ,N/A MEDIUM GRAY     ,3/14/2017,3/18/2017,3/18/2017,3/19/2017,,,3/22/2017,,4/10/2017,B4007,,2,12X       ,,,N/A   ,N/A   ,N/A   ,3/9/2017,,-         ,0,,3/18/2017,B2007,10,,0.92,6112,D021-06        ,,1,,FIELD     
BR        ,1986-D,MK-02013X-1242-001D,020-13X-1242-01,"10""-SH-020-1242-D021-06-H                    ",XIV                      ,GRAY                ,3/13/2017,3/17/2017,3/20/2017,3/20/2017,,,3/22/2017,,4/10/2017,B4007,,2,13X       ,,,N/A   ,N/A   ,N/A   ,1/5/2017,,-         ,0,,3/20/2017,B2007,10,,,6112,D021-06        ,,1,,FIELD     
BR        ,1993-B,MK-02013X-1434-001B,020-13X-1434-01,"10""-SH-020-1434-D021-06-H                    ",XIV                      ,GRAY                ,3/12/2017,3/18/2017,3/18/2017,3/18/2017,,,3/22/2017,,4/10/2017,B4007,,2,13X       ,,,N/A   ,N/A   ,N/A   ,3/3/2017,,-         ,0,,3/18/2017,B2007,10,,4.08,6112,D021-06        ,,1,,FIELD     
BR        ,1993-D,MK-02013X-1434-001D,020-13X-1434-01,"10""-SH-020-1434-D021-06-H                    ",XIV                      ,GRAY                ,3/13/2017,3/17/2017,3/17/2017,3/17/2017,,,3/22/2017,,4/10/2017,B4007,,2,13X       ,,,N/A   ,N/A   ,N/A   ,3/3/2017,,-         ,0,,3/17/2017,B2007,10,,,6112,D021-06        ,,1,,FIELD     
BR        ,2967-B,MK-02013X-8170-005B,020-13X-8170-05,"6""-WB-020-8170-D021-06-H                     ",I                        ,N/A MEDIUM GRAY     ,3/14/2017,3/18/2017,3/19/2017,3/19/2017,,,3/22/2017,,4/10/2017,B4007,,2,13X       ,,,N/A   ,N/A   ,N/A   ,3/9/2017,,-         ,0,,,B2007,10,,0.7,6112,D021-06        ,,1,,FIELD     
BR        ,2992-A,MK-02016X-3638-001A,020-16X-3638-01,"3""-WH-020-3638-A022-50-N                     ",III                      ,RAL 7038 MEDIUM GRAY,3/11/2017,3/12/2017,3/14/2017,3/15/2017,,,3/22/2017,,4/10/2017,B4007,,1,16X       ,,,N/A   ,N/A   ,N/A   ,3/8/2017,,-         ,0,,3/14/2017,B2007,5,,1.03,6112,A022-50        ,,1,,FIELD     
BR        ,1600-B,MK-02016X-4955-001B,020-16X-4955-01,"3""-WC-020-4955-A022-50-N                     ",III                      ,RAL 7038 Medium Gray,3/11/2017,3/12/2017,3/13/2017,3/13/2017,,,3/22/2017,,4/10/2017,B4007,,1,16X       ,,,N/A   ,N/A   ,N/A   ,3/1/2017,,-         ,0,,3/13/2017,B2007,5,,0.32,6112,A022-50        ,,1,,FIELD     
BR        ,2555-A,MK-02018X-3114-001A,020-18X-3114-01,"10""-WC-020-3114-A022-50-H                    ",I                        ,N/A Medium Gray     ,3/14/2017,3/20/2017,3/21/2017,3/22/2017,,,3/22/2017,,4/10/2017,B4007,,1,18X       ,,,N/A   ,N/A   ,N/A   ,3/9/2017,,-         ,0,,3/21/2017,B2007,5,,8.74,6112,A022-50        ,,1,,FIELD     
BR        ,1329-B,MK-02018X-5341-002B,020-18X-5341-02,"8""-CL-020-5341-A021-06-H                     ",I                        ,N/A Medium Gray     ,3/14/2017,3/18/2017,3/19/2017,3/19/2017,,,3/22/2017,,4/10/2017,B4007,,2,18X       ,,,N/A   ,N/A   ,N/A   ,3/10/2017,,-         ,0,,3/19/2017,B2007,10,,0.64,6112,A021-06        ,,1,1,CUT       
BR        ,1360-B,MK-02022X-6041-002B,020-22X-6041-02,"6""-CM-020-6041-B021-06-H                     ",XIV                      ,Gray                ,3/14/2017,3/19/2017,3/20/2017,3/21/2017,,,3/22/2017,,4/10/2017,B4007,,2,22X       ,,,N/A   ,N/A   ,N/A   ,3/10/2017,,-         ,0,,3/20/2017,B2007,10,,3.62,6112,B021-06        ,,1,,FIELD     
BR        ,1124-D,MK-02022X-7433-001D,020-22X-7433-01,"6""-CM-020-7433-A021-06-H                     ",XIV                      ,GRAY                ,3/12/2017,3/19/2017,3/19/2017,3/20/2017,,,3/22/2017,,4/10/2017,B4007,,2,22X       ,,,N/A   ,N/A   ,N/A   ,12/22/2016,,-         ,0,,3/19/2017,B2007,10,,17.12,6112,A021-06        ,,1,,FIELD     
BR        ,1125-D,MK-02022X-7482-001D,020-22X-7482-01,"6""-CL-020-7482-A021-06-H                     ",I                        ,N/A Medium Gray     ,3/12/2017,3/19/2017,3/19/2017,3/20/2017,,,3/22/2017,,4/10/2017,B4007,,2,22X       ,,,N/A   ,N/A   ,N/A   ,12/28/2016,,-         ,0,,3/19/2017,B2007,10,,17.12,6112,A021-06        ,,1,,FIELD     
BR        ,1127-A,MK-02022X-7844-002A,020-22X-7844-02,"6""-CM-020-7844-B021-06-H                     ",XIV                      ,Gray                ,3/13/2017,3/15/2017,3/17/2017,3/18/2017,,,3/22/2017,,4/10/2017,B4007,,2,22X       ,,,N/A   ,N/A   ,N/A   ,12/28/2016,,-         ,0,,3/17/2017,B2007,10,,1.92,6112,B021-06        ,,1,,FIELD     
BR        ,1644-A,MK-02023X-7020-001A,020-23X-7020-01,"4""-WH-020-7020-A022-50-N                     ",III                      ,RAL 7038 MEDIUM GRAY,3/14/2017,3/18/2017,3/19/2017,3/19/2017,,,3/22/2017,,4/10/2017,B4007,,1,23X       ,,,N/A   ,N/A   ,N/A   ,3/10/2017,,-         ,0,,,B2007,5,,0.32,6112,A022-50        ,,1,,CUT       
BR        ,1667-C,MK-02023X-8826-001C,020-23X-8826-01,"3""-WC-020-8826-A022-50-N                     ",III                      ,RAL 7038 Medium Gray,3/14/2017,3/18/2017,3/19/2017,3/19/2017,,,3/22/2017,,4/10/2017,B4007,,1,23X       ,,,N/A   ,N/A   ,N/A   ,3/9/2017,,-         ,0,,3/18/2017,B2007,5,,2.98,6112,A022-50        ,,1,,CUT       
BR        ,2473-B,MK-02024X-6026-001B,020-24X-6026-01,"6""-EG-020-6026-A021-01-P                     ",I                        ,N/A MEDIUM GRAY     ,3/14/2017,3/17/2017,3/17/2017,3/17/2017,,,3/22/2017,,4/10/2017,B4007,,2,24X       ,,,N/A   ,N/A   ,N/A   ,3/9/2017,,-         ,0,,3/17/2017,B2007,10,,1.8,6112,A021-01        ,,1,,FIELD     
BR        ,1917-B,MK-02024X-6027-001B,020-24X-6027-01,"6""-EG-020-6027-A021-01-H                     ",I                        ,N/A Medium Gray     ,3/14/2017,3/17/2017,3/17/2017,3/18/2017,,,3/22/2017,,4/10/2017,B4007,,2,24X       ,,,N/A   ,N/A   ,N/A   ,3/9/2017,,-         ,0,,3/17/2017,B2007,10,,11.88,6112,A021-01        ,,1,,FIELD     
BR        ,1670-B,MK-02024X-7007-002B,020-24X-7007-02,"3""-WH-020-7007-A022-50-N                     ",III                      ,RAL 7038 Medium Gray,3/14/2017,3/18/2017,3/19/2017,3/19/2017,,,3/22/2017,,4/10/2017,B4007,,1,24X       ,,,N/A   ,N/A   ,N/A   ,3/10/2017,,-         ,0,,3/19/2017,B2007,5,,0.58,6112,A022-50        ,,1,,CUT       
BR        ,2696-C,MK-02024X-7127-001C,020-24X-7127-01,"3""-EG-020-7127-A021-01-N                     ",III                      ,RAL 7038 Medium Gray,3/14/2017,3/19/2017,3/20/2017,3/20/2017,,,3/22/2017,,4/10/2017,B4007,,2,24X       ,,,N/A   ,N/A   ,N/A   ,3/9/2017,,-         ,0,,3/20/2017,B2007,10,,10.42,6112,A021-01        ,,1,,FIELD     
BR        ,1937-C,MK-02027X-2109-001C,020-27X-2109-01,"3""-DP-020-2109-A021-01-P                     ",I                        ,N/A Medium Gray     ,3/11/2017,3/15/2017,3/15/2017,3/15/2017,,,3/22/2017,,4/10/2017,B4007,,2,27X       ,,,N/A   ,N/A   ,N/A   ,2/23/2017,,-         ,0,,3/15/2017,B2007,10,,1.53,6112,A021-01        ,,1RL   ,,FIELD     
BR        ,1446-A,MK-08131X-3004-001A,081-31X-3004-01,"6""-SM-081-3004-B021-06-H                     ",XIV                      ,Gray                ,3/13/2017,3/16/2017,3/20/2017,3/20/2017,,,3/22/2017,,4/10/2017,B4007,,2,31X       ,,,N/A   ,N/A   ,N/A   ,1/31/2017,,-         ,0,,3/18/2017,B2007,10,,13.02,6112,B021-06        ,,1,,CUT       
BR        ,2900-D,MK-08131X-3035-001D,081-31X-3035-01,"4""-HM-081-3035-A021-01-F                     ",XIV                      ,GRAY                ,3/13/2017,3/21/2017,3/21/2017,3/21/2017,,,3/22/2017,,4/10/2017,B4007,,2,31X       ,,,N/A   ,N/A   ,N/A   ,2/16/2017,,-         ,0,,3/21/2017,B2007,10,,,6112,A021-01        ,,1,,FIELD     
BR        ,3286-A,MK-08131X-3165-003A,081-31X-3165-03,"4""-IN-081-3165-B021-01-N                     ",III                      ,RAL 7038 Medium Gray,3/11/2017,3/13/2017,3/13/2017,3/14/2017,,,3/22/2017,,4/10/2017,B4007,,2,31X       ,,,N/A   ,N/A   ,N/A   ,2/20/2017,,-         ,0,,3/13/2017,B2007,10,,1.87,6112,B021-01        ,,1,,FIELD     
BR        ,3001-A,MK-02001X-4795-001A,020-01X-4795-01,"2""-WH-020-4795-A022-50-N                     ",III                      ,RAL 7038 MEDIUM GRAY,3/13/2017,3/19/2017,3/21/2017,3/23/2017,,,3/25/2017,,4/26/2017,B4008,,1,01X       ,,,N/A   ,N/A   ,N/A   ,2/1/2017,,-         ,0,,3/21/2017,B2008,5,,10.3,6112,A022-50        ,,1,,FIELD     
BR        ,2291-A,MK-02001X-8112-001A,020-01X-8112-01,"12""-SE-020-8112-A021-06-H                    ",I                        ,N/A MEDIUM GRAY     ,3/12/2017,3/20/2017,3/20/2017,3/21/2017,,,3/25/2017,,4/26/2017,B4008,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/23/2017,,-         ,0,,3/20/2017,B2008,10,,0.65,6112,A021-06        ,,1,2,FIELD     
BR        ,1481-A,MK-02001X-8136-003A,020-01X-8136-03,"3""-SM-020-8136-B021-06-H                     ",XIV                      ,Gray                ,3/11/2017,3/15/2017,3/17/2017,3/18/2017,,,3/25/2017,,4/26/2017,B4008,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/26/2017,,-         ,0,,3/17/2017,B2008,10,,10.45,6112,B021-06        ,,1,,FIELD     
BR        ,1482-C,MK-02001X-8137-001C,020-01X-8137-01,"3""-SM-020-8137-B021-06-H                     ",XIV                      ,Gray                ,3/13/2017,3/19/2017,3/23/2017,3/24/2017,,,3/25/2017,,4/26/2017,B4008,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/13/2017,,-         ,0,,3/23/2017,B2008,10,,5.29,6112,B021-06        ,,1,,FIELD     
BR        ,1779-B,MK-02001X-9154-001B,020-01X-9154-01,"12""-SE-020-9154-A021-06-H                    ",I                        ,N/A Medium Gray     ,3/12/2017,3/18/2017,3/18/2017,3/19/2017,,,3/25/2017,,4/26/2017,B4008,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/23/2017,,-         ,0,,3/18/2017,B2008,10,,1.03,6112,A021-06        ,,1,,FIELD     
BR        ,3311-A,MK-02001X-9886-002A,020-01X-9886-02,"2""-IN-020-9886-A021-29-N                     ",III                      ,RAL 7038 Medium Gray,3/13/2017,3/19/2017,3/23/2017,3/23/2017,,,3/25/2017,,4/26/2017,B4008,,2,01X       ,,,N/A   ,N/A   ,N/A   ,2/15/2017,,-         ,0,,3/23/2017,B2008,10,,5.84,6112,A021-29        ,,1,,FIELD     
BR        ,2930-A,MK-02011X-1229-001A,020-11X-1229-01,"3""-HL-020-1229-D021-07-N                     ",III                      ,RAL 7038 Medium Gray,3/11/2017,3/20/2017,3/24/2017,3/24/2017,,,,,4/26/2017,B4008,,11,11X       ,,,N/A   ,N/A   ,N/A   ,3/6/2017,,-         ,0,,3/24/2017,,100,,13.31,6112,D021-07        ,,1,,FIELD     
BR        ,1975-C,MK-02012X-4988-002C,020-12X-4988-02,"6""-CL-020-4988-A021-06-P                     ",I                        ,N/A Medium Gray     ,3/13/2017,3/20/2017,3/21/2017,3/22/2017,,,3/25/2017,,4/26/2017,B4008,,2,12X       ,,,N/A   ,N/A   ,N/A   ,3/2/2017,,-         ,0,,3/21/2017,B2008,10,,14.47,6112,A021-06        ,,1,,FIELD     
BR        ,2978-A,MK-02014X-1107-001A,020-14X-1107-01,"12""-WC-020-1107-A022-50-N                    ",III                      ,RAL 7038 Medium Gray,3/14/2017,3/19/2017,3/20/2017,3/20/2017,,,3/25/2017,,4/26/2017,B4008,,1,14X       ,,,N/A   ,N/A   ,N/A   ,3/9/2017,,-         ,0,,3/20/2017,B2008,5,,1.03,6112,A022-50        ,,1,,FIELD     
BR        ,2010-A,MK-02014X-1108-001A,020-14X-1108-01,"12""-WH-020-1108-A022-50-N                    ",III                      ,RAL 7038 Medium Gray,3/14/2017,3/21/2017,3/23/2017,3/25/2017,,,3/25/2017,,4/26/2017,B4008,,1,14X       ,,,N/A   ,N/A   ,N/A   ,3/10/2017,,-         ,0,,3/23/2017,B2008,5,,1.03,6112,A022-50        ,,1,1,FIELD     
BR        ,2010-C,MK-02014X-1108-001C,020-14X-1108-01,"12""-WH-020-1108-A022-50-N                    ",III                      ,RAL 7038 Medium Gray,3/14/2017,3/19/2017,3/21/2017,3/21/2017,,,3/25/2017,,4/26/2017,B4008,,1,14X       ,,,N/A   ,N/A   ,N/A   ,3/10/2017,,-         ,0,,3/21/2017,B2008,5,,0.73,6112,A022-50        ,,1,,FIELD     
BR        ,2011-A,MK-02014X-1109-001A,020-14X-1109-01,"12""-WH-020-1109-A022-50-N                    ",III                      ,RAL 7038 Medium Gray,3/14/2017,3/21/2017,3/23/2017,3/23/2017,,,3/25/2017,,4/26/2017,B4008,,1,14X       ,,,N/A   ,N/A   ,N/A   ,3/9/2017,,-         ,0,,3/23/2017,B2008,5,,1.03,6112,A022-50        ,,1,,FIELD     
BR        ,2012-A,MK-02014X-1110-001A,020-14X-1110-01,"12""-WH-020-1110-A022-50-N                    ",III                      ,RAL 7038 Medium Gray,3/14/2017,3/21/2017,3/23/2017,3/23/2017,,,3/25/2017,,4/26/2017,B4008,,1,14X       ,,,N/A   ,N/A   ,N/A   ,3/9/2017,,-         ,0,,3/23/2017,B2008,5,,1.03,6112,A022-50        ,,1,,FIELD     
BR        ,2551-A,MK-02018X-3112-001A,020-18X-3112-01,"10""-WC-020-3112-A022-50-H                    ",I                        ,N/A MEDIUM GRAY     ,3/14/2017,3/20/2017,3/22/2017,3/23/2017,,,3/25/2017,,4/26/2017,B4008,,1,18X       ,,,N/A   ,N/A   ,N/A   ,3/9/2017,,-         ,0,,3/22/2017,B2008,5,,10.27,6112,A022-50        ,,1,,FIELD     
BR        ,2553-A,MK-02018X-3113-001A,020-18X-3113-01,"10""-WC-020-3113-A022-50-H                    ",I                        ,N/A Medium Gray     ,3/14/2017,3/20/2017,3/23/2017,3/23/2017,,,3/25/2017,,4/26/2017,B4008,,1,18X       ,,,N/A   ,N/A   ,N/A   ,3/9/2017,,-         ,0,,3/23/2017,B2008,5,,10.27,6112,A022-50        ,,1,,FIELD     
BR        ,3335-A,MK-02019X-4001-002A,020-19X-4001-02,"24""-WH-020-4001-A022-50-N                    ",III                      ,RAL 7038 Medium Gray,3/13/2017,3/21/2017,3/25/2017,3/25/2017,,,3/25/2017,,4/26/2017,B4008,,1,19X       ,,,N/A   ,N/A   ,N/A   ,2/21/2017,,-         ,0,,,B2008,5,,1.48,6112,A022-50        ,,1,1.2,FIELD     
BR        ,3335-D,MK-02019X-4001-002D,020-19X-4001-02,"24""-WH-020-4001-A022-50-N                    ",III                      ,RAL 7038 Medium Gray,3/13/2017,3/21/2017,3/22/2017,3/23/2017,,,3/25/2017,,4/26/2017,B4008,,1,19X       ,,,N/A   ,N/A   ,N/A   ,2/21/2017,,-         ,0,,3/22/2017,B2008,5,,11.41,6112,A022-50        ,,1,,FIELD     
BR        ,3335-E,MK-02019X-4001-002E,020-19X-4001-02,"24""-WH-020-4001-A022-50-N                    ",III                      ,RAL 7038 Medium Gray,3/13/2017,3/21/2017,3/22/2017,3/22/2017,,,3/25/2017,,4/26/2017,B4008,,1,19X       ,,,N/A   ,N/A   ,N/A   ,2/21/2017,,-         ,0,,3/22/2017,B2008,5,,35.99,6112,A022-50        ,,1,,FIELD     
BR        ,1914-C,MK-02019X-8833-001C,020-19X-8833-01,"24""-WC-020-8833-A022-50-N                    ",III                      ,RAL 7038 Medium Gray,3/13/2017,3/20/2017,3/22/2017,3/23/2017,,,3/25/2017,,4/26/2017,B4008,,1,19X       ,,,N/A   ,N/A   ,N/A   ,1/31/2017,,-         ,0,,3/22/2017,B2008,5,,5.59,6112,A022-50        ,,1,,FIELD     
BR        ,1119-B,MK-02022X-6004-002B,020-22X-6004-02,"6""-CM-020-6004-A021-06-H                     ",XIV                      ,GRAY                ,3/13/2017,3/20/2017,3/23/2017,3/23/2017,,,3/25/2017,,4/26/2017,B4008,,2,22X       ,,,N/A   ,N/A   ,N/A   ,12/28/2016,,-         ,0,,3/23/2017,B2008,10,,7.81,6112,A021-06        ,,1,,FIELD     
BR        ,2827-B,MK-02024X-6124-001B,020-24X-6124-01,"4""-EG-020-6124-A021-01-P                     ",I                        ,N/A Medium Gray     ,3/14/2017,3/22/2017,3/23/2017,3/24/2017,,,3/25/2017,,4/26/2017,B4008,,2,24X       ,,,N/A   ,N/A   ,N/A   ,3/9/2017,,-         ,0,,3/23/2017,B2008,10,,20.42,6112,A021-01        ,,1,,FIELD     
BR        ,3196-A,MK-02027X-2053-002A,020-27X-2053-02,"4""-CL-020-2053-A021-06-H                     ",I                        ,N/A MEDIUM GRAY     ,3/11/2017,3/19/2017,3/21/2017,3/21/2017,,,3/25/2017,,4/26/2017,B4008,,2,27X       ,,,N/A   ,N/A   ,N/A   ,2/23/2017,,-         ,0,,3/21/2017,B2008,10,,9.27,6112,A021-06        ,,1,,FIELD     
BR        ,1818-B,MK-02001X-7172-001B,020-01X-7172-01,"2""-EG-020-7172-A021-43-N                     ",III                      ,RAL 7038 Medium Gray,3/13/2017,3/27/2017,3/27/2017,3/27/2017,,,3/30/2017,,4/19/2017,B4009,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/30/2017,,-         ,0,,3/27/2017,B2009,10,,11.75,6112,A021-43        ,,1,,FIELD     
BR        ,1820-B,MK-02001X-7174-001B,020-01X-7174-01,"2""-EG-020-7174-A021-43-N                     ",III                      ,RAL 7038 Medium Gray,3/13/2017,3/25/2017,3/26/2017,3/26/2017,,,3/30/2017,,4/19/2017,B4009,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/18/2017,,-         ,0,,3/26/2017,B2009,10,,13.58,6112,A021-43        ,,1,,FIELD     
BR        ,1824-A,MK-02001X-7274-001A,020-01X-7274-01,"2""-EG-020-7274-A021-43-N                     ",III                      ,RAL 7038 Medium Gray,3/13/2017,3/26/2017,3/27/2017,3/27/2017,,,3/30/2017,,4/19/2017,B4009,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/18/2017,,-         ,0,,3/27/2017,B2009,10,,11.84,6112,A021-43        ,,1,,FIELD     
BR        ,1826-B,MK-02001X-7276-001B,020-01X-7276-01,"2""-EG-020-7276-A021-43-N                     ",III                      ,RAL 7038 Medium Gray,3/13/2017,3/26/2017,3/27/2017,3/27/2017,,,3/30/2017,,4/19/2017,B4009,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/18/2017,,-         ,0,,3/27/2017,B2009,10,,11.17,6112,A021-43        ,,1,,FIELD     
BR        ,2073-B,MK-02001X-8108-009B,020-01X-8108-09,"24""-SE-020-8108-A021-06-H                    ",I                        ,N/A Medium Gray     ,3/13/2017,3/20/2017,3/21/2017,3/21/2017,,,3/30/2017,,4/19/2017,B4009,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/26/2017,,-         ,0,,3/21/2017,B2009,10,,8.3,6112,A021-06        ,,1,,FIELD     
BR        ,1488-A,MK-02001X-8147-005A,020-01X-8147-05,"3""-SM-020-8147-B021-06-H                     ",XIV                      ,Gray                ,3/13/2017,3/26/2017,3/27/2017,3/27/2017,,,3/30/2017,,4/19/2017,B4009,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/17/2017,,-         ,0,,3/27/2017,B2009,10,,0.66,6112,B021-06        ,,1,,FIELD     
BR        ,1488-B,MK-02001X-8147-005B,020-01X-8147-05,"3""-SM-020-8147-B021-06-H                     ",XIV                      ,Gray                ,3/13/2017,3/23/2017,3/25/2017,3/25/2017,,,3/30/2017,,4/19/2017,B4009,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/17/2017,,-         ,0,,3/26/2017,B2009,10,,0.68,6112,B021-06        ,,1,,FIELD     
BR        ,1495-A,MK-02001X-8174-008A,020-01X-8174-08,"16""-SL-020-8174-A021-06-H                    ",I                        ,N/A Medium Gray     ,3/21/2017,3/28/2017,3/29/2017,3/30/2017,,,3/30/2017,,4/19/2017,B4009,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/18/2017,,-         ,0,,3/29/2017,B2009,10,,13.27,6112,A021-06        ,,1,,CUT       
BR        ,2369-B,MK-02001X-8701-004B,020-01X-8701-04,"4""-AU-020-8701-A021-29-N                     ",III                      ,RAL 7038 Medium Gray,3/12/2017,3/26/2017,3/26/2017,3/26/2017,,,3/30/2017,,4/19/2017,B4009,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/25/2017,,-         ,0,,3/26/2017,B2009,10,,40,6112,A021-29        ,,1,,FIELD     
BR        ,2371-B,MK-02001X-8701-006B,020-01X-8701-06,"4""-AU-020-8701-A021-29-N                     ",III                      ,RAL 7038 Medium Gray,3/12/2017,3/26/2017,3/27/2017,3/27/2017,,,3/30/2017,,4/19/2017,B4009,,2,01X       ,,,N/A   ,N/A   ,N/A   ,1/25/2017,,-         ,0,,3/27/2017,B2009,10,,39.99,6112,A021-29        ,,1,,FIELD     
BR        ,2372-A,MK-02001X-8701-007A,020-01X-8701-07,"4""-AU-020-8701-A021-29-N                     ",III                      ,RAL 7038 Medium Gray,3/12/2017,3/23/2017,3/27/2017,3/27/2017,,,3/30/2017,,4/19/2017,B4009,,2,01X       ,,,N/A   ,N/A   ,N/A   ,2/1/2017,,-         ,0,,,B2009,10,,39.99,6112,A021-29        ,,1,,FIELD     
BR        ,2372-B,MK-02001X-8701-007B,020-01X-8701-07,"4""-AU-020-8701-A021-29-N                     ",III                      ,RAL 7038 Medium Gray,3/12/2017,3/27/2017,3/27/2017,3/27/2017,,,3/30/2017,,4/19/2017,B4009,,2,01X       ,,,N/A   ,N/A   ,N/A   ,2/1/2017,,-         ,0,,3/27/2017,B2009,10,,39.99,6112,A021-29        ,,1,,FIELD     
BR        ,2374-B,MK-02001X-8701-009B,020-01X-8701-09,"4""-AU-020-8701-A021-29-N                     ",III                      ,RAL 7038 Medium Gray,3/12/2017,3/23/2017,3/27/2017,3/27/2017,,,3/30/2017,,4/19/2017,B4009,,2,01X       ,,,N/A   ,N/A   ,N/A   ,2/1/2017,,-         ,0,,3/27/2017,B2009,10,,39.99,6112,A021-29        ,,1,,FIELD     
