,,,,,,Piping Line List,,,,,,,
,,,,,,: Total Drawing,,,,,,,
,,,,,,: Total Spools,,,,,,,
,,,,,Client Name: SASOL,: Hold,,,,,,,
,,,,,Job No: 6112,: Issued,,,,,,,
,,,,,Project Title:  EO-EG / A.G.,: Spools not Issued for fab.,,,,,,,
,,,,,,: Average Spools Per Drawing,,,,,,,
,,,,,,: Percent Complete,,,,,,,
0,0,,,,,,,,,,,,
In Detailing,In Checking,Priority Group,Priority #,Area,Line No.,Spool ID,Material,ISO,SPOOL,Shop,Status,HOLD,0
ISS,ISS,,9,16X,"3""-HL-020-1069-B135-40-N",MK-02016X-1069-002A,SS,2026,2026-A,M,3/3/2017,,
ISS,ISS,,9,16X,"3""-HL-020-1069-B135-40-N",MK-02016X-1069-002B,SS,2026,2026-B,M,3/3/2017,,
ISS,ISS,,9,16X,"3""-HL-020-1069-B135-40-N",MK-02016X-1069-002C,SS,2026,2026-C,M,3/3/2017,,
ISS,ISS,,9,16X,"3""-BD-020-1218-A021-01-N",MK-02016X-1218-001A,CS,2027,2027-A,TX,3/3/2017,,
ISS,ISS,,9,16X,"3""-BD-020-1218-A021-01-N",MK-02016X-1218-002A,CS,2028,2028-A,TX,3/3/2017,,
ISS,ISS,,9,16X,"3""-HL-020-1287-B135-40-N",MK-02016X-1287-001A,SS,2029,2029-A,M,2/10/2017,,
ISS,ISS,,9,16X,"3""-HL-020-1287-B135-40-N",MK-02016X-1287-001B,SS,2029,2029-B,M,2/10/2017,,
ISS,ISS,,9,16X,"3""-HL-020-1287-B135-40-N",MK-02016X-1287-001C,SS,2029,2029-C,BR,2/9/2017,,
ISS,ISS,,9,16X,"4""-HM-020-3137-A135-01-N",MK-02016X-3137-001A,SS,2030,2030-A,BR,2/20/2017,,
ISS,ISS,,9,16X,"4""-HM-020-3137-A135-01-N",MK-02016X-3137-001B,SS,2030,2030-B,BR,2/17/2017,,
ISS,ISS,,9,16X,"4""-HM-020-3137-A135-01-N",MK-02016X-3137-001C,SS,2030,2030-C,M,2/20/2017,,
ISS,ISS,,9,16X,"4""-HM-020-3137-A135-01-N",MK-02016X-3137-001D,SS,2030,2030-D,M,2/20/2017,,
ISS,ISS,,9,16X,"6""-HL-020-3151-B135-40-P",MK-02016X-3151-001A,SS,2031,2031-A,M,3/3/2017,,
ISS,ISS,,9,16X,"6""-HL-020-3151-B135-40-P",MK-02016X-3151-002A,SS,2032,2032-A,BR,3/3/2017,,
ISS,ISS,,9,16X,"6""-HL-020-3151-B135-40-P",MK-02016X-3151-002B,SS,2032,2032-B,M,3/3/2017,,
ISS,ISS,,9,16X,"6""-HL-020-3152-A135-01-P",MK-02016X-3152-001A,SS,2033,2033-A,M,3/3/2017,,
ISS,ISS,,9,16X,"12""-VT-020-3325-B135-40-H",MK-02016X-3325-003A,SS,2034,2034-A,M,3/3/2017,,
ISS,ISS,,9,16X,"12""-VT-020-3326-A135-01-H",MK-02016X-3326-003A,SS,2035,2035-A,M,3/3/2017,,
ISS,ISS,,9,16X,"12""-VT-020-3714-B135-40-H",MK-02016X-3714-003A,SS,2036,2036-A,M,3/3/2017,,
ISS,ISS,,9,16X,"12""-VT-020-3715-A135-01-H",MK-02016X-3715-003A,SS,2037,2037-A,M,3/3/2017,,
ISS,ISS,,9,16X,"12""-VT-020-3749-B135-40-H",MK-02016X-3749-003A,SS,2038,2038-A,M,3/3/2017,,
ISS,ISS,,9,16X,"12""-VT-020-3750-A135-01-H",MK-02016X-3750-003A,SS,2039,2039-A,M,3/3/2017,,
ISS,ISS,,1,01X,"2""-DP-020-1039-B135-40-E",MK-02001X-1039-006A,SS,2040,2040-A,M,1/18/2017,,
ISS,ISS,,1,01X,"2""-DP-020-1039-B135-40-E",MK-02001X-1039-006B,SS,2040,2040-B,M,1/18/2017,,
ISS,ISS,,1,01X,"1.5""-DP-020-1039-B135-40-E",MK-02001X-1039-007A,SS,2041,2041-A,M,1/18/2017,,
ISS,ISS,,1,01X,"1.5""-DP-020-1039-B135-40-E",MK-02001X-1039-007B,SS,2041,2041-B,M,1/18/2017,,
ISS,ISS,,1,01X,"1.5""-DP-020-1039-B135-40-E",MK-02001X-1039-007C,SS,2041,2041-C,M,1/18/2017,,
ISS,ISS,,1,01X,"8""-HL-020-1187-B021-07-N",MK-02001X-1187-005A,CS,2042,2042-A,TX,1/24/2017,,
ISS,ISS,,1,01X,"8""-HL-020-1187-B021-07-N",MK-02001X-1187-005B,CS,2042,2042-B,TX,1/24/2017,,
ISS,ISS,,1,01X,"8""-HL-020-1187-B021-07-N",MK-02001X-1187-006A,CS,2043,2043-A,TX,1/19/2017,,
ISS,ISS,,1,01X,"8""-HL-020-1187-B021-07-N",MK-02001X-1187-006B,CS,2043,2043-B,TX,1/19/2017,,
ISS,ISS,,1,01X,"8""-HL-020-1187-B021-07-N",MK-02001X-1187-009A,CS,2044,2044-A,TX,1/23/2017,,
ISS,ISS,,1,01X,"8""-HL-020-1187-B021-07-N",MK-02001X-1187-009B,CS,2044,2044-B,TX,1/23/2017,,
ISS,ISS,,1,01X,"8""-HL-020-1187-B021-07-N",MK-02001X-1187-010A,CS,2045,2045-A,TX,1/18/2017,,
ISS,ISS,,1,01X,"8""-HL-020-1187-B021-07-N",MK-02001X-1187-010B,CS,2045,2045-B,PA,1/18/2017,,
ISS,ISS,,1,01X,"0.75""-HL-020-1187-B021-07-N",MK-02001X-1187-011A,CS,2046,2046-A,TX,1/19/2017,,
ISS,ISS,,1,01X,"0.75""-HL-020-1187-B021-07-N",MK-02001X-1187-013A,CS,2047,2047-A,TX,1/19/2017,,
ISS,ISS,,1,01X,"3""-BD-020-1315-A135-04-N",MK-02001X-1315-001A,SS,2048,2048-A,M,1/26/2017,,
ISS,ISS,,1,01X,"3""-BD-020-1315-A135-04-N",MK-02001X-1315-001B,SS,2048,2048-B,M,7/6/2017,,
ISS,ISS,,1,01X,"3""-BD-020-1318-A135-04-N",MK-02001X-1318-001A,SS,2049,2049-A,M,2/15/2017,,
ISS,ISS,,1,01X,"3""-BD-020-1318-A135-04-N",MK-02001X-1318-001B,SS,2049,2049-B,M,7/6/2017,,
ISS,ISS,,1,01X,"10""-FD-020-1603-A135-01-N",MK-02001X-1603-001A,SS,2050,2050-A,M,1/25/2017,,
ISS,ISS,,1,01X,"10""-FD-020-1603-A135-01-N",MK-02001X-1603-001B,SS,2050,2050-B,M,1/25/2017,,
ISS,ISS,,1,01X,"10""-FD-020-1603-A135-01-N",MK-02001X-1603-001C,SS,2050,2050-C,M,1/23/2017,,
ISS,ISS,,1,01X,"2""-MO-020-2157-A135-01-N",MK-02001X-2157-001A,SS,2051,2051-A,M,1/18/2017,,
ISS,ISS,,1,01X,"2""-MO-020-2157-A135-01-N",MK-02001X-2157-001B,SS,2051,2051-B,BR,1/18/2017,,
ISS,ISS,,1,01X,"2""-MO-020-2157-A135-01-N",MK-02001X-2157-001C,SS,2051,2051-C,BR,1/18/2017,,
ISS,ISS,,1,01X,"16""-WX-020-3219-A021-01-H",MK-02001X-3219-004A,CS,2052,2052-A,TX,1/24/2017,,
ISS,ISS,,1,01X,"16""-WX-020-3219-A021-01-H",MK-02001X-3219-004B,CS,2052,2052-B,BR,1/24/2017,,
ISS,ISS,,1,01X,"8""-BD-020-3514-A135-01-P",MK-02001X-3514-001A,SS,2053,2053-A,M,4/26/2017,,
ISS,ISS,,1,01X,"6""-BD-020-3613-A135-01-P",MK-02001X-3613-001A,SS,2054,2054-A,M,4/25/2017,,
ISS,ISS,,1,01X,"2""-DW-020-5215-A135-01-H",MK-02001X-5215-001A,SS,2055,2055-A,BR,2/13/2017,,
ISS,ISS,,1,01X,"2""-DW-020-5215-A135-01-H",MK-02001X-5215-001B,SS,2055,2055-B,M,2/15/2017,,
ISS,ISS,,1,01X,"1""-DW-020-5480-A135-01-H",MK-02001X-5480-004A,SS,2056,2056-A,BR,1/18/2017,,
ISS,ISS,,1,01X,"1""-DW-020-5480-A135-01-H",MK-02001X-5480-004B,SS,2056,2056-B,BR,1/18/2017,,
ISS,ISS,,1,01X,"1.5""-EG-020-6065-A135-01-E",MK-02001X-6065-001A,SS,2057,2057-A,BR,1/18/2017,,
ISS,ISS,,1,01X,"1.5""-EG-020-6066-A135-01-E",MK-02001X-6066-001A,SS,2058,2058-A,BR,1/18/2017,,
ISS,ISS,,1,01X,"1.5""-EG-020-6067-A135-01-E",MK-02001X-6067-001A,SS,2059,2059-A,BR,1/18/2017,,
ISS,ISS,,1,01X,"1.5""-EG-020-6068-A135-01-E",MK-02001X-6068-001A,SS,2060,2060-A,BR,1/18/2017,,
ISS,ISS,,1,01X,"1.5""-EG-020-6069-A135-01-E",MK-02001X-6069-001A,SS,2061,2061-A,BR,1/18/2017,,
ISS,ISS,,1,01X,"1.5""-EG-020-6070-A135-01-E",MK-02001X-6070-001A,SS,2062,2062-A,BR,1/18/2017,,
ISS,ISS,,1,01X,"1.5""-EG-020-6090-A135-01-E",MK-02001X-6090-001A,SS,2063,2063-A,BR,1/18/2017,,
ISS,ISS,,1,01X,"8""-EG-020-6153-A135-42-H",MK-02001X-6153-002A,SS,2064,2064-A,M,1/20/2017,,
ISS,ISS,,1,01X,"8""-EG-020-6153-A135-42-H",MK-02001X-6153-002B,SS,2064,2064-B,M,1/20/2017,,
ISS,ISS,,1,01X,"2""-SM-020-7277-B021-06-H",MK-02001X-7277-001A,CS,2065,2065-A,BR,1/23/2017,,
ISS,ISS,,1,01X,"2""-SM-020-7277-B021-06-H",MK-02001X-7277-001B,CS,2065,2065-B,TX,1/23/2017,,
ISS,ISS,,1,01X,"2""-SM-020-7277-B021-06-H",MK-02001X-7277-001C,CS,2065,2065-C,TX,1/23/2017,,
ISS,ISS,,1,01X,"10""-SE-020-8108-A021-06-H",MK-02001X-8108-001A,CS,2066,2066-A,BR,1/18/2017,,
ISS,ISS,,1,01X,"10""-SE-020-8108-A021-06-H",MK-02001X-8108-001B,CS,2066,2066-B,TX,1/18/2017,,
ISS,ISS,,1,01X,"10""-SE-020-8108-A021-06-H",MK-02001X-8108-001C,CS,2066,2066-C,TX,1/18/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-003A,CS,2067,2067-A,TX,1/31/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-003B,CS,2067,2067-B,TX,1/18/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-004A,CS,2068,2068-A,TX,2/17/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-004B,CS,2068,2068-B,BR,2/17/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-004C,CS,2068,2068-C,TX,2/17/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-005A,CS,2069,2069-A,PA,2/17/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-005B,CS,2069,2069-B,PA,2/17/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-006A,CS,2070,2070-A,PA,2/17/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-006B,CS,2070,2070-B,PA,2/17/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-007A,CS,2071,2071-A,PA,2/17/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-007B,CS,2071,2071-B,PA,2/17/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-008A,CS,2072,2072-A,PA,2/17/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-009A,CS,2073,2073-A,TX,1/26/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-009B,CS,2073,2073-B,BR,1/26/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-009C,CS,2073,2073-C,PA,1/25/2017,,
ISS,ISS,,1,01X,"24""-SE-020-8108-A021-06-H",MK-02001X-8108-010A,CS,2074,2074-A,PA,1/25/2017,,
ISS,ISS,,1,01X,"10""-SE-020-8111-A021-06-H",MK-02001X-8111-003A,CS,2075,2075-A,TX,1/19/2017,,
ISS,ISS,,1,01X,"8""-SL-020-8131-A021-06-H",MK-02001X-8131-001A,CS,2076,2076-A,TX,1/19/2017,,
ISS,ISS,,1,01X,"8""-SL-020-8131-A021-06-H",MK-02001X-8131-001B,CS,2076,2076-B,TX,1/19/2017,,
ISS,ISS,,1,01X,"8""-SL-020-8131-A021-06-H",MK-02001X-8131-001C,CS,2076,2076-C,TX,1/19/2017,,
ISS,ISS,,1,01X,"8""-SH-020-8152-D021-06-H",MK-02001X-8152-001A,CS,2077,2077-A,TX,1/19/2017,,
ISS,ISS,,1,01X,"18""-SL-020-8174-A021-06-H",MK-02001X-8174-002A,CS,2078,2078-A,TX,6/1/2017,,
ISS,ISS,,1,01X,"6""-FG-020-8510-A021-01-N",MK-02001X-8510-005A,CS,2079,2079-A,PA,1/19/2017,,
ISS,ISS,,1,01X,"6""-FG-020-8510-A021-01-N",MK-02001X-8510-005B,CS,2079,2079-B,TX,1/19/2017,,
ISS,ISS,,1,01X,"6""-FG-020-8510-A021-01-N",MK-02001X-8510-005C,CS,2079,2079-C,TX,1/19/2017,,
ISS,ISS,,1,01X,"2""-MO-020-8517-A021-01-N",MK-02001X-8517-001A,CS,2080,2080-A,TX,1/5/2017,,
ISS,ISS,,1,01X,"2""-MO-020-8517-A021-01-N",MK-02001X-8517-001B,CS,2080,2080-B,PA,1/4/2017,,
ISS,ISS,,1,01X,"2""-MO-020-8517-A021-01-N",MK-02001X-8517-002A,CS,2081,2081-A,TX,1/19/2017,,
ISS,ISS,,1,01X,"2""-MO-020-8517-A021-01-N",MK-02001X-8517-002B,CS,2081,2081-B,TX,1/19/2017,,
ISS,ISS,,1,01X,"2""-MO-020-8517-A021-01-N",MK-02001X-8517-002C,CS,2081,2081-C,TX,1/19/2017,,
ISS,ISS,,1,01X,"2""-MO-020-8517-A021-01-N",MK-02001X-8517-003A,CS,2082,2082-A,TX,2/2/2017,,
ISS,ISS,,1,01X,"2""-MO-020-8517-A021-01-N",MK-02001X-8517-003B,CS,2082,2082-B,TX,2/2/2017,,
ISS,ISS,,1,01X,"2""-MO-020-8520-B021-01-N",MK-02001X-8520-003A,CS,2083,2083-A,TX,1/19/2017,,
ISS,ISS,,1,01X,"2""-MO-020-8520-B021-01-N",MK-02001X-8520-003B,CS,2083,2083-B,TX,1/19/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-001A,CS,2084,2084-A,TX,1/19/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-001B,CS,2084,2084-B,PA,1/19/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-002A,CS,2085,2085-A,PA,1/19/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-002B,CS,2085,2085-B,PA,1/19/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-003A,CS,2086,2086-A,PA,1/19/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-003B,CS,2086,2086-B,PA,1/19/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-004A,CS,2087,2087-A,PA,1/19/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-004B,CS,2087,2087-B,PA,1/19/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-005A,CS,2088,2088-A,PA,1/19/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-005B,CS,2088,2088-B,PA,1/19/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-006A,CS,2089,2089-A,PA,1/19/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-006B,CS,2089,2089-B,TX,1/20/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-007A,CS,2090,2090-A,TX,1/26/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-007B,CS,2090,2090-B,PA,1/26/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-008A,CS,2091,2091-A,TX,1/26/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-008B,CS,2091,2091-B,TX,1/26/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-009A,CS,2092,2092-A,TX,1/26/2017,,
ISS,ISS,,1,01X,"2""-IN-020-8662-A021-29-N",MK-02001X-8662-009B,CS,2092,2092-B,TX,1/26/2017,,
ISS,ISS,,1,01X,"8""-FG-020-8945-A021-01-N",MK-02001X-8945-004A,CS,2093,2093-A,TX,1/26/2017,,
ISS,ISS,,1,01X,"8""-FG-020-8945-A021-01-N",MK-02001X-8945-004B,CS,2093,2093-B,TX,1/26/2017,,
ISS,ISS,,1,01X,"2""-BD-020-9003-A021-01-P",MK-02001X-9003-006A,CS,2094,2094-A,TX,1/26/2017,,
ISS,ISS,,1,01X,"2""-BD-020-9003-A021-01-P",MK-02001X-9003-006B,CS,2094,2094-B,TX,1/26/2017,,
ISS,ISS,,1,01X,"2""-BD-020-9003-A021-01-P",MK-02001X-9003-006C,CS,2094,2094-C,TX,1/26/2017,,
ISS,ISS,,1,01X,"4""-SM-020-9116-B021-06-H",MK-02001X-9116-001A,CS,2095,2095-A,BR,1/26/2017,,
ISS,ISS,,1,01X,"4""-SM-020-9116-B021-06-H",MK-02001X-9116-001B,CS,2095,2095-B,TX,1/26/2017,,
ISS,ISS,,1,01X,"4""-SM-020-9116-B021-06-H",MK-02001X-9116-001C,CS,2095,2095-C,TX,1/26/2017,,
ISS,ISS,,2,05X,"10""-SE-020-5232-A135-01-H",MK-02005X-5232-001A,SS,2096,2096-A,M,2/6/2017,,
ISS,ISS,,2,05X,"10""-SE-020-5232-A135-01-H",MK-02005X-5232-001B,SS,2096,2096-B,M,2/6/2017,,
ISS,ISS,,2,05X,"2""-EG-020-7184-A135-01-N",MK-02005X-7184-001A,SS,2097,2097-A,M,1/26/2017,,
ISS,ISS,,2,05X,"2""-EG-020-7184-A135-01-N",MK-02005X-7184-001B,SS,2097,2097-B,BR,1/26/2017,,
ISS,ISS,,2,05X,"2""-EG-020-7184-A135-01-N",MK-02005X-7184-001C,SS,2097,2097-C,M,1/26/2017,,
ISS,ISS,,2,05X,"2""-EG-020-7184-A135-01-N",MK-02005X-7184-002A,SS,2098,2098-A,M,1/26/2017,,
ISS,ISS,,2,05X,"2""-EG-020-7184-A135-01-N",MK-02005X-7184-002B,SS,2098,2098-B ,BR,1/26/2017,,
ISS,ISS,,2,05X,"2""-EG-020-7184-A135-01-N",MK-02005X-7184-002C,SS,2098,2098-C,BR,1/26/2017,,
ISS,ISS,,2,05X,"2""-EG-020-7184-A135-01-N",MK-02005X-7184-0B01A,SS,2099,2099-A,BR,1/26/2017,,
ISS,ISS,,2,05X,"2""-EG-020-7184-A135-01-N",MK-02005X-7184-0B01B,SS,2099,2099-B,BR,1/26/2017,,
ISS,ISS,,26,06X,"4""-DW-020-5159-B135-40-H",MK-02006X-5159-001A,SS,2100,2100-A,M,3/6/2017,,
ISS,ISS,,26,06X,"4""-DW-020-5159-B135-40-H",MK-02006X-5159-001B,SS,2100,2100-B,M,3/13/2017,,
ISS,ISS,,26,06X,"3""-EG-020-7313-B135-01-H",MK-02006X-7313-001A,SS,2101,2101-A,M,3/13/2017,,
ISS,ISS,,26,06X,"3""-EG-020-7313-B135-01-H",MK-02006X-7313-001B,SS,2101,2101-B,M,3/13/2017,,
ISS,ISS,,26,06X,"3""-EG-020-7313-B135-01-H",MK-02006X-7313-001C,SS,2101,2101-C,M,3/13/2017,,
ISS,ISS,,26,06X,"3""-EG-020-7313-B135-01-H",MK-02006X-7313-001D,SS,2101,2101-D,M,3/6/2017,,
ISS,ISS,,26,06X,"3""-EG-020-7313-B135-01-H",MK-02006X-7313-001E,SS,2101,2101-E,M,3/13/2017,,
ISS,ISS,,26,06X,"2""-SE-020-8121-A021-06-H",MK-02006X-8121-001A,CS,2102,2102-A,TX,3/16/2017,,
ISS,ISS,,26,06X,"2""-SE-020-8121-A021-06-H",MK-02006X-8121-001B,CS,2102,2102-B,PA,3/16/2017,,
ISS,ISS,,26,06X,"2""-SE-020-8121-A021-06-H",MK-02006X-8121-001C,CS,2102,2102-C,PA,3/20/2017,,
ISS,ISS,,26,06X,"2""-SE-020-8121-A021-06-H",MK-02006X-8121-001D,CS,2102,2102-D,PA,3/16/2017,,
ISS,ISS,,26,06X,"2""-XD-020-8463-A022-14-N",MK-02006X-8463-001A,CS,2103,2103-A,TX,3/16/2017,,
ISS,ISS,,26,06X,"2""-XD-020-8463-A022-14-N",MK-02006X-8463-001B,CS,2103,2103-B,TX,3/16/2017,,
ISS,ISS,,26,06X,"2""-XD-020-8463-A022-14-N",MK-02006X-8463-001C,CS,2103,2103-C,PA,3/16/2017,,
ISS,ISS,,26,06X,"2""-XD-020-8463-A022-14-N",MK-02006X-8463-001D,CS,2103,2103-D,PA,3/16/2017,,
ISS,ISS,,26,06X,"2""-XD-020-8463-A022-14-N",MK-02006X-8463-001E,CS,2103,2103-E,TX,3/16/2017,,
ISS,ISS,,26,06X,"2""-AU-020-8720-A021-29-N",MK-02006X-8720-001A,CS,2104,2104-A,PA,5/12/2017,,
ISS,ISS,,26,06X,"2""-AU-020-8720-A021-29-N",MK-02006X-8720-001B,CS,2104,2104-B,PA,5/12/2017,,
ISS,ISS,,26,06X,"2""-AU-020-8720-A021-29-N",MK-02006X-8720-001C,CS,2104,2104-C,PA,5/12/2017,,
ISS,ISS,,26,06X,"2""-AU-020-8720-A021-29-N",MK-02006X-8720-001D,CS,2104,2104-D,PA,5/12/2017,,
ISS,ISS,,26,06X,"2""-AU-020-8720-A021-29-N",MK-02006X-8720-001E,CS,2104,2104-E,PA,5/12/2017,,
ISS,ISS,,26,06X,"2""-AU-020-8720-A021-29-N",MK-02006X-8720-001F,CS,2104,2104-F,PA,5/12/2017,,
ISS,ISS,,26,06X,"6""-IN-020-9890-A021-29-N",MK-02006X-9890-001A,CS,2105,2105-A,TX,3/9/2017,,
ISS,ISS,,26,06X,"6""-IN-020-9890-A021-29-N",MK-02006X-9890-001B,CS,2105,2105-B,PA,3/3/2017,,
ISS,ISS,,26,06X,"6""-IN-020-9890-A021-29-N",MK-02006X-9890-001C,CS,2105,2105-C,PA,3/3/2017,,
ISS,ISS,,26,06X,"6""-IN-020-9890-A021-29-N",MK-02006X-9890-001D,CS,2105,2105-D,PA,3/9/2017,,
ISS,ISS,,26,06X,"6""-IN-020-9890-A021-29-N",MK-02006X-9890-001E,CS,2105,2105-E,TX,3/9/2017,,
ISS,ISS,,26,06X,"6""-IN-020-9890-A021-29-N",MK-02006X-9890-001F,CS,2105,2105-F,TX,3/9/2017,,
ISS,ISS,,28,09X,"2""-WH-020-4773-A022-50-N",MK-02009X-4773-001A,CS,2106,2106-A,TX,1/5/2017,,
ISS,ISS,,28,09X,"2""-WH-020-4773-A022-50-N",MK-02009X-4773-001B,CS,2106,2106-B,PA,1/4/2017,,
ISS,ISS,,28,09X,"2""-IN-020-6523-A021-29-N",MK-02009X-6523-001A,CS,2107,2107-A,TX,3/16/2017,,
ISS,ISS,,28,09X,"2""-IN-020-6523-A021-29-N",MK-02009X-6523-001B,CS,2107,2107-B,PA,3/16/2017,,
ISS,ISS,,28,09X,"2""-IN-020-6523-A021-29-N",MK-02009X-6523-001C,CS,2107,2107-C,TX,3/16/2017,,
ISS,ISS,,28,09X,"2""-IN-020-6523-A021-29-N",MK-02009X-6523-001D,CS,2107,2107-D,TX,3/16/2017,,
ISS,ISS,,28,09X,"2""-AU-020-6604-A021-29-N",MK-02009X-6604-001A,CS,2108,2108-A,PA,3/22/2017,,
ISS,ISS,,28,09X,"2""-AU-020-6604-A021-29-N",MK-02009X-6604-001B,CS,2108,2108-B,PA,3/22/2017,,
ISS,ISS,,28,09X,"2""-AU-020-6604-A021-29-N",MK-02009X-6604-001C,CS,2108,2108-C,PA,3/22/2017,,
ISS,ISS,,28,09X,"2""-AU-020-6604-A021-29-N",MK-02009X-6604-001D,CS,2108,2108-D,PA,3/22/2017,,
ISS,ISS,,28,09X,"2""-CB-020-8302-A021-06-N",MK-02009X-8302-001A,CS,2109,2109-A,PA,4/7/2017,,
ISS,ISS,,28,09X,"2""-CB-020-8302-A021-06-N",MK-02009X-8302-001B,CS,2109,2109-B,PA,4/7/2017,,
ISS,ISS,,27,10X,"2""-CL-020-4630-A021-06-H",MK-02010X-4630-001A,CS,2110,2110-A,TX,3/17/2017,,
ISS,ISS,,27,10X,"2""-CL-020-4630-A021-06-H",MK-02010X-4630-001B,CS,2110,2110-B,PA,3/16/2017,,
ISS,ISS,,27,10X,"2""-CL-020-4630-A021-06-H",MK-02010X-4630-001C,CS,2110,2110-C,TX,3/16/2017,,
ISS,ISS,,27,10X,"2""-SE-020-8121-A021-06-H",MK-02010X-8121-001A,CS,2111,2111-A,TX,3/17/2017,,
ISS,ISS,,27,10X,"2""-SE-020-8121-A021-06-H",MK-02010X-8121-001B,CS,2111,2111-B,PA,3/16/2017,,
ISS,ISS,,27,10X,"2""-SE-020-8121-A021-06-H",MK-02010X-8121-001C,CS,2111,2111-C,TX,3/17/2017,,
ISS,ISS,,27,10X,"2""-AU-020-8720-A021-29-N",MK-02010X-8720-001A,CS,2112,2112-A,PA,5/12/2017,,
ISS,ISS,,27,10X,"2""-AU-020-8720-A021-29-N",MK-02010X-8720-001B,CS,2112,2112-B,PA,5/12/2017,,
ISS,ISS,,27,10X,"2""-AU-020-8720-A021-29-N",MK-02010X-8720-001C,CS,2112,2112-C,PA,5/12/2017,,
ISS,ISS,,10,31X,"1""-FG-081-9900-A021-01-N",MK-08131X-9900-003A,CS,2113,2113-A,TX,1/26/2017,,
ISS,ISS,,10,31X,"1""-FG-081-9900-A021-01-N",MK-08131X-9900-003B,CS,2113,2113-B,TX,1/26/2017,,
ISS,ISS,,10,31X,"1""-FG-081-9900-A021-01-N",MK-08131X-9900-003C,CS,2113,2113-C,TX,1/26/2017,,
ISS,ISS,,10,31X,"1""-FG-081-9900-A021-01-N",MK-08131X-9900-003D,CS,2113,2113-D,TX,1/26/2017,,
ISS,ISS,,10,31X,"1""-FG-081-9900-A021-01-N",MK-08131X-9900-003E,CS,2113,2113-E,TX,1/26/2017,,
ISS,ISS,,10,31X,"1""-FG-081-9900-A021-01-N",MK-08131X-9900-003F,CS,2113,2113-F,PA,1/26/2017,,
ISS,ISS,,27,10X,"2""-WR-020-8744-A022-50-H",MK-02010X-8744-001A,CS,2114,2114-A,PA,3/3/2017,,
ISS,ISS,,27,10X,"2""-WR-020-8744-A022-50-H",MK-02010X-8744-001B,CS,2114,2114-B,PA,3/16/2017,,
ISS,ISS,,27,10X,"2""-WR-020-8744-A022-50-H",MK-02010X-8744-001C,CS,2114,2114-C,PA,3/16/2017,,
ISS,ISS,,27,10X,"2""-WR-020-8744-A022-50-H",MK-02010X-8744-001D,CS,2114,2114-D,TX,3/27/2017,,
