,,,,,,Piping Line List,,,,,,,
,,,,,,: Total Drawing,,,,,,,
,,,,,,: Total Spools,,,,,,,
,,,,,Client Name: SASOL,: Hold,,,,,,,
,,,,,Job No: 6112,: Issued,,,,,,,
,,,,,Project Title:  EO-EG / A.G.,: Spools not Issued for fab.,,,,,,,
,,,,,,: Average Spools Per Drawing,,,,,,,
,,,,,,: Percent Complete,,,,,,,
0,0,,,,,,,,,,,,
In Detailing,In Checking,Priority Group,Priority #,Area,Line No.,Spool ID,Material,ISO,SPOOL,Shop,Status,HOLD,0
ISS,ISS,,31,30X,"4""-EO-020-4882-B135-41-F",MK-02030X-4882-004C,SS,3519,3519-C,M,2/22/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8003-A135-41-F",MK-02030X-8003-001A,SS,3520,3520-A,M,2/28/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8003-A135-41-F",MK-02030X-8003-001AA,SS,3520,3520-AA,M,2/28/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8003-A135-41-F",MK-02030X-8003-001B,SS,3520,3520-B,M,2/28/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8003-A135-41-F",MK-02030X-8003-001BA,SS,3520,3520-BA,M,2/28/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8003-A135-41-F",MK-02030X-8003-002A,SS,3521,3521-A,M,2/22/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8003-A135-41-F",MK-02030X-8003-002B,SS,3521,3521-B,M,2/22/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8003-A135-41-F",MK-02030X-8003-002BA,SS,3521,3521-BA,M,2/22/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8003-A135-41-F",MK-02030X-8003-002C,SS,3521,3521-C,BR,2/22/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8003-A135-41-F",MK-02030X-8003-002CA,SS,3521,3521-CA,BR,2/22/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8003-A135-41-F",MK-02030X-8003-003A,SS,3522,3522-A,M,2/22/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8003-A135-41-F",MK-02030X-8003-003AA,SS,3522,3522-AA,M,2/22/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8003-A135-41-F",MK-02030X-8003-003B,SS,3522,3522-B,M,2/22/2017,,
ISS,ISS,,31,30X,"4""-GH-020-8008-B021-01-R",MK-02030X-8008-001A,CS,3523,3523-A,TX,3/27/2017,,
ISS,ISS,,31,30X,"4""-GH-020-8008-B021-01-R",MK-02030X-8008-001AA,CS,3523,3523-AA,TX,6/2/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-001A,SS,3524,3524-A,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-001AR,SS,3524,3524-AR,M,7/20/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-001AA,SS,3524,3524-AA,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-002A,SS,3525,3525-A,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-002B,SS,3525,3525-B,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-002BA,SS,3525,3525-BA,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-003A,SS,3526,3526-A,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-003AA,SS,3526,3526-AA,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-004A,SS,3527,3527-A,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-004B,SS,3527,3527-B,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-005A,SS,3528,3528-A,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-005AA,SS,3528,3528-AA,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-005B,SS,3528,3528-B,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-005C,SS,3528,3528-C,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-006A,SS,3529,3529-A,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-006AA,SS,3529,3529-AA,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-007A,SS,3530,3530-A,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-0B01A,SS,3531,3531-A,M,2/22/2017,,
ISS,ISS,,31,30X,"6""-EO-020-8024-B135-41-F",MK-02030X-8024-0B01AA,SS,3531,3531-AA,M,2/22/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8027-B135-41-F",MK-02030X-8027-002A,SS,3532,3532-A,M,5/11/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8027-B135-41-F",MK-02030X-8027-002B,SS,3532,3532-B,M,5/11/2017,,
ISS,ISS,,31,30X,"4""-EO-020-8027-B135-41-F",MK-02030X-8027-002C,SS,3532,3532-C,M,5/11/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-N",MK-02030X-8036-001A,CS,3533,3533-A,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-N",MK-02030X-8036-001B,CS,3533,3533-B,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-N",MK-02030X-8036-001C,CS,3533,3533-C,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-N",MK-02030X-8036-002A,CS,3534,3534-A,PA,4/12/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-N",MK-02030X-8036-002B,CS,3534,3534-B,TX,4/19/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-N",MK-02030X-8036-003A,CS,3535,3535-A,PA,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-N",MK-02030X-8036-003B,CS,3535,3535-B,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-P",MK-02030X-8036-004A,CS,3536,3536-A,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-P",MK-02030X-8036-004B,CS,3536,3536-B,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-P",MK-02030X-8036-004C,CS,3536,3536-C,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-P",MK-02030X-8036-004D,CS,3536,3536-D,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-N",MK-02030X-8036-005A,CS,3537,3537-A,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-N",MK-02030X-8036-005B,CS,3537,3537-B,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-N",MK-02030X-8036-005C,CS,3537,3537-C,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-N",MK-02030X-8036-005D,CS,3537,3537-D,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-P",MK-02030X-8036-006A,CS,3538,3538-A,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-P",MK-02030X-8036-006B,CS,3538,3538-B,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-P",MK-02030X-8036-006C,CS,3538,3538-C,TX,2/22/2017,,
ISS,ISS,,31,30X,"3""-FG-020-8036-A021-01-P",MK-02030X-8036-006D,CS,3538,3538-D,TX,2/22/2017,,
ISS,ISS,,31,30X,"2""-WT-020-8091-A135-51-H",MK-02030X-8091-002A,SS,3539,3539-A,BR,2/22/2017,,
ISS,ISS,,31,30X,"3""-SL-020-8092-A021-06-H",MK-02030X-8092-001A,CS,3540,3540-A,PA,2/22/2017,,
ISS,ISS,,31,30X,"3""-SL-020-8092-A021-06-H",MK-02030X-8092-001B,CS,3540,3540-B,TX,2/22/2017,,
ISS,ISS,,11,11X,"3""-WT-020-8219-A135-51-H",MK-02011X-8219-001A,SS,3541,3541-A,M,3/30/2017,,
ISS,ISS,,11,11X,"3""-WT-020-8219-A135-51-H",MK-02011X-8219-001B,SS,3541,3541-B,M,4/5/2017,,
ISS,ISS,,11,11X,"3""-WT-020-8219-A135-51-H",MK-02011X-8219-002A,SS,3542,3542-A,M,3/15/2017,,
ISS,ISS,,11,11X,"3""-WT-020-8219-A135-51-H",MK-02011X-8219-002B,SS,3542,3542-B,M,3/20/2017,,
ISS,ISS,,11,11X,"3""-WT-020-8219-A135-51-H",MK-02011X-8219-003A,SS,3543,3543-A,M,4/17/2017,,
ISS,ISS,,11,11X,"3""-WT-020-8219-A135-51-H",MK-02011X-8219-003B,SS,3543,3543-B,M,4/17/2017,,
ISS,ISS,,11,11X,"8""-WH-020-8233-A022-50-N",MK-02011X-8233-001A,CS,3544,3544-A,PA,3/10/2017,,
ISS,ISS,,11,11X,"8""-WH-020-8233-A022-50-N",MK-02011X-8233-001B,CS,3544,3544-B,PA,3/16/2017,,
ISS,ISS,,11,11X,"8""-WH-020-8233-A022-50-N",MK-02011X-8233-001C,CS,3544,3544-C,TX,3/16/2017,,
ISS,ISS,,11,11X,"16""-CB-020-8237-A021-06-N",MK-02011X-8237-001A,CS,3545,3545-A,TX,4/12/2017,,
ISS,ISS,,11,11X,"6""-CL-020-8248-A021-06-H",MK-02011X-8248-003A,CS,3546,3546-A,TX,5/8/2017,,
ISS,ISS,,11,11X,"6""-SL-020-8251-A021-06-H",MK-02011X-8251-001A,CS,3547,3547-A,PA,3/10/2017,,
ISS,ISS,,11,11X,"6""-CL-020-8266-A021-06-N",MK-02011X-8266-001A,CS,3548,3548-A,PA,3/10/2017,,
ISS,ISS,,11,11X,"6""-CL-020-8266-A021-06-N",MK-02011X-8266-001B,CS,3548,3548-B,TX,3/16/2017,,
ISS,ISS,,11,11X,"6""-CL-020-8266-A021-06-N",MK-02011X-8266-001C,CS,3548,3548-C,TX,3/16/2017,,
ISS,ISS,,11,11X,"6""-CL-020-8266-A021-06-N",MK-02011X-8266-002A,CS,3549,3549-A,TX,4/10/2017,,
ISS,ISS,,11,11X,"6""-CL-020-8266-A021-06-N",MK-02011X-8266-002B,CS,3549,3549-B,TX,4/10/2017,,
ISS,ISS,,11,11X,"4""-CL-020-8269-A021-06-P",MK-02011X-8269-001A,CS,3550,3550-A,PA,3/10/2017,,
ISS,ISS,,11,11X,"3""-WT-020-8278-A135-51-H",MK-02011X-8278-001A,SS,3551,3551-A,BR,3/22/2017,,
ISS,ISS,,11,11X,"3""-WT-020-8278-A135-51-H",MK-02011X-8278-001B,SS,3551,3551-B,M,3/2/2017,,
ISS,ISS,,11,11X,"3""-CL-020-8284-A021-06-H",MK-02011X-8284-001A,CS,3552,3552-A,PA,4/10/2017,,
ISS,ISS,,11,11X,"3""-CL-020-8284-A021-06-H",MK-02011X-8284-001B,CS,3552,3552-B,TX,4/10/2017,,
ISS,ISS,,11,11X,"3""-SE-020-8291-A021-06-P",MK-02011X-8291-003A,CS,3553,3553-A,TX,4/17/2017,,
ISS,ISS,,11,11X,"3""-FG-020-8501-B021-01-N",MK-02011X-8501-001A,CS,3554,3554-A,PA,4/19/2017,,
ISS,ISS,,11,11X,"3""-FG-020-8501-B021-01-N",MK-02011X-8501-001B,CS,3554,3554-B,PA,4/19/2017,,
ISS,ISS,,11,11X,"6""-BD-020-8522-A021-01-N",MK-02011X-8522-001A,CS,3555,3555-A,TX,4/20/2017,,
ISS,ISS,,11,11X,"6""-BD-020-8522-A021-01-N",MK-02011X-8522-001B,CS,3555,3555-B,PA,4/17/2017,,
ISS,ISS,,11,11X,"6""-BD-020-8522-A021-01-N",MK-02011X-8522-001C,CS,3555,3555-C,TX,4/17/2017,,
ISS,ISS,,11,11X,"8""-WC-020-8809-A022-50-N",MK-02011X-8809-001A,CS,3556,3556-A,PA,3/10/2017,,
ISS,ISS,,11,11X,"8""-WC-020-8809-A022-50-N",MK-02011X-8809-001B,CS,3556,3556-B,PA,3/16/2017,,
ISS,ISS,,11,11X,"8""-WC-020-8809-A022-50-N",MK-02011X-8809-001C,CS,3556,3556-C,TX,3/16/2017,,
ISS,ISS,,11,11X,"12""-WC-020-8815-A022-50-N",MK-02011X-8815-001A,CS,3557,3557-A,TX,3/16/2017,,
ISS,ISS,,11,11X,"12""-WC-020-8815-A022-50-N",MK-02011X-8815-001B,CS,3557,3557-B,PA,3/10/2017,,
ISS,ISS,,11,11X,"12""-WC-020-8815-A022-50-N",MK-02011X-8815-001C,CS,3557,3557-C,TX,3/16/2017,,
ISS,ISS,,12,12X,"24""-SH-020-1134-D021-06-H",MK-02012X-1134-002A,CS,3558,3558-A,TX,4/17/2017,,
ISS,ISS,,12,12X,"24""-SH-020-1134-D021-06-H",MK-02012X-1134-002B,CS,3558,3558-B,PA,4/17/2017,,
ISS,ISS,,12,12X,"24""-SH-020-1134-D021-06-H",MK-02012X-1134-002C,CS,3558,3558-C,TX,3/8/2017,,
ISS,ISS,,12,12X,"24""-SH-020-1134-D021-06-H",MK-02012X-1134-002D,CS,3558,3558-D,TX,3/8/2017,,
ISS,ISS,,12,12X,"10""-SE-020-8169-A021-06-H",MK-02012X-8169-004A,CS,3559,3559-A,TX,4/12/2017,,
ISS,ISS,,12,12X,"8""-SL-020-8179-A021-06-H",MK-02012X-8179-002A,CS,3560,3560-A,PA,4/3/2017,,
ISS,ISS,,12,12X,"8""-SL-020-8179-A021-06-H",MK-02012X-8179-002B,CS,3560,3560-B,PA,4/3/2017,,
ISS,ISS,,12,12X,"8""-SL-020-8179-A021-06-H",MK-02012X-8179-002C,CS,3560,3560-C,PA,4/3/2017,,
ISS,ISS,,12,12X,"8""-SL-020-8179-A021-06-H",MK-02012X-8179-002D,CS,3560,3560-D,PA,4/3/2017,,
ISS,ISS,,12,12X,"4""-IN-020-8645-A021-29-N",MK-02012X-8645-001A,CS,3561,3561-A,TX,5/4/2017,,
ISS,ISS,,12,12X,"4""-IN-020-8645-A021-29-N",MK-02012X-8645-001B,CS,3561,3561-B,TX,5/17/2017,,
ISS,ISS,,12,12X,"4""-IN-020-8645-A021-29-N",MK-02012X-8645-001C,CS,3561,3561-C,TX,5/17/2017,,
ISS,ISS,,13,13X,"3""-WB-020-1166-B021-06-H",MK-02013X-1166-004A,CS,3562,3562-A,TX,3/2/2017,,
ISS,ISS,,13,13X,"4""-VT-020-1310-D021-06-E",MK-02013X-1310-001A,CS,3563,3563-A,TX,4/3/2017,,
ISS,ISS,,13,13X,"4""-VT-020-1310-D021-06-E",MK-02013X-1310-002A,CS,3564,3564-A,TX,4/6/2017,,
ISS,ISS,,13,13X,"4""-VT-020-1310-D021-06-E",MK-02013X-1310-003A,CS,3565,3565-A,TX,4/18/2017,,
ISS,ISS,,13,13X,"4""-VT-020-1310-D021-06-E",MK-02013X-1310-005A,CS,3566,3566-A,TX,4/4/2017,,
ISS,ISS,,13,13X,"4""-VT-020-1310-D021-06-E",MK-02013X-1310-006A,CS,3567,3567-A,TX,4/5/2017,,
ISS,ISS,,13,13X,"4""-VT-020-1310-D021-06-E",MK-02013X-1310-007A,CS,3568,3568-A,TX,4/18/2017,,
ISS,ISS,,13,13X,"3""-VT-020-1310-D021-06-E",MK-02013X-1310-009A,CS,3569,3569-A,TX,4/18/2017,,
ISS,ISS,,13,13X,"3""-VT-020-1310-D021-06-E",MK-02013X-1310-009B,CS,3569,3569-B,TX,4/12/2017,,
ISS,ISS,,13,13X,"3""-VT-020-1310-D021-06-E",MK-02013X-1310-009C,CS,3569,3569-C,TX,4/18/2017,,
ISS,ISS,,13,13X,"2""-VT-020-1310-D021-06-H",MK-02013X-1310-010A,CS,3570,3570-A,TX,4/3/2017,,
ISS,ISS,,13,13X,"4""-VT-020-1591-B021-06-H",MK-02013X-1591-001A,CS,3571,3571-A,TX,4/18/2017,,
ISS,ISS,,13,13X,"4""-VT-020-1591-B021-06-H",MK-02013X-1591-002A,CS,3572,3572-A,TX,4/5/2017,,
ISS,ISS,,13,13X,"4""-VT-020-1591-B021-06-H",MK-02013X-1591-003A,CS,3573,3573-A,TX,4/18/2017,,
ISS,ISS,,13,13X,"3""-VT-020-1591-B021-06-E",MK-02013X-1591-005A,CS,3574,3574-A,TX,4/3/2017,,
ISS,ISS,,13,13X,"3""-VT-020-1591-B021-06-E",MK-02013X-1591-005B,CS,3574,3574-B,TX,4/3/2017,,
ISS,ISS,,13,13X,"3""-VT-020-1591-B021-06-E",MK-02013X-1591-005C,CS,3574,3574-C,TX,4/3/2017,,
ISS,ISS,,13,13X,"2""-VT-020-1591-B021-06-H",MK-02013X-1591-006A,CS,3575,3575-A,TX,2/28/2017,,
ISS,ISS,,13,13X,"2""-VT-020-1591-B021-06-H",MK-02013X-1591-007A,CS,3576,3576-A,TX,2/28/2017,,
ISS,ISS,,13,13X,"10""-SH-020-8155-D021-06-H",MK-02013X-8155-001A,CS,3577,3577-A,TX,2/28/2017,,
ISS,ISS,,13,13X,"10""-SH-020-8155-D021-06-H",MK-02013X-8155-001B,CS,3577,3577-B,TX,3/22/2017,,
ISS,ISS,,13,13X,"10""-SH-020-8155-D021-06-H",MK-02013X-8155-001C,CS,3577,3577-C,PA,3/22/2017,,
ISS,ISS,,13,13X,"10""-SH-020-8155-D021-06-H",MK-02013X-8155-001D,CS,3577,3577-D,PA,3/22/2017,,
ISS,ISS,,3,15X,"3""-DP-020-1060-A021-01-N",MK-02015X-1060-001A,CS,3578,3578-A,TX,2/22/2017,,
ISS,ISS,,3,15X,"3""-DP-020-1061-A021-01-N",MK-02015X-1061-001A,CS,3579,3579-A,BR,2/22/2017,,
ISS,ISS,,3,15X,"20""-XK-020-1067-B135-40-H",MK-02015X-1067-003A,SS,3580,3580-A,M,2/22/2017,,
ISS,ISS,,3,15X,"2""-XK-020-1116-A021-01-P",MK-02015X-1116-001A,CS,3581,3581-A,PA,2/22/2017,,
ISS,ISS,,3,15X,"2""-XK-020-1116-A021-01-P",MK-02015X-1116-001B,CS,3581,3581-B,PA,2/22/2017,,
ISS,ISS,,3,15X,"2""-XK-020-1117-A021-01-P",MK-02015X-1117-001A,CS,3582,3582-A,TX,2/22/2017,,
ISS,ISS,,3,15X,"2""-XK-020-1117-A021-01-P",MK-02015X-1117-001B,CS,3582,3582-B,PA,2/22/2017,,
ISS,ISS,,3,15X,"2""-XK-020-1119-A021-01-P",MK-02015X-1119-001A,CS,3583,3583-A,PA,2/22/2017,,
ISS,ISS,,3,15X,"2""-HL-020-1206-B135-40-N",MK-02015X-1206-001A,SS,3584,3584-A,M,2/22/2017,,
ISS,ISS,,3,15X,"2""-XK-020-1325-A021-01-P",MK-02015X-1325-001A,CS,3585,3585-A,PA,2/22/2017,,
ISS,ISS,,3,15X,"2""-XK-020-1326-A021-01-P",MK-02015X-1326-001A,CS,3586,3586-A,PA,2/22/2017,,
ISS,ISS,,3,15X,"2""-XK-020-1327-A021-01-P",MK-02015X-1327-001A,CS,3587,3587-A,PA,2/22/2017,,
ISS,ISS,,3,15X,"1""-VT-020-1559-D135-01-E",MK-02015X-1559-001A,SS,3588,3588-A,BR,2/22/2017,,
ISS,ISS,,3,15X,"2""-WX-020-2081-B135-40-E",MK-02015X-2081-001A,SS,3589,3589-A,BR,2/22/2017,,
ISS,ISS,,3,15X,"2""-WX-020-2081-B135-40-E",MK-02015X-2081-001B,SS,3589,3589-B,M,2/22/2017,,
ISS,ISS,,3,15X,"2""-WX-020-2081-B135-40-E",MK-02015X-2081-001C,SS,3589,3589-C,M,2/22/2017,,
ISS,ISS,,3,15X,"2""-WX-020-2081-B135-40-E",MK-02015X-2081-001D,SS,3589,3589-D,M,2/22/2017,,
ISS,ISS,,3,15X,"2""-WX-020-2081-B135-40-E",MK-02015X-2081-001E,SS,3589,3589-E,M,2/22/2017,,
ISS,ISS,,3,15X,"2""-WX-020-2081-B135-40-E",MK-02015X-2081-001F,SS,3589,3589-F,M,2/22/2017,,
ISS,ISS,,3,15X,"2""-WX-020-2081-B135-40-E",MK-02015X-2081-002A,SS,3590,3590-A,BR,2/27/2017,,
ISS,ISS,,3,15X,"2""-WX-020-2081-B135-40-E",MK-02015X-2081-002B,SS,3590,3590-B,M,2/27/2017,,
ISS,ISS,,9,16X,"54""-HL-020-1059-B135-40-B",MK-02016X-1059-001A,SS,3591,3591-A,M,4/3/2017,,
ISS,ISS,,9,16X,"54""-HL-020-1059-B135-40-B",MK-02016X-1059-001B,SS,3591,3591-B,M,4/3/2017,,
ISS,ISS,,9,16X,"32""-HL-020-1059-B135-40-B",MK-02016X-1059-002A,SS,3592,3592-A,M,5/10/2017,,
ISS,ISS,,9,16X,"32""-HL-020-1059-B135-40-B",MK-02016X-1059-002B,SS,3592,3592-B,M,5/10/2017,,
ISS,ISS,,9,16X,"2""-HO-020-1504-A135-01-N",MK-02016X-1504-001A,SS,3593,3593-A,BR,4/5/2017,,
ISS,ISS,,9,16X,"1""-IN-020-1605-A135-01-N",MK-02016X-1605-001A,SS,3594,3594-A,M,4/10/2017,,
ISS,ISS,,11,11X,"1""-BD-020-1181-A135-04-N",MK-02011X-1181-001A,SS,3595,3595-A,M,2/28/2017,,
ISS,ISS,,11,11X,"1""-BD-020-1182-A135-04-N",MK-02011X-1182-001A,SS,3596,3596-A,M,2/28/2017,,
ISS,ISS,,11,11X,"1""-OX-020-1185-B200-21-N",MK-02011X-1185-001A,SS,3597,3597-A,PA,5/23/2017,,
ISS,ISS,,11,11X,"1""-OX-020-1185-B200-21-N",MK-02011X-1185-001B,SS,3597,3597-B,M,5/23/2017,,
ISS,ISS,,11,11X,"1""-VT-020-1291-D135-01-N",MK-02011X-1291-001A,SS,3598,3598-A,M,3/22/2017,,
ISS,ISS,,11,11X,"1""-VT-020-1291-D135-01-N",MK-02011X-1291-001B,SS,3598,3598-B,M,2/28/2017,,
ISS,ISS,,11,11X,"0.75""-VT-020-1291-D135-01-N",MK-02011X-1291-003A,SS,3599,3599-A,M,4/10/2017,,
ISS,ISS,,11,11X,"1.5""-HL-020-1316-D135-01-N",MK-02011X-1316-001A,SS,3600,3600-A,M,4/10/2017,,
ISS,ISS,,11,11X,"1.5""-HL-020-1316-D135-01-N",MK-02011X-1316-001B,SS,3600,3600-B,M,2/28/2017,,
ISS,ISS,,11,11X,"1.5""-HL-020-1317-D135-01-N",MK-02011X-1317-001A,SS,3601,3601-A,M,2/28/2017,,
ISS,ISS,,11,11X,"1.5""-HL-020-1317-D135-01-N",MK-02011X-1317-001B,SS,3601,3601-B,M,4/10/2017,,
ISS,ISS,,11,11X,"4""-OX-020-1320-B200-21-N",MK-02011X-1320-001A,SS,3602,3602-A,M,5/23/2017,,
ISS,ISS,,11,11X,"4""-OX-020-1320-B200-21-N",MK-02011X-1320-001B,SS,3602,3602-B,M,5/23/2017,,
ISS,ISS,,11,11X,"4""-OX-020-1322-B200-21-N",MK-02011X-1322-001A,SS,3603,3603-A,M,5/23/2017,,
ISS,ISS,,11,11X,"4""-OX-020-1322-B200-21-N",MK-02011X-1322-001B,SS,3603,3603-B,M,5/23/2017,,
ISS,ISS,,11,11X,"1""-VT-020-1402-D135-01-N",MK-02011X-1402-001A,SS,3604,3604-A,M,2/28/2017,,
ISS,ISS,,11,11X,"1""-VT-020-1402-D135-01-N",MK-02011X-1402-001B,SS,3604,3604-B,BR,5/1/2017,,
ISS,ISS,,11,11X,"0.75""-VT-020-1402-D135-01-N",MK-02011X-1402-003A,SS,3605,3605-A,M,4/10/2017,,
ISS,ISS,,11,11X,"2""-DO-020-4569-A021-01-N",MK-02011X-4569-001A,CS,3606,3606-A,TX,2/28/2017,,
ISS,ISS,,11,11X,"2""-DO-020-4569-A021-01-N",MK-02011X-4569-001B,CS,3606,3606-B,TX,3/13/2017,,
ISS,ISS,,11,11X,"2""-DO-020-4570-A021-01-N",MK-02011X-4570-001A,CS,3607,3607-A,TX,2/28/2017,,
ISS,ISS,,11,11X,"2""-DO-020-4570-A021-01-N",MK-02011X-4570-001B,CS,3607,3607-B,TX,3/13/2017,,
ISS,ISS,,11,11X,"1""-CL-020-4793-A021-06-E",MK-02011X-4793-001A,CS,3608,3608-A,PA,3/10/2017,,
ISS,ISS,,11,11X,"0.75""-CL-020-8283-A021-06-P",MK-02011X-8283-001A,CS,3609,3609-A,PA,3/10/2017,,
ISS,ISS,,11,11X,"0.75""-CL-020-8292-A021-06-P",MK-02011X-8292-001A,CS,3610,3610-A,PA,3/10/2017,,
ISS,ISS,,11,11X,"6""-MO-020-8515-A021-01-N",MK-02011X-8515-005A,CS,3611,3611-A,TX,4/10/2017,,
ISS,ISS,,11,11X,"6""-MO-020-8515-A021-01-N",MK-02011X-8515-005B,CS,3611,3611-B,PA,4/10/2017,,
ISS,ISS,,12,12X,"10""-HL-020-1015-B135-40-N",MK-02012X-1015-001A,SS,3612,3612-A,M,2/28/2017,,
ISS,ISS,,12,12X,"10""-HL-020-1015-B135-40-N",MK-02012X-1015-001B,SS,3612,3612-B,M,3/22/2017,,
ISS,ISS,,12,12X,"10""-HL-020-1015-B135-40-N",MK-02012X-1015-001C,SS,3612,3612-C,M,3/15/2017,,
ISS,ISS,,12,12X,"10""-HL-020-1015-B135-40-N",MK-02012X-1015-001D,SS,3612,3612-D,M,3/22/2017,,
ISS,ISS,,12,12X,"1""-SM-020-1668-B021-06-H",MK-02012X-1668-001A,CS,3613,3613-A,TX,4/17/2017,,
ISS,ISS,,12,12X,"1""-SM-020-1668-B021-06-H",MK-02012X-1668-001B,CS,3613,3613-B,PA,4/6/2017,,
ISS,ISS,,12,12X,"1""-SM-020-1668-B021-06-H",MK-02012X-1668-001C,CS,3613,3613-C,TX,4/17/2017,,
ISS,ISS,,12,12X,"1""-CM-020-1669-B021-06-H",MK-02012X-1669-001A,CS,3614,3614-A,TX,4/10/2017,,
ISS,ISS,,12,12X,"1""-CM-020-1669-B021-06-H",MK-02012X-1669-001B,CS,3614,3614-B,PA,4/8/2017,,
ISS,ISS,,12,12X,"2""-CM-020-2636-A021-06-H",MK-02012X-2636-001A,CS,3615,3615-A,PA,3/10/2017,,
ISS,ISS,,12,12X,"2""-CM-020-2636-A021-06-H",MK-02012X-2636-001B,CS,3615,3615-B,PA,3/16/2017,,
ISS,ISS,,12,12X,"2""-CM-020-2636-A021-06-H",MK-02012X-2636-001C,CS,3615,3615-C,PA,3/16/2017,,
ISS,ISS,,12,12X,"1""-SH-020-3864-D021-06-H",MK-02012X-3864-001A,CS,3616,3616-A,PA,4/8/2017,,
ISS,ISS,,12,12X,"1""-SH-020-3864-D021-06-H",MK-02012X-3864-001B,CS,3616,3616-B,TX,4/17/2017,,
ISS,ISS,,12,12X,"1""-CM-020-3865-D021-06-H",MK-02012X-3865-001A,CS,3617,3617-A,PA,4/8/2017,,
ISS,ISS,,12,12X,"6""-SM-020-8156-B021-06-H",MK-02012X-8156-001A,CS,3618,3618-A,PA,4/10/2017,,
ISS,ISS,,12,12X,"6""-SM-020-8156-B021-06-H",MK-02012X-8156-001B,CS,3618,3618-B,PA,4/10/2017,,
