SIZE,WELD TYPE,MAT'L,SCH.,MOD MAN HOUR CODE,HOURS
14,DRN45,CS,120,14DRN45CS120,47.448
14,DRN45,CS,140,14DRN45CS140,57.264
14,DRN45,CS,160,14DRN45CS160,69.304
14,DRN45,CS,STD,14DRN45CSSTD,17.632
14,DRN45,CS,XS,14DRN45CSXS,19.52
14,DRN45,CS,XXS,14DRN45CSXXS,69.304
14,DRN45,P9,20,14DRN45P920,44.08
14,DRN45,P9,30,14DRN45P930,44.08
14,DRN45,P9,40,14DRN45P940,47.5
14,DRN45,P9,60,14DRN45P960,60.2
14,DRN45,P9,80,14DRN45P980,74.64
14,DRN45,P9,100,14DRN45P9100,16.76
14,DRN45,P9,120,14DRN45P9120,118.62
14,DRN45,P9,140,14DRN45P9140,143.16
14,DRN45,P9,160,14DRN45P9160,173.26
14,DRN45,P9,STD,14DRN45P9STD,44.08
14,DRN45,P9,XS,14DRN45P9XS,48.8
14,DRN45,P9,XXS,14DRN45P9XXS,173.26
14,DRN45,SS,10S,14DRN45SS10S,30.856
14,DRN45,SS,20S,14DRN45SS20S,30.856
14,DRN45,SS,40S,14DRN45SS40S,30.856
14,DRN45,SS,5S,14DRN45SS5S,30.856
14,DRN45,SS,80S,14DRN45SS80S,34.16
14,DRN45,SS,20,14DRN45SS20,33.25
14,DRN45,SS,40,14DRN45SS40,33.25
14,DRN45,SS,80,14DRN45SS80,52.248
14,DRN90,321,80,14DRN9032180,0.005
14,DRN90,A333,60,14DRN90A33360,0.005
14,DRN90,CS,20,14DRN90CS20,13.152
14,DRN90,CS,30,14DRN90CS30,13.152
14,DRN90,CS,40,14DRN90CS40,14.216
14,DRN90,CS,60,14DRN90CS60,18.112
14,DRN90,CS,80,14DRN90CS80,22.448
14,DRN90,CS,100,14DRN90CS100,29
14,DRN90,CS,120,14DRN90CS120,35.592
14,DRN90,CS,140,14DRN90CS140,42.968
14,DRN90,CS,160,14DRN90CS160,51.96
14,DRN90,CS,STD,14DRN90CSSTD,13.152
14,DRN90,CS,XS,14DRN90CSXS,14.664
14,DRN90,CS,XXS,14DRN90CSXXS,51.96
14,DRN90,SS,10S,14DRN90SS10S,0.005
14,DRN90,SS,20S,14DRN90SS20S,23.016
14,DRN90,SS,40S,14DRN90SS40S,23.016
14,DRN90,SS,5S,14DRN90SS5S,23.016
14,DRN90,SS,20,14DRN90SS20,24.892
14,DRN90,SS,40,14DRN90SS40,24.892
14,FD,321,,14FD321,5.5
14,FD,347,,14FD347,5.5
14,FD,904L,,14FD904L,5.5
14,FD,A20,,14FDA20,5.5
14,FD,A333,,14FDA333,2.2
14,FD,AL,,14FDAL,6.6
14,FD,CS,,14FDCS,2.2
14,FD,DUPLEX,,14FDDUPLEX,5.5
14,FD,HAST,,14FDHAST,6.6
14,FD,INCONEL,,14FDINCONEL,5.5
14,FD,MONEL,,14FDMONEL,5.5
14,FD,NICKEL,,14FDNICKEL,6.6
14,FD,P11,,14FDP11,4.4
14,FD,P22,,14FDP22,4.4
14,FD,P5,,14FDP5,4.4
14,FD,P9,,14FDP9,5.5
14,FD,SS,,14FDSS,3.85
14,FD,TI,,14FDTI,6.6
14,FL,CS,5S3C4S2-14,14FLCS5S3C4S2-14,4
14,MW,321,20,14MW32120,19.88
14,MW,321,30,14MW32130,19.88
14,MW,321,40,14MW32140,23.72
14,MW,321,60,14MW32160,32.04
14,MW,321,80,14MW32180,42.32
14,MW,321,100,14MW321100,57.08
14,MW,321,120,14MW321120,73.68
14,MW,321,140,14MW321140,91.04
14,MW,321,160,14MW321160,106.4
14,MW,321,10S,14MW32110S,19.88
14,MW,321,40S,14MW32140S,19.88
14,MW,321,80S,14MW32180S,25.04
14,MW,321,XXS,14MW321XXS,106.4
14,MW,347,20,14MW34720,19.88
14,MW,347,30,14MW34730,19.88
14,MW,347,40,14MW34740,23.72
14,MW,347,60,14MW34760,32.04
14,MW,347,80,14MW34780,42.32
14,MW,347,100,14MW347100,57.08
14,MW,347,120,14MW347120,73.68
14,MW,347,140,14MW347140,91.04
14,MW,347,160,14MW347160,106.4
14,MW,347,40S,14MW34740S,19.88
14,MW,347,80S,14MW34780S,25.04
14,MW,347,XXS,14MW347XXS,106.4
14,MW,904L,20,14MW904L20,19.88
14,MW,904L,30,14MW904L30,19.88
14,MW,904L,40,14MW904L40,23.72
14,MW,904L,60,14MW904L60,32.04
14,MW,904L,80,14MW904L80,42.32
14,MW,904L,100,14MW904L100,57.08
14,MW,904L,120,14MW904L120,73.68
14,MW,904L,140,14MW904L140,91.04
14,MW,904L,160,14MW904L160,106.4
14,MW,904L,40S,14MW904L40S,19.88
14,MW,904L,80S,14MW904L80S,25.04
14,MW,904L,XXS,14MW904LXXS,106.4
14,MW,A20,10S,14MWA2010S,19.88
14,MW,A20,20,14MWA2020,19.88
14,MW,A20,30,14MWA2030,19.88
14,MW,A20,40,14MWA2040,23.72
14,MW,A20,60,14MWA2060,32.04
14,MW,A20,80,14MWA2080,42.32
14,MW,A20,100,14MWA20100,57.08
14,MW,A20,120,14MWA20120,73.68
14,MW,A20,140,14MWA20140,91.04
14,MW,A20,160,14MWA20160,106.4
14,MW,A20,40S,14MWA2040S,19.88
14,MW,A20,80S,14MWA2080S,25.04
14,MW,A20,XXS,14MWA20XXS,106.4
14,MW,A333,20,14MWA33320,7.952
14,MW,A333,30,14MWA33330,7.952
14,MW,A333,40,14MWA33340,9.488
14,MW,A333,60,14MWA33360,12.816
14,MW,A333,80,14MWA33380,16.928
14,MW,A333,100,14MWA333100,22.832
14,MW,A333,120,14MWA333120,29.472
14,MW,A333,140,14MWA333140,36.416
14,MW,A333,160,14MWA333160,42.56
14,MW,A333,STD,14MWA333STD,7.952
14,MW,A333,XS,14MWA333XS,10.016
14,MW,A333,XXS,14MWA333XXS,42.56
14,MW,AL,20,14MWAL20,23.856
14,MW,AL,30,14MWAL30,23.856
14,MW,AL,40,14MWAL40,28.464
14,MW,AL,60,14MWAL60,38.448
14,MW,AL,80,14MWAL80,50.784
14,MW,AL,100,14MWAL100,68.496
14,MW,AL,120,14MWAL120,88.416
14,MW,AL,140,14MWAL140,109.248
14,MW,AL,160,14MWAL160,127.68
14,MW,AL,STD,14MWALSTD,23.856
14,MW,AL,XS,14MWALXS,30.048
14,MW,AL,XXS,14MWALXXS,127.68
14,MW,CS,20,14MWCS20,7.952
14,MW,CS,30,14MWCS30,7.952
14,MW,CS,40,14MWCS40,9.488
14,MW,CS,60,14MWCS60,12.816
14,MW,CS,80,14MWCS80,16.928
14,MW,CS,100,14MWCS100,22.832
14,MW,CS,120,14MWCS120,29.472
14,MW,CS,140,14MWCS140,36.416
14,MW,CS,160,14MWCS160,42.56
14,MW,CS,STD,14MWCSSTD,7.952
14,MW,CS,XS,14MWCSXS,10.016
14,MW,CS,XXS,14MWCSXXS,42.56
14,MW,DUPLEX,10S,14MWDUPLEX10S,19.88
14,MW,DUPLEX,20,14MWDUPLEX20,19.88
14,MW,DUPLEX,30,14MWDUPLEX30,19.88
14,MW,DUPLEX,40,14MWDUPLEX40,23.72
14,MW,DUPLEX,60,14MWDUPLEX60,32.04
14,MW,DUPLEX,80,14MWDUPLEX80,42.32
14,MW,DUPLEX,100,14MWDUPLEX100,57.08
14,MW,DUPLEX,120,14MWDUPLEX120,73.68
14,MW,DUPLEX,140,14MWDUPLEX140,91.04
14,MW,DUPLEX,160,14MWDUPLEX160,106.4
14,MW,DUPLEX,40S,14MWDUPLEX40S,19.88
14,MW,DUPLEX,80S,14MWDUPLEX80S,25.04
14,MW,DUPLEX,XXS,14MWDUPLEXXXS,106.4
14,MW,HAST,10S,14MWHAST10S,23.856
14,MW,HAST,20,14MWHAST20,23.856
14,MW,HAST,30,14MWHAST30,23.856
14,MW,HAST,40,14MWHAST40,28.464
14,MW,HAST,60,14MWHAST60,38.448
14,MW,HAST,80,14MWHAST80,50.784
14,MW,HAST,100,14MWHAST100,68.496
14,MW,HAST,120,14MWHAST120,88.416
14,MW,HAST,140,14MWHAST140,109.248
14,MW,HAST,160,14MWHAST160,127.68
14,MW,HAST,40S,14MWHAST40S,23.856
14,MW,HAST,80S,14MWHAST80S,30.048
14,MW,HAST,XXS,14MWHASTXXS,127.68
14,MW,INCONEL,10S,14MWINCONEL10S,19.88
14,MW,INCONEL,20,14MWINCONEL20,19.88
14,MW,INCONEL,30,14MWINCONEL30,19.88
14,MW,INCONEL,40,14MWINCONEL40,23.72
14,MW,INCONEL,60,14MWINCONEL60,32.04
14,MW,INCONEL,80,14MWINCONEL80,42.32
14,MW,INCONEL,100,14MWINCONEL100,57.08
14,MW,INCONEL,120,14MWINCONEL120,73.68
14,MW,INCONEL,140,14MWINCONEL140,91.04
14,MW,INCONEL,160,14MWINCONEL160,106.4
14,MW,INCONEL,40S,14MWINCONEL40S,19.88
14,MW,INCONEL,80S,14MWINCONEL80S,25.04
14,MW,INCONEL,XXS,14MWINCONELXXS,106.4
14,MW,MONEL,10S,14MWMONEL10S,19.88
14,MW,MONEL,20,14MWMONEL20,19.88
14,MW,MONEL,30,14MWMONEL30,19.88
14,MW,MONEL,40,14MWMONEL40,23.72
14,MW,MONEL,60,14MWMONEL60,32.04
14,MW,MONEL,80,14MWMONEL80,42.32
14,MW,MONEL,100,14MWMONEL100,57.08
14,MW,MONEL,120,14MWMONEL120,73.68
14,MW,MONEL,140,14MWMONEL140,91.04
14,MW,MONEL,160,14MWMONEL160,106.4
14,MW,MONEL,40S,14MWMONEL40S,19.88
14,MW,MONEL,80S,14MWMONEL80S,25.04
14,MW,MONEL,XXS,14MWMONELXXS,106.4
14,MW,NICKEL,10S,14MWNICKEL10S,23.856
14,MW,NICKEL,20,14MWNICKEL20,23.856
14,MW,NICKEL,30,14MWNICKEL30,23.856
14,MW,NICKEL,40,14MWNICKEL40,28.464
14,MW,NICKEL,60,14MWNICKEL60,38.448
14,MW,NICKEL,80,14MWNICKEL80,50.784
14,MW,NICKEL,100,14MWNICKEL100,68.496
14,MW,NICKEL,120,14MWNICKEL120,88.416
14,MW,NICKEL,140,14MWNICKEL140,109.248
14,MW,NICKEL,160,14MWNICKEL160,127.68
14,MW,NICKEL,40S,14MWNICKEL40S,23.856
14,MW,NICKEL,80S,14MWNICKEL80S,30.048
14,MW,NICKEL,XXS,14MWNICKELXXS,127.68
14,MW,P11,20,14MWP1120,15.904
14,MW,P11,30,14MWP1130,15.904
14,MW,P11,40,14MWP1140,18.976
14,MW,P11,60,14MWP1160,25.632
14,MW,P11,80,14MWP1180,33.856
14,MW,P11,100,14MWP11100,45.664
14,MW,P11,120,14MWP11120,58.944
14,MW,P11,140,14MWP11140,72.832
14,MW,P11,160,14MWP11160,85.12
14,MW,P11,STD,14MWP11STD,15.904
14,MW,P11,XS,14MWP11XS,20.032
14,MW,P11,XXS,14MWP11XXS,85.12
14,MW,P22,20,14MWP2220,19.88
14,MW,P22,30,14MWP2230,19.88
14,MW,P22,40,14MWP2240,23.72
14,MW,P22,60,14MWP2260,32.04
14,MW,P22,80,14MWP2280,42.32
14,MW,P22,100,14MWP22100,57.08
14,MW,P22,120,14MWP22120,73.68
14,MW,P22,140,14MWP22140,91.04
14,MW,P22,160,14MWP22160,106.4
14,MW,P22,STD,14MWP22STD,19.88
14,MW,P22,XS,14MWP22XS,25.04
14,MW,P22,XXS,14MWP22XXS,106.4
14,MW,P5,20,14MWP520,15.904
14,MW,P5,30,14MWP530,15.904
14,MW,P5,40,14MWP540,18.976
14,MW,P5,60,14MWP560,25.632
14,MW,P5,80,14MWP580,33.856
14,MW,P5,100,14MWP5100,45.664
14,MW,P5,120,14MWP5120,58.944
14,MW,P5,140,14MWP5140,72.832
14,MW,P5,160,14MWP5160,85.12
14,MW,P5,STD,14MWP5STD,15.904
14,MW,P5,XS,14MWP5XS,20.032
14,MW,P5,XXS,14MWP5XXS,85.12
14,MW,P9,20,14MWP920,19.88
14,MW,P9,30,14MWP930,19.88
14,MW,P9,40,14MWP940,23.72
14,MW,P9,60,14MWP960,32.04
14,MW,P9,80,14MWP980,42.32
14,MW,P9,100,14MWP9100,57.08
14,MW,P9,120,14MWP9120,73.68
14,MW,P9,140,14MWP9140,91.04
14,MW,P9,160,14MWP9160,106.4
14,MW,P9,STD,14MWP9STD,19.88
14,MW,P9,XS,14MWP9XS,25.04
14,MW,P9,XXS,14MWP9XXS,106.4
14,MW,SS,10S,14MWSS10S,13.916
14,MW,SS,20S,14MWSS20S,13.916
14,MW,SS,40S,14MWSS40S,13.916
14,MW,SS,5S,14MWSS5S,13.916
14,MW,SS,80S,14MWSS80S,17.528
14,MW,SS,20,14MWSS20,16.604
14,MW,SS,40,14MWSS40,16.604
14,MW,SS,80,14MWSS80,29.624
14,MW,TI,10S,14MWTI10S,23.856
14,MW,TI,20,14MWTI20,23.856
14,MW,TI,30,14MWTI30,23.856
14,MW,TI,40,14MWTI40,28.464
14,MW,TI,60,14MWTI60,38.448
14,MW,TI,80,14MWTI80,50.784
14,MW,TI,100,14MWTI100,68.496
14,MW,TI,120,14MWTI120,88.416
14,MW,TI,140,14MWTI140,109.248
14,MW,TI,160,14MWTI160,127.68
14,MW,TI,STD,14MWTISTD,23.856
14,MW,TI,XS,14MWTIXS,30.048
14,MW,TI,XXS,14MWTIXXS,127.68
14,N45,321,20,14N4532120,47.24
14,N45,321,30,14N4532130,47.24
14,N45,321,40,14N4532140,52.8
14,N45,321,60,14N4532160,68.32
14,N45,321,80,14N4532180,81.48
14,N45,321,100,14N45321100,102.8
14,N45,321,120,14N45321120,127.8
14,N45,321,140,14N45321140,162.44
14,N45,321,160,14N45321160,212.8
14,N45,321,10S,14N4532110S,47.24
14,N45,321,40S,14N4532140S,47.24
14,N45,321,80S,14N4532180S,57.8
14,N45,321,XXS,14N45321XXS,212.8
14,N45,347,20,14N4534720,47.24
14,N45,347,30,14N4534730,47.24
14,N45,347,40,14N4534740,52.8
14,N45,347,60,14N4534760,68.32
14,N45,347,80,14N4534780,81.48
14,N45,347,100,14N45347100,102.8
14,N45,347,120,14N45347120,127.8
14,N45,347,140,14N45347140,162.44
14,N45,347,160,14N45347160,212.8
14,N45,347,40S,14N4534740S,47.24
14,N45,347,80S,14N4534780S,57.8
14,N45,347,XXS,14N45347XXS,212.8
14,N45,904L,20,14N45904L20,47.24
14,N45,904L,30,14N45904L30,47.24
14,N45,904L,40,14N45904L40,52.8
14,N45,904L,60,14N45904L60,68.32
14,N45,904L,80,14N45904L80,81.48
14,N45,904L,100,14N45904L100,102.8
14,N45,904L,120,14N45904L120,127.8
14,N45,904L,140,14N45904L140,162.44
14,N45,904L,160,14N45904L160,212.8
14,N45,904L,40S,14N45904L40S,47.24
14,N45,904L,80S,14N45904L80S,57.8
14,N45,904L,XXS,14N45904LXXS,212.8
14,N45,A20,10S,14N45A2010S,47.24
14,N45,A20,20,14N45A2020,47.24
14,N45,A20,30,14N45A2030,47.24
14,N45,A20,40,14N45A2040,52.8
14,N45,A20,60,14N45A2060,68.32
14,N45,A20,80,14N45A2080,81.48
14,N45,A20,100,14N45A20100,102.8
14,N45,A20,120,14N45A20120,127.8
14,N45,A20,140,14N45A20140,162.44
14,N45,A20,160,14N45A20160,212.8
14,N45,A20,40S,14N45A2040S,47.24
14,N45,A20,80S,14N45A2080S,57.8
14,N45,A20,XXS,14N45A20XXS,212.8
14,N45,A333,20,14N45A33320,18.896
14,N45,A333,30,14N45A33330,18.896
14,N45,A333,40,14N45A33340,21.12
14,N45,A333,60,14N45A33360,27.328
14,N45,A333,80,14N45A33380,32.592
14,N45,A333,100,14N45A333100,41.12
14,N45,A333,120,14N45A333120,51.12
14,N45,A333,140,14N45A333140,64.976
14,N45,A333,160,14N45A333160,85.12
14,N45,A333,STD,14N45A333STD,18.896
14,N45,A333,XS,14N45A333XS,23.12
14,N45,A333,XXS,14N45A333XXS,85.12
14,N45,AL,20,14N45AL20,56.688
14,N45,AL,30,14N45AL30,56.688
14,N45,AL,40,14N45AL40,63.36
14,N45,AL,60,14N45AL60,81.984
14,N45,AL,80,14N45AL80,97.776
14,N45,AL,100,14N45AL100,123.36
14,N45,AL,120,14N45AL120,153.36
14,N45,AL,140,14N45AL140,194.928
14,N45,AL,160,14N45AL160,255.36
14,N45,AL,STD,14N45ALSTD,56.688
14,N45,AL,XS,14N45ALXS,69.36
14,N45,AL,XXS,14N45ALXXS,255.36
14,N45,CS,20,14N45CS20,18.896
14,N45,CS,30,14N45CS30,18.896
14,N45,CS,40,14N45CS40,21.12
14,N45,CS,60,14N45CS60,27.328
14,N45,CS,80,14N45CS80,32.592
14,N45,CS,100,14N45CS100,41.12
14,N45,CS,120,14N45CS120,51.12
14,N45,CS,140,14N45CS140,64.976
14,N45,CS,160,14N45CS160,85.12
14,N45,CS,STD,14N45CSSTD,18.896
14,N45,CS,XS,14N45CSXS,23.12
14,N45,CS,XXS,14N45CSXXS,85.12
14,N45,DUPLEX,10S,14N45DUPLEX10S,47.24
14,N45,DUPLEX,20,14N45DUPLEX20,47.24
14,N45,DUPLEX,30,14N45DUPLEX30,47.24
14,N45,DUPLEX,40,14N45DUPLEX40,52.8
14,N45,DUPLEX,60,14N45DUPLEX60,68.32
14,N45,DUPLEX,80,14N45DUPLEX80,81.48
14,N45,DUPLEX,100,14N45DUPLEX100,102.8
14,N45,DUPLEX,120,14N45DUPLEX120,127.8
14,N45,DUPLEX,140,14N45DUPLEX140,162.44
14,N45,DUPLEX,160,14N45DUPLEX160,212.8
14,N45,DUPLEX,40S,14N45DUPLEX40S,47.24
14,N45,DUPLEX,80S,14N45DUPLEX80S,57.8
14,N45,DUPLEX,XXS,14N45DUPLEXXXS,212.8
14,N45,HAST,10S,14N45HAST10S,56.688
14,N45,HAST,20,14N45HAST20,56.688
14,N45,HAST,30,14N45HAST30,56.688
14,N45,HAST,40,14N45HAST40,63.36
14,N45,HAST,60,14N45HAST60,81.984
14,N45,HAST,80,14N45HAST80,97.776
14,N45,HAST,100,14N45HAST100,123.36
14,N45,HAST,120,14N45HAST120,153.36
14,N45,HAST,140,14N45HAST140,194.928
14,N45,HAST,160,14N45HAST160,255.36
14,N45,HAST,40S,14N45HAST40S,56.688
14,N45,HAST,80S,14N45HAST80S,69.36
14,N45,HAST,XXS,14N45HASTXXS,255.36
14,N45,INCONEL,10S,14N45INCONEL10S,47.24
14,N45,INCONEL,20,14N45INCONEL20,47.24
14,N45,INCONEL,30,14N45INCONEL30,47.24
14,N45,INCONEL,40,14N45INCONEL40,52.8
14,N45,INCONEL,60,14N45INCONEL60,68.32
14,N45,INCONEL,80,14N45INCONEL80,81.48
14,N45,INCONEL,100,14N45INCONEL100,102.8
14,N45,INCONEL,120,14N45INCONEL120,127.8
14,N45,INCONEL,140,14N45INCONEL140,162.44
14,N45,INCONEL,160,14N45INCONEL160,212.8
14,N45,INCONEL,40S,14N45INCONEL40S,47.24
14,N45,INCONEL,80S,14N45INCONEL80S,57.8
14,N45,INCONEL,XXS,14N45INCONELXXS,212.8
14,N45,MONEL,10S,14N45MONEL10S,47.24
14,N45,MONEL,20,14N45MONEL20,47.24
14,N45,MONEL,30,14N45MONEL30,47.24
14,N45,MONEL,40,14N45MONEL40,52.8
14,N45,MONEL,60,14N45MONEL60,68.32
14,N45,MONEL,80,14N45MONEL80,81.48
14,N45,MONEL,100,14N45MONEL100,102.8
14,N45,MONEL,120,14N45MONEL120,127.8
14,N45,MONEL,140,14N45MONEL140,162.44
14,N45,MONEL,160,14N45MONEL160,212.8
14,N45,MONEL,40S,14N45MONEL40S,47.24
14,N45,MONEL,80S,14N45MONEL80S,57.8
14,N45,MONEL,XXS,14N45MONELXXS,212.8
14,N45,NICKEL,10S,14N45NICKEL10S,56.688
14,N45,NICKEL,20,14N45NICKEL20,56.688
14,N45,NICKEL,30,14N45NICKEL30,56.688
14,N45,NICKEL,40,14N45NICKEL40,63.36
14,N45,NICKEL,60,14N45NICKEL60,81.984
14,N45,NICKEL,80,14N45NICKEL80,97.776
14,N45,NICKEL,100,14N45NICKEL100,123.36
14,N45,NICKEL,120,14N45NICKEL120,153.36
14,N45,NICKEL,140,14N45NICKEL140,194.928
14,N45,NICKEL,160,14N45NICKEL160,255.36
14,N45,NICKEL,40S,14N45NICKEL40S,56.688
14,N45,NICKEL,80S,14N45NICKEL80S,69.36
14,N45,NICKEL,XXS,14N45NICKELXXS,255.36
14,N45,P11,20,14N45P1120,37.792
14,N45,P11,30,14N45P1130,37.792
14,N45,P11,40,14N45P1140,42.24
14,N45,P11,60,14N45P1160,54.656
14,N45,P11,80,14N45P1180,65.184
14,N45,P11,100,14N45P11100,82.24
14,N45,P11,120,14N45P11120,102.24
14,N45,P11,140,14N45P11140,129.952
14,N45,P11,160,14N45P11160,170.24
14,N45,P11,STD,14N45P11STD,37.792
14,N45,P11,XS,14N45P11XS,46.24
14,N45,P11,XXS,14N45P11XXS,170.24
14,N45,P22,20,14N45P2220,47.24
14,N45,P22,30,14N45P2230,47.24
14,N45,P22,40,14N45P2240,52.8
14,N45,P22,60,14N45P2260,68.32
14,N45,P22,80,14N45P2280,81.48
14,N45,P22,100,14N45P22100,102.8
14,N45,P22,120,14N45P22120,127.8
14,N45,P22,140,14N45P22140,162.44
14,N45,P22,160,14N45P22160,212.8
14,N45,P22,STD,14N45P22STD,47.24
14,N45,P22,XS,14N45P22XS,57.8
14,N45,P22,XXS,14N45P22XXS,212.8
14,N45,P5,20,14N45P520,37.792
14,N45,P5,30,14N45P530,37.792
14,N45,P5,40,14N45P540,42.24
14,N45,P5,60,14N45P560,54.656
14,N45,P5,80,14N45P580,65.184
14,N45,P5,100,14N45P5100,82.24
14,N45,P5,120,14N45P5120,102.24
14,N45,P5,140,14N45P5140,129.952
14,N45,P5,160,14N45P5160,170.24
14,N45,P5,STD,14N45P5STD,37.792
14,N45,P5,XS,14N45P5XS,46.24
14,N45,P5,XXS,14N45P5XXS,170.24
14,N45,P9,20,14N45P920,47.24
14,N45,P9,30,14N45P930,47.24
14,N45,P9,40,14N45P940,52.8
14,N45,P9,60,14N45P960,68.32
14,N45,P9,80,14N45P980,81.48
14,N45,P9,100,14N45P9100,102.8
14,N45,P9,120,14N45P9120,127.8
14,N45,P9,140,14N45P9140,162.44
14,N45,P9,160,14N45P9160,212.8
14,N45,P9,STD,14N45P9STD,47.24
14,N45,P9,XS,14N45P9XS,57.8
14,N45,P9,XXS,14N45P9XXS,212.8
14,N45,SS,10S,14N45SS10S,33.068
14,N45,SS,20S,14N45SS20S,33.068
14,N45,SS,40S,14N45SS40S,33.068
14,N45,SS,5S,14N45SS5S,33.068
14,N45,SS,80S,14N45SS80S,40.46
14,N45,SS,20,14N45SS20,36.96
14,N45,SS,40,14N45SS40,36.96
14,N45,SS,80,14N45SS80,57.036
14,N45,TI,10S,14N45TI10S,56.688
14,N45,TI,20,14N45TI20,56.688
14,N45,TI,30,14N45TI30,56.688
14,N45,TI,40,14N45TI40,63.36
14,N45,TI,60,14N45TI60,81.984
14,N45,TI,80,14N45TI80,97.776
14,N45,TI,100,14N45TI100,123.36
14,N45,TI,120,14N45TI120,153.36
14,N45,TI,140,14N45TI140,194.928
14,N45,TI,160,14N45TI160,255.36
14,N45,TI,STD,14N45TISTD,56.688
14,N45,TI,XS,14N45TIXS,69.36
14,N45,TI,XXS,14N45TIXXS,255.36
14,N90,321,20,14N9032120,29.8
14,N90,321,30,14N9032130,29.8
14,N90,321,40,14N9032140,35.56
14,N90,321,60,14N9032160,48.08
14,N90,321,80,14N9032180,63.44
14,N90,321,100,14N90321100,85.6
14,N90,321,120,14N90321120,110.52
14,N90,321,140,14N90321140,136.52
14,N90,321,160,14N90321160,159.56
14,N90,321,10S,14N9032110S,29.8
14,N90,321,40S,14N9032140S,29.8
14,N90,321,80S,14N9032180S,37.52
14,N90,321,XXS,14N90321XXS,159.56
14,N90,347,20,14N9034720,29.8
14,N90,347,30,14N9034730,29.8
14,N90,347,40,14N9034740,35.56
14,N90,347,60,14N9034760,48.08
14,N90,347,80,14N9034780,63.44
14,N90,347,100,14N90347100,85.6
14,N90,347,120,14N90347120,110.52
14,N90,347,140,14N90347140,136.52
14,N90,347,160,14N90347160,159.56
14,N90,347,40S,14N9034740S,29.8
14,N90,347,80S,14N9034780S,37.52
14,N90,347,XXS,14N90347XXS,159.56
14,N90,904L,20,14N90904L20,29.8
14,N90,904L,30,14N90904L30,29.8
14,N90,904L,40,14N90904L40,35.56
14,N90,904L,60,14N90904L60,48.08
14,N90,904L,80,14N90904L80,63.44
14,N90,904L,100,14N90904L100,85.6
14,N90,904L,120,14N90904L120,110.52
14,N90,904L,140,14N90904L140,136.52
14,N90,904L,160,14N90904L160,159.56
14,N90,904L,40S,14N90904L40S,29.8
14,N90,904L,80S,14N90904L80S,37.52
14,N90,904L,XXS,14N90904LXXS,159.56
14,N90,A20,10S,14N90A2010S,29.8
14,N90,A20,20,14N90A2020,29.8
14,N90,A20,30,14N90A2030,29.8
14,N90,A20,40,14N90A2040,35.56
14,N90,A20,60,14N90A2060,48.08
14,N90,A20,80,14N90A2080,63.44
14,N90,A20,100,14N90A20100,85.6
14,N90,A20,120,14N90A20120,110.52
14,N90,A20,140,14N90A20140,136.52
14,N90,A20,160,14N90A20160,159.56
14,N90,A20,40S,14N90A2040S,29.8
14,N90,A20,80S,14N90A2080S,37.52
14,N90,A20,XXS,14N90A20XXS,159.56
14,N90,A333,20,14N90A33320,11.92
14,N90,A333,30,14N90A33330,11.92
14,N90,A333,40,14N90A33340,14.224
14,N90,A333,60,14N90A33360,19.232
14,N90,A333,80,14N90A33380,25.376
14,N90,A333,100,14N90A333100,34.24
14,N90,A333,120,14N90A333120,44.208
14,N90,A333,140,14N90A333140,54.608
14,N90,A333,160,14N90A333160,63.824
14,N90,A333,STD,14N90A333STD,11.92
14,N90,A333,XS,14N90A333XS,15.008
14,N90,A333,XXS,14N90A333XXS,63.824
14,N90,AL,20,14N90AL20,35.76
14,N90,AL,30,14N90AL30,35.76
14,N90,AL,40,14N90AL40,42.672
14,N90,AL,60,14N90AL60,57.696
14,N90,AL,80,14N90AL80,76.128
14,N90,AL,100,14N90AL100,102.72
14,N90,AL,120,14N90AL120,132.624
14,N90,AL,140,14N90AL140,163.824
14,N90,AL,160,14N90AL160,191.472
14,N90,AL,STD,14N90ALSTD,35.76
14,N90,AL,XS,14N90ALXS,45.024
14,N90,AL,XXS,14N90ALXXS,191.472
14,N90,CS,20,14N90CS20,11.92
14,N90,CS,30,14N90CS30,11.92
14,N90,CS,40,14N90CS40,14.224
14,N90,CS,60,14N90CS60,19.232
14,N90,CS,80,14N90CS80,25.376
14,N90,CS,100,14N90CS100,34.24
14,N90,CS,120,14N90CS120,44.208
14,N90,CS,140,14N90CS140,54.608
14,N90,CS,160,14N90CS160,63.824
14,N90,CS,STD,14N90CSSTD,11.92
14,N90,CS,XS,14N90CSXS,15.008
14,N90,CS,XXS,14N90CSXXS,63.824
14,N90,DUPLEX,10S,14N90DUPLEX10S,29.8
14,N90,DUPLEX,20,14N90DUPLEX20,29.8
14,N90,DUPLEX,30,14N90DUPLEX30,29.8
14,N90,DUPLEX,40,14N90DUPLEX40,35.56
14,N90,DUPLEX,60,14N90DUPLEX60,48.08
14,N90,DUPLEX,80,14N90DUPLEX80,63.44
14,N90,DUPLEX,100,14N90DUPLEX100,85.6
14,N90,DUPLEX,120,14N90DUPLEX120,110.52
14,N90,DUPLEX,140,14N90DUPLEX140,136.52
14,N90,DUPLEX,160,14N90DUPLEX160,159.56
14,N90,DUPLEX,40S,14N90DUPLEX40S,29.8
14,N90,DUPLEX,80S,14N90DUPLEX80S,37.52
14,N90,DUPLEX,XXS,14N90DUPLEXXXS,159.56
14,N90,HAST,10S,14N90HAST10S,35.76
14,N90,HAST,20,14N90HAST20,35.76
