ISO,SPOOL,In Detailing,In Checking,SHOP,Status,Individual Priority,Priority Group,Priority Date,Area,Material,Pipe Spec.,Painting Spec.,Top Coat,Pipeline Reference,Spool ID,Line No.,PMI,HOLD,PCI / Client,RFI No. / Email ,Release Date,Remarks,Trans. No.,Date Rcv'd,Rev. No.,Trans. No.,Date Rcv'd,Rev. No.,Trans. No.,Date Rcv'd,Rev. No.,Flg,Not Issued,Weld Out,Remaining To WO,Remaining MH,STS,T6951,Man Hours,WORKABLE 6/25/20,WORKABLE 6/23/20,WORKABLE 6/16/20,WORKABLE 6/9/20,WORKABLE 6/8/20,WORKABLE 6/2/20,WORKABLE 5/27/20,WORKABLE 5/26/20,WORKABLE 5/19/20,WORKABLE 5/18/20,WORKABLE 5/13/20,WORKABLE 5/11/20,WORKABLE 4/30/20,WORKABLE 4/28/20,WORKABLE 4/22/20,WORKABLE 4/20/20,WORKABLE 4/17/20,WORKABLE 4/13/20,WORKABLE 4/6/20,Spools Missing Valves 3-30-20,WORKABLE 3/30/20,WORKABLE 3/26/20,WORKABLE 3/24/20,WORKABLE 3/23/20,WORKABLE 3/20/20,WORKABLE 3/18/20,WORKABLE 3/16/20,WORKABLE 3/9/20,WORKABLE 3/01/20,WORKABLE 2/24/20,WORKABLE 2/10/20,Line No.,Size,
482,482-B,ISS,ISS,M,5/14/2020,7,1,7/27/2020,31A,CS,G3A-3,4,BEIGE 88023,31A-NG-6415103-01,6951-482-B,"3""-NG-6415103-G3A-3-N-R4",,,,,,,53,,0,,,,,,,,,,1,9.416,#N/A,9.416,4.944,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,482-B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,SB,#NAME?
483,483-A,ISS,ISS,TX,6/10/2020,7,1,7/27/2020,31A,CS,G3A-3,4,BEIGE 88023,31A-NG-6415103-02,6951-483-A,"3""-NG-6415103-G3A-3-N-R4",,,,,,,53,,0,,,,,,,,1,,1,12.544,#N/A,12.544,9.184,#N/A,#N/A,#N/A,483-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,SB,#NAME?
483,483-B,ISS,ISS,M,5/14/2020,7,1,7/27/2020,31A,CS,G3A-3,4,BEIGE 88023,31A-NG-6415103-02,6951-483-B,"3""-NG-6415103-G3A-3-N-R4",,,,,,,53,,0,,,,,,,,,,1,14.92,#N/A,14.92,12.928,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,483-B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,SB,#NAME?
484,484-A,ISS,ISS,PA,6/10/2020,7,1,7/27/2020,31A,CS,G3A-3,4,BEIGE 88023,31A-P-6415115-01,6951-484-A,"6""-P-6415115-G3A-3-N-R4",,,,,,,53,,0,128,3/12/2020,1,,,,,1,,1,54.792,#N/A,54.792,95.136,#N/A,#N/A,#N/A,484-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,SB,#NAME?
485,485-A,ISS,ISS,PA,5/14/2020,7,1,7/27/2020,31A,CS,G3A-3,4,BEIGE 88023,31A-P-6415115-02,6951-485-A,"6""-P-6415115-G3A-3-N-R4",,,,,,,53,,0,,,,,,,,,,1,8.288,#N/A,8.288,8.448,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,485-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,485-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,SB,#NAME?
485,485-B,ISS,ISS,TX,6/10/2020,7,1,7/27/2020,31A,CS,G3A-3,4,BEIGE 88023,31A-P-6415115-02,6951-485-B,"6""-P-6415115-G3A-3-N-R4",,,,,,,53,,0,,,,,,,,1,,1,21.104,#N/A,21.104,11.44,#N/A,#N/A,#N/A,485-B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,SB,#NAME?
485,485-C,ISS,ISS,PA,5/14/2020,7,1,7/27/2020,31A,CS,G3A-3,4,BEIGE 88023,31A-P-6415115-02,6951-485-C,"6""-P-6415115-G3A-3-N-R4",,,,,,,53,,0,,,,,,,,,,1,14.96,#N/A,14.96,14.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,485-C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,SB,#NAME?
486,486-A,ISS,ISS,PA,5/14/2020,7,1,7/27/2020,31A,CS,G3A-3,4,BEIGE 88023,31A-P-6415115-03,6951-486-A,"6""-P-6415115-G3A-3-N-R4",,,,,,,53,,0,,,,,,,,,,1,20.024,#N/A,20.024,16.064,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,486-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,SB,#NAME?
486,486-B,ISS,ISS,PA,5/14/2020,7,1,7/27/2020,31A,CS,G3A-3,4,BEIGE 88023,31A-P-6415115-03,6951-486-B,"6""-P-6415115-G3A-3-N-R4",,,,,,,53,,0,,,,,,,,,,1,21.52,#N/A,21.52,12.048,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,486-B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,SB,#NAME?
487,487-A,,UP,,,9,2,7/9/2020,13F,CS,G3A-3,4,BEIGE 88023,13F-NG-6116901-03,6951-487-A,"3""-NG-6116901-G3A-3-N-R4",,,,,,,54,,0,,,,,,,,1,,1,21.456,#N/A,21.456,23.648,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,SB,#NAME?
487,487-B,ISS,ISS,PA,6/25/2020,9,2,7/9/2020,13F,CS,G3A-3,4,BEIGE 88023,13F-NG-6116901-03,6951-487-B,"3""-NG-6116901-G3A-3-N-R4",,,,,,,54,,0,,,,,,,,1,,1,10.416,#N/A,10.416,12.288,487-B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,SB,#NAME?
488,488-A,,UP,,,9,2,7/9/2020,13F,CS,G1A-3,6,BEIGE 88023,13F-TRIM-6116913-02,6951-488-A,"2""-TRIM-6116913-G1A-3-IH-R4",,,,,,,54,,0,,,,,,,,1,,1,1.696,#N/A,1.696,2.208,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
488,488-B,,UP,,,9,2,7/9/2020,13F,CS,G1A-3,6,BEIGE 88023,13F-TRIM-6116913-02,6951-488-B,"2""-TRIM-6116913-G1A-3-IH-R4",,,,,,,54,,0,,,,,,,,1,,1,1.696,#N/A,1.696,2.208,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
489,489-A,,UP,,,9,2,7/9/2020,13F,CS,G1A-3,6,BEIGE 88023,13F-TRIM-6116913-04,6951-489-A,"2""-TRIM-6116913-G1A-3-IH-R4",,,,,,,54,,0,,,,,,,,1,,1,1.696,#N/A,1.696,2.208,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
489,489-B,,UP,,,9,2,7/9/2020,13F,CS,G1A-3,6,BEIGE 88023,13F-TRIM-6116913-04,6951-489-B,"2""-TRIM-6116913-G1A-3-IH-R4",,,,,,,54,,0,,,,,,,,1,,1,1.696,#N/A,1.696,2.208,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
490,490-A,,UP,,,9,2,7/9/2020,13F,CS,G1A-3,6,BEIGE 88023,13F-TRIM-6116913-08,6951-490-A,"2""-TRIM-6116913-G1A-3-IH-R4",,,,,,,54,,0,,,,,,,,1,,1,1.696,#N/A,1.696,2.208,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
490,490-B,,UP,,,9,2,7/9/2020,13F,CS,G1A-3,6,BEIGE 88023,13F-TRIM-6116913-08,6951-490-B,"2""-TRIM-6116913-G1A-3-IH-R4",,,,,,,54,,0,,,,,,,,1,,1,1.696,#N/A,1.696,2.208,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
491,491-A,,UP,,,9,2,7/9/2020,13F,CS,G1A-3,6,BEIGE 88023,13F-TRIM-6116913-09,6951-491-A,"2""-TRIM-6116913-G1A-3-IH-R4",,,,,,,54,,0,,,,,,,,1,,1,1.696,#N/A,1.696,2.208,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
491,491-B,,UP,,,9,2,7/9/2020,13F,CS,G1A-3,6,BEIGE 88023,13F-TRIM-6116913-09,6951-491-B,"2""-TRIM-6116913-G1A-3-IH-R4",,,,,,,54,,0,,,,,,,,1,,1,1.696,#N/A,1.696,2.208,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
492,492-A,ISS,ISS,M,5/28/2020,7,1,7/27/2020,31A,CS,G6A-1,6,BEIGE 88023,31A-P-6415201-01,6951-492-A,"6""-P-6415201-G6A-1-E-R4",,,,,,,54,,0,,,,,,,,1,,1,26.68,#N/A,26.68,12.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,492-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,SB,#NAME?
493,493-A,ISS,ISS,PA,6/25/2020,10,2,7/1/2020,13E,CS,G1A-3,6a,ALUMINUM,13E-LS-6118873-01,6951-493-A,"2""-LS-6118873-G1A-3-IH-R4",,,,,,,76,,0,,,,,,,,1,,1,5.616,#N/A,5.616,6.64,493-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
493,493-B,ISS,ISS,M,5/20/2020,10,2,7/1/2020,13E,CS,G1A-3,6a,ALUMINUM,13E-LS-6118873-01,6951-493-B,"2""-LS-6118873-G1A-3-IH-R4",,,,,,,76,,0,,,,,,,,,,1,35.584,#N/A,35.584,26.688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,493-B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
493,493-C,ISS,ISS,PA,4/1/2020,10,2,7/1/2020,13E,CS,G1A-3,6a,ALUMINUM,13E-LS-6118873-01,6951-493-C,"2""-LS-6118873-G1A-3-IH-R4",,,,,,,76,,0,,,,,,,,,4/15/2020,,,15.448,15.448,10.704,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,493-C,493-C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
494,494-A,ISS,ISS,PA,6/25/2020,10,2,7/1/2020,13E,CS,G1A-3,6a,ALUMINUM,13E-LS-6118873-02,6951-494-A,"1""-LS-6118873-G1A-3-IH-R4",,,,,,,76,,0,,,,,,,,1,,1,12.824,#N/A,12.824,8.848,494-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,SB,#NAME?
495,495-A,ISS,ISS,PA,6/25/2020,10,2,7/1/2020,13E,CS,G1A-3,6a,ALUMINUM,13E-LS-6118874-03,6951-495-A,"2""-LS-6118874-G1A-3-IH-R4",,,,,,,76,,0,,,,,,,,1,,1,5.616,#N/A,5.616,6.64,495-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
495,495-B,ISS,ISS,M,5/20/2020,10,2,7/1/2020,13E,CS,G1A-3,6a,ALUMINUM,13E-LS-6118874-03,6951-495-B,"2""-LS-6118874-G1A-3-IH-R4",,,,,,,76,,0,,,,,,,,,,1,35.584,#N/A,35.584,31.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,495-B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
495,495-C,ISS,ISS,TX,6/24/2020,10,2,7/1/2020,13E,CS,G1A-3,6a,ALUMINUM,13E-LS-6118874-03,6951-495-C,"2""-LS-6118874-G1A-3-IH-R4",,,,,,,76,,0,,,,,,,,1,,1,19.8,#N/A,19.8,10.704,#N/A,495-C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
496,496-A,ISS,ISS,PA,6/25/2020,10,2,7/1/2020,13E,CS,G1A-3,6a,ALUMINUM,13E-LS-6118874-05,6951-496-A,"1""-LS-6118874-G1A-3-IH-R4",,,,,,,76,,0,,,,,,,,1,,1,7.824,#N/A,7.824,8.848,496-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,SB,#NAME?
497,497-A,,UP,,,9,2,7/9/2020,13F,CS,G1A-6,1,BEIGE 88023,13F-C-6123310-05,6951-497-A,"2""-C-6123310-G1A-6-N-R2",,,,,,,76,,0,128,3/12/2020,1,,,,,1,,1,45.504,#N/A,45.504,64.032,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,-C-6123310-G1A-6-N-R2
498,498-A,ISS,ISS,TX,6/10/2020,15,2,7/8/2020,13C,CS,G3A-3,4,BEIGE 88023,13C-CD-6118602-01,6951-498-A,"2""-CD-6118602-G3A-3-PP-R4",,,,,,,78,,0,,,,,,,,1,,1,22.34,#N/A,22.34,15.408,#N/A,#N/A,#N/A,498-A,498-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
499,499-A,ISS,ISS,TX,6/10/2020,15,2,7/8/2020,13C,CS,G3A-3,4,BEIGE 88023,13C-CD-6118602-02,6951-499-A,"2""-CD-6118602-G3A-3-PP-R4",,,,,,,78,,0,,,,,,,,1,,1,18.244,#N/A,18.244,18.912,#N/A,#N/A,#N/A,499-A,499-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
500,500-A,ISS,ISS,TX,6/10/2020,15,2,7/8/2020,13C,CS,G3A-3,4,BEIGE 88023,13C-CD-6118609-01,6951-500-A,"2""-CD-6118609-G3A-3-PP-R4",,,,,,,78,,0,,,,,,,,1,,1,16.196,#N/A,16.196,15.408,#N/A,#N/A,#N/A,500-A,500-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
501,501-A,ISS,ISS,TX,6/10/2020,15,2,7/8/2020,13C,CS,G3A-3,4,BEIGE 88023,13C-CD-6118609-02,6951-501-A,"2""-CD-6118609-G3A-3-PP-R4",,,,,,,78,,0,,,,,,,,1,,1,18.244,#N/A,18.244,17.712,#N/A,#N/A,#N/A,501-A,501-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
502,502-A,ISS,ISS,TX,3/17/2020,15,2,7/8/2020,13C,CS,G3A-3,4,BEIGE 88023,13C-CD-6118609-03,6951-502-A,"2""-CD-6118609-G3A-3-PP-R4",,,,,,,78,,0,,,,,,,,,3/24/2020,,,7.2,7.2,8.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,502-A,502-A,#N/A,#N/A,#N/A,2,SB,#NAME?
502,502-B,ISS,ISS,TX,3/17/2020,15,2,7/8/2020,13C,CS,G3A-3,4,BEIGE 88023,13C-CD-6118609-03,6951-502-B,"2""-CD-6118609-G3A-3-PP-R4",,,,,,,78,,0,,,,,,,,,3/22/2020,,,2.4,2.4,2.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,502-B,502-B,#N/A,#N/A,#N/A,2,SB,#NAME?
503,503-A,ISS,ISS,TX,3/17/2020,15,2,7/8/2020,13C,CS,G3A-3,4,BEIGE 88023,13C-CD-6118908-01,6951-503-A,"2""-CD-6118908-G3A-3-PP-R4",,,,,,,78,,0,152,3/20/2020,1,,,,,,3/23/2020,,,6,6,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,503-A,503-A,#N/A,#N/A,#N/A,2,SB,#NAME?
503,503-B,ISS,ISS,TX,3/17/2020,15,2,7/8/2020,13C,CS,G3A-3,4,BEIGE 88023,13C-CD-6118908-01,6951-503-B,"2""-CD-6118908-G3A-3-PP-R4",,,,,,,78,,0,152,3/20/2020,1,,,,,,3/23/2020,,,8.4,8.4,4.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,503-B,503-B,#N/A,#N/A,#N/A,2,SB,#NAME?
503,503-C,ISS,ISS,TX,3/17/2020,15,2,7/8/2020,13C,CS,G3A-3,4,BEIGE 88023,13C-CD-6118908-01,6951-503-C,"2""-CD-6118908-G3A-3-PP-R4",,,,,,,78,,0,152,3/20/2020,1,,,,,,3/23/2020,,,4.8,4.8,4.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,503-C,503-C,#N/A,#N/A,#N/A,2,SB,#NAME?
504,504-A,ISS,ISS,TX,3/17/2020,15,2,7/8/2020,13C,CS,G3A-3,4,BEIGE 88023,13C-CD-6118910-01,6951-504-A,"2""-CD-6118910-G3A-3-PP-R4",,,,,,,78,,0,,,,,,,,,3/22/2020,,,3.6,3.6,3.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,504-A,504-A,#N/A,#N/A,#N/A,2,SB,#NAME?
505,505-A,ISS,ISS,PA,4/1/2020,15,2,7/8/2020,13C,CS,G3A-3,4,BEIGE 88023,13C-CD-6119103-01,6951-505-A,"3""-CD-6119103-G3A-3-PP-R4",,,,,,,78,,0,,,,,,,,,4/30/2020,,,17.176,17.176,13.376,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,505-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,SB,#NAME?
506,506-A,ISS,ISS,TX,3/17/2020,15,2,7/8/2020,13C,CS,G3A-3,4,BEIGE 88023,13C-CD-6119110-01,6951-506-A,"2""-CD-6119110-G3A-3-PP-R4",,,,,,,78,,0,,,,,,,,,3/23/2020,,,3.6,3.6,3.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,506-A,506-A,#N/A,#N/A,#N/A,2,SB,#NAME?
506,506-B,ISS,ISS,TX,3/17/2020,15,2,7/8/2020,13C,CS,G3A-3,4,BEIGE 88023,13C-CD-6119110-01,6951-506-B,"2""-CD-6119110-G3A-3-PP-R4",,,,,,,78,,0,,,,,,,,,3/22/2020,,,2.4,2.4,3.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,506-B,506-B,#N/A,#N/A,#N/A,2,SB,#NAME?
507,507-A,ISS,ISS,TX,3/17/2020,15,2,7/8/2020,13C,CS,G1U-4-TP1,1,BEIGE 88023,13C-CWR-6118677-01,6951-507-A,"0.75""-CWR-6118677-G1U-4-TP1-N-R4",,,,,,,78,,0,,,,,,,,,3/23/2020,,,3.312,3.312,4.416,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,507-A,507-A,#N/A,#N/A,#N/A,0.75,SB,#NAME?
