ISO,SPOOL,In Detailing,In Checking,SHOP,Status,Individual Priority,Priority Group,Priority Date,Area,Material,Pipe Spec.,Painting Spec.,Top Coat,Pipeline Reference,Spool ID,Line No.,PMI,HOLD,PCI / Client,RFI No. / Email ,Release Date,Remarks,Trans. No.,Date Rcv'd,Rev. No.,Trans. No.,Date Rcv'd,Rev. No.,Trans. No.,Date Rcv'd,Rev. No.,Flg,Not Issued,Weld Out,Remaining To WO,Remaining MH,STS,T6951,Man Hours,WORKABLE 6/25/20,WORKABLE 6/23/20,WORKABLE 6/16/20,WORKABLE 6/9/20,WORKABLE 6/8/20,WORKABLE 6/2/20,WORKABLE 5/27/20,WORKABLE 5/26/20,WORKABLE 5/19/20,WORKABLE 5/18/20,WORKABLE 5/13/20,WORKABLE 5/11/20,WORKABLE 4/30/20,WORKABLE 4/28/20,WORKABLE 4/22/20,WORKABLE 4/20/20,WORKABLE 4/17/20,WORKABLE 4/13/20,WORKABLE 4/6/20,Spools Missing Valves 3-30-20,WORKABLE 3/30/20,WORKABLE 3/26/20,WORKABLE 3/24/20,WORKABLE 3/23/20,WORKABLE 3/20/20,WORKABLE 3/18/20,WORKABLE 3/16/20,WORKABLE 3/9/20,WORKABLE 3/01/20,WORKABLE 2/24/20,WORKABLE 2/10/20,Line No.,Size,
92,92,ISS,ISS,PA,5/20/2020,18,2,7/14/2020,16A,CS,G3A-3,3,BEIGE 88023,16A-NG-6122402-01,6951-92-A,"2""-NG-6122402-G3A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,,1,1.2,#N/A,1.2,1.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,92,92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
92,92,ISS,ISS,PA,5/20/2020,18,2,7/14/2020,16A,CS,G3A-3,3,BEIGE 88023,16A-NG-6122402-01,6951-92-B,"2""-NG-6122402-G3A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,,1,1.2,#N/A,1.2,1.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,92,92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
92,92,ISS,ISS,PA,5/20/2020,18,2,7/14/2020,16A,CS,G3A-3,3,BEIGE 88023,16A-NG-6122402-01,6951-92-C,"2""-NG-6122402-G3A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,,1,1.2,#N/A,1.2,1.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,92,92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
92,92,ISS,ISS,PA,5/20/2020,18,2,7/14/2020,16A,CS,G3A-3,3,BEIGE 88023,16A-NG-6122402-01,6951-92-D,"2""-NG-6122402-G3A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,,1,1.2,#N/A,1.2,2.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,92,92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
93,93,ISS,ISS,PA,5/20/2020,18,2,7/14/2020,16A,CS,G1A-3,3,BEIGE 88023,16A-PA-6192105-01,6951-93-A,"2""-PA-6192105-G1A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,,1,1.2,#N/A,1.2,1.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
93,93,ISS,ISS,PA,5/20/2020,18,2,7/14/2020,16A,CS,G1A-3,3,BEIGE 88023,16A-PA-6192105-01,6951-93-B,"2""-PA-6192105-G1A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,,1,1.2,#N/A,1.2,1.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
93,93,ISS,ISS,PA,5/20/2020,18,2,7/14/2020,16A,CS,G1A-3,3,BEIGE 88023,16A-PA-6192105-01,6951-93-C,"2""-PA-6192105-G1A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,,1,1.2,#N/A,1.2,1.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
93,93,ISS,ISS,PA,5/20/2020,18,2,7/14/2020,16A,CS,G1A-3,3,BEIGE 88023,16A-PA-6192105-01,6951-93-D,"2""-PA-6192105-G1A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,,1,2.4,#N/A,2.4,2.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
94,94,ISS,ISS,PA,6/25/2020,18,2,7/14/2020,16A,CS,G1U-7-TP1,3,BEIGE 88023,16A-PW-6122801-01,6951-94-A,"10""-PW-6122801-G1U-7-TP1-N-R4",,,,,,,12,12/5/2019,0,,5/20/2020,0F1,,,,,1,,1,14.896,#N/A,14.896,5.008,94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,SB,#NAME?
94,94,ISS,ISS,PA,6/25/2020,18,2,7/14/2020,16A,CS,G1U-7-TP1,3,BEIGE 88023,16A-PW-6122801-01,6951-94-B,"10""-PW-6122801-G1U-7-TP1-N-R4",,,,,,,12,12/5/2019,0,,5/20/2020,0F1,,,,SR,1,,1,19.904,#N/A,19.904,#N/A,94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,SB,#NAME?
96,96-A,ISS,ISS,PA,2/13/2020,1,1,5/11/2020,16B,CS,G1A-9,3,BEIGE 88023,16B-C-6122706-01,6951-96-A,"2""-C-6122706-G1A-9-N-R4",,,,,,,12,12/5/2019,0,,,,,,,SR,,3/13/2020,,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,96-A,2,SB,-C-6122706-G1A-9-N-R4
97,97,ISS,ISS,PA,6/3/2020,1,1,5/11/2020,16B,CS,G1U-4-TP1,3,BEIGE 88023,16B-CWR-6190004-01,6951-97-A,"36""-CWR-6190004-G1U-4-TP1-N-R4",,,,,,,12,12/5/2019,0,,5/20/2020,0F1,,,,SR,1,,1,45.664,#N/A,45.664,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36,LB,#NAME?
97,97,ISS,ISS,PA,6/3/2020,1,1,5/11/2020,16B,CS,G1U-4-TP1,3,BEIGE 88023,16B-CWR-6190004-01,6951-97-B,"36""-CWR-6190004-G1U-4-TP1-N-R4",,,,,,,12,12/5/2019,0,,5/20/2020,0F1,,,,SR,1,,1,3.6,#N/A,3.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36,LB,#NAME?
97,97-C,ISS,ISS,PA,6/3/2020,1,1,5/11/2020,16B,CS,G1U-4-TP1,3,BEIGE 88023,16B-CWR-6190004-01,6951-97-C,"36""-CWR-6190004-G1U-4-TP1-N-R4",,,,,,,12,12/5/2019,0,,5/20/2020,0F1,,,,,1,,1,69.728,#N/A,69.728,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97-C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36,LB,#NAME?
98,98,ISS,ISS,BR,5/14/2020,1,1,5/11/2020,16B,SS,G1U-8-TP1,NONE,-,16B-DW-6197066-01,6951-98-A,"1.5""-DW-6197066-G1U-8-TP1-E-R4",,,,,,,12,12/5/2019,0,,,,,,,,,,1,7.35,#N/A,7.35,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.5,SB,#NAME?
98,98,ISS,ISS,BR,5/14/2020,1,1,5/11/2020,16B,SS,G1U-8-TP1,NONE,-,16B-DW-6197066-01,6951-98-B,"1.5""-DW-6197066-G1U-8-TP1-E-R4",,,,,,,12,12/5/2019,0,,,,,,,,,,1,16.821,#N/A,16.821,1.932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.5,SB,#NAME?
99,99,ISS,ISS,PA,3/3/2020,1,1,5/11/2020,16B,CS,G1A-3,3,BEIGE 88023,16B-IA-6122406-01,6951-99-A,"2""-IA-6122406-G1A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,3/14/2020,,,1.2,1.2,1.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99,#N/A,#N/A,2,SB,#NAME?
99,99,ISS,ISS,PA,3/3/2020,1,1,5/11/2020,16B,CS,G1A-3,3,BEIGE 88023,16B-IA-6122406-01,6951-99-B,"2""-IA-6122406-G1A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,3/13/2020,,,#N/A,0,1.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99,#N/A,#N/A,2,SB,#NAME?
100,100-A,ISS,ISS,PA,2/24/2020,1,1,5/11/2020,16B,CS,G1A-3,3,BEIGE 88023,16B-IA-6122406-02,6951-100-A,"2""-IA-6122406-G1A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,3/14/2020,,,3.424,3.424,2.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100-A,#N/A,2,SB,#NAME?
101,101-A,ISS,ISS,PA,3/3/2020,1,1,5/11/2020,16B,CS,G1A-3,6a,ALUMINUM,16B-LS-6122303-01,6951-101-A,"2""-LS-6122303-G1A-3-IH-R4",,,,,,,12,12/5/2019,0,,,,,,,,,3/12/2020,,,17.2,17.2,7.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,101-A,#N/A,#N/A,2,SB,#NAME?
101,101-B,ISS,ISS,PA,2/24/2020,1,1,5/11/2020,16B,CS,G1A-3,6a,ALUMINUM,16B-LS-6122303-01,6951-101-B,"2""-LS-6122303-G1A-3-IH-R4",,,,,,,12,12/5/2019,0,,,,,,,,,3/14/2020,,,22.4,22.4,22.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,101-B,#N/A,2,SB,#NAME?
102,102-A,ISS,ISS,PA,3/3/2020,1,1,5/11/2020,16B,CS,G1A-3,6a,ALUMINUM,16B-LS-6196135-01,6951-102-A,"2""-LS-6196135-G1A-3-IH-R4",,,,,,,12,12/5/2019,0,,,,,,,,,3/14/2020,,,26.2,26.2,2.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,102-A,#N/A,#N/A,2,SB,#NAME?
103,103,ISS,ISS,PA,3/3/2020,1,1,5/11/2020,16B,CS,G3A-3,3,BEIGE 88023,16B-NG-6122402-01,6951-103-A,"2""-NG-6122402-G3A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,3/13/2020,,,1.2,1.2,1.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,103,#N/A,#N/A,2,SB,#NAME?
103,103,ISS,ISS,PA,3/3/2020,1,1,5/11/2020,16B,CS,G3A-3,3,BEIGE 88023,16B-NG-6122402-01,6951-103-B,"2""-NG-6122402-G3A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,3/13/2020,,,#N/A,0,1.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,103,#N/A,#N/A,2,SB,#NAME?
104,104-A,ISS,ISS,PA,2/13/2020,1,1,5/11/2020,16B,CS,G3A-3,3,BEIGE 88023,16B-NG-6122402-02,6951-104-A,"2""-NG-6122402-G3A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,SR,,3/11/2020,,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,104-A,2,SB,#NAME?
105,105,ISS,ISS,PA,3/3/2020,1,1,5/11/2020,16B,CS,G1A-3,3,BEIGE 88023,16B-PA-6192105-01,6951-105-A,"2""-PA-6192105-G1A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,3/13/2020,,,1.2,1.2,1.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,105,#N/A,#N/A,2,SB,#NAME?
105,105,ISS,ISS,PA,3/3/2020,1,1,5/11/2020,16B,CS,G1A-3,3,BEIGE 88023,16B-PA-6192105-01,6951-105-B,"2""-PA-6192105-G1A-3-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,3/13/2020,,,#N/A,0,1.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,105,#N/A,#N/A,2,SB,#NAME?
106,106-A,ISS,ISS,PA,2/24/2020,1,1,5/11/2020,16B,CS,G1U-7-TP1,3,BEIGE 88023,16B-PW-6122801-01,6951-106-A,"10""-PW-6122801-G1U-7-TP1-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,3/11/2020,,,40.096,40.096,4.096,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,106-A,#N/A,10,SB,#NAME?
107,107-A,ISS,ISS,PA,3/3/2020,1,1,5/11/2020,16B,CS,G1U-7-TP1,-,,16B-PW-6196540-01,6951-107-A,"2""-PW-6196540-G1U-7-TP1-N-R4",,,,,,Voided per email on 3-12-20,12,12/5/2019,0,,,,,,,,,3/13/2020,,,7.2,7.2,7.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,107-A,#N/A,79-D,,,2,SB,#NAME?
107,107-B,ISS,ISS,PA,3/3/2020,1,1,5/11/2020,16B,CS,G1U-7-TP1,-,,16B-PW-6196540-01,6951-107-B,"2""-PW-6196540-G1U-7-TP1-N-R4",,,,,,Voided per email on 3-12-20,12,12/5/2019,0,,,,,,,,,3/13/2020,,,2.4,2.4,2.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,107-B,#N/A,82-A,,,2,SB,#NAME?
108,108-A,ISS,ISS,TX,5/14/2020,3,1,6/15/2020,20B,CS,G3A-3,4,BEIGE 88023,20B-CD-6313308-01,6951-108-A,"2""-CD-6313308-G3A-3-PP-R4",,,,,,,12,12/5/2019,0,,,,,,,,,5/19/2020,,,#N/A,10.8,12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,108-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,108-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
109,109-A,ISS,ISS,TX,5/14/2020,3,1,6/15/2020,20B,CS,G3A-3,4,BEIGE 88023,20B-CD-6313308-02,6951-109-A,"2""-CD-6313308-G3A-3-PP-R4",,,,,,,12,12/5/2019,0,,,,,,,,,5/19/2020,,,#N/A,10.196,9.408,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,109-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
110,110-A,ISS,ISS,TX,5/14/2020,3,1,6/15/2020,20B,CS,G3A-3,4,BEIGE 88023,20B-CD-6313308-03,6951-110-A,"2""-CD-6313308-G3A-3-PP-R4",,,,,,,12,12/5/2019,0,,,,,,,,,5/19/2020,,,#N/A,29.272,23.52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
111,111-A,ISS,ISS,TX,5/14/2020,3,1,6/15/2020,20B,CS,G3A-3,4,BEIGE 88023,20B-CD-6313310-01,6951-111-A,"2""-CD-6313310-G3A-3-PP-R4",,,,,,,12,12/5/2019,0,,,,,,,,,5/19/2020,,,#N/A,9.6,9.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,111-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,111-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
112,112-A,ISS,ISS,TX,5/14/2020,3,1,6/15/2020,20B,CS,G3A-3,4,BEIGE 88023,20B-CD-6313310-02,6951-112-A,"2""-CD-6313310-G3A-3-PP-R4",,,,,,,12,12/5/2019,0,,,,,,,,,,1,13.2,#N/A,13.2,15.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,112-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,112-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
113,113-A,ISS,ISS,TX,5/14/2020,3,1,6/15/2020,20B,CS,G3A-3,4,BEIGE 88023,20B-CD-6313310-03,6951-113-A,"2""-CD-6313310-G3A-3-PP-R4",,,,,,,12,12/5/2019,0,,,,,,,,,,1,20.712,#N/A,20.712,15.216,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,113-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
114,114-A,ISS,ISS,PA,3/17/2020,3,1,6/15/2020,20B,CS,G1U-4-TP1,1,BEIGE 88023,20B-CWR-6313377-01,6951-114-A,"2""-CWR-6313377-G1U-4-TP1-N-R4",,,,,,,12,12/5/2019,0,,,,,,,SR,,3/20/2020,,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,114-A,114-A,#N/A,#N/A,#N/A,2,SB,#NAME?
114,114-B,ISS,ISS,PA,3/17/2020,3,1,6/15/2020,20B,CS,G1U-4-TP1,1,BEIGE 88023,20B-CWR-6313377-01,6951-114-B,"2""-CWR-6313377-G1U-4-TP1-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,3/21/2020,,,5.808,5.808,7.008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,114-B,114-B,#N/A,#N/A,#N/A,2,SB,#NAME?
114,114-C,ISS,ISS,PA,3/17/2020,3,1,6/15/2020,20B,CS,G1U-4-TP1,1,BEIGE 88023,20B-CWR-6313377-01,6951-114-C,"2""-CWR-6313377-G1U-4-TP1-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,3/23/2020,,,7.728,7.728,8.832,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,114-C,114-C,#N/A,#N/A,#N/A,2,SB,#NAME?
115,115-A,ISS,ISS,PA,3/17/2020,3,1,6/15/2020,20B,CS,G1U-4-TP1,1,BEIGE 88023,20B-CWR-6313381-01,6951-115-A,"2""-CWR-6313381-G1U-4-TP1-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,3/23/2020,,,11.04,11.04,12.144,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,115-A,115-A,#N/A,#N/A,#N/A,2,SB,#NAME?
116,116-A,ISS,ISS,PA,3/17/2020,3,1,6/15/2020,20B,CS,G1U-4-TP1,1,BEIGE 88023,20B-CWS-6313371-01,6951-116-A,"2""-CWS-6313371-G1U-4-TP1-N-R4",,,,,,,12,12/5/2019,0,,,,,,,SR,,3/20/2020,,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,116-A,116-A,#N/A,#N/A,#N/A,2,SB,#NAME?
116,116-B,ISS,ISS,PA,4/1/2020,3,1,6/15/2020,20B,CS,G1U-4-TP1,1,BEIGE 88023,20B-CWS-6313371-01,6951-116-B,"2""-CWS-6313371-G1U-4-TP1-N-R4",,,,,,,12,12/5/2019,0,,,,,,,,,4/13/2020,,,5.808,5.808,7.008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,116-B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SB,#NAME?
