BOM PATH, POS, TAG NUMBER, SIZE, DESCRIPTION, LIST QUANTITY, UNIT, TRANSMITTL, GROUP-PERF, SKETCH, PRIORITY, SPEC, CWP
PIPING/6951/078/533-A,1,C135SUU~2,2,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 2""",14.2,ft,78,PIPE,6951-533-A,10,G1A-15,13C
PIPING/6951/078/533-A,2,CPP0AANB~3/4,3/4,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-XXS 3/4""",0.3,ft,78,PIPE,6951-533-A,10,G1A-15,13C
PIPING/6951/078/533-A,3,CKG4HH~4X2,4X2,"- Sockolet,MSS SP-97,ASTM A105,SW Ends,6000 Lbs, 4X2""",1,ea,78,FITTINGS,6951-533-A,10,G1A-15,13C
PIPING/6951/078/533-A,4,CKJ135~2X2,2X2,"- Eq Te,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2X2""",1,ea,78,FITTINGS,6951-533-A,10,G1A-15,13C
PIPING/6951/078/533-A,5,CKJ135~2X2,2X2,"- Eq Te,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2X2""",1,ea,78,FITTINGS,6951-533-A,10,G1A-15,13C
PIPING/6951/078/533-A,6,CED4NCY~2X3/4,2X3/4,"- Ecc Swage,MSS SP-95,ASTM A234 Gr.WPB,PE, S-160 x S-XXS 2X3/4""",1,ea,78,FITTINGS,6951-533-A,10,G1A-15,13C
PIPING/6951/078/533-A,7,CNU86J~3/4,3/4,"- Full Coup,ASME B16.11,ASTM A105,SW Ends,9000 Lbs, 3/4""",1,ea,78,FITTINGS,6951-533-A,10,G1A-15,13C
PIPING/6951/078/533-A,8,CNLYU7~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,9000 Lbs, 3/4""",1,ea,78,FITTINGS,6951-533-A,10,G1A-15,13C
PIPING/6951/078/534-A,1,C135SUU~2,2,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 2""",0.4,ft,78,PIPE,6951-534-A,10,G1A-15,13C
PIPING/6951/078/534-A,2,C135SUU~2,2,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 2""",2.3,ft,78,PIPE,6951-534-A,10,G1A-15,13C
PIPING/6951/078/534-A,3,CKG4HH~4X2,4X2,"- Sockolet,MSS SP-97,ASTM A105,SW Ends,6000 Lbs, 4X2""",1,ea,78,FITTINGS,6951-534-A,10,G1A-15,13C
PIPING/6951/078/534-A,4,CGU80E9~2,2,"- Nip,ASME B36.10,ASTM A106 Gr.B,PE/NPTM End,Seamless,L  6in, S-160 2""",1,ea,78,FITTINGS,6951-534-A,10,G1A-15,13C
PIPING/6951/078/534-A,5,CKG3TG~2,2,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,78,FITTINGS,6951-534-A,10,G1A-15,13C
PIPING/6951/078/534-A,6,C329SWZ5~2,2,"- Union,MSS SP-83,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,78,FITTINGS,6951-534-A,10,G1A-15,13C
PIPING/6951/078/534-A,7,CKG3TG~2,2,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,78,FITTINGS,6951-534-A,10,G1A-15,13C
PIPING/6951/078/534-A,8,CKG3TG~2,2,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,78,FITTINGS,6951-534-A,10,G1A-15,13C
PIPING/6951/078/534-A,9,C1N6KT90~2,2,"- Gat Fem,API 602,ASTM A105,SW Ends,800 Lbs, Tag: VSA02-8WB 2""",1,ea,78,VALVES / IN-LINE ITEMS,6951-534-A,10,G1A-15,13C
PIPING/6951/078/535-A,1,C135SUU~2,2,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 2""",0.4,ft,78,PIPE,6951-535-A,10,G1A-15,13C
PIPING/6951/078/535-A,2,C135SUU~2,2,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 2""",2.3,ft,78,PIPE,6951-535-A,10,G1A-15,13C
PIPING/6951/078/535-A,3,CKG4HH~4X2,4X2,"- Sockolet,MSS SP-97,ASTM A105,SW Ends,6000 Lbs, 4X2""",1,ea,78,FITTINGS,6951-535-A,10,G1A-15,13C
PIPING/6951/078/535-A,4,CGU80E9~2,2,"- Nip,ASME B36.10,ASTM A106 Gr.B,PE/NPTM End,Seamless,L  6in, S-160 2""",1,ea,78,FITTINGS,6951-535-A,10,G1A-15,13C
PIPING/6951/078/535-A,5,CKG3TG~2,2,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,78,FITTINGS,6951-535-A,10,G1A-15,13C
PIPING/6951/078/535-A,6,C329SWZ5~2,2,"- Union,MSS SP-83,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,78,FITTINGS,6951-535-A,10,G1A-15,13C
PIPING/6951/078/535-A,7,CKG3TG~2,2,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,78,FITTINGS,6951-535-A,10,G1A-15,13C
PIPING/6951/078/535-A,8,CKG3TG~2,2,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,78,FITTINGS,6951-535-A,10,G1A-15,13C
PIPING/6951/078/535-A,9,C1N6KT90~2,2,"- Gat Fem,API 602,ASTM A105,SW Ends,800 Lbs, Tag: VSA02-8WB 2""",1,ea,78,VALVES / IN-LINE ITEMS,6951-535-A,10,G1A-15,13C
PIPING/6951/078/536-C,1,C135SUU~2,2,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 2""",2.9,ft,78,PIPE,6951-536-C,10,G1A-15,13C
PIPING/6951/078/536-C,2,CKG4HH~4X2,4X2,"- Sockolet,MSS SP-97,ASTM A105,SW Ends,6000 Lbs, 4X2""",1,ea,78,FITTINGS,6951-536-C,10,G1A-15,13C
PIPING/6951/078/536-C,3,CKG3TG~2,2,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,78,FITTINGS,6951-536-C,10,G1A-15,13C
PIPING/6951/078/616-A,1,C135SUU~2,2,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 2""",2.3,ft,78,PIPE,6951-616-A,9,G1A-15,30B
PIPING/6951/078/616-A,2,CKG4H9~3X2,3X2,"- Sockolet,MSS SP-97,ASTM A105,SW Ends,6000 Lbs, 3X2""",1,ea,78,FITTINGS,6951-616-A,9,G1A-15,30B
PIPING/6951/078/616-A,3,C2ZC0SDN~2,2,"- Nip,ASME B36.10,ASTM A106 Gr.B,PE/NPTM End,Seamless,L  4in, S-160 2""",1,ea,78,FITTINGS,6951-616-A,9,G1A-15,30B
PIPING/6951/078/616-A,4,C329SWZ5~2,2,"- Union,MSS SP-83,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,78,FITTINGS,6951-616-A,9,G1A-15,30B
PIPING/6951/078/616-A,5,CKG3TG~2,2,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,78,FITTINGS,6951-616-A,9,G1A-15,30B
PIPING/6951/078/616-A,6,CKG3TG~2,2,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,78,FITTINGS,6951-616-A,9,G1A-15,30B
PIPING/6951/078/616-A,7,C1N6KT90~2,2,"- Gat Fem,API 602,ASTM A105,SW Ends,800 Lbs, Tag: VSA02-8WB 2""",1,ea,78,VALVES / IN-LINE ITEMS,6951-616-A,9,G1A-15,30B
PIPING/6951/110/741-A,1,CPP002ZK~3,3,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,BE,Seamless, S-STD 3""",22.2,ft,110,PIPE,6951-741-A,10,G1U-4-TP1,13C
PIPING/6951/110/741-A,2,C3PBRE6~3X1 1/2,3X1 1/2,"- Ecc Swage,MSS SP-95,ASTM A234 Gr.WPB,BE/PE, S-STD x S-XS 3X1 1/2""",1,ea,110,FITTINGS,6951-741-A,10,G1U-4-TP1,13C
PIPING/6951/110/741-A,3,CLMTLGC~3,3,"- 90deg Elb LR,ASME B16.9,ASTM A234 Gr.WPB,BW Ends,Welded + 100% RT, S-STD 3""",1,ea,110,FITTINGS,6951-741-A,10,G1U-4-TP1,13C
PIPING/6951/110/741-A,4,CLMTLGC~3,3,"- 90deg Elb LR,ASME B16.9,ASTM A234 Gr.WPB,BW Ends,Welded + 100% RT, S-STD 3""",1,ea,110,FITTINGS,6951-741-A,10,G1U-4-TP1,13C
PIPING/6951/110/741-A,5,CLMTLGC~3,3,"- 90deg Elb LR,ASME B16.9,ASTM A234 Gr.WPB,BW Ends,Welded + 100% RT, S-STD 3""",1,ea,110,FITTINGS,6951-741-A,10,G1U-4-TP1,13C
PIPING/6951/110/741-A,6,CLMTLGC~3,3,"- 90deg Elb LR,ASME B16.9,ASTM A234 Gr.WPB,BW Ends,Welded + 100% RT, S-STD 3""",1,ea,110,FITTINGS,6951-741-A,10,G1U-4-TP1,13C
PIPING/6951/110/741-A,7,CLMTLGC~3,3,"- 90deg Elb LR,ASME B16.9,ASTM A234 Gr.WPB,BW Ends,Welded + 100% RT, S-STD 3""",1,ea,110,FITTINGS,6951-741-A,10,G1U-4-TP1,13C
PIPING/6951/110/741-A,8,CFGDKG8W~1 1/2,1 1/2,"- SW Flg,ASME B16.5,ASTM A105,RF/SW End,150 Lbs, 1 1/2""",1,ea,110,FLANGES,6951-741-A,10,G1U-4-TP1,13C
PIPING/6951/110/741-A,9,PS109-3-16-F_741-A~3,3,"- PS109-3-16-F 3""",1,ea,110,SUPPORTS,6951-741-A,10,G1U-4-TP1,13C
PIPING/6951/110/741-A,10,PS604-5-2-18-N_741-A~3,3,"- PS604-5-2-18-N 3""",1,ea,110,SUPPORTS,6951-741-A,10,G1U-4-TP1,13C
PIPING/6951/110/742-A,1,CPP002GK~3/4,3/4,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 3/4""",0.8,ft,110,PIPE,6951-742-A,10,G1U-4-TP1,13C
PIPING/6951/110/742-A,2,CFGEBSPZ~3/4,3/4,"- SW Flg,ASME B16.5,ASTM A105,RF/SW End,150 Lbs, 3/4""",1,ea,110,FLANGES,6951-742-A,10,G1U-4-TP1,13C
PIPING/6951/110/742-A,3,C1HZCLLG~3/4,3/4,"- Gat Fem,API 602,ASTM A105,SW Ends,800 Lbs, Tag: VSA01-800 3/4""",1,ea,110,VALVES / IN-LINE ITEMS,6951-742-A,10,G1U-4-TP1,13C
PIPING/6951/110/743-A,1,CPP002GK~3/4,3/4,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 3/4""",0.8,ft,110,PIPE,6951-743-A,10,G1U-4-TP1,13C
PIPING/6951/110/743-A,2,CFGEBSPZ~3/4,3/4,"- SW Flg,ASME B16.5,ASTM A105,RF/SW End,150 Lbs, 3/4""",1,ea,110,FLANGES,6951-743-A,10,G1U-4-TP1,13C
PIPING/6951/110/743-A,3,C1HZCLLG~3/4,3/4,"- Gat Fem,API 602,ASTM A105,SW Ends,800 Lbs, Tag: VSA01-800 3/4""",1,ea,110,VALVES / IN-LINE ITEMS,6951-743-A,10,G1U-4-TP1,13C
PIPING/6951/110/744-A,1,CPP002ZK~3,3,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,BE,Seamless, S-STD 3""",11,ft,110,PIPE,6951-744-A,10,G1U-4-TP1,13C
PIPING/6951/110/744-A,2,CLMTLGC~3,3,"- 90deg Elb LR,ASME B16.9,ASTM A234 Gr.WPB,BW Ends,Welded + 100% RT, S-STD 3""",1,ea,110,FITTINGS,6951-744-A,10,G1U-4-TP1,13C
PIPING/6951/110/744-A,3,CLMTLGC~3,3,"- 90deg Elb LR,ASME B16.9,ASTM A234 Gr.WPB,BW Ends,Welded + 100% RT, S-STD 3""",1,ea,110,FITTINGS,6951-744-A,10,G1U-4-TP1,13C
PIPING/6951/110/744-A,4,CLMTLGC~3,3,"- 90deg Elb LR,ASME B16.9,ASTM A234 Gr.WPB,BW Ends,Welded + 100% RT, S-STD 3""",1,ea,110,FITTINGS,6951-744-A,10,G1U-4-TP1,13C
PIPING/6951/110/744-A,5,CLMTLGC~3,3,"- 90deg Elb LR,ASME B16.9,ASTM A234 Gr.WPB,BW Ends,Welded + 100% RT, S-STD 3""",1,ea,110,FITTINGS,6951-744-A,10,G1U-4-TP1,13C
PIPING/6951/110/744-A,6,PS604-5-2-18-N_744-A~3,3,"- PS604-5-2-18-N 3""",1,ea,110,SUPPORTS,6951-744-A,10,G1U-4-TP1,13C
PIPING/6951/110/744-B,1,CPP002ZK~3,3,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,BE,Seamless, S-STD 3""",15.5,ft,110,PIPE,6951-744-B,10,G1U-4-TP1,13C
PIPING/6951/110/744-B,2,C3PBRE6~3X1 1/2,3X1 1/2,"- Ecc Swage,MSS SP-95,ASTM A234 Gr.WPB,BE/PE, S-STD x S-XS 3X1 1/2""",1,ea,110,FITTINGS,6951-744-B,10,G1U-4-TP1,13C
PIPING/6951/110/744-B,3,CLMTLGC~3,3,"- 90deg Elb LR,ASME B16.9,ASTM A234 Gr.WPB,BW Ends,Welded + 100% RT, S-STD 3""",1,ea,110,FITTINGS,6951-744-B,10,G1U-4-TP1,13C
PIPING/6951/110/744-B,4,CLMTLGC~3,3,"- 90deg Elb LR,ASME B16.9,ASTM A234 Gr.WPB,BW Ends,Welded + 100% RT, S-STD 3""",1,ea,110,FITTINGS,6951-744-B,10,G1U-4-TP1,13C
PIPING/6951/110/744-B,5,CLMTLGC~3,3,"- 90deg Elb LR,ASME B16.9,ASTM A234 Gr.WPB,BW Ends,Welded + 100% RT, S-STD 3""",1,ea,110,FITTINGS,6951-744-B,10,G1U-4-TP1,13C
PIPING/6951/110/744-B,6,CLMTLGC~3,3,"- 90deg Elb LR,ASME B16.9,ASTM A234 Gr.WPB,BW Ends,Welded + 100% RT, S-STD 3""",1,ea,110,FITTINGS,6951-744-B,10,G1U-4-TP1,13C
PIPING/6951/110/744-B,7,CFGDKG8W~1 1/2,1 1/2,"- SW Flg,ASME B16.5,ASTM A105,RF/SW End,150 Lbs, 1 1/2""",1,ea,110,FLANGES,6951-744-B,10,G1U-4-TP1,13C
PIPING/6951/110/744-B,8,PS109-3-16-F_744-B~3,3,"- PS109-3-16-F 3""",1,ea,110,SUPPORTS,6951-744-B,10,G1U-4-TP1,13C
PIPING/6951/110/745-A,1,C1SK9EB~1,1,"- 1 IN x S-80S Seamless, Pipes, B36.19/B36.10, A312 Gr.TP304/304L, PE,",21.7,ft,110,PIPE,6951-745-A,10,G6K-1,13C
PIPING/6951/110/745-A,2,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-745-A,10,G6K-1,13C
PIPING/6951/110/745-A,3,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-745-A,10,G6K-1,13C
PIPING/6951/110/745-A,4,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-745-A,10,G6K-1,13C
PIPING/6951/110/745-A,5,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-745-A,10,G6K-1,13C
PIPING/6951/110/745-A,6,CE8B2ZA~1,1,"- SW Flg,ASME B16.5,ASTM A182 Gr.F304/304L,RF/SW End,600 Lbs, 1""",1,ea,110,FLANGES,6951-745-A,10,G6K-1,13C
PIPING/6951/110/745-B,1,C1SK9EB~1,1,"- 1 IN x S-80S Seamless, Pipes, B36.19/B36.10, A312 Gr.TP304/304L, PE,",10.7,ft,110,PIPE,6951-745-B,10,G6K-1,13C
PIPING/6951/110/745-B,2,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-745-B,10,G6K-1,13C
PIPING/6951/110/745-B,3,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-745-B,10,G6K-1,13C
PIPING/6951/110/745-B,4,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-745-B,10,G6K-1,13C
PIPING/6951/110/745-B,5,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-745-B,10,G6K-1,13C
PIPING/6951/110/745-B,6,CE8B2ZA~1,1,"- SW Flg,ASME B16.5,ASTM A182 Gr.F304/304L,RF/SW End,600 Lbs, 1""",1,ea,110,FLANGES,6951-745-B,10,G6K-1,13C
PIPING/6951/110/746-A,1,C1SK9EB~1,1,"- 1 IN x S-80S Seamless, Pipes, B36.19/B36.10, A312 Gr.TP304/304L, PE,",21.7,ft,110,PIPE,6951-746-A,10,G6K-1,13C
PIPING/6951/110/746-A,2,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-746-A,10,G6K-1,13C
PIPING/6951/110/746-A,3,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-746-A,10,G6K-1,13C
PIPING/6951/110/746-A,4,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-746-A,10,G6K-1,13C
PIPING/6951/110/746-A,5,CE8B2ZA~1,1,"- SW Flg,ASME B16.5,ASTM A182 Gr.F304/304L,RF/SW End,600 Lbs, 1""",1,ea,110,FLANGES,6951-746-A,10,G6K-1,13C
PIPING/6951/110/746-B,1,C1SK9EB~1,1,"- 1 IN x S-80S Seamless, Pipes, B36.19/B36.10, A312 Gr.TP304/304L, PE,",5.3,ft,110,PIPE,6951-746-B,10,G6K-1,13C
PIPING/6951/110/746-B,2,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-746-B,10,G6K-1,13C
PIPING/6951/110/746-B,3,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-746-B,10,G6K-1,13C
PIPING/6951/110/746-B,4,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-746-B,10,G6K-1,13C
PIPING/6951/110/746-B,5,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-746-B,10,G6K-1,13C
PIPING/6951/110/746-B,6,CE8B2ZA~1,1,"- SW Flg,ASME B16.5,ASTM A182 Gr.F304/304L,RF/SW End,600 Lbs, 1""",1,ea,110,FLANGES,6951-746-B,10,G6K-1,13C
PIPING/6951/110/747-A,1,C1SK9EB~1,1,"- 1 IN x S-80S Seamless, Pipes, B36.19/B36.10, A312 Gr.TP304/304L, PE,",20.8,ft,110,PIPE,6951-747-A,10,G6K-1,13C
PIPING/6951/110/747-A,2,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-747-A,10,G6K-1,13C
PIPING/6951/110/747-A,3,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-747-A,10,G6K-1,13C
PIPING/6951/110/747-A,4,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-747-A,10,G6K-1,13C
PIPING/6951/110/747-A,5,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-747-A,10,G6K-1,13C
PIPING/6951/110/747-A,6,CE8B2ZA~1,1,"- SW Flg,ASME B16.5,ASTM A182 Gr.F304/304L,RF/SW End,600 Lbs, 1""",1,ea,110,FLANGES,6951-747-A,10,G6K-1,13C
PIPING/6951/110/747-B,1,C1SK9EB~1,1,"- 1 IN x S-80S Seamless, Pipes, B36.19/B36.10, A312 Gr.TP304/304L, PE,",9.6,ft,110,PIPE,6951-747-B,10,G6K-1,13C
PIPING/6951/110/747-B,2,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-747-B,10,G6K-1,13C
PIPING/6951/110/747-B,3,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-747-B,10,G6K-1,13C
PIPING/6951/110/747-B,4,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-747-B,10,G6K-1,13C
PIPING/6951/110/747-B,5,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-747-B,10,G6K-1,13C
PIPING/6951/110/747-B,6,CE8B2ZA~1,1,"- SW Flg,ASME B16.5,ASTM A182 Gr.F304/304L,RF/SW End,600 Lbs, 1""",1,ea,110,FLANGES,6951-747-B,10,G6K-1,13C
PIPING/6951/110/748-A,1,C1SK9EB~1,1,"- 1 IN x S-80S Seamless, Pipes, B36.19/B36.10, A312 Gr.TP304/304L, PE,",20.3,ft,110,PIPE,6951-748-A,10,G6K-1,13C
PIPING/6951/110/748-A,2,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-748-A,10,G6K-1,13C
PIPING/6951/110/748-A,3,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-748-A,10,G6K-1,13C
PIPING/6951/110/748-A,4,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-748-A,10,G6K-1,13C
PIPING/6951/110/748-A,5,CE8B2ZA~1,1,"- SW Flg,ASME B16.5,ASTM A182 Gr.F304/304L,RF/SW End,600 Lbs, 1""",1,ea,110,FLANGES,6951-748-A,10,G6K-1,13C
PIPING/6951/110/748-B,1,C1SK9EB~1,1,"- 1 IN x S-80S Seamless, Pipes, B36.19/B36.10, A312 Gr.TP304/304L, PE,",4.7,ft,110,PIPE,6951-748-B,10,G6K-1,13C
PIPING/6951/110/748-B,2,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-748-B,10,G6K-1,13C
PIPING/6951/110/748-B,3,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-748-B,10,G6K-1,13C
PIPING/6951/110/748-B,4,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-748-B,10,G6K-1,13C
PIPING/6951/110/748-B,5,CE8B2ZA~1,1,"- SW Flg,ASME B16.5,ASTM A182 Gr.F304/304L,RF/SW End,600 Lbs, 1""",1,ea,110,FLANGES,6951-748-B,10,G6K-1,13C
PIPING/6951/110/749-A,1,C1SK9EB~1,1,"- 1 IN x S-80S Seamless, Pipes, B36.19/B36.10, A312 Gr.TP304/304L, PE,",7,ft,110,PIPE,6951-749-A,10,G6K-1,13C
PIPING/6951/110/749-A,2,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-749-A,10,G6K-1,13C
PIPING/6951/110/749-A,3,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-749-A,10,G6K-1,13C
PIPING/6951/110/749-A,4,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-749-A,10,G6K-1,13C
PIPING/6951/110/749-A,5,CE8B2ZA~1,1,"- SW Flg,ASME B16.5,ASTM A182 Gr.F304/304L,RF/SW End,600 Lbs, 1""",1,ea,110,FLANGES,6951-749-A,10,G6K-1,13C
PIPING/6951/110/749-B,1,C1SK9EB~1,1,"- 1 IN x S-80S Seamless, Pipes, B36.19/B36.10, A312 Gr.TP304/304L, PE,",24.3,ft,110,PIPE,6951-749-B,10,G6K-1,13C
PIPING/6951/110/749-B,2,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-749-B,10,G6K-1,13C
PIPING/6951/110/749-B,3,GENERIC~1,1,"- CPLG 1""",1,ea,110,FITTINGS,6951-749-B,10,G6K-1,13C
PIPING/6951/110/749-C,1,C1SK9EB~1,1,"- 1 IN x S-80S Seamless, Pipes, B36.19/B36.10, A312 Gr.TP304/304L, PE,",10.7,ft,110,PIPE,6951-749-C,10,G6K-1,13C
PIPING/6951/110/749-C,2,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-749-C,10,G6K-1,13C
PIPING/6951/110/749-C,3,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-749-C,10,G6K-1,13C
PIPING/6951/110/749-C,4,CDFBW9Y3~1,1,"- 1 IN 90 Deg. Ell, B16.11, A182 Gr.F304/304L, SW, 3000 Lbs,",1,ea,110,FITTINGS,6951-749-C,10,G6K-1,13C
PIPING/6951/110/749-C,5,CE8B2ZA~1,1,"- SW Flg,ASME B16.5,ASTM A182 Gr.F304/304L,RF/SW End,600 Lbs, 1""",1,ea,110,FLANGES,6951-749-C,10,G6K-1,13C
PIPING/6951/110/750-A,1,C1SK9EB~1,1,"- 1 IN x S-80S Seamless, Pipes, B36.19/B36.10, A312 Gr.TP304/304L, PE,",4.3,ft,110,PIPE,6951-750-A,10,G6K-1,13C
