,1462,,,,,,1419,1326,1316,1310,24,0,1182,0,485,992,134,244,280,,,,
SHOP,ISO NO.,PIECE MARK,PA,REF. DWG.,PAINT SYS.,TOP COAT,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,BACK AT SHOP,SHOP QC,CLIENT QC,READY TO SHIP COATING,SHIP TO COATING,APPROVAL TO SHIP,READY TO SHIP,TO SITE,LOAD NO.,SPEC.,FAB CODE,PHASE
PA        ,73-C,6951-73-C,#N/A,13A-P-6118111-01,6                        ,BEIGE 88023         ,06/15/2020,06/23/2020,06/23/2020,06/24/2020,,,,,,,,,,,G3A-3     ,B31.3          ,13A       
PA        ,73-D,6951-73-D,#N/A,13A-P-6118111-01,6                        ,BEIGE 88023         ,06/18/2020,06/30/2020,06/30/2020,06/30/2020,,,,,,,,,,,G3A-3     ,B31.3          ,13A       
BR        ,178-A,6951-178-A,#N/A,15A-NG-6122404-01,NONE                     ,-                   ,05/14/2020,05/18/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15A       
BR        ,179-A,6951-179-A,#N/A,15A-NG-6122404-02,NONE                     ,-                   ,05/14/2020,05/19/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15A       
BR        ,180-A,6951-180-A,#N/A,15A-NG-6122405-01,NONE                     ,-                   ,05/14/2020,05/18/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15A       
BR        ,181-A,6951-181-A,#N/A,15A-NG-6122405-02,NONE                     ,-                   ,05/14/2020,05/19/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15A       
BR        ,182-A,6951-182-A,#N/A,15A-NG-6122411-01,NONE                     ,-                   ,05/14/2020,05/18/2020,05/18/2020,05/18/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15A       
BR        ,183-A,6951-183-A,#N/A,15A-NG-6122411-02,NONE                     ,-                   ,05/14/2020,05/19/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15A       
BR        ,184-A,6951-184-A,#N/A,15A-NG-6122412-01,NONE                     ,-                   ,05/14/2020,05/18/2020,05/18/2020,05/18/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15A       
BR        ,185-A,6951-185-A,#N/A,15A-NG-6122412-02,NONE                     ,-                   ,05/14/2020,05/19/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15A       
BR        ,186-A,6951-186-A,#N/A,15A-NG-6122413-01,NONE                     ,-                   ,05/14/2020,05/18/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15A       
BR        ,187-A,6951-187-A,#N/A,15A-NG-6122413-02,NONE                     ,-                   ,05/14/2020,05/19/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15A       
BR        ,189-D,6951-189-D,#N/A,15B-NG-6122404-01,NONE                     ,-                   ,05/14/2020,05/19/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15B       
BR        ,190-D,6951-190-D,#N/A,15B-NG-6122405-01,NONE                     ,-                   ,05/14/2020,05/19/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15B       
BR        ,191-D,6951-191-D,#N/A,15B-NG-6122411-01,NONE                     ,-                   ,05/14/2020,05/19/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15B       
BR        ,192-D,6951-192-D,#N/A,15B-NG-6122412-01,NONE                     ,-                   ,05/14/2020,05/19/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15B       
BR        ,193-D,6951-193-D,#N/A,15B-NG-6122413-01,NONE                     ,-                   ,05/14/2020,05/19/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-1     ,B31.3          ,15B       
PA        ,291-A,6951-291-A,#N/A,13A-TRIM-6119830-03,6A                       ,ALUMINUM            ,06/01/2020,06/03/2020,06/03/2020,06/03/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,13A       
PA        ,292-A,6951-292-A,#N/A,13A-TRIM-6119830-04,6A                       ,ALUMINUM            ,06/01/2020,06/03/2020,06/03/2020,06/08/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,13A       
BR        ,331-A,6951-331-A,#N/A,31A-DW-6197049-01,NONE                     ,-                   ,05/14/2020,05/19/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1U-8-TP1 ,B31.3          ,31A       
BR        ,370-A,6951-370-A,#N/A,13F-DW-6197060-01,NONE                     ,-                   ,05/20/2020,06/02/2020,06/29/2020,06/29/2020,,,07/08/2020,,,,,,,B3003     ,G1U-8-TP1 ,B31.3          ,13F       
BR        ,419-A,6951-419-A,#N/A,13F-FG-6116907-01,6                        ,BEIGE 88023         ,05/20/2020,05/28/2020,06/01/2020,06/01/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,419-B,6951-419-B,#N/A,13F-FG-6116907-01,6                        ,BEIGE 88023         ,05/20/2020,05/28/2020,06/01/2020,06/01/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,420-A,6951-420-A,#N/A,13F-FG-6116907-02,6                        ,BEIGE 88023         ,05/20/2020,05/26/2020,05/27/2020,05/28/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,420-B,6951-420-B,#N/A,13F-FG-6116907-02,6                        ,BEIGE 88023         ,06/10/2020,06/15/2020,06/15/2020,06/16/2020,,,07/08/2020,,,,,,,B2002     ,G1K-1     ,B31.3          ,13F       
BR        ,420-C,6951-420-C,#N/A,13F-FG-6116907-02,6                        ,BEIGE 88023         ,05/14/2020,05/18/2020,05/20/2020,05/20/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,421-A,6951-421-A,#N/A,13F-FG-6116907-03,6                        ,BEIGE 88023         ,05/20/2020,05/28/2020,06/02/2020,06/02/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,422-A,6951-422-A,#N/A,13F-FG-6116907-04,6                        ,BEIGE 88023         ,05/20/2020,05/21/2020,05/27/2020,05/28/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,422-B,6951-422-B,#N/A,13F-FG-6116907-04,6                        ,BEIGE 88023         ,05/20/2020,05/27/2020,05/27/2020,05/27/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,423-A,6951-423-A,#N/A,13F-FG-6116907-05,6                        ,BEIGE 88023         ,05/20/2020,05/26/2020,05/27/2020,06/01/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,423-B,6951-423-B,#N/A,13F-FG-6116907-05,6                        ,BEIGE 88023         ,05/20/2020,05/26/2020,05/27/2020,05/28/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,424-A,6951-424-A,#N/A,13F-FG-6116907-06,6                        ,BEIGE 88023         ,05/20/2020,05/27/2020,05/28/2020,05/28/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,424-B,6951-424-B,#N/A,13F-FG-6116907-06,6                        ,BEIGE 88023         ,05/20/2020,05/26/2020,05/27/2020,05/27/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,425-A,6951-425-A,#N/A,13F-FG-6116907-07,6                        ,BEIGE 88023         ,05/20/2020,05/28/2020,06/01/2020,06/02/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,426-A,6951-426-A,#N/A,13F-FG-6116907-08,6                        ,BEIGE 88023         ,06/10/2020,06/11/2020,06/16/2020,06/17/2020,,,07/08/2020,,,,,,,B2002     ,G1K-1     ,B31.3          ,13F       
BR        ,427-A,6951-427-A,#N/A,13F-FG-6116907-09,6                        ,BEIGE 88023         ,05/20/2020,05/21/2020,05/27/2020,05/28/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,427-B,6951-427-B,#N/A,13F-FG-6116907-09,6                        ,BEIGE 88023         ,05/20/2020,05/21/2020,06/03/2020,06/03/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,428-A,6951-428-A,#N/A,13F-FG-6116907-10,6                        ,BEIGE 88023         ,05/20/2020,06/16/2020,06/17/2020,06/18/2020,,,07/08/2020,,,,,,,B2002     ,G1K-1     ,B31.3          ,13F       
BR        ,429-A,6951-429-A,#N/A,13F-FG-6116909-01,6                        ,BEIGE 88023         ,05/20/2020,05/28/2020,06/01/2020,06/01/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,429-B,6951-429-B,#N/A,13F-FG-6116909-01,6                        ,BEIGE 88023         ,05/20/2020,05/27/2020,06/01/2020,06/01/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,430-A,6951-430-A,#N/A,13F-FG-6116909-02,6                        ,BEIGE 88023         ,05/20/2020,05/26/2020,05/27/2020,05/27/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,430-B,6951-430-B,#N/A,13F-FG-6116909-02,6                        ,BEIGE 88023         ,06/10/2020,06/15/2020,06/15/2020,06/16/2020,,,07/08/2020,,,,,,,B2002     ,G1K-1     ,B31.3          ,13F       
BR        ,430-C,6951-430-C,#N/A,13F-FG-6116909-02,6                        ,BEIGE 88023         ,06/24/2020,06/25/2020,06/29/2020,06/30/2020,,,07/08/2020,,,,,,,B2002     ,G1K-1     ,B31.3          ,13F       
BR        ,432-A,6951-432-A,#N/A,13F-FG-6116909-04,6                        ,BEIGE 88023         ,05/20/2020,05/21/2020,05/28/2020,06/01/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,432-B,6951-432-B,#N/A,13F-FG-6116909-04,6                        ,BEIGE 88023         ,05/20/2020,05/27/2020,05/28/2020,05/28/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,433-A,6951-433-A,#N/A,13F-FG-6116909-05,6                        ,BEIGE 88023         ,05/20/2020,05/26/2020,05/27/2020,05/27/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,433-B,6951-433-B,#N/A,13F-FG-6116909-05,6                        ,BEIGE 88023         ,05/20/2020,05/26/2020,05/27/2020,05/28/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,434-A,6951-434-A,#N/A,13F-FG-6116909-06,6                        ,BEIGE 88023         ,05/20/2020,05/26/2020,05/27/2020,05/28/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,434-B,6951-434-B,#N/A,13F-FG-6116909-06,6                        ,BEIGE 88023         ,05/20/2020,05/26/2020,05/27/2020,05/27/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,435-A,6951-435-A,#N/A,13F-FG-6116909-07,6                        ,BEIGE 88023         ,05/20/2020,05/28/2020,05/28/2020,06/01/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13F       
BR        ,436-A,6951-436-A,#N/A,13F-FG-6116909-08,6                        ,BEIGE 88023         ,06/16/2020,06/17/2020,06/18/2020,06/22/2020,,,07/08/2020,,,,,,,B2002     ,G1K-1     ,B31.3          ,13F       
BR        ,515-A,6951-515-A,#N/A,13C-DW-6197043-01,NONE                     ,-                   ,05/20/2020,05/28/2020,05/28/2020,05/28/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1U-8-TP1 ,B31.3          ,13C       
BR        ,518-A,6951-518-A,#N/A,13C-FW-6127131-01,6                        ,RED 71007           ,05/20/2020,05/27/2020,05/27/2020,05/27/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,518-B,6951-518-B,#N/A,13C-FW-6127131-01,6                        ,RED 71007           ,05/14/2020,05/18/2020,05/18/2020,05/18/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,519-A,6951-519-A,#N/A,13C-FW-6127600-01,6                        ,RED 71007           ,06/10/2020,06/11/2020,06/15/2020,06/15/2020,,,07/08/2020,,,,,,,B2002     ,G1K-1     ,B31.3          ,13C       
BR        ,519-B,6951-519-B,#N/A,13C-FW-6127600-01,6                        ,RED 71007           ,06/10/2020,06/15/2020,06/15/2020,06/15/2020,,,07/08/2020,,,,,,,B2002     ,G1K-1     ,B31.3          ,13C       
BR        ,519-C,6951-519-C,#N/A,13C-FW-6127600-01,6                        ,RED 71007           ,05/20/2020,06/01/2020,06/01/2020,06/02/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,520-A,6951-520-A,#N/A,13C-FW-6127600-02,6                        ,RED 71007           ,05/20/2020,06/01/2020,06/03/2020,06/03/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,520-B,6951-520-B,#N/A,13C-FW-6127600-02,6                        ,RED 71007           ,05/14/2020,05/18/2020,05/18/2020,05/18/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,521-A,6951-521-A,#N/A,13C-FW-6127611-01,6                        ,RED 71007           ,05/20/2020,05/28/2020,05/28/2020,06/01/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,521-B,6951-521-B,#N/A,13C-FW-6127611-01,6                        ,RED 71007           ,05/14/2020,05/18/2020,05/18/2020,05/18/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,522-A,6951-522-A,#N/A,13C-FW-6127612-01,6                        ,RED 71007           ,05/14/2020,05/20/2020,05/20/2020,05/20/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,522-B,6951-522-B,#N/A,13C-FW-6127612-01,6                        ,RED 71007           ,05/14/2020,05/18/2020,05/18/2020,05/18/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,523-A,6951-523-A,#N/A,13C-FW-6127612-02,6                        ,RED 71007           ,05/20/2020,05/27/2020,05/28/2020,05/28/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,524-A,6951-524-A,#N/A,13C-FW-6127612-03,6                        ,RED 71007           ,05/20/2020,05/27/2020,05/28/2020,05/28/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,525-A,6951-525-A,#N/A,13C-FW-6127612-04,6                        ,RED 71007           ,05/20/2020,05/27/2020,05/28/2020,05/28/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,526-A,6951-526-A,#N/A,13C-FW-6127613-01,6                        ,RED 71007           ,05/20/2020,05/28/2020,05/28/2020,06/01/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,526-B,6951-526-B,#N/A,13C-FW-6127613-01,6                        ,RED 71007           ,05/14/2020,05/18/2020,05/18/2020,05/18/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,527-A,6951-527-A,#N/A,13C-FW-6127621-01,6                        ,RED 71007           ,05/14/2020,05/19/2020,05/19/2020,05/19/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,527-B,6951-527-B,#N/A,13C-FW-6127621-01,6                        ,RED 71007           ,05/20/2020,05/28/2020,05/28/2020,06/01/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,527-C,6951-527-C,#N/A,13C-FW-6127621-01,6                        ,RED 71007           ,05/14/2020,05/18/2020,05/18/2020,05/18/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,527-D,6951-527-D,#N/A,13C-FW-6127621-01,6                        ,RED 71007           ,05/14/2020,05/18/2020,05/18/2020,05/18/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,528-A,6951-528-A,#N/A,13C-FW-6127632-01,6                        ,RED 71007           ,05/14/2020,05/20/2020,05/20/2020,05/20/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,528-B,6951-528-B,#N/A,13C-FW-6127632-01,6                        ,RED 71007           ,05/14/2020,05/18/2020,05/18/2020,05/18/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,529-A,6951-529-A,#N/A,13C-FW-6127632-02,6                        ,RED 71007           ,05/20/2020,05/27/2020,05/27/2020,05/27/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,530-A,6951-530-A,#N/A,13C-FW-6127632-03,6                        ,RED 71007           ,06/24/2020,07/01/2020,07/01/2020,07/01/2020,,,07/08/2020,,,,,,,B2002     ,G1K-1     ,B31.3          ,13C       
BR        ,531-A,6951-531-A,#N/A,13C-FW-6127632-04,6                        ,RED 71007           ,06/24/2020,07/01/2020,07/01/2020,07/01/2020,,,07/08/2020,,,,,,,B2002     ,G1K-1     ,B31.3          ,13C       
BR        ,532-A,6951-532-A,#N/A,13C-FW-6127633-01,6                        ,RED 71007           ,05/20/2020,05/27/2020,05/27/2020,05/27/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,532-B,6951-532-B,#N/A,13C-FW-6127633-01,6                        ,RED 71007           ,05/14/2020,05/18/2020,05/18/2020,05/18/2020,,,06/11/2020,,,06/15/2020,,,,B2001     ,G1K-1     ,B31.3          ,13C       
BR        ,585-A,6951-585-A,#N/A,14B-DW-6197058-01,NONE                     ,-                   ,04/08/2020,04/08/2020,04/14/2020,04/14/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1U-8-TP1 ,B31.3          ,14B       
BR        ,585-B,6951-585-B,#N/A,14B-DW-6197058-01,NONE                     ,-                   ,04/08/2020,04/08/2020,04/14/2020,04/14/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1U-8-TP1 ,B31.3          ,14B       
BR        ,724-A,6951-724-A,#N/A,31A-DW-6197021-01,NONE                     ,-                   ,05/14/2020,05/19/2020,05/20/2020,05/20/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1U-8-TP1 ,B31.3          ,31A       
BR        ,724-B,6951-724-B,#N/A,31A-DW-6197021-01,NONE                     ,-                   ,05/14/2020,05/19/2020,05/19/2020,05/19/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1U-8-TP1 ,B31.3          ,31A       
BR        ,734-A,6951-734-A,#N/A,14B-LO-6120610-01,NONE                     ,-                   ,04/29/2020,05/04/2020,05/05/2020,05/05/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,734-B,6951-734-B,#N/A,14B-LO-6120610-01,NONE                     ,-                   ,04/23/2020,04/29/2020,05/04/2020,05/04/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,734-C,6951-734-C,#N/A,14B-LO-6120610-01,NONE                     ,-                   ,04/29/2020,05/04/2020,05/05/2020,05/06/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,734-D,6951-734-D,#N/A,14B-LO-6120610-01,NONE                     ,-                   ,04/23/2020,04/28/2020,04/29/2020,04/29/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,734-E,6951-734-E,#N/A,14B-LO-6120610-01,NONE                     ,-                   ,04/29/2020,05/04/2020,05/05/2020,05/07/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,735-A,6951-735-A,#N/A,14B-LO-6124210-01,NONE                     ,-                   ,04/29/2020,05/04/2020,05/05/2020,05/07/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,735-B,6951-735-B,#N/A,14B-LO-6124210-01,NONE                     ,-                   ,04/23/2020,04/29/2020,05/04/2020,05/04/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,735-C,6951-735-C,#N/A,14B-LO-6124210-01,NONE                     ,-                   ,04/29/2020,05/04/2020,05/05/2020,05/07/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,735-D,6951-735-D,#N/A,14B-LO-6124210-01,NONE                     ,-                   ,04/23/2020,04/28/2020,04/30/2020,05/04/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,749-B,6951-749-B,#N/A,13C-LO-6126608-01,NONE                     ,-                   ,06/24/2020,06/30/2020,06/30/2020,06/30/2020,,,07/08/2020,,,,,,,B3003     ,G6K-1     ,B31.3          ,13C       
BR        ,750-B,6951-750-B,#N/A,13C-LO-6126609-01,NONE                     ,-                   ,06/24/2020,06/30/2020,06/30/2020,06/30/2020,,,07/08/2020,,,,,,,B3003     ,G6K-1     ,B31.3          ,13C       
BR        ,766-A,6951-766-A,#N/A,14B-LO-6120621-01,NONE                     ,-                   ,05/05/2020,05/06/2020,05/07/2020,05/12/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,766-B,6951-766-B,#N/A,14B-LO-6120621-01,NONE                     ,-                   ,05/07/2020,05/12/2020,06/08/2020,06/08/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,766-C,6951-766-C,#N/A,14B-LO-6120621-01,NONE                     ,-                   ,05/05/2020,05/06/2020,05/07/2020,05/07/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,766-D,6951-766-D,#N/A,14B-LO-6120621-01,NONE                     ,-                   ,,,,,,,,,,,,,,,G1K-10    ,B31.3          ,14B       
BR        ,766-E,6951-766-E,#N/A,14B-LO-6120621-01,NONE                     ,-                   ,05/05/2020,05/06/2020,05/06/2020,05/06/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,767-A,6951-767-A,#N/A,14B-LO-6124221-01,NONE                     ,-                   ,05/05/2020,05/06/2020,05/07/2020,05/11/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,767-B,6951-767-B,#N/A,14B-LO-6124221-01,NONE                     ,-                   ,05/07/2020,05/12/2020,05/14/2020,05/14/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,767-C,6951-767-C,#N/A,14B-LO-6124221-01,NONE                     ,-                   ,05/07/2020,05/12/2020,05/13/2020,05/13/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
BR        ,767-D,6951-767-D,#N/A,14B-LO-6124221-01,NONE                     ,-                   ,05/05/2020,05/06/2020,05/06/2020,05/06/2020,,,06/11/2020,,,,,06/15/2020,06/16/2020,B3002     ,G1K-10    ,B31.3          ,14B       
