FORECAST JOB: 6951 , FORECAST RUN: MAX,,,,,,,,,,,,,,,,,,
BOM PATH, STATUS, POS, TAG NUMBER, SIZE, LIST QUANTITY, UNIT, TRANSMITTL, STATUS, WAREHOUSE, PO NUMBER, VENDOR, PRED ON SITE, GROUP-PERF, SKETCH, PRIORITY,PERCENTAGE COMPLETE,CLIENT-REV,SPEC,CWP
PIPING/6951/13D/271-A,29-MAR-2020 - 04-APR-2020,1,C1NFES6L~3/4,4-Mar,1,ea,43,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-271-A,11,90%,0,G3H-1-TP1,13D
PIPING/6951/13D/271-A,29-MAR-2020 - 04-APR-2020,2,C1NFHH5Y~2,2,1,ea,43,Complete,MAIN PA WAREHOUSE, , , ,VALVES / IN-LINE ITEMS,6951-271-A,11,90%,0,G3H-1-TP1,13D
PIPING/6951/13D/271-A,29-MAR-2020 - 04-APR-2020,3,C1NFHH5Y~2,2,1,ea,43,Complete,MAIN PA WAREHOUSE, , , ,VALVES / IN-LINE ITEMS,6951-271-A,11,90%,0,G3H-1-TP1,13D
PIPING/6951/13D/271-A,29-MAR-2020 - 04-APR-2020,4,CJJJ1LT~2,2,1,ea,43,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-271-A,11,90%,0,G3H-1-TP1,13D
PIPING/6951/13D/271-A,29-MAR-2020 - 04-APR-2020,5,CEK5493~2,2,9.1,ft,43,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-271-A,11,90%,0,G3H-1-TP1,13D
PIPING/6951/13D/271-A,29-MAR-2020 - 04-APR-2020,6,CJJJ1LT~2,2,1,ea,43,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-271-A,11,90%,0,G3H-1-TP1,13D
PIPING/6951/13D/271-A,29-MAR-2020 - 04-APR-2020,7,CJJKGVH~2X3/4,2X3/4,1,ea,43,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-271-A,11,90%,0,G3H-1-TP1,13D
PIPING/6951/13D/271-A,29-MAR-2020 - 04-APR-2020,8,C1NFHH60~3/4,4-Mar,1,ea,43,Complete,MAIN PA WAREHOUSE, , , ,VALVES / IN-LINE ITEMS,6951-271-A,11,90%,0,G3H-1-TP1,13D
PIPING/6951/13D/271-A,29-MAR-2020 - 04-APR-2020,9,CJJJ1LT~2,2,1,ea,43,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-271-A,11,90%,0,G3H-1-TP1,13D
PIPING/6951/13D/271-A,29-MAR-2020 - 04-APR-2020,10,PS615-A_271-A~3/4,4-Mar,1,ea,43,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,6951-271-A,11,90%,0,G3H-1-TP1,13D
PIPING/6951/13D/229-A,29-MAR-2020 - 04-APR-2020,1,C1PB58TV~8X2,8X2,1,ea,58,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-229-A,11,75%,0,G3H-1-TP1,13D
PIPING/6951/13D/229-A,29-MAR-2020 - 04-APR-2020,2,C1YAVXZ5~8,8,1,ea,58,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-229-A,11,75%,0,G3H-1-TP1,13D
PIPING/6951/13D/229-A,29-MAR-2020 - 04-APR-2020,3,C2L6MS8~8,8,1,ea,58,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,6951-229-A,11,75%,0,G3H-1-TP1,13D
PIPING/6951/13D/229-A,29-MAR-2020 - 04-APR-2020,4,C2L6N2B~8,8,14.9,ft,58,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-229-A,11,75%,0,G3H-1-TP1,13D
PIPING/6951/13C/544-B,29-MAR-2020 - 04-APR-2020,1,CEK63T2~12,12,6.4,ft,78,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-544-B,10,66.67%,0,G3H-1-TP1,13C
PIPING/6951/13C/544-B,29-MAR-2020 - 04-APR-2020,2,C1Y5XFMX~12,12,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-544-B,10,66.67%,0,G3H-1-TP1,13C
PIPING/6951/13C/544-B,29-MAR-2020 - 04-APR-2020,3,C1PHN7T3~12,12,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-544-B,10,66.67%,0,G3H-1-TP1,13C
PIPING/6951/13C/555-B,29-MAR-2020 - 04-APR-2020,1,CEK63T2~12,12,0.7,ft,78,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-555-B,10,60%,0,G3H-1-TP1,13C
PIPING/6951/13C/555-B,29-MAR-2020 - 04-APR-2020,2,C1TGADJ4~12X3/4,12X3/4,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-555-B,10,60%,0,G3H-1-TP1,13C
PIPING/6951/13C/555-B,29-MAR-2020 - 04-APR-2020,3,C1PHN7T3~12,12,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-555-B,10,60%,0,G3H-1-TP1,13C
PIPING/6951/13C/555-B,29-MAR-2020 - 04-APR-2020,4,C1PHN7T3~12,12,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-555-B,10,60%,0,G3H-1-TP1,13C
PIPING/6951/13C/555-B,29-MAR-2020 - 04-APR-2020,5,C1NFHH60~3/4,4-Mar,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,VALVES / IN-LINE ITEMS,6951-555-B,10,60%,0,G3H-1-TP1,13C
PIPING/6951/13C/558-B,29-MAR-2020 - 04-APR-2020,1,CEK63T2~12,12,0.7,ft,78,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-558-B,10,60%,0,G3H-1-TP1,13C
PIPING/6951/13C/558-B,29-MAR-2020 - 04-APR-2020,2,C1TGADJ4~12X3/4,12X3/4,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-558-B,10,60%,0,G3H-1-TP1,13C
PIPING/6951/13C/558-B,29-MAR-2020 - 04-APR-2020,3,C1PHN7T3~12,12,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-558-B,10,60%,0,G3H-1-TP1,13C
PIPING/6951/13C/558-B,29-MAR-2020 - 04-APR-2020,4,C1PHN7T3~12,12,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-558-B,10,60%,0,G3H-1-TP1,13C
PIPING/6951/13C/558-B,29-MAR-2020 - 04-APR-2020,5,C1NFHH60~3/4,4-Mar,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,VALVES / IN-LINE ITEMS,6951-558-B,10,60%,0,G3H-1-TP1,13C
PIPING/6951/13C/555-A,29-MAR-2020 - 04-APR-2020,1,CEK63T2~12,12,2,ft,78,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-555-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/555-A,29-MAR-2020 - 04-APR-2020,2,C1TGADJ4~12X3/4,12X3/4,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-555-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/555-A,29-MAR-2020 - 04-APR-2020,3,C1Y5XFMX~12,12,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-555-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/555-A,29-MAR-2020 - 04-APR-2020,4,C1PHN7T3~12,12,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-555-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/555-A,29-MAR-2020 - 04-APR-2020,5,C1PHN7T3~12,12,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-555-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/555-A,29-MAR-2020 - 04-APR-2020,6,C1NFHH60~3/4,4-Mar,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,VALVES / IN-LINE ITEMS,6951-555-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/555-A,29-MAR-2020 - 04-APR-2020,7,PS605-8-24.7-2-W-S_555-A~12,12,1,ea,78,Purchased, ,SUPPORTS,Delta Machine & Ironworks Inc - Baton Rouge,27-Mar-20,SUPPORTS,6951-555-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/555-A,29-MAR-2020 - 04-APR-2020,8,PS612-8_555-A~12,12,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,6951-555-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/558-A,29-MAR-2020 - 04-APR-2020,1,CEK63T2~12,12,2,ft,78,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-558-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/558-A,29-MAR-2020 - 04-APR-2020,2,C1TGADJ4~12X3/4,12X3/4,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-558-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/558-A,29-MAR-2020 - 04-APR-2020,3,C1Y5XFMX~12,12,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-558-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/558-A,29-MAR-2020 - 04-APR-2020,4,C1PHN7T3~12,12,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-558-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/558-A,29-MAR-2020 - 04-APR-2020,5,C1PHN7T3~12,12,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-558-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/558-A,29-MAR-2020 - 04-APR-2020,6,C1NFHH60~3/4,4-Mar,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,VALVES / IN-LINE ITEMS,6951-558-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/558-A,29-MAR-2020 - 04-APR-2020,7,PS612-8_558-A~12,12,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,6951-558-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/558-A,29-MAR-2020 - 04-APR-2020,8,PS605-8-24.69-2-W-S_558-A~12,12,1,ea,78,Purchased, ,SUPPORTS,Delta Machine & Ironworks Inc - Baton Rouge,27-Mar-20,SUPPORTS,6951-558-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/803-A,29-MAR-2020 - 04-APR-2020,1,CEK63T2~12,12,4.9,ft,67,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-803-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/803-A,29-MAR-2020 - 04-APR-2020,2,C2NZ26G8~16X12,16X12,1,ea,67,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-803-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/803-A,29-MAR-2020 - 04-APR-2020,3,C1Y5XFMX~12,12,1,ea,67,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-803-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13C/803-A,29-MAR-2020 - 04-APR-2020,4,C1PHN7T3~12,12,1,ea,67,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-803-A,10,50%,0,G3H-1-TP1,13C
PIPING/6951/13F/407-A,29-MAR-2020 - 04-APR-2020,1,C1YAVX8N~10,10,1,ea,50,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-407-A,13,66.67%,0,G3H-1-TP1,13F
PIPING/6951/13F/407-A,29-MAR-2020 - 04-APR-2020,2,PS107-10-18-4_407-A~10,10,1,ea,50,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,6951-407-A,13,66.67%,0,G3H-1-TP1,13F
PIPING/6951/13F/407-A,29-MAR-2020 - 04-APR-2020,3,C2L6MTJ~10,10,8.5,ft,50,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-407-A,13,66.67%,0,G3H-1-TP1,13F
PIPING/6951/13F/407-B,29-MAR-2020 - 04-APR-2020,1,C1YAVX8N~10,10,1,ea,50,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-407-B,13,33.33%,0,G3H-1-TP1,13F
PIPING/6951/13F/407-B,29-MAR-2020 - 04-APR-2020,2,C1YAVX8N~10,10,1,ea,50,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-407-B,13,33.33%,0,G3H-1-TP1,13F
PIPING/6951/13F/407-B,29-MAR-2020 - 04-APR-2020,3,C2L6MTJ~10,10,6.4,ft,50,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-407-B,13,33.33%,0,G3H-1-TP1,13F
PIPING/6951/13F/407-C,29-MAR-2020 - 04-APR-2020,1,C2L6MTJ~10,10,15.7,ft,50,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-407-C,13,50%,0,G3H-1-TP1,13F
PIPING/6951/13F/407-C,29-MAR-2020 - 04-APR-2020,2,C1YAVX8N~10,10,1,ea,50,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-407-C,13,50%,0,G3H-1-TP1,13F
PIPING/6951/13F/408-A,29-MAR-2020 - 04-APR-2020,1,C1YAVX8N~10,10,1,ea,50,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-408-A,13,66.67%,0,G3H-1-TP1,13F
PIPING/6951/13F/408-A,29-MAR-2020 - 04-APR-2020,2,C2L6MTJ~10,10,8.5,ft,50,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-408-A,13,66.67%,0,G3H-1-TP1,13F
PIPING/6951/13F/408-A,29-MAR-2020 - 04-APR-2020,3,PS107-10-18-4_408-A~10,10,1,ea,50,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,6951-408-A,13,66.67%,0,G3H-1-TP1,13F
PIPING/6951/13F/408-B,29-MAR-2020 - 04-APR-2020,1,C2L6MTJ~10,10,6.4,ft,50,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-408-B,13,33.33%,0,G3H-1-TP1,13F
PIPING/6951/13F/408-B,29-MAR-2020 - 04-APR-2020,2,C1YAVX8N~10,10,1,ea,50,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-408-B,13,33.33%,0,G3H-1-TP1,13F
PIPING/6951/13F/408-B,29-MAR-2020 - 04-APR-2020,3,C1YAVX8N~10,10,1,ea,50,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-408-B,13,33.33%,0,G3H-1-TP1,13F
PIPING/6951/13F/408-C,29-MAR-2020 - 04-APR-2020,1,C1YAVX8N~10,10,1,ea,50,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-408-C,13,50%,0,G3H-1-TP1,13F
PIPING/6951/13F/408-C,29-MAR-2020 - 04-APR-2020,2,C2L6MTJ~10,10,15.7,ft,50,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-408-C,13,50%,0,G3H-1-TP1,13F
PIPING/6951/13F/468-A,29-MAR-2020 - 04-APR-2020,1,C2L6MTJ~10,10,8.5,ft,51,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-468-A,13,66.67%,0,G3H-1-TP1,13F
PIPING/6951/13F/468-A,29-MAR-2020 - 04-APR-2020,2,C1YAVX8N~10,10,1,ea,51,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-468-A,13,66.67%,0,G3H-1-TP1,13F
PIPING/6951/13F/468-A,29-MAR-2020 - 04-APR-2020,3,PS107-10-18-4_468-A~10,10,1,ea,51,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,6951-468-A,13,66.67%,0,G3H-1-TP1,13F
PIPING/6951/13F/468-B,29-MAR-2020 - 04-APR-2020,1,C2L6MTJ~10,10,6.4,ft,51,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-468-B,13,33.33%,0,G3H-1-TP1,13F
PIPING/6951/13F/468-B,29-MAR-2020 - 04-APR-2020,2,C1YAVX8N~10,10,1,ea,51,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-468-B,13,33.33%,0,G3H-1-TP1,13F
PIPING/6951/13F/468-B,29-MAR-2020 - 04-APR-2020,3,C1YAVX8N~10,10,1,ea,51,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-468-B,13,33.33%,0,G3H-1-TP1,13F
PIPING/6951/13F/468-C,29-MAR-2020 - 04-APR-2020,1,C2L6MTJ~10,10,15.7,ft,51,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-468-C,13,50%,0,G3H-1-TP1,13F
PIPING/6951/13F/468-C,29-MAR-2020 - 04-APR-2020,2,C1YAVX8N~10,10,1,ea,51,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-468-C,13,50%,0,G3H-1-TP1,13F
PIPING/6951/13C/545-A,29-MAR-2020 - 04-APR-2020,1,CEK63T2~12,12,3.3,ft,78,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-545-A,10,83.33%,0,G3H-1-TP1,13C
PIPING/6951/13C/545-A,29-MAR-2020 - 04-APR-2020,2,C2L6N2B~8,8,5.6,ft,78,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-545-A,10,83.33%,0,G3H-1-TP1,13C
PIPING/6951/13C/545-A,29-MAR-2020 - 04-APR-2020,3,C1YAWN49~12X8,12X8,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-545-A,10,83.33%,0,G3H-1-TP1,13C
PIPING/6951/13C/545-A,29-MAR-2020 - 04-APR-2020,4,C1Y5XFMX~12,12,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-545-A,10,83.33%,0,G3H-1-TP1,13C
PIPING/6951/13C/545-A,29-MAR-2020 - 04-APR-2020,5,C1Y5XFMX~12,12,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-545-A,10,83.33%,0,G3H-1-TP1,13C
PIPING/6951/13C/545-A,29-MAR-2020 - 04-APR-2020,6,C2L6MS8~8,8,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,6951-545-A,10,83.33%,0,G3H-1-TP1,13C
PIPING/6951/13C/549-A,29-MAR-2020 - 04-APR-2020,1,CEK63T2~12,12,4,ft,78,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-549-A,10,83.33%,0,G3H-1-TP1,13C
PIPING/6951/13C/549-A,29-MAR-2020 - 04-APR-2020,2,C2L6N2B~8,8,5.6,ft,78,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-549-A,10,83.33%,0,G3H-1-TP1,13C
PIPING/6951/13C/549-A,29-MAR-2020 - 04-APR-2020,3,C1YAWN49~12X8,12X8,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-549-A,10,83.33%,0,G3H-1-TP1,13C
PIPING/6951/13C/549-A,29-MAR-2020 - 04-APR-2020,4,C1Y5XFMX~12,12,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-549-A,10,83.33%,0,G3H-1-TP1,13C
PIPING/6951/13C/549-A,29-MAR-2020 - 04-APR-2020,5,C1Y5XFMX~12,12,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-549-A,10,83.33%,0,G3H-1-TP1,13C
PIPING/6951/13C/549-A,29-MAR-2020 - 04-APR-2020,6,C2L6MS8~8,8,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,6951-549-A,10,83.33%,0,G3H-1-TP1,13C
PIPING/6951/13D/268-A,29-MAR-2020 - 04-APR-2020,1,C1YAY0ZK~6X4,6X4,1,ea,43,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-268-A,11,66.67%,0,G3H-1-TP1,13D
PIPING/6951/13D/268-A,29-MAR-2020 - 04-APR-2020,2,PS107-6-24-3.89_268-A~6,6,1,ea,43,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,6951-268-A,11,66.67%,0,G3H-1-TP1,13D
PIPING/6951/13D/268-A,29-MAR-2020 - 04-APR-2020,3,C1Y5RFY3~4,4,1,ea,43,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-268-A,11,66.67%,0,G3H-1-TP1,13D
PIPING/6951/13D/268-A,29-MAR-2020 - 04-APR-2020,4,C2L6MZ2~4,4,1.3,ft,43,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-268-A,11,66.67%,0,G3H-1-TP1,13D
PIPING/6951/13D/268-A,29-MAR-2020 - 04-APR-2020,5,C2L6N10~6,6,11.2,ft,43,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-268-A,11,66.67%,0,G3H-1-TP1,13D
PIPING/6951/13D/268-A,29-MAR-2020 - 04-APR-2020,6,C1Y5RFY3~4,4,1,ea,43,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-268-A,11,66.67%,0,G3H-1-TP1,13D
PIPING/6951/13C/556-B,29-MAR-2020 - 04-APR-2020,1,C2L6MTJ~10,10,6.9,ft,78,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-556-B,10,75%,0,G3H-1-TP1,13C
PIPING/6951/13C/556-B,29-MAR-2020 - 04-APR-2020,2,C1YAVX8N~10,10,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-556-B,10,75%,0,G3H-1-TP1,13C
PIPING/6951/13C/556-B,29-MAR-2020 - 04-APR-2020,3,C286F81V~10,10,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-556-B,10,75%,0,G3H-1-TP1,13C
PIPING/6951/13C/556-B,29-MAR-2020 - 04-APR-2020,4,C2L6MGH~10,10,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,6951-556-B,10,75%,0,G3H-1-TP1,13C
PIPING/6951/13C/559-B,29-MAR-2020 - 04-APR-2020,1,C2L6MTJ~10,10,6.9,ft,78,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-559-B,10,75%,0,G3H-1-TP1,13C
PIPING/6951/13C/559-B,29-MAR-2020 - 04-APR-2020,2,C1YAVX8N~10,10,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-559-B,10,75%,0,G3H-1-TP1,13C
PIPING/6951/13C/559-B,29-MAR-2020 - 04-APR-2020,3,C286F81V~10,10,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-559-B,10,75%,0,G3H-1-TP1,13C
PIPING/6951/13C/559-B,29-MAR-2020 - 04-APR-2020,4,C2L6MGH~10,10,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,6951-559-B,10,75%,0,G3H-1-TP1,13C
PIPING/6951/13C/548-A,29-MAR-2020 - 04-APR-2020,1,C2L6N2B~8,8,8,ft,78,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-548-A,10,85.71%,0,G3H-1-TP1,13C
PIPING/6951/13C/548-A,29-MAR-2020 - 04-APR-2020,2,C1YAY6MY~8X6,8X6,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-548-A,10,85.71%,0,G3H-1-TP1,13C
PIPING/6951/13C/548-A,29-MAR-2020 - 04-APR-2020,3,C1NFHDGB~8X3/4,8X3/4,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-548-A,10,85.71%,0,G3H-1-TP1,13C
PIPING/6951/13C/548-A,29-MAR-2020 - 04-APR-2020,4,C1YAVXZ5~8,8,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-548-A,10,85.71%,0,G3H-1-TP1,13C
PIPING/6951/13C/548-A,29-MAR-2020 - 04-APR-2020,7,C2L6MS8~8,8,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,6951-548-A,10,85.71%,0,G3H-1-TP1,13C
PIPING/6951/13C/548-A,29-MAR-2020 - 04-APR-2020,8,C286F8EE~6,6,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-548-A,10,85.71%,0,G3H-1-TP1,13C
PIPING/6951/13C/548-A,29-MAR-2020 - 04-APR-2020,9,C1NFHH60~3/4,4-Mar,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,VALVES / IN-LINE ITEMS,6951-548-A,10,85.71%,0,G3H-1-TP1,13C
PIPING/6951/13C/552-A,29-MAR-2020 - 04-APR-2020,1,C2L6N2B~8,8,7.8,ft,78,Complete,MAIN PA WAREHOUSE, , , ,PIPE,6951-552-A,10,71.43%,0,G3H-1-TP1,13C
PIPING/6951/13C/552-A,29-MAR-2020 - 04-APR-2020,2,C1YAY6MY~8X6,8X6,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-552-A,10,71.43%,0,G3H-1-TP1,13C
PIPING/6951/13C/552-A,29-MAR-2020 - 04-APR-2020,3,C1NFHDGB~8X3/4,8X3/4,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-552-A,10,71.43%,0,G3H-1-TP1,13C
PIPING/6951/13C/552-A,29-MAR-2020 - 04-APR-2020,4,C1YAVXZ5~8,8,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-552-A,10,71.43%,0,G3H-1-TP1,13C
PIPING/6951/13C/552-A,29-MAR-2020 - 04-APR-2020,7,C2L6MS8~8,8,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,6951-552-A,10,71.43%,0,G3H-1-TP1,13C
PIPING/6951/13C/552-A,29-MAR-2020 - 04-APR-2020,8,C286F8EE~6,6,1,ea,78,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-552-A,10,71.43%,0,G3H-1-TP1,13C
PIPING/6951/13C/552-A,29-MAR-2020 - 04-APR-2020,9,C1NFHH60~3/4,4-Mar,1,ea,78,Complete,MAIN PA WAREHOUSE, , , ,VALVES / IN-LINE ITEMS,6951-552-A,10,71.43%,0,G3H-1-TP1,13C
PIPING/6951/13D/230-A,29-MAR-2020 - 04-APR-2020,1,C1YAVXRB~3,3,1,ea,58,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-230-A,11,71.43%,0,G3H-1-TP1,13D
PIPING/6951/13D/230-A,29-MAR-2020 - 04-APR-2020,2,C1NFHH60~3/4,4-Mar,1,ea,58,Complete,MAIN PA WAREHOUSE, , , ,VALVES / IN-LINE ITEMS,6951-230-A,11,71.43%,0,G3H-1-TP1,13D
PIPING/6951/13D/230-A,29-MAR-2020 - 04-APR-2020,3,C2L6MN0~4,4,1,ea,58,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FLANGES,6951-230-A,11,71.43%,0,G3H-1-TP1,13D
PIPING/6951/13D/230-A,29-MAR-2020 - 04-APR-2020,4,C1NFHDG5~4X3/4,4X3/4,1,ea,58,Purchased, ,CLIENT,Performance Stock,4-Apr-20,FITTINGS,6951-230-A,11,71.43%,0,G3H-1-TP1,13D
PIPING/6951/13D/230-A,29-MAR-2020 - 04-APR-2020,5,C1YAXVF6~4X3,4X3,1,ea,58,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,6951-230-A,11,71.43%,0,G3H-1-TP1,13D
